week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,synopsis,start_date
1996-04-21,47,10130202.0,Buried Child,Brooks Atkinson Theatre,101397.0,,21.46,45.0,4725,1021,0.7713,0,6,"In Sam Shepard's Pulitzer Prize-winning play, Vince returns to his childhood farm with his girlfriend, only to find emotionally and physically crippled family members and a building that is falling apart and hiding secrets, rather than the idyllic place of his childhood.",
1996-04-21,47,10130202.0,Jack: A Night on the Town with John Barrymore,Belasco Theatre,9784.0,,22.97,40.0,426,1018,0.2092,0,2,"Nicol Williamson co-devised and starred in this one-man play, in which actor John Barrymore recites passages from some of his most legendary performances, including Richard III and Hamlet, and tells anecdotes from his colorful life.",
1996-04-21,47,10130202.0,Rent,Nederlander Theatre,456244.0,,49.9,67.5,9144,1173,0.9744,0,8,,
1996-04-28,48,10621434.0,An Ideal Husband,Ethel Barrymore Theatre,76744.0,407837.0,27.31,55.0,2810,1096,0.5128,0,5,"Sir Robert Chiltern, a newly married and upstanding politician, is threatened when a past scandal is revealed and he must turn to his old friend (who is his wife's former lover) for help, in Oscar Wilde's satire of politics and social intrigue.",
1996-05-12,50,10331272.0,Tartuffe,Circle in the Square Theatre,44555.0,,18.87,50.0,2361,724,0.5435,0,6,A religious conman infiltrates the household of a gullible man and his exasperated family in Moliere's 1664 comedy.,
1996-06-16,3,9685382.0,A Thousand Clowns,Criterion Center Stage Right,86534.0,,30.47,55.0,2840,499,0.9486,0,6,A nonconformist television writer's custody of his young nephew is threatened when the Child Welfare Bureau comes calling.,
1996-07-28,9,8966558.0,Hughie,Circle in the Square Theatre,132945.0,,54.91,55.0,2421,604,1.0021,0,4,An evening of two one-act plays: Eugene O'Neill's Hughie and David Scott Milton's Duet.,
1996-08-18,12,9418668.0,Summer and Smoke,Criterion Center Stage Right,41900.0,,33.31,55.0,1258,499,0.8403,0,3,"A repressed minister's daughter nurses a longtime unrequited love for the boy next door, who grows up into a playboy whose nature is completely at odds with hers.",
1996-09-15,16,7889390.0,Sex and Longing,Cort Theatre,74901.0,,21.56,45.0,3474,1039,0.8359,0,4,"Nymphomaniac Lulu and her gay roommate Justin have just published a coffee table book detailing their many sexual encounters, getting them into hot water with a moralistic senator's wife and minister, in Christopher Durang's comedy.",
1996-09-15,16,7889390.0,Skylight,Royale Theatre,198489.0,,29.29,55.0,6777,1058,0.8007,0,8,"On a bitterly cold London evening, schoolteacher Kyra Hollis receives an unexpected visit from her former lover, Tom Sergeant, a successful and charismatic restaurateur whose wife has recently died. As the evening progresses, the two attempt to rekindle their once passionate relationship, only to find themselves locked in a dangerous battle of opposing ideologies and mutual desires.",
1996-10-27,22,8862532.0,Chicago,Ambassador Theatre,281962.0,,46.53,70.0,6060,1362,0.7416,0,6,"A true New York City institution, Chicago has everything that makes Broadway great: a universal tale of fame, fortune and all that jazz; one show-stopping song after another; and the most astonishing dancing you’ve ever seen. Now in its 20th year on Broadway, Chicago is the longest-running American musical in Broadway history and the second longest-running Broadway production ever.",
1996-10-27,22,8862532.0,Present Laughter,Walter Kerr Theatre,76085.0,,21.73,55.0,3502,936,0.9354,0,4,"Noel Coward's totally-irresistible and semi-autobiographical comedy follows a self-obsessed actor in the midst of a mid-life crisis. Freely indulging his considerable appetite for wine, women and sleeping late, the theatre’s favorite leading man suddenly finds himself caught between fawning ingénues, crazed playwrights, secret trysts and unexpected twists.",
1996-11-03,23,8466039.0,It's a Slippery Slope,Vivian Beaumont Theater,14513.0,,19.38,35.0,749,1038,0.7216,0,1,"Spalding Gray's one-man show is based on a year in his life, in which he married and then quickly divorced his longtime companion, moved in with a girlfriend who bore him a son, and learned to ski for the first time.",
1996-11-03,23,8466039.0,The Rehearsal,Criterion Center Stage Right,81654.0,,28.95,55.0,2821,499,0.9422,0,6,A countess persuades her husband's best friend to join her in her disapproval of his latest mistress as they all retreat to a chateau to stage Marivaux's The Double Inconstancy.,
1996-11-10,24,8948701.0,Juan Darien,Vivian Beaumont Theater,67578.0,,21.1,45.0,3203,1038,0.6171,0,5,"This tale of a jaguar cub who transforms into a boy in the South American jungle is brought to theatrical life using puppetry, masks, and other innovations courtesy of director Julie Taymor and composer Elliot Goldenthal.",
1996-11-10,24,8948701.0,"Julia Sweeney's God Said ""Ha!""",Lyceum Theatre,28729.0,,21.72,45.0,1323,924,0.2864,0,5,Former Saturday Night Live star Julia Sweeney examines her family's reactions to her brother's lymphoma diagnosis and her own battle with cervical cancer in dark comic terms.,
1996-11-24,26,8796924.0,Once Upon a Mattress,Broadhurst Theatre,221541.0,,41.2,75.0,5377,1143,0.672,0,7,"In this musical version of The Princess and the Pea, Princess Winnifred is an ungainly, brash girl competing for the hand of Prince Dauntless, whose domineering mother Queen Aggravain has declared he must marry a ""true"" princess before anyone else in the kingdom can marry.",
1996-12-01,27,12073107.0,David Copperfield: Dreams and Nightmares,Martin Beck Theatre,1250775.0,,61.34,67.5,20391,1346,0.9468,0,16,Magician David Copperfield uses his childhood dreams and nightmares as the framework for this evening of tricks and spectacular special effects.,
1997-01-26,35,7674399.0,The Three Sisters,Criterion Center Stage Right,139094.0,,39.87,55.0,3489,499,0.9989,0,7,"Sisters Olga, Masha and Irina long to leave their provincial military town for Moscow and grapple with frustrated love and disappointment, in Anton Chekhov's 1901 drama.",
1997-02-02,36,7925757.0,"Men Are from Mars, Women Are from Venus",Gershwin Theatre,358316.0,,31.61,55.0,11336,1918,0.8443,7,0,"John Gray brings his best-selling book to the stage in an evening that includes anecdotes, celebrity guest couples and advice.",
1997-02-09,37,7227906.0,Stanley,Circle in the Square Theatre,27087.0,,15.84,45.0,1710,642,0.3805,0,7,"The English artist Stanley Spencer struggles to maintain his traditional style in an art world fixated on the abstract, while dealing with one loving marriage and one stormy one.",
1997-02-09,37,7227906.0,The Last Night of Ballyhoo,Helen Hayes Theatre,41668.0,,28.74,45.0,1450,597,0.6072,0,4,Alfred Uhry's Tony Award-winning look at anti-semitism in the South centers on the planning of the Atlanta Jewish community's annual Ballyhoo ball during the excitement surrounding the premiere of Gone with the Wind.,
1997-03-02,40,6899127.0,Mandy Patinkin in Concert,Lyceum Theatre,76833.0,,44.49,60.0,1727,924,0.9345,2,0,,
1997-03-09,41,7530854.0,Play On!,Brooks Atkinson Theatre,151471.0,,21.33,70.0,7100,1030,0.8617,0,8,"William Shakespeare's Twelfth Night is re-set in 1940s Harlem to the music of Duke Ellington. In this retelling, would-be songwriter Vy must disguise herself as a man to get her songs heard by bandleader Duke and sung by the Cotton Club's star singer Lady Liv.",
1997-03-16,42,8410568.0,Annie,Martin Beck Theatre,262879.0,,41.45,75.0,6342,1422,0.892,0,5,,
1997-03-16,42,8410568.0,Barrymore,Music Box Theatre,78472.0,154404.0,30.53,45.0,2570,1010,0.6361,0,4,"Nicol Williamson co-devised and starred in this one-man play, in which actor John Barrymore recites passages from some of his most legendary performances, including Richard III and Hamlet, and tells anecdotes from his colorful life.",
1997-03-16,42,8410568.0,Dream,Royale Theatre,118195.0,,33.81,70.0,3496,1036,0.6749,0,5,,
1997-03-16,42,8410568.0,The Young Man from Atlanta,Longacre Theatre,52673.0,,24.46,45.0,2153,1095,0.3932,0,5,"In Horton Foote's Pulitzer Prize-winning play, a middle-aged Texas couple grapples with the mysterious death of their son and holds differing views on the young man from Atlanta, a friend of their son's who is never seen.",
1997-03-23,43,9448450.0,An American Daughter,Cort Theatre,84649.0,,22.86,50.0,3703,1079,0.858,0,4,"A candidate for U.S. Surgeon General, who is the daughter of a famous senator, finds her campaign in trouble when a past indiscretion is revealed and treated as a scandal.",
1997-03-23,43,9448450.0,Jekyll & Hyde,Plymouth Theatre,222620.0,,53.16,75.0,4188,1065,0.7865,0,5,,
1997-03-30,44,10449550.0,A Doll's House,Belasco Theatre,94514.0,,29.34,60.0,3221,1018,0.5273,0,6,,
1997-03-30,44,10449550.0,Steel Pier,Richard Rodgers Theatre,288470.0,,46.18,75.0,6246,1353,0.9233,0,5,"On the dance marathon circuit of the 1930s, contestant Rita Racine deals with her nefarious promoter boyfriend, until a mysterious pilot partners with her in the contest and teaches her to believe in her own dreams.",
1997-03-30,44,10449550.0,Titanic,Lunt-Fontanne Theatre,61129.0,,43.17,75.0,1416,1475,0.96,0,1,"Maury Yeston and Peter Stone's musical examines the lives of the passengers aboard the doomed luxury liner Titanic — those in first class, middle class and steerage — in the nights leading up the ship's fatal encounter with an iceberg at sea.",
1997-04-06,45,10597628.0,The Gin Game,Lyceum Theatre,18228.0,,25.78,55.0,707,924,0.1913,0,4,"An elderly man and woman play repeated games of gin in their retirement home, slowly coming to grips with what is left of their lives in their old age, in Donald L. Coburn's Pulitzer Prize-winning play.",
1997-04-06,45,10597628.0,The Little Foxes,Vivian Beaumont Theater,88021.0,,22.76,50.0,3868,1101,0.8783,0,4,"Southern belle Regina Giddens and her brothers scheme to outwit Regina's husband Horace, who opposes their attempts to profit from a cotton factory in partnership with a Chicago businessman, in Lillian Hellman's look at the power of money to destroy lives.",
1997-04-13,46,9851864.0,The Life,Ethel Barrymore Theatre,103475.0,,32.71,75.0,3163,1076,0.3674,0,8,,
1997-04-20,47,10652401.0,Candide,Gershwin Theatre,131760.0,,37.82,65.0,3484,1918,0.9082,0,2,"In this musical adaptation of Voltaire's satirical novel, the naïve Candide is separated from his beloved Cunegonde and journeys around the world to find her, retaining his teacher Pangloss's belief that ""this is the best of all possible worlds"" in the face of ever-increasing catastrophes.",
1997-04-20,47,10652401.0,London Assurance,Criterion Center Stage Right,86522.0,,36.49,55.0,2371,499,0.7919,0,6,London widower Sir Harcourt Courtly falls for a Gloucestershire heiress — the same heiress his son is pursuing — in Dion Boucicault's 1841 comedy.,
1997-05-18,51,11239444.0,King David,New Amsterdam Theatre,282028.0,452560.0,49.77,75.0,5667,1716,0.8256,1,3,,
1997-06-22,3,10954864.0,Forever Tango,Marquis Theatre,159678.0,459477.0,38.13,75.0,4188,928,0.5641,4,4,"Luis Bravo's dance show, which originated in Argentina, illustrates the history of the tango with a few songs and a lot of fancy footwork.",
1997-07-20,7,9449380.0,1776,Gershwin Theatre,150045.0,227045.0,43.64,65.0,3438,499,0.9843,0,7,,
1997-09-07,14,6868119.0,Twelfth Night,St. James Theatre,239461.0,611820.0,49.32,75.0,4855,1212,0.5007,8,0,,
1997-09-21,16,8111399.0,Side Show,Richard Rodgers Theatre,110633.0,216058.0,27.86,65.0,3971,1344,0.9849,0,3,"Henry Krieger and Bill Russell's musical spotlights Daisy and Violet Hilton, real-life Siamese twins who were star carnival attractions in the 1930s.  Daisy yearns for greater fame, Violet wants security and a home, and they both hope the show business promoters who are falling for them can give them what they want.",
1997-09-28,17,8391224.0,Triumph of Love,Royale Theatre,76029.0,188577.0,41.03,75.0,1853,1036,0.5962,0,3,"The Greek princess Leonide falls for Agis, the heir to the kingdom Leonide's family took over. To win him, she disguises herself as a boy and deals with Agis's uncle and aunt, who favor reason over passion, in this musical adaptation of the Marivaux farce.",
1997-10-12,19,9554829.0,Jackie,Belasco Theatre,40161.0,90185.0,31.45,55.0,1277,1010,0.6322,0,2,,
1997-10-12,19,9554829.0,The Scarlet Pimpernel,Neil Simon Theatre,441481.0,832827.0,37.9,75.0,11648,1710,0.8515,0,8,"Foppish British nobleman Sir Percy Blakeney leads a double life as the swashbuckling Scarlet Pimpernel who saves French aristocrats from the revolutionaries' guillotine, in the Frank Wildhorn and Nan Knighton musical version of the Baroness Orczy novel.",
1997-10-19,20,10541144.0,The Lion King,Minskoff Theatre,630828.0,696973.0,59.26,75.0,10645,1745,0.8715,0,7,"More than 70 million people around the world have experienced the awe-inspiring visual artistry, the unforgettable music and the uniquely theatrical storytelling of this Broadway spectacular – one of the most breathtaking and beloved productions ever to grace the stage. Winner of 6 Tony Awards, including Best Musical and based on the beloved 1994 Disney film, The Lion King brings together one of the most imaginative creative teams on Broadway. Tony Award-winning director Julie Taymor brings to life a story filled with hope and adventure set against an amazing backdrop of stunning visuals.",
1997-10-26,21,10298932.0,Ivanov,Vivian Beaumont Theater,133730.0,220560.0,31.46,55.0,4251,1101,0.9653,0,4,,
1997-11-02,22,9878869.0,Proposals,Broadhurst Theatre,213315.0,433543.0,34.63,60.0,6160,1186,0.742,0,7,"An elderly divorced man, his daughter and his housekeeper find romance with unexpected guests at a country house in the Poconos in Neil Simon's comedy.",
1997-11-02,22,9878869.0,Street Corner Symphony,Brooks Atkinson Theatre,25189.0,176356.0,10.33,70.0,2438,1037,0.7837,0,3,A group of eight Florida street musicians performs pop and soul songs from the 1960s and 1970s.,
1997-11-02,22,9878869.0,The Cherry Orchard,Martin Beck Theatre,400000.0,700000.0,61.54,75.0,6500,1422,0.7618,5,1,,
1997-11-16,24,10331822.0,The Old Neighborhood,Booth Theatre,146280.0,304596.0,25.77,55.0,5676,775,0.9155,0,8,David Mamet's collection of three autobiographical one-acts follows a middle-aged man's return to the neighborhood where he grew up.,
1997-11-23,25,10062667.0,Eugene Onegin,Martin Beck Theatre,97542.0,400000.0,24.1,,4047,1300,0.4447,7,0,,
1997-11-23,25,10062667.0,The Diary of Anne Frank,Music Box Theatre,134692.0,257342.0,36.61,60.0,3679,985,0.9338,0,4,,
1997-11-30,26,12515482.0,A View from the Bridge,Neil Simon Theatre,110282.0,219560.0,34.2,55.0,3225,499,0.8079,0,8,"Eddie Carbone, a Brooklyn laborer, holds family and honor above all else. He and his wife have raised a niece as their own. But his possessive love of his niece drives him to actions that betray his family and his ideals.",
1997-11-30,26,12515482.0,The Sunshine Boys,Lyceum Theatre,77073.0,173340.0,37.34,60.0,2064,914,0.5646,0,4,Ex-vaudevillians Willie Clark and Al Lewis reunite for a television special — in spite of the fact that they can't stand each other.,
1997-12-07,27,12097716.0,The Capeman,Marquis Theatre,450838.0,558223.0,54.08,67.5,8337,1589,0.8744,0,6,"Paul Simon made his Broadway debut as a composer with this musical based on the true story of Salvador Agron, who murdered two teenagers in the 1950s but turned his life around while in prison. Simon co-wrote the book and lyrics with the poet Derek Walcott.",
1997-12-28,30,14720405.0,Ragtime,Ford Center for the Performing Arts,455674.0,446086.0,62.98,75.0,7235,1813,0.9977,0,4,"Based on the novel by E.L. Doctorow, this musical tapestry depicts an African-American family, a Jewish immigrant family and a wealthy suburban WASP family in turn-of-the-century America.",
1998-01-18,33,10981641.0,Patti LaBelle on Broadway,St. James Theatre,507418.0,519254.0,55.14,64.5,9203,1623,0.9451,6,0,"Grammy Award winner Patti La Belle returns to Broadway for a concert of her greatest hits, old favorites, and selections from her latest album, Flame.",
1998-01-25,34,10512418.0,Freak,Cort Theatre,123996.0,174571.0,21.13,35.0,5868,1083,0.774,0,7,,
1998-02-08,36,9453410.0,The Sound of Music,Martin Beck Theatre,213688.0,276834.0,62.06,75.0,3443,1437,0.7987,0,3,"An Austrian maiden must choose between secular and religious life when her convent sends her to act as nanny to the seven children of a stern navy captain . She falls in love with them, and with him, as Nazi storm clouds gather over her country.",
1998-02-15,37,11349164.0,Art,Royale Theatre,169684.0,172750.0,38.95,60.0,4356,1072,0.8127,0,5,Presented by Parallel Exit,
1998-02-22,38,11801864.0,"Ah, Wilderness!",Vivian Beaumont Theater,77935.0,445000.0,24.8,55.0,3143,1077,0.7296,0,4,"In a small New England town at the turn of the 20th century, an intense, poetic and sensitive young man falls in love, drives his mother crazy, and sparks his parents to recall their own romance and youth.",
1998-03-01,39,10449493.0,The Deep Blue Sea,Criterion Center Stage Right,27399.0,54890.0,41.02,55.0,668,499,0.6693,0,2,A married woman leaves her husband for a passionate but ultimately tragic relationship with a young pilot.,
1998-03-29,43,12209894.0,Golden Child,Longacre Theatre,105108.0,354220.0,23.22,50.0,4526,1086,0.5209,0,8,"Ahn, the ""golden child"" of a polygamous Chinese man, tells her grandson stories of her father's shift toward Western ways, and the effect of this shift on their household.",
1998-03-29,43,12209894.0,The Chairs,John Golden Theatre,85211.0,285437.0,31.34,60.0,2719,805,0.4825,0,7,,
1998-03-29,43,12209894.0,The Herbal Bed,Eugene O'Neill Theatre,44555.0,187596.0,25.14,50.0,1772,1108,0.3998,0,4,"Susanna Hall, William Shakespeare's married but unfulfilled daughter, faces a charge of adultery in 1613 England.",
1998-03-29,43,12209894.0,Wait Until Dark,Brooks Atkinson Theatre,199772.0,206052.0,49.44,60.0,4041,1044,0.9677,0,4,"A doll filled with heroin ends up in the apartment of a blind woman, who is terrorized by criminals looking for the doll until she figures out how to fight back.",
1998-04-05,44,11329636.0,High Society,St. James Theatre,316703.0,613895.0,35.04,60.0,9039,1635,0.6911,0,8,"Tracy Lord is marrying again and must deal with her ex-husband, C.K. Dexter Haven, and two intrusive reporters in this stage adaptation of the Cole Porter film musical, based on Philip Barry's play The Philadelphia Story.",
1998-04-05,44,11329636.0,Honour,Belasco Theatre,49909.0,168905.0,22.63,60.0,2205,1010,0.5458,0,4,"A real-life scandal in Victorian England, in which a Parliament official's career was ruined by an accusation of adultery, is dramatized.",
1998-04-19,46,14165712.0,The Beauty Queen of Leenane,Walter Kerr Theatre,320513.0,382019.0,48.18,60.0,6652,947,0.878,0,8,A lonely Irish spinster yearns for a relationship but must cope with the manipulative mother who lives with her.,
1998-04-26,47,12863105.0,The Judas Kiss,Broadhurst Theatre,288816.0,313734.0,52.08,60.0,5546,1218,0.9107,0,5,David Hare's play looks at the esteemed playwright Oscar Wilde on the eve of his arrest for homosexuality and during his exile from the society that once venerated him.,
1998-06-07,1,11397854.0,Side Man,John Golden Theatre,99417.0,219560.0,32.82,50.0,3029,499,0.7588,0,8,,
1998-07-19,7,11002191.0,An Evening with Jerry Herman,Booth Theatre,65010.0,264309.0,25.54,65.0,2545,800,0.5302,0,6,"Composer-lyricist Jerry Herman performs many of his classic songs  on piano, with help from singers Lee Roy Reams and Florence Lacey and Jared Egan on bass.",
1998-08-09,10,11094362.0,Jerry Seinfeld: Live on Broadway,Broadhurst Theatre,774652.0,775402.0,70.04,75.0,11060,1107,0.9991,10,0,"Jerry Seinfeld offers comic observations on contemporary life, from sex to New York cabbies.",
1998-08-30,13,9435460.0,Colin Quinn -- An Irish Wake,Helen Hayes Theatre,43698.0,126205.0,25.19,50.0,1735,587,0.4926,4,2,"Comic actor Colin Quinn brings the inhabitants of his 1970s Brooklyn neighborhood to life, as they deal with the death of local legend Jackie Ryan.",
1998-09-27,17,8056958.0,Swan Lake,Neil Simon Theatre,61609.0,77766.0,51.17,75.0,1204,1316,0.9149,0,1,Director and choreographer Matthew Bourne creates a radical contemporary reinterpretation of the classic Tchaikovsky ballet.,
1998-10-04,18,8311912.0,More to Love,Eugene O'Neill Theatre,68850.0,263376.0,27.68,60.0,2487,1108,0.4489,0,5,Actor-comedian Rob Bartlett wrote and stars in this autobiographical look at a comedian struggling with a midlife crisis and self-doubt.,
1998-10-11,19,9992834.0,Footloose,Richard Rodgers Theatre,287283.0,402969.0,38.59,60.0,7444,1354,0.9163,0,6,"A rebellious teenager moves to a small middle-American town where dance is forbidden, and encourages his classmates to defy the local pastor and call for a rock'n'roll prom.  A musical version of the 1984 film.",
1998-10-11,19,9992834.0,Getting and Spending,Helen Hayes Theatre,69108.0,164360.0,27.48,35.0,2515,587,0.5356,0,8,A hotshot investment banker accused of insider trading needs the help of a lawyer who is leaving the worldly life behind to live in a monastery.,
1998-10-11,19,9992834.0,Little Me,Criterion Center Stage Right,145039.0,224550.0,51.91,75.0,2794,499,0.9332,0,6,,
1998-10-18,20,10327131.0,"Mandy Patinkin in Concert: ""Mamaloshen""",Belasco Theatre,152879.0,314701.0,39.54,55.0,3866,1027,0.5378,7,0,"Tony Award winner Mandy Patinkin performs Yiddish and Yiddish-American songs loved by Jewish immigrants from Eastern Europe in the late nineteenth and early twentieth centuries, as well as a few contemporary surprises.",
1998-10-25,21,10796464.0,A Mom's Life,Belasco Theatre,1648.0,31671.0,21.97,40.0,75,1004,0.0747,1,0,Kathryn Grody wrote and stars in this one-woman show on the craziness of raising kids while trying to maintain a normal life.,
1998-10-25,21,10796464.0,Aznavour,Marquis Theatre,323538.0,501740.0,45.89,75.0,7050,1590,0.739,5,1,"Legendary French singer-songwriter Charles Aznavour performs many of his classic songs, including ""Yesterday When I Was Young,"" in concert.",
1998-10-25,21,10796464.0,I'm Still Here...Damn It!,Booth Theatre,48735.0,104809.0,25.46,55.0,1914,781,0.8169,0,3,"Sandra Bernhard headlines this evening of song and comedy, with devastating observations on celebrity and culture.",
1998-10-25,21,10796464.0,On the Town,Gershwin Theatre,400341.0,533252.0,30.35,44.0,13189,1903,0.8663,0,8,"Three sailors on shore leave in New York City during World War II find romance and adventure while helping one of them track down the elusive Miss Turnstiles poster girl, in the first Broadway musical written by Leonard Bernstein, Betty Comden and Adolph Green.",
1998-11-15,24,11363837.0,Parade,Vivian Beaumont Theater,170425.0,450009.0,32.3,75.0,5277,1090,0.9683,0,5,,
1998-11-22,25,11082905.0,Electra,Ethel Barrymore Theatre,96177.0,253394.0,29.05,60.0,3311,1086,0.6098,0,5,"Eugene O'Neill retells the Greek trilogy The Oresteia as the tale of the Mannon family, who lives in New England just after the Civil War and must cope with incestuous and murderous feelings among their various members.",
1998-11-29,26,13943811.0,The Blue Room,Cort Theatre,142964.0,151617.0,45.26,60.0,3159,1059,0.9943,0,3,"The Blue Room, David Hare's adaptation of Arthur Schnitzler's La Ronde, concerns a daisy-chain series of sexual encounters, with an actor and an actress portraying five characters each. Bringing satiric wit to scenes of romance, sex, isolation and hypocrisy, Hare constructs a window on the most complex of human relationships.",
1998-12-27,30,14090972.0,Fosse,Broadhurst Theatre,240868.0,230485.0,69.51,75.0,3465,1135,1.0176,0,3,,
1999-01-24,34,10437246.0,Death of a Salesman,Eugene O'Neill Theatre,118845.0,238482.0,46.79,65.0,2540,1069,0.594,0,4,Salesman Willy Loman finds his career crumbling and his relationships with his wife and sons severely tested in Arthur Miller's dream-like meditation on the cost of the American dream.,
1999-01-24,34,10437246.0,"You're a Good Man, Charlie Brown",Ambassador Theatre,54616.0,200608.0,40.94,75.0,1334,1096,0.4057,0,3,"Charlie Brown, Lucy, Linus, Sally, Schroeder, and a beagle named Snoopy navigate the joys and pitfalls of childhood: chaotic baseball games, unrequited valentines, World War One flying beagles, and five cent psychiatry.",
1999-02-07,36,10105010.0,Annie Get Your Gun,Marquis Theatre,454128.0,790214.0,43.14,75.0,10527,1595,0.825,0,8,"Sharp-shooting country girl Annie Oakley is such a natural with a gun that she ultimately becomes the star of Buffalo Bill's Wild West show — to the consternation of the man she loves but can out-shoot, Frank Butler.",
1999-02-07,36,10105010.0,Night Must Fall,Helen Hayes Theatre,113381.0,304966.0,28.06,60.0,4041,908,0.5563,0,8,"A disturbed bellboy charms — and murders — several women at an English country house, carrying the head of one of his victims around with him, in Emlyn Williams, thriller, which is based on a real-life case.",
1999-02-14,37,11363192.0,Not About Nightingales,Circle in the Square Theatre,32239.0,65808.0,38.94,65.0,828,561,0.738,0,2,An early Tennessee Williams play is based on a true incident in which a prison warden locked some convicts in a section of jail made unbearably hot by radiators.,
1999-02-21,38,12137827.0,Band in Berlin,Helen Hayes Theatre,51595.0,152880.0,35.34,65.0,1460,588,0.6207,0,4,"This musical tells the true story of the Comedian Harmonists, a group of male singers who became popular in Berlin in the 1920s but turned controversial in the 1930s due to their inclusion of both Jewish and Gentile performers.",
1999-02-21,38,12137827.0,The Lion in Winter,Criterion Center Stage Right,61969.0,112275.0,46.04,60.0,1346,499,0.8991,0,3,,
1999-03-07,40,10338437.0,Via Dolorosa,Booth Theatre,22751.0,122505.0,22.68,55.0,1003,765,0.437,0,3,,
1999-03-14,41,11542962.0,Closer,Music Box Theatre,211886.0,361828.0,40.61,60.0,5218,1009,0.7388,0,7,An energetic salesman is forced to face his retirement in Louis LaRusso II's play.,
1999-03-28,43,12220782.0,The Civil War,St. James Theatre,241422.0,796311.0,45.46,75.0,5311,1698,0.391,0,8,,
1999-03-28,43,12220782.0,The Weir,Walter Kerr Theatre,173926.0,339151.0,34.45,60.0,5048,947,0.7615,0,7,,
1999-04-04,44,13242378.0,Amy's View,Ethel Barrymore Theatre,100320.0,115802.0,46.88,65.0,2140,1096,0.9763,0,2,"Acclaimed actress Esme Allen must deal with the younger generation's growing disdain for the theatre, as personified by the filmmaker boyfriend of her daughter, Amy.",
1999-04-04,44,13242378.0,Marlene,Cort Theatre,156789.0,378282.0,28.98,60.0,5410,1079,0.6267,0,8,Legendary singer Marlene Dietrich performs a concert of German songs and other standards.,
1999-04-04,44,13242378.0,Ring Round the Moon,Belasco Theatre,12232.0,43809.0,26.48,55.0,462,1010,0.4574,0,1,,
1999-04-04,44,13242378.0,The Gershwins' Fascinating Rhythm,Longacre Theatre,66006.0,260198.0,42.78,75.0,1543,1079,0.3575,0,4,,
1999-04-25,47,13443407.0,It Ain't Nothin' But the Blues,Ambassador Theatre,72906.0,322000.0,33.82,65.0,2156,1105,0.3902,0,5,"Traces the sounds and the stories of the blues, from African chants and spirituals through ""Let the Good Times Roll"" with stops along the way for Delta and Chicago blues, ""Strange Fruit,"" and many others.",
1999-04-25,47,13443407.0,The Lonesome West,Lyceum Theatre,60393.0,327663.0,21.74,60.0,2778,924,0.3758,0,8,,
1999-08-01,9,9969695.0,Voices in the Dark,Longacre Theatre,19485.0,52777.0,24.36,60.0,800,1086,0.7366,0,1,A radio talk-show host is menaced by a threatening caller in John Pielmeier's thriller.,
1999-08-08,10,10410887.0,Kat and the Kings,Cort Theatre,58647.0,258796.0,29.34,75.0,1999,1084,0.461,0,4,A mixed-race doo-wop singing group becomes successful and then grows apart in 1950s South Africa.,
1999-09-12,15,7319128.0,Epic Proportions,Helen Hayes Theatre,80379.0,304040.0,31.35,65.0,2564,597,0.5369,0,8,"A cast of eight portrays the difficulties of filming a Biblical epic with a cast of thousands in Larry Coen and David Crane's comedy, set in 1930s Hollywood.",
1999-09-19,16,7939904.0,Dame Edna: The Royal Tour,Booth Theatre,114200.0,263368.0,28.57,60.0,3997,765,0.6531,0,8,"Australian superstar housewife Dame Edna Everage, the comic creation of Barry Humphries, makes her Broadway debut in an evening of song, audience participation and satirical self-worship.",
1999-10-03,18,9129455.0,Saturday Night Fever,Minskoff Theatre,704245.0,901190.0,54.59,80.0,12900,1686,0.9564,0,8,"A young, working-class Italian-American man finds escape on the disco dance floor in this musical adaptation of the 1977 film.",
1999-10-24,21,10209526.0,The Rainmaker,Brooks Atkinson Theatre,175781.0,188973.0,31.82,65.0,5525,998,0.9227,0,6,"Plain Lizzie Curry finds herself falling, against her better judgment, for a traveler who promises to bring rain to her family's ever-dry Texas town.",
1999-10-31,22,9767015.0,"Kiss Me, Kate",Martin Beck Theatre,384395.0,771039.0,51.4,80.0,7479,1422,0.6574,0,8,"Kelli O'Hara stars in Roundabout Theatre Company's new Broadway production of the Tony Award-winning musical comedy Kiss Me, Kate, directed by Scott Ellis and choreographed by Warren Carlyle. The production marks O'Hara's return to Roundabout Theatre Company, following her Tony-nominated performance in the 2006 revival of The Pajama Game and a 2016 sold-out benefit concert reading of Kiss Me, Kate, also directed by Ellis.In the constellation of musical comedy masterpieces, Kiss Me, Kate shines as perhaps Broadway's most sparkling achievement. This is the winner of the first-ever Tony Award for Best Musical, alive with onstage romance, backstage passion, comedy high and low, a hilarious dash of Shakespeare’s Shrew, and the songwriting genius of Cole Porter at his stylish, sexy, sophisticated best, including “Too Darn Hot,” “So In Love” and “Always True To You In My Fashion.” Once again, Roundabout catapults you to musical comedy heaven, with a brand-new Kiss Me, Kate.",
1999-10-31,22,9767015.0,Marie Christine,Vivian Beaumont Theater,149440.0,297080.0,38.72,75.0,3860,1068,0.9036,0,4,"Michael John LaChiusa's musical retelling of Medea places the story in New Orleans, where a young Creole woman with voodoo ties throws away her future for a white sea captain and follows him to Chicago.",
