week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,synopsis,start_date
2006-04-23,47,21398880.0,Hot Feet,Hilton Theatre,202033.0,801800.0,44.53,101.25,4537,1813,0.5005,0,5,,
2006-04-23,47,21398880.0,Shining City,Biltmore Theatre,130711.0,237263.0,48.47,80.0,2697,650,0.8298,0,5,A recent widower who believes he sees his late wife wafting about their home consults a Dublin therapist who has his own set of delusions.,
2006-04-23,47,21398880.0,The Lieutenant of Inishmore,Lyceum Theatre,155784.0,384912.0,47.39,176.25,3287,922,0.5942,0,6,"An Irish terrorist of the early '70s returns home, hell-bent on finding the person who crushed the skull of his black tomcat and left him for dead on the side of the road. Human cadavers quickly accumulate in Martin McDonagh's pitch-black comedy.",
2006-07-30,9,16564891.0,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,168722.0,280871.0,75.63,201.25,2231,1025,0.7255,0,3,"In order to give the people what they want, Martin Short alters his somewhat tame musical autobiography mid-show to interject some struggle, pain and scandal.",
2006-08-13,11,16302904.0,Kiki & Herb: Alive on Broadway,Helen Hayes Theatre,61633.0,202170.0,53.64,201.25,1149,586,0.4902,0,4,"Kiki Durane, New York's favorite sloshed, septuagenarian cabaret star, sings out and speaks her mind, accompanied by her pianist (and only living friend), Herb.",
2006-09-17,16,13153143.0,Heartbreak House,American Airlines Theatre,146539.0,222577.0,45.33,86.25,3233,740,0.8738,0,5,"On the eve of World War I, unlikely romantic encounters occur during a most unusual country weekend.",
2006-09-24,17,13926868.0,Jay Johnson: The Two and Only,Helen Hayes Theatre,55065.0,368640.0,47.8,151.25,1152,591,0.2437,0,8,"One of the era's foremost ventriloquists, Jay Johnson takes the audience on a journey through his lifelong obsession with this ancient art.",
2006-09-24,17,13926868.0,Losing Louie,Biltmore Theatre,101064.0,254192.0,45.1,86.25,2241,650,0.6895,0,5,"Playwright Simon Mendes da Costa explores the effects of childhood and the impact of another generation's mistakes as two generations of family members work things out in the same bedroom, 50 years apart.",
2006-10-01,18,15081815.0,The Times They Are A-Changin',Brooks Atkinson Theatre,342274.0,681683.0,49.66,251.25,6892,965,0.8927,0,8,Tony Award-winning choreographer/director Twyla Tharp uses Bob Dylan's greatest hits to tell the story of an unhappy circus troupe under Captain Ahrab's control.,
2006-10-08,19,15972821.0,Butley,Booth Theatre,242667.0,263476.0,81.68,251.25,2971,780,0.9522,0,4,"Butley, a university professor, shares his office and his flat with his former star pupil. He must face the ultimate breakdown of his marriage and his intense friendship with his roommate, all while entangled in petty university politics and student dissent.",
2006-10-08,19,15972821.0,Grey Gardens,Walter Kerr Theatre,336151.0,581238.0,65.8,251.25,5109,896,0.8146,0,7,"Edith Bouvier Beale and ""Little"" Edie, the eccentric aunt and cousin of Jacqueline Kennedy Onassis, revisit and come to terms with their past. Loosely based on the 1975 documentary of the same name.",
2006-10-15,20,16473676.0,Mary Poppins,New Amsterdam Theatre,307184.0,329660.0,88.76,250.0,3461,1791,0.9662,0,2,,
2006-10-22,21,17168753.0,The Coast of Utopia,Vivian Beaumont Theater,280898.0,598860.0,49.53,100.0,5671,1045,0.9045,0,6,"Comprising three sequential but self-contained plays: Voyage,  Shipwreck and Salvage.  They tell an epic story of romantics and revolutionaries caught up in the struggle for political freedom in an age of emperors.",
2006-10-29,22,17719211.0,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,467817.0,1215736.0,42.64,248.75,10971,1829,0.5998,0,10,"The crabby Grinch terrorizes the happy Whos of Whoville as they celebrate Christmas, in this holiday musical based on the Dr. Seuss story of the same name.",
2006-10-29,22,17719211.0,The Little Dog Laughed,Cort Theatre,114507.0,415373.0,41.16,201.25,2782,1082,0.4285,0,6,"A hot young Hollywood actor is up for the role of a lifetime, and his agent Diane will do anything in her power to keep his ""slight recurring case of homosexuality"" under wraps.",
2006-11-12,24,19299134.0,The Vertical Hour,Music Box Theatre,309000.0,334723.0,80.24,201.25,3851,990,0.9725,0,4,An American war correspondent turned academic meets a man in the Welsh borders who challenges her culture and beliefs in a post-September 11 world.,
2006-11-19,25,18691741.0,Spring Awakening,Eugene O'Neill Theatre,135496.0,501120.0,50.0,201.25,2710,1090,0.4972,0,5,"Based on Frank Wedekind's play of the same name, Spring Awakening depicts a dozen young people making their way through the thrilling, complicated and mysterious time of sexual awakening.",
2006-11-26,26,23349774.0,High Fidelity,Imperial Theatre,308396.0,981493.0,56.71,251.25,5438,1435,0.4737,0,8,"Rob's girlfriend has left him, and although the split does not make his list of top-five breakups, he is determined to figure out what he did to sour the relationship.",
2006-12-03,27,19877631.0,The Apple Tree,Studio 54,273942.0,566720.0,53.39,111.25,5131,996,0.7359,0,7,"Three one-act musicals about men, women and temptation, based on stories by Mark Twain, Frank R. Stockton and Jules Feiffer.",
2007-02-11,37,14495659.0,Journey's End,Belasco Theatre,80140.0,367268.0,45.59,201.25,1758,1003,0.3505,0,5,"A group of World War I British officers in the trenches in St. Quentin, France, contemplates an impending attack.",
2007-02-18,38,17425325.0,Talk Radio,Longacre Theatre,166859.0,480036.0,45.23,251.25,3689,1095,0.5615,0,6,"The program of a provocative Cleveland talk-radio host is about to go nationwide. As he goads, mocks and entertains callers and listeners, his producer wonders if his subversive style will win fans or alienate sponsors.",
2007-03-04,40,15380054.0,Curtains,Al Hirschfeld Theatre,458168.0,941031.0,73.12,251.5,6266,1422,0.6295,0,7,"A half-Asian, half-American child prodigy meets a Vietnam War veteran and follows him into the Northern California redwood forest where he and other veterans live, hoping he is, or can help her find, her long-lost father.",
2007-03-11,41,18114083.0,The Pirate Queen,Hilton Theatre,615585.0,1167500.0,57.34,111.25,10735,1799,0.8525,0,7,"Based on the real-life story of legendary Irish clan leader Grace O'Malley, who led an extraordinary life as a pirate chieftain, lover and mother in 16th-century Ireland.",
2007-03-11,41,18114083.0,The Year of Magical Thinking,Booth Theatre,373164.0,389036.0,84.56,251.25,4413,782,0.9405,0,6,"Adapted from Joan Didion's best-selling 2005 memoir, the play explores the author's shock, denial and ultimate acceptance following her husband's heart attack and the serious illness of her daughter.",
2007-04-01,44,19276165.0,Frost/Nixon,Bernard B. Jacobs Theatre,52085.0,88388.0,53.64,201.25,971,1095,0.8868,0,1,A dramatization of the events surrounding David Frost's 1977 television interviews with Richard Nixon — among the most famous political interviews of all time.,
2007-04-08,45,22927788.0,Legally Blonde,Palace Theatre,794498.0,1051318.0,62.64,250.0,12683,1637,0.9685,0,8,"A sorority-sister valley girl goes to Harvard Law to get her boyfriend back, and ends up defying expectations while staying true to herself. Based on the novel by Amanda Brown and the MGM movie starring Reese Witherspoon.",
2007-04-15,46,22462312.0,110 in the Shade,Studio 54,197785.0,376025.0,51.82,111.25,3817,996,0.7665,0,5,An unmarried woman in the Old West must choose between the attentions of the local sheriff and a charismatic con man who promises to bring rain. Based on Nash's play The Rainmaker.,
2007-04-15,46,22462312.0,Deuce,Music Box Theatre,145912.0,341245.0,51.94,251.25,2809,1009,0.696,0,4,"In the winter of their lives, two former tennis players try to make sense of the partnership that took them to the top of their game.",
2007-04-15,46,22462312.0,Lovemusik,Biltmore Theatre,128930.0,302780.0,59.61,101.25,2163,619,0.6989,0,5,"The complicated partnership of composer Kurt Weill and his wife and muse, Lotte Lenya, is examined with the aid of Weill's songs.",
2007-04-22,47,21398055.0,Coram Boy,Imperial Theatre,210256.0,854086.0,48.11,176.25,4370,1431,0.4363,0,7,"A tale of two orphans at the Coram Hospital for Deserted Children: Toby, saved from an African slave ship, and Aaron, the abandoned son of the heir to a great estate.",
2007-04-22,47,21398055.0,Radio Golf,Cort Theatre,62832.0,225663.0,36.07,201.25,1742,1082,0.5367,0,3,,
2007-05-27,52,20922895.0,Xanadu,Helen Hayes Theatre,122281.0,311150.0,47.54,226.25,2572,594,0.866,0,5,"Based on the film of the same name, Xanadu centers on a Greek muse who is sent to Earth to inspire Californians during the 1980s. While on earth, she meets and falls in love with an artist and helps him realize his dreams.",
2007-06-03,1,18685896.0,Old Acquaintance,American Airlines Theatre,81531.0,195496.0,43.9,86.25,1857,740,0.6274,0,4,"Two childhood friends have grown into successful authors — one a critical darling and the other a prolific bestseller. When they reunite as adults, their simmering professional jealousy tests the boundaries of friendship and manners.",
2007-09-16,16,13231319.0,Mauritius,Biltmore Theatre,113423.0,279900.0,52.58,91.5,2157,650,0.6637,0,5,"Following their mother's death, two half-sisters inherit a stamp collection that could prove valuable. They fight over ownership as they explore the surprisingly seedy underbelly of philately: stamp collecting.",
2007-09-16,16,13231319.0,The Ritz,Studio 54,93124.0,241755.0,42.84,95.0,2174,1006,0.7203,0,3,"A conservative Cleveland businessman is on the run to escape his murderous mafioso brother-in-law. In his desperation, he seeks refuge in an uproarious gay bathhouse packed with kooky characters and a chain of mistaken identities.",
