number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,_art_year
3426,Age of Gladiators,"Feb 25, 2016",9.99,"50,000 .. 100,000",Creative Storm Entertainment,Creative Storm Entertainment,0.0,0.0,,2016.0
3437,Kimulator : Fight for your destiny,"Jun 20, 2016",1.99,"50,000 .. 100,000",Bmc Studio,Bmc Studio,0.0,0.0,,2016.0
3444,Memory's Dogma CODE:01,"Nov 4, 2016",14.99,"50,000 .. 100,000",Liz-Arts,Sekai Project,0.0,0.0,,2016.0
3451,Orbox C,"Dec 28, 2016",2.99,"50,000 .. 100,000","wins_84, gamebalance",wins_84,0.0,0.0,,2016.0
3452,Mythic Wonders: The Philosopher's Stone,"Apr 21, 2016",9.99,"50,000 .. 100,000",Organic 2 Digital Studio,Artifex Mundi,0.0,0.0,,2016.0
3456,ABE VR,"Jun 23, 2016",,"50,000 .. 100,000",Hammerhead VR,Hammerhead VR,0.0,0.0,,2016.0
3458,HEBEREKE!: March! Red Army Girls' Brigade,"Sep 30, 2016",,"50,000 .. 100,000",Flying Panjandrum,Henteko Doujin,0.0,0.0,,2016.0
3463,Ortus Regni,"Jun 21, 2016",,"50,000 .. 100,000",Jon Sudbury Games,Jon Sudbury Games,0.0,0.0,,2016.0
3467,"What The Heck, Dude?","Nov 3, 2016",0.99,"50,000 .. 100,000",The_Kiddy,The_Kiddy,0.0,0.0,,2016.0
3472,Mystic Saga,"Jan 27, 2016",4.99,"50,000 .. 100,000",FIVE-BN GAMES,8Floor,0.0,0.0,,2016.0
3476,Liveza: Death of the Earth,"May 3, 2016",2.99,"50,000 .. 100,000",Nikita Nefedov,Sometimes You,0.0,0.0,,2016.0
3486,Physic Monster,"Oct 19, 2016",3.99,"50,000 .. 100,000",MegawattsCo,Dagestan Technology,0.0,0.0,,2016.0
3487,Puzzles Under The Hill,"Jun 10, 2016",0.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
3491,That's Mahjong!,"Oct 26, 2016",0.99,"50,000 .. 100,000",TotallyNotReptillian,TotallyNotReptillian,0.0,0.0,,2016.0
3493,Chess Knight 2,"Sep 11, 2016",2.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
3505,Joana's Life,"Sep 1, 2016",5.99,"50,000 .. 100,000",Old Shack Studio,Back To Basics Gaming,0.0,0.0,,2016.0
3512,Elves Adventure,"Aug 1, 2016",1.99,"50,000 .. 100,000",Patryk Taranek,Patryk Taranek,0.0,0.0,,2016.0
3519,Block Blowout,"Oct 26, 2016",0.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
3551,Bot Vice,"Jul 11, 2016",4.99,"50,000 .. 100,000",DYA Games,DYA Games,0.0,0.0,,2016.0
3562,Grim Legends 3: The Dark City,"Jun 2, 2016",9.99,"50,000 .. 100,000",Artifex Mundi,Artifex Mundi,0.0,0.0,,2016.0
3564,Switchcars,"Mar 4, 2016",8.99,"50,000 .. 100,000",Altfuture,Altfuture,0.0,0.0,,2016.0
3566,Zeus + Poseidon,"Dec 15, 2016",9.99,"50,000 .. 100,000",Impressions Games,Activision,0.0,0.0,,2016.0
3571,BalanCity,"Sep 21, 2016",7.99,"50,000 .. 100,000",Menic Games,Dear Villagers,0.0,0.0,,2016.0
3579,Spellstone,"Nov 14, 2016",,"50,000 .. 100,000",Synapse Games,Kongregate,0.0,0.0,,2016.0
3589,Distant Space,"Dec 20, 2016",0.99,"50,000 .. 100,000",PixelMouse,PixelMouse,0.0,0.0,,2016.0
3596,The Interactive Adventures of Dog Mendonça & Pizzaboy,"Mar 3, 2016",14.99,"50,000 .. 100,000",OKAM Studio,Ravenscourt,0.0,0.0,,2016.0
3601,Gladiator Trainer,"Nov 25, 2016",0.49,"50,000 .. 100,000",Pilgrim Adventures,ciwolsey,0.0,0.0,,2016.0
3602,Colosse,"Apr 20, 2016",,"50,000 .. 100,000",Colosse Team,Fire Panda Ltd.,0.0,0.0,,2016.0
3607,Inverted,"Jul 22, 2016",3.99,"50,000 .. 100,000",Versus System,Dagestan Technology,0.0,0.0,,2016.0
3612,SnakEscape [REMASTERED],"Feb 12, 2016",0.79,"50,000 .. 100,000","Triple-Star Studio, Rock Path Collective",Rock Path Collective,550.0,460.0,,2016.0
3613,Day D: Tower Rush,"Jul 7, 2016",4.99,"50,000 .. 100,000",Creobit,8Floor,0.0,0.0,,2016.0
3617,Score a goal (Physical football),"Dec 28, 2016",9.99,"50,000 .. 100,000",BulatHard,BulatHard,0.0,0.0,,2016.0
3620,Rexodus: A VR Story Experience,"Jun 8, 2016",,"50,000 .. 100,000",Steelehouse VR Studios,Steelehouse VR Studios,0.0,0.0,,2016.0
3626,Ludo Supremo,"Jun 8, 2016",1.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
3627,PixBit,"May 21, 2016",3.99,"50,000 .. 100,000",Hipix Studio,Dagestan Technology,0.0,0.0,,2016.0
3634,Pixel-Warfare: Pro,"Sep 20, 2016",0.99,"50,000 .. 100,000",Angel Iliev Hrisimov,PIXELMAKER-2016 PLTD,0.0,0.0,,2016.0
3636,Elysium: Blood Games,"Jan 5, 2016",1.99,"50,000 .. 100,000",SimProse Studios,SimProse Studios,0.0,0.0,,2016.0
3671,Defense Of Greece TD,"Nov 10, 2016",5.99,"50,000 .. 100,000",First Games Interactive,First Games Interactive,0.0,0.0,,2016.0
3779,Strategy & Tactics: Wargame Collection,"Apr 22, 2016",9.99,"50,000 .. 100,000",HeroCraft,HeroCraft,0.0,0.0,,2016.0
3782,Fly and Destroy,"Jul 27, 2016",4.99,"50,000 .. 100,000",Just1337 Studio,Just1337 Publisher,0.0,0.0,,2016.0
3788,Rumble Fighter: Unleashed,"Dec 15, 2016",,"50,000 .. 100,000",NIMONIX,RedFox Games,0.0,0.0,,2016.0
3791,Fibbage XL,"Mar 24, 2016",9.99,"50,000 .. 100,000","Jackbox Games, Inc.","Jackbox Games, Inc.",0.0,0.0,,2016.0
3793,Z.I.O.N.,"May 7, 2016",0.49,"50,000 .. 100,000",VGstudio,VGstudio,0.0,0.0,,2016.0
3794,Brave Dungeon,"Sep 2, 2016",0.99,"50,000 .. 100,000",Zakhar Zakharov,Atriagames,0.0,0.0,,2016.0
3801,Heroes of Havoc: Idle Adventures,"Dec 15, 2016",,"50,000 .. 100,000",Kiz Studios,Kiz Studios,0.0,0.0,,2016.0
3802,BitRay2,"Aug 18, 2016",0.99,"50,000 .. 100,000",Riviysky,Riviysky,0.0,0.0,,2016.0
3813,Whispers,"Jul 29, 2016",3.99,"50,000 .. 100,000",Peace,Peace,0.0,0.0,,2016.0
3822,Rogue Port - Red Nightmare,"May 7, 2016",0.99,"50,000 .. 100,000",Sunight Games,Sunight Games,0.0,0.0,,2016.0
3867,Forgotten Heroes,"Aug 12, 2016",0.99,"50,000 .. 100,000",Epic Fire,Neon Green Pin Games,0.0,0.0,,2016.0
3869,Eclipse --- Defending the motherland,"May 26, 2016",,"50,000 .. 100,000",Hangzhou NezhaGames,Hangzhou NezhaGames,0.0,0.0,,2016.0
3872,Last Days,"Jun 17, 2016",,"50,000 .. 100,000",CrackedGhostGames,2ndDimensionGhost,0.0,0.0,,2016.0
3876,VirZOOM Arcade,"Jun 30, 2016",,"50,000 .. 100,000",VirZOOM,VirZOOM,0.0,0.0,,2016.0
3978,Kopanito All-Stars Soccer,"Nov 16, 2016",5.99,"50,000 .. 100,000",Merixgames,Merixgames,0.0,0.0,,2016.0
3982,Crea,"Jun 9, 2016",14.99,"50,000 .. 100,000",Siege Games,Siege Games,0.0,0.0,,2016.0
3984,Ultimate Arena,"Aug 22, 2016",4.99,"50,000 .. 100,000",Triverske,Triverske,0.0,0.0,,2016.0
3985,Slavistan,"Jul 29, 2016",1.99,"50,000 .. 100,000",Free Candy Games,Free Candy Games,0.0,0.0,,2016.0
3994,Heroine Anthem Zero -Sacrifice-,"Dec 23, 2016",9.99,"50,000 .. 100,000",WindThunder Studio,Skywalker HK,0.0,0.0,,2016.0
4005,Domino Sky,"Apr 5, 2016",3.99,"50,000 .. 100,000",Russpuppy,Russpuppy,0.0,0.0,,2016.0
4012,Neon Prism,"Nov 18, 2016",4.99,"50,000 .. 100,000",Just1337 Studio,Just1337 Publisher,0.0,0.0,,2016.0
4061,Duckles: the Jigsaw Witch,"Dec 20, 2016",3.99,"50,000 .. 100,000",Turbulon Interactive,Turbulon Interactive,0.0,0.0,,2016.0
4118,UNDER NIGHT IN-BIRTH Exe:Late,"Jul 12, 2016",29.99,"50,000 .. 100,000",FRENCH-BREAD,Arc System Works,0.0,0.0,,2016.0
4119,Sports Bar VR,"Jun 1, 2016",19.99,"50,000 .. 100,000","Cherry Pop Games, Perilous Orbit",Perilous Orbit,0.0,0.0,,2016.0
4121,Princess Maker 2 Refine,"Sep 28, 2016",19.99,"50,000 .. 100,000","CFK Co., Ltd.","CFK Co., Ltd.",0.0,0.0,,2016.0
4124,Lightblade VR,"May 31, 2016",3.99,"50,000 .. 100,000",Andreas Hager Gaming,Andreas Hager Gaming,0.0,0.0,,2016.0
4131,BlackSmith HIT,"Aug 5, 2016",0.99,"50,000 .. 100,000",ENTERi,Forever Entertainment S. A.,0.0,0.0,,2016.0
4137,A Boy and His Blob,"Jan 19, 2016",9.99,"50,000 .. 100,000","Abstraction Games, WayForward","Midnight City, Majesco Entertainment",0.0,0.0,,2016.0
4139,Risky Rescue,"Feb 19, 2016",0.99,"50,000 .. 100,000",Digital Melody,Forever Entertainment S. A.,0.0,0.0,,2016.0
4146,The VR Museum of Fine Art,"Aug 20, 2016",,"50,000 .. 100,000",Finn Sinclair,Finn Sinclair,0.0,0.0,,2016.0
4156,Vinyl,"Jul 1, 2016",,"50,000 .. 100,000",Manipulation Machine,Manipulation Machine,0.0,0.0,,2016.0
4159,Envy the Dead,"Sep 12, 2016",0.99,"50,000 .. 100,000",Kazakov Oleg,Kazakov Oleg,0.0,0.0,,2016.0
4166,The Dolls: Reborn,"May 25, 2016",4.99,"50,000 .. 100,000",HUSH Interactive,Forever Entertainment S. A.,0.0,0.0,,2016.0
4171,Puppy Dog: Jigsaw Puzzles,"Jul 19, 2016",0.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
4173,Minimized,"Sep 16, 2016",3.99,"50,000 .. 100,000",Crystal Box Team,Dagestan Technology,0.0,0.0,,2016.0
4175,Godus Wars,"Feb 3, 2016",14.99,"50,000 .. 100,000",22cans,22cans,0.0,0.0,,2016.0
4177,One way to exit,"Mar 12, 2016",1.99,"50,000 .. 100,000","Studio48, Turykin Nikolay, Varlamov Anton","Studio48, Fomochkina Margarita",0.0,0.0,,2016.0
4180,Madrobot X,"Sep 21, 2016",2.99,"50,000 .. 100,000",NetoX,Sometimes You,0.0,0.0,,2016.0
4191,Alien Hostage,"Dec 1, 2016",2.99,"50,000 .. 100,000",Four Winged Studio,Four Winged Studio,0.0,0.0,,2016.0
4206,Balloon Blowout,"Oct 28, 2016",0.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
4249,Astro Lords: Oort Cloud,"Jan 15, 2016",,"50,000 .. 100,000",Aratog LLC,BISBOG SA,0.0,0.0,,2016.0
4267,Clover Tale,"Jun 15, 2016",,"50,000 .. 100,000",FIVE-BN GAMES,FIVE-BN GAMES,0.0,0.0,,2016.0
4278,Regeria Hope Episode 1,"Mar 5, 2016",,"50,000 .. 100,000",Golden Game Barn,Golden Game Barn,0.0,0.0,,2016.0
4281,The Magical Silence,"Jun 10, 2016",0.99,"50,000 .. 100,000",Anatoliy Loginovskikh,Anatoliy Loginovskikh,0.0,0.0,,2016.0
4283,European Ship Simulator,"Nov 4, 2016",19.99,"50,000 .. 100,000",Excalibur,Excalibur Publishing,0.0,0.0,,2016.0
4290,Descent: Road to Legend,"Jun 1, 2016",,"50,000 .. 100,000",Fantasy Flight Games,Fantasy Flight Games,0.0,0.0,,2016.0
4291,ABC Coloring Town,"May 29, 2016",1.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
4299,The Abbey of Crime Extensum,"Mar 25, 2016",,"50,000 .. 100,000","Manuel Pazos, Daniel Celemín","Manuel Pazos, Daniel Celemín",0.0,0.0,,2016.0
4310,Ley Lines,"Dec 5, 2016",,"50,000 .. 100,000",Miria Studios,Miria Studios,0.0,0.0,,2016.0
4311,Hero Battle,"Apr 28, 2016",6.99,"50,000 .. 100,000",Wang Liwen,Wang Liwen,0.0,0.0,,2016.0
4318,Kokurase Episode 1,"Nov 10, 2016",,"50,000 .. 100,000","galanti, Vaka Game Magazine","Degica, Vaka Game Magazine",0.0,0.0,,2016.0
4328,Mini Golf Mundo,"May 10, 2016",2.99,"50,000 .. 100,000",EnsenaSoft,EnsenaSoft,0.0,0.0,,2016.0
4344,World Ship Simulator,"Nov 4, 2016",19.99,"50,000 .. 100,000",Odin Game Studio,Excalibur Publishing,0.0,0.0,,2016.0
4353,Shard Games,"Jul 29, 2016",7.99,"50,000 .. 100,000",Novation Games,Novation Games,0.0,0.0,,2016.0
4360,Vrideo,"Apr 8, 2016",,"50,000 .. 100,000","Vrideo, Inc.","Vrideo, Inc.",0.0,0.0,,2016.0
4363,MY FIGHT,"Sep 26, 2016",3.99,"50,000 .. 100,000",TrisPix Studio,TrisPix Studio,0.0,0.0,,2016.0
4368,Garlock Online,"May 30, 2016",,"50,000 .. 100,000",HellconX© Studio's,HellconX™,0.0,0.0,,2016.0
4386,Project: R.E.B.O.O.T,"Oct 26, 2016",0.99,"50,000 .. 100,000",Indie Games Studio,Indie Games Studio,0.0,0.0,,2016.0
4494,Make America Great Again: The Trump Presidency,"Sep 26, 2016",2.99,"50,000 .. 100,000",Maverick Game Studio,Three Guys Game Studio,0.0,0.0,,2016.0
4497,Eleven: Table Tennis VR,"Jun 20, 2016",19.99,"50,000 .. 100,000",For Fun Labs,For Fun Labs,0.0,0.0,,2016.0
4499,Planet Centauri,"Jun 3, 2016",14.99,"50,000 .. 100,000",Permadeath,Permadeath,0.0,0.0,,2016.0
4501,theBlu,"Apr 5, 2016",9.99,"50,000 .. 100,000","Wevr, Inc.","Wevr, Inc.",0.0,0.0,,2016.0
3,Stephen's Sausage Roll,"Apr 18, 2016",29.99,"20,000 .. 50,000",increpare games,increpare games,0.0,0.0,90.0,2016.0
26,Shu,"Oct 4, 2016",9.99,"20,000 .. 50,000","Coatsink, Secret Lunch",Coatsink,0.0,0.0,85.0,2016.0
27,Chime Sharp,"Jul 19, 2016",9.99,"20,000 .. 50,000","Ste Curran, Twistplay",Chilled Mouse,0.0,0.0,85.0,2016.0
40,Quern - Undying Thoughts,"Nov 28, 2016",24.99,"20,000 .. 50,000",Zadbox Entertainment,Zadbox Entertainment,0.0,0.0,83.0,2016.0
49,DarkMaus,"Jan 26, 2016",9.99,"20,000 .. 50,000",Daniel Wright,Daniel Wright,0.0,0.0,83.0,2016.0
53,Creepy Castle,"Oct 31, 2016",14.99,"20,000 .. 50,000",Dopterra,"Nicalis, Inc.",0.0,0.0,82.0,2016.0
58,Atomik: RunGunJumpGun,"Aug 31, 2016",7.99,"20,000 .. 50,000",ThirtyThree,Good Shepherd Entertainment,0.0,0.0,82.0,2016.0
60,Quadrilateral Cowboy,"Jul 25, 2016",19.99,"20,000 .. 50,000",Blendo Games,Blendo Games,0.0,0.0,81.0,2016.0
71,Nelly Cootalot: The Fowl Fleet,"Mar 22, 2016",19.99,"20,000 .. 50,000","Alasdair Beckett-King, Application Systems Heidelberg",Application Systems Heidelberg,0.0,0.0,81.0,2016.0
85,Leap of Fate,"Mar 30, 2016",15.99,"20,000 .. 50,000",Clever-Plays,Clever-Plays,0.0,0.0,80.0,2016.0
98,The Metronomicon: Slay The Dance Floor,"Sep 29, 2016",19.99,"20,000 .. 50,000",Puuba,Akupara Games,0.0,0.0,79.0,2016.0
101,"That Dragon, Cancer","Jan 11, 2016",9.99,"20,000 .. 50,000",Numinous Games,Numinous Games,0.0,0.0,78.0,2016.0
105,Dungelot: Shattered Lands,"Feb 18, 2016",9.99,"20,000 .. 50,000",Red Winter Software,tinyBuild,0.0,0.0,78.0,2016.0
109,Obliteracers,"Feb 23, 2016",14.99,"20,000 .. 50,000",Varkian Empire,"Varkian Empire, Deck13",0.0,0.0,78.0,2016.0
110,Deathsmiles,"Mar 10, 2016",19.99,"20,000 .. 50,000","CAVE Interactive CO.,LTD.",Degica,0.0,0.0,78.0,2016.0
115,On Rusty Trails,"Jun 13, 2016",12.99,"20,000 .. 50,000",Black Pants Studio,Black Pants Studio,0.0,0.0,77.0,2016.0
126,Polaris Sector,"Mar 22, 2016",39.99,"20,000 .. 50,000",SoftWarWare,Slitherine Ltd.,0.0,0.0,76.0,2016.0
127,Everybody's Gone to the Rapture,"Apr 14, 2016",19.99,"20,000 .. 50,000",The Chinese Room,"PlayStation Mobile, Inc.",0.0,0.0,76.0,2016.0
129,The Aquatic Adventure of the Last Human,"Jan 19, 2016",9.99,"20,000 .. 50,000",YCJY Games,YCJY Games,0.0,0.0,76.0,2016.0
141,Battlezone 98 Redux,"Apr 18, 2016",19.99,"20,000 .. 50,000",Big Boat Interactive,Rebellion,0.0,0.0,75.0,2016.0
142,Shardlight,"Mar 8, 2016",14.99,"20,000 .. 50,000",Wadjet Eye Games,Wadjet Eye Games,0.0,0.0,75.0,2016.0
147,Downfall,"Feb 15, 2016",9.99,"20,000 .. 50,000",Harvester Games,Screen 7,0.0,0.0,75.0,2016.0
149,Yesterday Origins,"Nov 10, 2016",14.99,"20,000 .. 50,000",Pendulo Studios,Microids,0.0,0.0,74.0,2016.0
151,Blacksea Odyssey,"Jun 1, 2016",9.99,"20,000 .. 50,000",Blacksea Odyssey,Spiral Summit Games,0.0,0.0,74.0,2016.0
159,Sora,"Jan 5, 2016",8.99,"20,000 .. 50,000",Orange_Juice,Fruitbat Factory,0.0,0.0,74.0,2016.0
184,Valentino Rossi The Game,"Jun 16, 2016",19.99,"20,000 .. 50,000",Milestone S.r.l.,Milestone S.r.l.,0.0,0.0,72.0,2016.0
193,Overfall,"May 17, 2016",14.99,"20,000 .. 50,000","Pera Games, Gathering Tree",Pera Games,0.0,0.0,71.0,2016.0
199,Corpse Party,"Apr 25, 2016",14.99,"20,000 .. 50,000",GrisGris,"XSEED Games, Marvelous USA, Inc.",0.0,0.0,71.0,2016.0
202,BUTCHER,"Oct 5, 2016",9.99,"20,000 .. 50,000",Transhuman Design,Transhuman Design,0.0,0.0,70.0,2016.0
209,Near Death,"Aug 2, 2016",14.99,"20,000 .. 50,000",Orthogonal Games,Orthogonal Games,0.0,0.0,70.0,2016.0
212,TransOcean 2: Rivals,"May 10, 2016",29.99,"20,000 .. 50,000",Deck13 Hamburg,astragon Entertainment,0.0,0.0,69.0,2016.0
224,Cobalt,"Feb 2, 2016",14.99,"20,000 .. 50,000",Oxeye Game Studio,Mojang,0.0,0.0,69.0,2016.0
225,99Vidas,"Dec 22, 2016",12.99,"20,000 .. 50,000",QUByte Interactive,QUByte Interactive,0.0,0.0,69.0,2016.0
227,The Guest,"Mar 10, 2016",9.99,"20,000 .. 50,000",Team Gotham,505 Games,0.0,0.0,68.0,2016.0
236,WRC 6 FIA World Rally Championship,"Oct 7, 2016",44.99,"20,000 .. 50,000",KT Racing,Bigben Interactive,0.0,0.0,68.0,2016.0
237,CALENDULA,"Feb 2, 2016",6.99,"20,000 .. 50,000",Blooming Buds Studio,Blooming Buds Studio,0.0,0.0,67.0,2016.0
239,Good Robot,"Apr 5, 2016",8.99,"20,000 .. 50,000",Pyrodactyl,Pyrodactyl,0.0,0.0,67.0,2016.0
240,Megamagic: Wizards of the Neon Age,"Apr 20, 2016",9.99,"20,000 .. 50,000",BeautiFun Games,BeautiFun Games,0.0,0.0,67.0,2016.0
244,TurnOn,"Jun 1, 2016",14.99,"20,000 .. 50,000",Brainy Studio LLC,Brainy Studio LLC,0.0,0.0,67.0,2016.0
252,Tahira: Echoes of the Astral Empire,"Aug 31, 2016",14.99,"20,000 .. 50,000",Whale Hammer Games,Whale Hammer Games,0.0,0.0,66.0,2016.0
253,Karma. Incarnation 1,"Oct 19, 2016",4.99,"20,000 .. 50,000",AuraLab,Other Kind Games,0.0,0.0,66.0,2016.0
260,Pirate Pop Plus,"Nov 4, 2016",4.99,"20,000 .. 50,000",dadako,"13AM Shipping Solutions, 13AM Games",0.0,0.0,65.0,2016.0
265,The Silver Case,"Oct 6, 2016",19.99,"20,000 .. 50,000","GRASSHOPPER MANUFACTURE INC., AGM PLAYISM",GRASSHOPPER MANUFACTURE INC.,0.0,0.0,64.0,2016.0
269,The Town of Light,"Feb 26, 2016",18.99,"20,000 .. 50,000",LKA,"LKA, Wired Productions",0.0,0.0,64.0,2016.0
270,Californium,"Feb 17, 2016",6.99,"20,000 .. 50,000","Darjeeling, Nova Production, ARTE France",ARTE France,0.0,0.0,64.0,2016.0
273,March of the Living,"Apr 20, 2016",14.99,"20,000 .. 50,000",Machine 22,Creaky Corpse Ltd,0.0,0.0,63.0,2016.0
278,Nitroplus Blasterz: Heroines Infinite Duel,"Dec 8, 2016",19.99,"20,000 .. 50,000",EXAMU,"XSEED Games, Marvelous USA, Inc., Marvelous",0.0,0.0,63.0,2016.0
279,Crush Your Enemies,"Jul 13, 2016",9.99,"20,000 .. 50,000",Vile Monarch,Good Shepherd Entertainment,0.0,0.0,63.0,2016.0
287,The Little Acre,"Dec 13, 2016",12.99,"20,000 .. 50,000",Pewter Games Studios,Curve Digital,0.0,0.0,62.0,2016.0
288,SENRAN KAGURA Bon Appétit! - Full Course,"Nov 10, 2016",19.99,"20,000 .. 50,000",Meteorise,"XSEED Games, Marvelous USA, Inc., Marvelous",0.0,0.0,62.0,2016.0
291,Into the Stars,"Mar 4, 2016",19.99,"20,000 .. 50,000",Fugitive Games,Iceberg Interactive,0.0,0.0,61.0,2016.0
305,Cornerstone: The Song of Tyrim,"Apr 26, 2016",19.99,"20,000 .. 50,000",Overflow,Phoenix Online Publishing,0.0,0.0,58.0,2016.0
306,Clockwork Empires,"Oct 26, 2016",,"20,000 .. 50,000","Gaslamp Games, Inc.","Gaslamp Games, Inc.",0.0,0.0,58.0,2016.0
314,Goliath,"May 12, 2016",11.99,"20,000 .. 50,000",Whalebox Studio,Octopus Tree,0.0,0.0,57.0,2016.0
315,The Bunker,"Sep 20, 2016",12.99,"20,000 .. 50,000","Splendy Interactive, Wales Interactive",Wales Interactive,0.0,0.0,57.0,2016.0
317,Syndrome,"Oct 6, 2016",19.99,"20,000 .. 50,000",Camel 101,"Camel 101, WhisperGames",0.0,0.0,56.0,2016.0
322,OmniBus,"May 26, 2016",9.99,"20,000 .. 50,000","Buddy Cops, LLC",Devolver Digital,0.0,0.0,55.0,2016.0
324,The Great Escape,"Jan 11, 2016",3.99,"20,000 .. 50,000",XiNFiNiTY Games,OtakuMaker SARL,0.0,0.0,54.0,2016.0
325,E.T. Armies,"Mar 3, 2016",14.99,"20,000 .. 50,000",Raspina Studio,Merge Games,0.0,0.0,54.0,2016.0
335,Code of Princess,"Apr 14, 2016",14.99,"20,000 .. 50,000",Studio Saizensen,Degica,0.0,0.0,53.0,2016.0
336,Phantaruk,"Aug 16, 2016",4.99,"20,000 .. 50,000",Polyslash,Polyslash,0.0,0.0,53.0,2016.0
339,Planar Conquest,"May 30, 2016",19.99,"20,000 .. 50,000",Wastelands Interactive,Wastelands Interactive,0.0,0.0,53.0,2016.0
344,Krai Mira: Extended Cut,"Jul 11, 2016",3.99,"20,000 .. 50,000",TallTech studio,,0.0,0.0,50.0,2016.0
345,IS Defense,"Apr 19, 2016",5.99,"20,000 .. 50,000",Destructive Creations,Destructive Creations,0.0,0.0,50.0,2016.0
346,Guards,"Aug 19, 2016",4.99,"20,000 .. 50,000",Battlecruiser Games,Battlecruiser Games,0.0,0.0,49.0,2016.0
347,Ares Omega,"Mar 11, 2016",0.99,"20,000 .. 50,000",Selenion Games,Selenion Games,0.0,0.0,49.0,2016.0
350,DreamBreak,"Jul 21, 2016",6.99,"20,000 .. 50,000",Aist,"Beatshapers, Digerati",0.0,0.0,46.0,2016.0
352,Prospekt,"Feb 18, 2016",9.99,"20,000 .. 50,000",Richard Seabrook,Richard Seabrook,0.0,0.0,43.0,2016.0
353,Bombshell,"Jan 29, 2016",34.99,"20,000 .. 50,000",Slipgate Ironworks™,3D Realms,0.0,0.0,43.0,2016.0
356,Alekhine's Gun,"Mar 11, 2016",39.99,"20,000 .. 50,000",Maximum Games,"Maximum Games, KISS ltd",0.0,0.0,40.0,2016.0
360,The Secret Order 4: Beyond Time,"Sep 22, 2016",9.99,"20,000 .. 50,000",Sunward Games,Artifex Mundi,0.0,0.0,,2016.0
365,Elements II: Hearts of Light,"Apr 1, 2016",,"20,000 .. 50,000",Soul Catapult,New Reality Games,0.0,0.0,,2016.0
373,VRMultigames,"Jul 25, 2016",,"20,000 .. 50,000",Mad Triangles,Mad Triangles,0.0,0.0,,2016.0
377,The Secret of Pineview Forest,"Oct 31, 2016",,"20,000 .. 50,000",VIS-Games,United Independent Entertainment GmbH,0.0,0.0,,2016.0
378,Altar Guardian,"Oct 24, 2016",1.99,"20,000 .. 50,000",Hipix Studio,AYE Technology,0.0,0.0,,2016.0
380,Onion Force,"Mar 2, 2016",4.99,"20,000 .. 50,000",Queen Bee Games,Throwback Entertainment,0.0,0.0,,2016.0
389,Child Phobia: Nightcoming Fears,"Dec 20, 2016",1.99,"20,000 .. 50,000",2B_GAMES,2B_GAMES,0.0,0.0,,2016.0
393,The Lost,"Aug 18, 2016",5.99,"20,000 .. 50,000",Duang,juezhu,0.0,0.0,,2016.0
396,Heroes Must Die,"Jul 15, 2016",,"20,000 .. 50,000",Heroic Games,Heroic Games,0.0,0.0,,2016.0
397,Grey Phobia,"Aug 23, 2016",2.99,"20,000 .. 50,000",Blackturn Ltd,Blackturn Ltd,0.0,0.0,,2016.0
404,ENGAGE,"Mar 15, 2016",,"20,000 .. 50,000",Immersive VR Education Ltd.,Immersive VR Education Ltd.,0.0,0.0,,2016.0
415,Rush for gold: California,"Mar 9, 2016",3.99,"20,000 .. 50,000",Rainbow Games,Rainbow Games,0.0,0.0,,2016.0
420,Beerman,"Aug 3, 2016",1.99,"20,000 .. 50,000",Lee Davidson,Lee Davidson,0.0,0.0,,2016.0
421,The Agency: Chapter 1,"Jul 13, 2016",2.99,"20,000 .. 50,000",Sapphire Dragon Productions,Sapphire Dragon Productions,0.0,0.0,,2016.0
422,Drusilla Dreams,"Apr 22, 2016",0.99,"20,000 .. 50,000",Seraphim Creations,Seraphim Creations,0.0,0.0,,2016.0
430,IACTURA,"Jun 12, 2016",0.99,"20,000 .. 50,000",Merlin Beer,Merlin Beer,0.0,0.0,,2016.0
442,Campfire: One of Us Is the Killer,"Dec 7, 2016",2.99,"20,000 .. 50,000",Abstractive Works,Abstractive Works,0.0,0.0,,2016.0
471,Die for the Empire,"Oct 7, 2016",0.99,"20,000 .. 50,000",NedoStudio,NedoStudio,0.0,0.0,,2016.0
540,Heart's Medicine - Time to Heal,"Sep 20, 2016",12.99,"20,000 .. 50,000",Blue Giraffe,GameHouse,0.0,0.0,,2016.0
548,Onechanbara Z2: Chaos,"Jun 2, 2016",39.99,"20,000 .. 50,000",Tamsoft,D3 PUBLISHER,0.0,0.0,,2016.0
549,Winter Novel,"Aug 10, 2016",4.99,"20,000 .. 50,000",DeXP,DeXP,0.0,0.0,,2016.0
555,Balrum,"Feb 29, 2016",14.99,"20,000 .. 50,000",Balcony Team,Balcony Team,0.0,0.0,,2016.0
