year,race,number,income_median,income_med_moe,income_mean,income_mean_moe,income_bracket,income_distribution,_art_year
2010,White Alone,96306000.0,60763,489,82741.0,783.0,"$150,000 to $199,999",6.6,2010
2010,White Alone,96306000.0,60763,489,82741.0,783.0,"$200,000 and over",6.3,2010
2009,White Alone,95489000.0,61947,303,84263.0,534.0,"Under $15,000",8.9,2009
2009,White Alone,95489000.0,61947,303,84263.0,534.0,"$15,000 to $24,999",9.6,2009
2009,White Alone,95489000.0,61947,303,84263.0,534.0,"$25,000 to $34,999",9.5,2009
2009,White Alone,95489000.0,61947,303,84263.0,534.0,"$35,000 to $49,999",13.1,2009
2009,White Alone,95489000.0,61947,303,84263.0,534.0,"$50,000 to $74,999",17.8,2009
2009,White Alone,95489000.0,61947,303,84263.0,534.0,"$75,000 to $99,999",12.9,2009
2009,White Alone,95489000.0,61947,303,84263.0,534.0,"$100,000 to $149,999",15.2,2009
2009,White Alone,95489000.0,61947,303,84263.0,534.0,"$150,000 to $199,999",6.7,2009
2009,White Alone,95489000.0,61947,303,84263.0,534.0,"$200,000 and over",6.4,2009
2008,White Alone,95297000.0,62268,298,84740.0,537.0,"Under $15,000",9.0,2008
2008,White Alone,95297000.0,62268,298,84740.0,537.0,"$15,000 to $24,999",9.7,2008
2008,White Alone,95297000.0,62268,298,84740.0,537.0,"$25,000 to $34,999",9.1,2008
2008,White Alone,95297000.0,62268,298,84740.0,537.0,"$35,000 to $49,999",13.2,2008
2008,White Alone,95297000.0,62268,298,84740.0,537.0,"$50,000 to $74,999",17.2,2008
2008,White Alone,95297000.0,62268,298,84740.0,537.0,"$75,000 to $99,999",13.0,2008
2008,White Alone,95297000.0,62268,298,84740.0,537.0,"$100,000 to $149,999",15.8,2008
2008,White Alone,95297000.0,62268,298,84740.0,537.0,"$150,000 to $199,999",6.6,2008
2008,White Alone,95297000.0,62268,298,84740.0,537.0,"$200,000 and over",6.4,2008
2007,White Alone,95112000.0,64417,313,86932.0,545.0,"Under $15,000",8.4,2007
2007,White Alone,95112000.0,64417,313,86932.0,545.0,"$15,000 to $24,999",9.6,2007
2007,White Alone,95112000.0,64417,313,86932.0,545.0,"$25,000 to $34,999",8.9,2007
2007,White Alone,95112000.0,64417,313,86932.0,545.0,"$35,000 to $49,999",12.6,2007
2007,White Alone,95112000.0,64417,313,86932.0,545.0,"$50,000 to $74,999",17.5,2007
2007,White Alone,95112000.0,64417,313,86932.0,545.0,"$75,000 to $99,999",13.0,2007
2007,White Alone,95112000.0,64417,313,86932.0,545.0,"$100,000 to $149,999",16.1,2007
2007,White Alone,95112000.0,64417,313,86932.0,545.0,"$150,000 to $199,999",7.1,2007
2007,White Alone,95112000.0,64417,313,86932.0,545.0,"$200,000 and over",6.9,2007
2006,White Alone,94705000.0,64410,307,87842.0,602.0,"Under $15,000",8.1,2006
2006,White Alone,94705000.0,64410,307,87842.0,602.0,"$15,000 to $24,999",9.1,2006
2006,White Alone,94705000.0,64410,307,87842.0,602.0,"$25,000 to $34,999",9.2,2006
2006,White Alone,94705000.0,64410,307,87842.0,602.0,"$35,000 to $49,999",12.9,2006
2006,White Alone,94705000.0,64410,307,87842.0,602.0,"$50,000 to $74,999",17.7,2006
2006,White Alone,94705000.0,64410,307,87842.0,602.0,"$75,000 to $99,999",13.2,2006
2006,White Alone,94705000.0,64410,307,87842.0,602.0,"$100,000 to $149,999",15.8,2006
2006,White Alone,94705000.0,64410,307,87842.0,602.0,"$150,000 to $199,999",7.0,2006
2006,White Alone,94705000.0,64410,307,87842.0,602.0,"$200,000 and over",7.0,2006
2005,White Alone,93588000.0,63718,458,86562.0,589.0,"Under $15,000",8.6,2005
2005,White Alone,93588000.0,63718,458,86562.0,589.0,"$15,000 to $24,999",9.3,2005
2005,White Alone,93588000.0,63718,458,86562.0,589.0,"$25,000 to $34,999",9.3,2005
2005,White Alone,93588000.0,63718,458,86562.0,589.0,"$35,000 to $49,999",12.7,2005
2005,White Alone,93588000.0,63718,458,86562.0,589.0,"$50,000 to $74,999",17.7,2005
2005,White Alone,93588000.0,63718,458,86562.0,589.0,"$75,000 to $99,999",13.4,2005
2005,White Alone,93588000.0,63718,458,86562.0,589.0,"$100,000 to $149,999",15.4,2005
2005,White Alone,93588000.0,63718,458,86562.0,589.0,"$150,000 to $199,999",6.9,2005
2005,White Alone,93588000.0,63718,458,86562.0,589.0,"$200,000 and over",6.6,2005
2004,White Alone,92880000.0,63304,408,85352.0,578.0,"Under $15,000",8.8,2004
2004,White Alone,92880000.0,63304,408,85352.0,578.0,"$15,000 to $24,999",9.4,2004
2004,White Alone,92880000.0,63304,408,85352.0,578.0,"$25,000 to $34,999",9.6,2004
2004,White Alone,92880000.0,63304,408,85352.0,578.0,"$35,000 to $49,999",12.6,2004
2004,White Alone,92880000.0,63304,408,85352.0,578.0,"$50,000 to $74,999",17.6,2004
2004,White Alone,92880000.0,63304,408,85352.0,578.0,"$75,000 to $99,999",13.0,2004
2004,White Alone,92880000.0,63304,408,85352.0,578.0,"$100,000 to $149,999",15.8,2004
2004,White Alone,92880000.0,63304,408,85352.0,578.0,"$150,000 to $199,999",6.7,2004
2004,White Alone,92880000.0,63304,408,85352.0,578.0,"$200,000 and over",6.5,2004
2003,White Alone,91962000.0,63583,410,85816.0,566.0,"Under $15,000",8.7,2003
2003,White Alone,91962000.0,63583,410,85816.0,566.0,"$15,000 to $24,999",9.3,2003
2003,White Alone,91962000.0,63583,410,85816.0,566.0,"$25,000 to $34,999",9.5,2003
2003,White Alone,91962000.0,63583,410,85816.0,566.0,"$35,000 to $49,999",12.5,2003
2003,White Alone,91962000.0,63583,410,85816.0,566.0,"$50,000 to $74,999",17.5,2003
2003,White Alone,91962000.0,63583,410,85816.0,566.0,"$75,000 to $99,999",13.0,2003
2003,White Alone,91962000.0,63583,410,85816.0,566.0,"$100,000 to $149,999",16.1,2003
2003,White Alone,91962000.0,63583,410,85816.0,566.0,"$150,000 to $199,999",6.7,2003
2003,White Alone,91962000.0,63583,410,85816.0,566.0,"$200,000 and over",6.6,2003
2002,White Alone,91645000.0,64250,429,85740.0,574.0,"Under $15,000",8.6,2002
2002,White Alone,91645000.0,64250,429,85740.0,574.0,"$15,000 to $24,999",9.4,2002
2002,White Alone,91645000.0,64250,429,85740.0,574.0,"$25,000 to $34,999",8.9,2002
2002,White Alone,91645000.0,64250,429,85740.0,574.0,"$35,000 to $49,999",13.0,2002
2002,White Alone,91645000.0,64250,429,85740.0,574.0,"$50,000 to $74,999",17.5,2002
2002,White Alone,91645000.0,64250,429,85740.0,574.0,"$75,000 to $99,999",13.1,2002
2002,White Alone,91645000.0,64250,429,85740.0,574.0,"$100,000 to $149,999",16.5,2002
2002,White Alone,91645000.0,64250,429,85740.0,574.0,"$150,000 to $199,999",6.6,2002
2002,White Alone,91645000.0,64250,429,85740.0,574.0,"$200,000 and over",6.3,2002
2001,White Alone,90682000.0,64439,498,87592.0,619.0,"Under $15,000",8.3,2001
2001,White Alone,90682000.0,64439,498,87592.0,619.0,"$15,000 to $24,999",9.4,2001
2001,White Alone,90682000.0,64439,498,87592.0,619.0,"$25,000 to $34,999",8.9,2001
2001,White Alone,90682000.0,64439,498,87592.0,619.0,"$35,000 to $49,999",12.7,2001
2001,White Alone,90682000.0,64439,498,87592.0,619.0,"$50,000 to $74,999",17.9,2001
2001,White Alone,90682000.0,64439,498,87592.0,619.0,"$75,000 to $99,999",13.2,2001
2001,White Alone,90682000.0,64439,498,87592.0,619.0,"$100,000 to $149,999",16.3,2001
2001,White Alone,90682000.0,64439,498,87592.0,619.0,"$150,000 to $199,999",6.7,2001
2001,White Alone,90682000.0,64439,498,87592.0,619.0,"$200,000 and over",6.8,2001
2000,White Alone,90030000.0,65379,475,88213.0,622.0,"Under $15,000",8.0,2000
2000,White Alone,90030000.0,65379,475,88213.0,622.0,"$15,000 to $24,999",9.0,2000
2000,White Alone,90030000.0,65379,475,88213.0,622.0,"$25,000 to $34,999",8.6,2000
2000,White Alone,90030000.0,65379,475,88213.0,622.0,"$35,000 to $49,999",13.0,2000
2000,White Alone,90030000.0,65379,475,88213.0,622.0,"$50,000 to $74,999",17.7,2000
2000,White Alone,90030000.0,65379,475,88213.0,622.0,"$75,000 to $99,999",13.6,2000
2000,White Alone,90030000.0,65379,475,88213.0,622.0,"$100,000 to $149,999",16.2,2000
2000,White Alone,90030000.0,65379,475,88213.0,622.0,"$150,000 to $199,999",7.2,2000
2000,White Alone,90030000.0,65379,475,88213.0,622.0,"$200,000 and over",6.6,2000
1999,White Alone,88893000.0,65149,542,87315.0,813.0,"Under $15,000",7.6,1999
1999,White Alone,88893000.0,65149,542,87315.0,813.0,"$15,000 to $24,999",9.3,1999
1999,White Alone,88893000.0,65149,542,87315.0,813.0,"$25,000 to $34,999",9.0,1999
1999,White Alone,88893000.0,65149,542,87315.0,813.0,"$35,000 to $49,999",12.9,1999
1999,White Alone,88893000.0,65149,542,87315.0,813.0,"$50,000 to $74,999",17.7,1999
1999,White Alone,88893000.0,65149,542,87315.0,813.0,"$75,000 to $99,999",13.6,1999
1999,White Alone,88893000.0,65149,542,87315.0,813.0,"$100,000 to $149,999",16.4,1999
1999,White Alone,88893000.0,65149,542,87315.0,813.0,"$150,000 to $199,999",6.9,1999
1999,White Alone,88893000.0,65149,542,87315.0,813.0,"$200,000 and over",6.7,1999
1998,White Alone,87212000.0,64315,530,85215.0,825.0,"Under $15,000",8.2,1998
1998,White Alone,87212000.0,64315,530,85215.0,825.0,"$15,000 to $24,999",9.3,1998
1998,White Alone,87212000.0,64315,530,85215.0,825.0,"$25,000 to $34,999",9.0,1998
1998,White Alone,87212000.0,64315,530,85215.0,825.0,"$35,000 to $49,999",12.9,1998
1998,White Alone,87212000.0,64315,530,85215.0,825.0,"$50,000 to $74,999",17.7,1998
1998,White Alone,87212000.0,64315,530,85215.0,825.0,"$75,000 to $99,999",14.2,1998
1998,White Alone,87212000.0,64315,530,85215.0,825.0,"$100,000 to $149,999",16.0,1998
1998,White Alone,87212000.0,64315,530,85215.0,825.0,"$150,000 to $199,999",6.6,1998
1998,White Alone,87212000.0,64315,530,85215.0,825.0,"$200,000 and over",6.0,1998
1997,White Alone,86106000.0,62095,647,82696.0,828.0,"Under $15,000",8.8,1997
1997,White Alone,86106000.0,62095,647,82696.0,828.0,"$15,000 to $24,999",9.8,1997
1997,White Alone,86106000.0,62095,647,82696.0,828.0,"$25,000 to $34,999",9.2,1997
1997,White Alone,86106000.0,62095,647,82696.0,828.0,"$35,000 to $49,999",13.0,1997
1997,White Alone,86106000.0,62095,647,82696.0,828.0,"$50,000 to $74,999",18.2,1997
1997,White Alone,86106000.0,62095,647,82696.0,828.0,"$75,000 to $99,999",13.8,1997
1997,White Alone,86106000.0,62095,647,82696.0,828.0,"$100,000 to $149,999",15.5,1997
1997,White Alone,86106000.0,62095,647,82696.0,828.0,"$150,000 to $199,999",6.1,1997
1997,White Alone,86106000.0,62095,647,82696.0,828.0,"$200,000 and over",5.6,1997
1996,White Alone,85059000.0,60489,514,79750.0,777.0,"Under $15,000",9.0,1996
1996,White Alone,85059000.0,60489,514,79750.0,777.0,"$15,000 to $24,999",10.1,1996
1996,White Alone,85059000.0,60489,514,79750.0,777.0,"$25,000 to $34,999",9.4,1996
1996,White Alone,85059000.0,60489,514,79750.0,777.0,"$35,000 to $49,999",13.5,1996
1996,White Alone,85059000.0,60489,514,79750.0,777.0,"$50,000 to $74,999",18.2,1996
1996,White Alone,85059000.0,60489,514,79750.0,777.0,"$75,000 to $99,999",14.0,1996
1996,White Alone,85059000.0,60489,514,79750.0,777.0,"$100,000 to $149,999",15.1,1996
1996,White Alone,85059000.0,60489,514,79750.0,777.0,"$150,000 to $199,999",5.7,1996
1996,White Alone,85059000.0,60489,514,79750.0,777.0,"$200,000 and over",5.0,1996
1995,White Alone,84511000.0,59769,514,78089.0,745.0,"Under $15,000",9.0,1995
1995,White Alone,84511000.0,59769,514,78089.0,745.0,"$15,000 to $24,999",10.0,1995
1995,White Alone,84511000.0,59769,514,78089.0,745.0,"$25,000 to $34,999",10.0,1995
1995,White Alone,84511000.0,59769,514,78089.0,745.0,"$35,000 to $49,999",13.0,1995
1995,White Alone,84511000.0,59769,514,78089.0,745.0,"$50,000 to $74,999",19.1,1995
1995,White Alone,84511000.0,59769,514,78089.0,745.0,"$75,000 to $99,999",13.8,1995
1995,White Alone,84511000.0,59769,514,78089.0,745.0,"$100,000 to $149,999",14.9,1995
1995,White Alone,84511000.0,59769,514,78089.0,745.0,"$150,000 to $199,999",5.5,1995
1995,White Alone,84511000.0,59769,514,78089.0,745.0,"$200,000 and over",4.7,1995
1994,White Alone,83737000.0,58234,538,77070.0,738.0,"Under $15,000",9.6,1994
1994,White Alone,83737000.0,58234,538,77070.0,738.0,"$15,000 to $24,999",10.3,1994
1994,White Alone,83737000.0,58234,538,77070.0,738.0,"$25,000 to $34,999",9.9,1994
1994,White Alone,83737000.0,58234,538,77070.0,738.0,"$35,000 to $49,999",13.4,1994
1994,White Alone,83737000.0,58234,538,77070.0,738.0,"$50,000 to $74,999",18.9,1994
1994,White Alone,83737000.0,58234,538,77070.0,738.0,"$75,000 to $99,999",13.2,1994
1994,White Alone,83737000.0,58234,538,77070.0,738.0,"$100,000 to $149,999",14.7,1994
1994,White Alone,83737000.0,58234,538,77070.0,738.0,"$150,000 to $199,999",5.4,1994
1994,White Alone,83737000.0,58234,538,77070.0,738.0,"$200,000 and over",4.6,1994
1993,White Alone,82387000.0,57584,552,75623.0,718.0,"Under $15,000",9.9,1993
1993,White Alone,82387000.0,57584,552,75623.0,718.0,"$15,000 to $24,999",10.1,1993
1993,White Alone,82387000.0,57584,552,75623.0,718.0,"$25,000 to $34,999",9.8,1993
1993,White Alone,82387000.0,57584,552,75623.0,718.0,"$35,000 to $49,999",13.7,1993
1993,White Alone,82387000.0,57584,552,75623.0,718.0,"$50,000 to $74,999",19.0,1993
1993,White Alone,82387000.0,57584,552,75623.0,718.0,"$75,000 to $99,999",13.7,1993
1993,White Alone,82387000.0,57584,552,75623.0,718.0,"$100,000 to $149,999",14.2,1993
1993,White Alone,82387000.0,57584,552,75623.0,718.0,"$150,000 to $199,999",5.2,1993
1993,White Alone,82387000.0,57584,552,75623.0,718.0,"$200,000 and over",4.2,1993
1992,White Alone,81795000.0,57691,460,72710.0,533.0,"Under $15,000",9.8,1992
1992,White Alone,81795000.0,57691,460,72710.0,533.0,"$15,000 to $24,999",10.1,1992
1992,White Alone,81795000.0,57691,460,72710.0,533.0,"$25,000 to $34,999",10.0,1992
1992,White Alone,81795000.0,57691,460,72710.0,533.0,"$35,000 to $49,999",13.6,1992
1992,White Alone,81795000.0,57691,460,72710.0,533.0,"$50,000 to $74,999",19.2,1992
1992,White Alone,81795000.0,57691,460,72710.0,533.0,"$75,000 to $99,999",14.2,1992
1992,White Alone,81795000.0,57691,460,72710.0,533.0,"$100,000 to $149,999",14.3,1992
1992,White Alone,81795000.0,57691,460,72710.0,533.0,"$150,000 to $199,999",5.1,1992
1992,White Alone,81795000.0,57691,460,72710.0,533.0,"$200,000 and over",3.7,1992
1991,White Alone,81675000.0,57951,462,72552.0,519.0,"Under $15,000",9.7,1991
1991,White Alone,81675000.0,57951,462,72552.0,519.0,"$15,000 to $24,999",9.9,1991
1991,White Alone,81675000.0,57951,462,72552.0,519.0,"$25,000 to $34,999",9.6,1991
1991,White Alone,81675000.0,57951,462,72552.0,519.0,"$35,000 to $49,999",14.0,1991
1991,White Alone,81675000.0,57951,462,72552.0,519.0,"$50,000 to $74,999",19.5,1991
1991,White Alone,81675000.0,57951,462,72552.0,519.0,"$75,000 to $99,999",14.0,1991
1991,White Alone,81675000.0,57951,462,72552.0,519.0,"$100,000 to $149,999",14.5,1991
1991,White Alone,81675000.0,57951,462,72552.0,519.0,"$150,000 to $199,999",5.1,1991
1991,White Alone,81675000.0,57951,462,72552.0,519.0,"$200,000 and over",3.6,1991
1990,White Alone,80968000.0,59416,448,74029.0,545.0,"Under $15,000",9.2,1990
1990,White Alone,80968000.0,59416,448,74029.0,545.0,"$15,000 to $24,999",9.7,1990
1990,White Alone,80968000.0,59416,448,74029.0,545.0,"$25,000 to $34,999",9.4,1990
1990,White Alone,80968000.0,59416,448,74029.0,545.0,"$35,000 to $49,999",14.0,1990
1990,White Alone,80968000.0,59416,448,74029.0,545.0,"$50,000 to $74,999",19.9,1990
1990,White Alone,80968000.0,59416,448,74029.0,545.0,"$75,000 to $99,999",14.2,1990
1990,White Alone,80968000.0,59416,448,74029.0,545.0,"$100,000 to $149,999",14.6,1990
1990,White Alone,80968000.0,59416,448,74029.0,545.0,"$150,000 to $199,999",5.0,1990
1990,White Alone,80968000.0,59416,448,74029.0,545.0,"$200,000 and over",3.9,1990
1989,White Alone,80163000.0,60699,486,75941.0,578.0,"Under $15,000",9.0,1989
1989,White Alone,80163000.0,60699,486,75941.0,578.0,"$15,000 to $24,999",9.6,1989
1989,White Alone,80163000.0,60699,486,75941.0,578.0,"$25,000 to $34,999",9.4,1989
1989,White Alone,80163000.0,60699,486,75941.0,578.0,"$35,000 to $49,999",13.3,1989
1989,White Alone,80163000.0,60699,486,75941.0,578.0,"$50,000 to $74,999",19.6,1989
1989,White Alone,80163000.0,60699,486,75941.0,578.0,"$75,000 to $99,999",14.5,1989
1989,White Alone,80163000.0,60699,486,75941.0,578.0,"$100,000 to $149,999",15.0,1989
1989,White Alone,80163000.0,60699,486,75941.0,578.0,"$150,000 to $199,999",5.4,1989
1989,White Alone,80163000.0,60699,486,75941.0,578.0,"$200,000 and over",4.2,1989
1988,White Alone,79734000.0,59967,583,73900.0,572.0,"Under $15,000",9.6,1988
1988,White Alone,79734000.0,59967,583,73900.0,572.0,"$15,000 to $24,999",9.0,1988
1988,White Alone,79734000.0,59967,583,73900.0,572.0,"$25,000 to $34,999",9.8,1988
1988,White Alone,79734000.0,59967,583,73900.0,572.0,"$35,000 to $49,999",13.0,1988
1988,White Alone,79734000.0,59967,583,73900.0,572.0,"$50,000 to $74,999",20.0,1988
1988,White Alone,79734000.0,59967,583,73900.0,572.0,"$75,000 to $99,999",14.6,1988
1988,White Alone,79734000.0,59967,583,73900.0,572.0,"$100,000 to $149,999",15.1,1988
1988,White Alone,79734000.0,59967,583,73900.0,572.0,"$150,000 to $199,999",5.1,1988
1988,White Alone,79734000.0,59967,583,73900.0,572.0,"$200,000 and over",3.8,1988
1987,White Alone,78519000.0,59277,490,72958.0,518.0,"Under $15,000",9.7,1987
1987,White Alone,78519000.0,59277,490,72958.0,518.0,"$15,000 to $24,999",9.5,1987
1987,White Alone,78519000.0,59277,490,72958.0,518.0,"$25,000 to $34,999",9.7,1987
1987,White Alone,78519000.0,59277,490,72958.0,518.0,"$35,000 to $49,999",13.5,1987
1987,White Alone,78519000.0,59277,490,72958.0,518.0,"$50,000 to $74,999",19.5,1987
1987,White Alone,78519000.0,59277,490,72958.0,518.0,"$75,000 to $99,999",15.0,1987
1987,White Alone,78519000.0,59277,490,72958.0,518.0,"$100,000 to $149,999",14.8,1987
1987,White Alone,78519000.0,59277,490,72958.0,518.0,"$150,000 to $199,999",4.9,1987
1987,White Alone,78519000.0,59277,490,72958.0,518.0,"$200,000 and over",3.5,1987
1986,White Alone,77284000.0,58451,467,71548.0,503.0,"Under $15,000",10.3,1986
1986,White Alone,77284000.0,58451,467,71548.0,503.0,"$15,000 to $24,999",9.5,1986
1986,White Alone,77284000.0,58451,467,71548.0,503.0,"$25,000 to $34,999",9.7,1986
1986,White Alone,77284000.0,58451,467,71548.0,503.0,"$35,000 to $49,999",13.6,1986
1986,White Alone,77284000.0,58451,467,71548.0,503.0,"$50,000 to $74,999",19.9,1986
1986,White Alone,77284000.0,58451,467,71548.0,503.0,"$75,000 to $99,999",14.5,1986
1986,White Alone,77284000.0,58451,467,71548.0,503.0,"$100,000 to $149,999",14.5,1986
1986,White Alone,77284000.0,58451,467,71548.0,503.0,"$150,000 to $199,999",4.7,1986
1986,White Alone,77284000.0,58451,467,71548.0,503.0,"$200,000 and over",3.4,1986
1985,White Alone,76576000.0,56595,497,68754.0,475.0,"Under $15,000",10.5,1985
1985,White Alone,76576000.0,56595,497,68754.0,475.0,"$15,000 to $24,999",10.0,1985
1985,White Alone,76576000.0,56595,497,68754.0,475.0,"$25,000 to $34,999",9.8,1985
1985,White Alone,76576000.0,56595,497,68754.0,475.0,"$35,000 to $49,999",14.2,1985
1985,White Alone,76576000.0,56595,497,68754.0,475.0,"$50,000 to $74,999",20.3,1985
1985,White Alone,76576000.0,56595,497,68754.0,475.0,"$75,000 to $99,999",14.2,1985
1985,White Alone,76576000.0,56595,497,68754.0,475.0,"$100,000 to $149,999",13.8,1985
1985,White Alone,76576000.0,56595,497,68754.0,475.0,"$150,000 to $199,999",4.2,1985
1985,White Alone,76576000.0,56595,497,68754.0,475.0,"$200,000 and over",2.9,1985
1984,White Alone,75328000.0,55575,460,67208.0,429.0,"Under $15,000",10.5,1984
1984,White Alone,75328000.0,55575,460,67208.0,429.0,"$15,000 to $24,999",10.2,1984
1984,White Alone,75328000.0,55575,460,67208.0,429.0,"$25,000 to $34,999",9.9,1984
1984,White Alone,75328000.0,55575,460,67208.0,429.0,"$35,000 to $49,999",14.7,1984
1984,White Alone,75328000.0,55575,460,67208.0,429.0,"$50,000 to $74,999",20.4,1984
1984,White Alone,75328000.0,55575,460,67208.0,429.0,"$75,000 to $99,999",14.4,1984
1984,White Alone,75328000.0,55575,460,67208.0,429.0,"$100,000 to $149,999",13.3,1984
1984,White Alone,75328000.0,55575,460,67208.0,429.0,"$150,000 to $199,999",4.0,1984
1984,White Alone,75328000.0,55575,460,67208.0,429.0,"$200,000 and over",2.7,1984
1983,White Alone,74376000.0,53616,399,64761.0,415.0,"Under $15,000",10.9,1983
1983,White Alone,74376000.0,53616,399,64761.0,415.0,"$15,000 to $24,999",10.3,1983
1983,White Alone,74376000.0,53616,399,64761.0,415.0,"$25,000 to $34,999",10.4,1983
1983,White Alone,74376000.0,53616,399,64761.0,415.0,"$35,000 to $49,999",15.0,1983
1983,White Alone,74376000.0,53616,399,64761.0,415.0,"$50,000 to $74,999",20.8,1983
1983,White Alone,74376000.0,53616,399,64761.0,415.0,"$75,000 to $99,999",13.9,1983
1983,White Alone,74376000.0,53616,399,64761.0,415.0,"$100,000 to $149,999",12.7,1983
1983,White Alone,74376000.0,53616,399,64761.0,415.0,"$150,000 to $199,999",3.6,1983
1983,White Alone,74376000.0,53616,399,64761.0,415.0,"$200,000 and over",2.4,1983
1982,White Alone,73182000.0,53902,403,64607.0,416.0,"Under $15,000",11.0,1982
1982,White Alone,73182000.0,53902,403,64607.0,416.0,"$15,000 to $24,999",10.2,1982
1982,White Alone,73182000.0,53902,403,64607.0,416.0,"$25,000 to $34,999",10.5,1982
1982,White Alone,73182000.0,53902,403,64607.0,416.0,"$35,000 to $49,999",14.7,1982
1982,White Alone,73182000.0,53902,403,64607.0,416.0,"$50,000 to $74,999",21.3,1982
1982,White Alone,73182000.0,53902,403,64607.0,416.0,"$75,000 to $99,999",14.0,1982
1982,White Alone,73182000.0,53902,403,64607.0,416.0,"$100,000 to $149,999",12.5,1982
1982,White Alone,73182000.0,53902,403,64607.0,416.0,"$150,000 to $199,999",3.6,1982
1982,White Alone,73182000.0,53902,403,64607.0,416.0,"$200,000 and over",2.3,1982
1981,White Alone,72845000.0,54548,414,64262.0,401.0,"Under $15,000",10.8,1981
1981,White Alone,72845000.0,54548,414,64262.0,401.0,"$15,000 to $24,999",10.2,1981
1981,White Alone,72845000.0,54548,414,64262.0,401.0,"$25,000 to $34,999",10.7,1981
1981,White Alone,72845000.0,54548,414,64262.0,401.0,"$35,000 to $49,999",14.4,1981
1981,White Alone,72845000.0,54548,414,64262.0,401.0,"$50,000 to $74,999",21.2,1981
1981,White Alone,72845000.0,54548,414,64262.0,401.0,"$75,000 to $99,999",14.7,1981
1981,White Alone,72845000.0,54548,414,64262.0,401.0,"$100,000 to $149,999",12.6,1981
1981,White Alone,72845000.0,54548,414,64262.0,401.0,"$150,000 to $199,999",3.4,1981
1981,White Alone,72845000.0,54548,414,64262.0,401.0,"$200,000 and over",2.0,1981
1980,White Alone,71872000.0,55346,468,64911.0,409.0,"Under $15,000",10.6,1980
1980,White Alone,71872000.0,55346,468,64911.0,409.0,"$15,000 to $24,999",10.1,1980
1980,White Alone,71872000.0,55346,468,64911.0,409.0,"$25,000 to $34,999",10.0,1980
1980,White Alone,71872000.0,55346,468,64911.0,409.0,"$35,000 to $49,999",14.6,1980
1980,White Alone,71872000.0,55346,468,64911.0,409.0,"$50,000 to $74,999",21.8,1980
1980,White Alone,71872000.0,55346,468,64911.0,409.0,"$75,000 to $99,999",14.7,1980
1980,White Alone,71872000.0,55346,468,64911.0,409.0,"$100,000 to $149,999",12.7,1980
1980,White Alone,71872000.0,55346,468,64911.0,409.0,"$150,000 to $199,999",3.5,1980
1980,White Alone,71872000.0,55346,468,64911.0,409.0,"$200,000 and over",2.0,1980
1979,White Alone,70766000.0,56851,444,66950.0,439.0,"Under $15,000",10.4,1979
1979,White Alone,70766000.0,56851,444,66950.0,439.0,"$15,000 to $24,999",9.5,1979
1979,White Alone,70766000.0,56851,444,66950.0,439.0,"$25,000 to $34,999",9.9,1979
1979,White Alone,70766000.0,56851,444,66950.0,439.0,"$35,000 to $49,999",14.3,1979
1979,White Alone,70766000.0,56851,444,66950.0,439.0,"$50,000 to $74,999",21.0,1979
1979,White Alone,70766000.0,56851,444,66950.0,439.0,"$75,000 to $99,999",15.8,1979
1979,White Alone,70766000.0,56851,444,66950.0,439.0,"$100,000 to $149,999",13.0,1979
1979,White Alone,70766000.0,56851,444,66950.0,439.0,"$150,000 to $199,999",3.6,1979
1979,White Alone,70766000.0,56851,444,66950.0,439.0,"$200,000 and over",2.3,1979
1978,White Alone,68028000.0,56475,409,66309.0,439.0,"Under $15,000",10.2,1978
1978,White Alone,68028000.0,56475,409,66309.0,439.0,"$15,000 to $24,999",9.9,1978
1978,White Alone,68028000.0,56475,409,66309.0,439.0,"$25,000 to $34,999",9.9,1978
1978,White Alone,68028000.0,56475,409,66309.0,439.0,"$35,000 to $49,999",14.2,1978
1978,White Alone,68028000.0,56475,409,66309.0,439.0,"$50,000 to $74,999",21.4,1978
1978,White Alone,68028000.0,56475,409,66309.0,439.0,"$75,000 to $99,999",15.7,1978
1978,White Alone,68028000.0,56475,409,66309.0,439.0,"$100,000 to $149,999",13.0,1978
1978,White Alone,68028000.0,56475,409,66309.0,439.0,"$150,000 to $199,999",3.4,1978
1978,White Alone,68028000.0,56475,409,66309.0,439.0,"$200,000 and over",2.2,1978
1977,White Alone,66934000.0,54999,380,64467.0,342.0,"Under $15,000",10.5,1977
1977,White Alone,66934000.0,54999,380,64467.0,342.0,"$15,000 to $24,999",10.5,1977
1977,White Alone,66934000.0,54999,380,64467.0,342.0,"$25,000 to $34,999",10.2,1977
1977,White Alone,66934000.0,54999,380,64467.0,342.0,"$35,000 to $49,999",14.1,1977
1977,White Alone,66934000.0,54999,380,64467.0,342.0,"$50,000 to $74,999",21.9,1977
1977,White Alone,66934000.0,54999,380,64467.0,342.0,"$75,000 to $99,999",15.5,1977
1977,White Alone,66934000.0,54999,380,64467.0,342.0,"$100,000 to $149,999",12.3,1977
1977,White Alone,66934000.0,54999,380,64467.0,342.0,"$150,000 to $199,999",3.1,1977
1977,White Alone,66934000.0,54999,380,64467.0,342.0,"$200,000 and over",2.0,1977
1976,White Alone,65353000.0,54443,371,63485.0,337.0,"Under $15,000",10.7,1976
1976,White Alone,65353000.0,54443,371,63485.0,337.0,"$15,000 to $24,999",10.5,1976
