WASTE_ID,SOURCE,ORG_ID,WWTP_NAME,COUNTRY,CNTRY_ISO,LAT_WWTP,LON_WWTP,QUAL_LOC,LAT_OUT,LON_OUT,STATUS,POP_SERVED,QUAL_POP,WASTE_DIS,QUAL_WASTE,LEVEL,QUAL_LEVEL,DF,HYRIV_ID,RIVER_DIS,COAST_10KM,COAST_50KM,DESIGN_CAP,QUAL_CAP
971,1,1142131,TP 919 of Vammalan kt,Finland,FIN,61.33,22.89,2,61.319,22.79,Not Reported,25000,2,4097.411,4,Advanced,1,3824.085,20142263.0,181.305,0,0,0.0,2
972,1,1142132,TP 962 of Virtain kt,Finland,FIN,62.234,23.714,2,62.206,23.698,Not Reported,3500,2,573.638,4,Advanced,1,2089.165,20126419.0,13.864,0,0,0.0,2
973,1,1142133,TP 994 of Aetsan kk,Finland,FIN,61.261,22.694,2,61.219,22.602,Not Reported,4500,2,737.534,4,Advanced,1,21439.396,20143892.0,183.004,0,0,0.0,2
974,1,1142134,TP 1900019769 of Mantan kt,Finland,FIN,62.022,24.628,2,62.01,24.548,Not Reported,8300,2,1360.34,4,Advanced,1,939.476,20129259.0,14.776,0,0,0.0,2
975,1,1142135,TP 142 of Ilomantsin kk,Finland,FIN,62.684,30.925,2,62.74,30.894,Not Reported,5000,2,819.482,4,Advanced,1,3851.919,20117292.0,36.525,0,0,0.0,2
976,1,1142136,TP 161 of Joensuun kt,Finland,FIN,62.59,29.735,2,62.502,29.756,Not Reported,80000,2,13111.715,4,Advanced,1,,20121529.0,,1,1,0.0,2
977,1,1142137,TP 179 of Juuan kk,Finland,FIN,63.238,29.278,2,63.244,29.369,Not Reported,6200,2,1016.158,4,Advanced,1,,20109362.0,,1,1,0.0,2
978,1,1142138,TP 287 of Kiteen kt,Finland,FIN,62.103,30.145,2,62.11,30.11,Not Reported,5900,2,966.989,4,Advanced,1,254.842,20127575.0,2.841,0,1,0.0,2
979,1,1142139,TP 361 of Outokummun kt,Finland,FIN,62.713,29.05,2,62.656,29.131,Not Reported,15800,2,2589.564,4,Advanced,1,44.708,20118950.0,1.31,0,1,0.0,2
980,1,1142140,TP 426 of Lieksan kt,Finland,FIN,63.31,30.028,2,63.252,29.944,Not Reported,11100,2,1819.251,4,Advanced,1,,20111061.0,,1,1,0.0,2
981,1,1142141,TP 558 of Nurmeksen kt,Finland,FIN,63.535,29.154,2,63.535,29.165,Not Reported,9100,2,1491.458,4,Advanced,1,,20104814.0,,1,1,0.0,2
982,1,1142142,TP 52 of Haapaveden kt,Finland,FIN,64.139,25.328,2,64.131,25.227,Not Reported,63000,2,10325.476,4,Advanced,1,182.93,20091453.0,21.742,0,0,0.0,2
983,1,1142143,TP 214 of Kalajoen kk,Finland,FIN,64.266,23.928,2,64.252,23.94,Not Reported,7500,2,1229.223,4,Advanced,1,,20088281.0,,1,1,0.0,2
984,1,1142144,TP 251 of Kempele,Finland,FIN,64.896,25.456,2,64.852,25.385,Not Reported,36000,2,5900.272,4,Advanced,1,,20074333.0,,1,1,0.0,2
985,1,1142145,TP 356 of Kuusamon kt,Finland,FIN,65.956,29.177,2,65.969,29.277,Not Reported,16000,2,2622.343,4,Advanced,1,85.049,20053875.0,2.551,0,0,0.0,2
986,1,1142146,TP 357 of Ruka skiing resort,Finland,FIN,66.17,29.117,2,66.219,29.031,Not Reported,6000,2,983.379,4,Advanced,1,25.162,20049389.0,0.275,0,0,0.0,2
987,1,1142147,TP 545 of Nivalan kt,Finland,FIN,63.917,24.918,2,63.952,24.823,Not Reported,7600,2,1245.613,4,Advanced,1,1439.459,20096378.0,20.738,0,0,0.0,2
988,1,1142148,TP 577 of Oulaisten kt,Finland,FIN,64.264,24.774,2,64.252,24.673,Not Reported,4400,2,721.144,4,Advanced,1,3097.239,20088496.0,25.843,0,0,0.0,2
989,1,1142149,TP 578 of Oulu,Finland,FIN,65.047,25.387,2,65.01,25.481,Not Reported,202000,2,33107.081,4,Advanced,1,,20071308.0,,1,1,0.0,2
990,1,1142150,TP 653 of Kurenalus,Finland,FIN,65.359,26.856,2,65.369,26.756,Not Reported,8200,2,1343.951,4,Advanced,1,6668.573,20064952.0,103.714,0,0,0.0,2
991,1,1142151,TP 654 of Syote skiing resort,Finland,FIN,65.572,27.415,2,65.577,27.315,Not Reported,1400,2,229.455,4,Advanced,1,2232.026,20060751.0,5.925,0,0,0.0,2
992,1,1142152,TP 670 of Pyhasalmi,Finland,FIN,63.713,25.985,2,63.781,25.906,Not Reported,4600,2,753.924,4,Advanced,1,727.338,20099900.0,6.338,0,0,0.0,2
993,1,1142153,TP 688 of Raahen kt,Finland,FIN,64.71,24.451,2,64.685,24.456,Not Reported,18800,2,3081.253,4,Advanced,1,,20078315.0,,1,1,0.0,2
994,1,1142154,TP 986 of Ylivieskan kt,Finland,FIN,64.096,24.527,2,64.119,24.456,Not Reported,11000,2,1802.861,4,Advanced,1,1417.389,20091898.0,29.555,0,0,0.0,2
995,1,1142155,TP 1900009451 of Pyhannan kk,Finland,FIN,64.505,25.719,2,64.456,25.665,Not Reported,16700,2,2737.071,4,Advanced,1,779.464,20083359.0,24.661,0,0,0.0,2
996,1,1142156,TP 130 of Iisalmen kt,Finland,FIN,63.542,27.2,2,63.465,27.19,Not Reported,63000,2,10325.476,4,Advanced,1,345.806,20105977.0,41.207,0,1,0.0,2
997,1,1142157,TP 177 of Juankosken kirkons,Finland,FIN,63.067,28.344,2,63.06,28.335,Not Reported,5000,2,819.482,4,Advanced,1,,20112665.0,,1,1,0.0,2
998,1,1142158,TP 297 of Kiuruveden kt,Finland,FIN,63.656,26.64,2,63.656,26.652,Not Reported,8000,2,1311.172,4,Advanced,1,826.734,20102177.0,12.531,0,0,0.0,2
999,1,1142159,TP 343 of Kuopion kt,Finland,FIN,62.858,27.719,2,62.831,27.715,Not Reported,143000,2,23437.191,4,Advanced,1,,20119278.0,,1,1,0.0,2
1000,1,1142160,TP 386 of Lapinlahden kk,Finland,FIN,63.349,27.368,2,63.269,27.319,Not Reported,87000,2,14258.99,4,Advanced,1,307.366,20109628.0,50.561,0,1,0.0,2
1001,1,1142161,TP 543 of Nilsian kt,Finland,FIN,63.236,28.081,2,63.231,28.173,Not Reported,7000,2,1147.275,4,Advanced,1,1957.901,20109873.0,25.985,0,1,0.0,2
1002,1,1142162,TP 611 of Pielaveden kk,Finland,FIN,63.229,26.687,2,63.165,26.644,Not Reported,3100,2,508.079,4,Advanced,1,668.285,20111175.0,3.924,0,1,0.0,2
1003,1,1142163,TP 766 of Siilinjarven kk,Finland,FIN,63.055,27.777,2,63.01,27.798,Not Reported,19000,2,3114.032,4,Advanced,1,,20113704.0,,1,1,0.0,2
1004,1,1142164,TP 817 of Suonenjoen kt,Finland,FIN,62.635,27.11,2,62.573,27.194,Not Reported,26500,2,4343.256,4,Advanced,1,12.22,20120823.0,0.564,0,1,0.0,2
1005,1,1142165,TP 600000203 of Varkauden kt,Finland,FIN,62.277,27.929,2,62.244,27.994,Not Reported,45000,2,7375.34,4,Advanced,1,,20125444.0,,1,1,0.0,2
1006,1,1142166,TP 445 of Lohjan kt,Finland,FIN,60.185,23.936,2,60.202,23.902,Not Reported,6000,2,983.379,4,Advanced,1,2023.897,20162025.0,23.024,0,1,0.0,2
1007,1,1142167,TP 459 of Loviisan kt,Finland,FIN,60.389,26.279,2,60.473,26.331,Not Reported,15000,2,2458.447,4,Advanced,1,,20156461.0,,1,1,0.0,2
1008,1,1142168,TP 525 of Mantsalan kk,Finland,FIN,60.623,25.297,2,60.644,25.398,Not Reported,13600,2,2228.992,4,Advanced,1,88.447,20153560.0,2.256,0,1,0.0,2
1009,1,1142169,TP 561 of Nurmijarven kk,Finland,FIN,60.47,24.846,2,60.406,24.86,Not Reported,7000,2,1147.275,4,Advanced,1,610.851,20157791.0,8.098,0,1,0.0,2
1010,1,1142170,TP 562 of Rajamaki,Finland,FIN,60.385,24.77,2,60.406,24.86,Not Reported,37000,2,6064.168,4,Advanced,1,116.377,20157791.0,8.098,0,1,0.0,2
1011,1,1142171,TP 646 of Porvoon kt,Finland,FIN,60.279,25.556,2,60.344,25.531,Not Reported,45000,2,7375.34,4,Advanced,1,,20158694.0,,1,1,0.0,2
1012,1,1142172,TP 839 of Tammisaaren kt,Finland,FIN,59.966,23.458,2,59.99,23.556,Not Reported,13100,2,2147.043,4,Advanced,1,,20164847.0,,1,1,0.0,2
1013,1,1142173,TP 943 of Vihdin kk,Finland,FIN,60.414,24.3,2,60.377,24.202,Not Reported,3200,2,524.469,4,Advanced,1,748.747,20158000.0,4.539,0,1,0.0,2
1014,1,1142174,TP 944 of Nummela,Finland,FIN,60.314,24.301,2,60.219,24.277,Not Reported,17800,2,2917.357,4,Advanced,1,58.899,20161018.0,1.955,0,1,0.0,2
1015,1,1142175,TP 100000122 of Inkoon kk,Finland,FIN,60.013,23.94,2,60.01,23.948,Not Reported,2000,2,327.793,4,Advanced,1,,20164048.0,,1,1,0.0,2
1016,1,1142176,TP 1900013730 of Karjaan kt,Finland,FIN,60.092,23.557,2,60.094,23.552,Not Reported,10200,2,1671.744,4,Advanced,1,,,,1,1,0.0,2
1017,1,1142177,TP 19 of Auran asseutu,Finland,FIN,60.644,22.594,2,60.615,22.548,Not Reported,2400,2,393.351,4,Advanced,1,3905.075,20154277.0,17.774,0,1,0.0,2
1018,1,1142178,TP 44 of Euran kk,Finland,FIN,61.128,22.139,2,61.181,22.094,Not Reported,40000,2,6555.858,4,Advanced,1,22.521,20144597.0,1.633,0,0,0.0,2
1019,1,1142179,TP 112 of Honkajoen kk,Finland,FIN,61.99,22.251,2,61.898,22.265,Not Reported,4300,2,704.755,4,Advanced,1,1143.103,20132181.0,9.316,0,0,0.0,2
1020,1,1142180,TP 113 of Lauttakyla,Finland,FIN,61.191,22.667,2,61.202,22.569,Not Reported,45000,2,7375.34,4,Advanced,1,163.237,20144515.0,13.849,0,0,0.0,2
1021,1,1142181,TP 218 of Kankaanpaan kt,Finland,FIN,61.806,22.387,2,61.815,22.285,Not Reported,15300,2,2507.616,4,Advanced,1,42.966,20132705.0,1.218,0,0,0.0,2
1022,1,1142182,TP 301 of Kokemaen kt,Finland,FIN,61.261,22.327,2,61.265,22.256,Not Reported,5800,2,950.599,4,Advanced,1,18222.087,20143050.0,200.474,0,0,0.0,2
1023,1,1142183,TP 454 of Loimaan kt,Finland,FIN,60.861,22.985,2,60.802,22.902,Not Reported,18600,2,3048.474,4,Advanced,1,110.797,20150728.0,3.874,0,0,0.0,2
1024,1,1142184,TP 579 of Paraisten kt,Finland,FIN,60.312,22.303,2,60.402,22.41,Not Reported,19000,2,3114.032,4,Advanced,1,,20157730.0,,1,1,0.0,2
1025,1,1142185,TP 598 of Pernion kk,Finland,FIN,60.199,23.123,2,60.19,23.127,Not Reported,1600,2,262.234,4,Advanced,1,5718.732,20161251.0,17.354,0,1,0.0,2
1026,1,1142186,TP 637 of Porin kt,Finland,FIN,61.517,21.767,2,61.548,21.702,Not Reported,230000,2,37696.182,4,Advanced,1,,20138228.0,,1,1,0.0,2
1027,1,1142187,TP 751 of Salon kt,Finland,FIN,60.374,23.101,2,60.365,23.06,Not Reported,49000,2,8030.926,4,Advanced,1,,20158686.0,,1,1,0.0,2
1028,1,1142188,TP 790 of Someron kt,Finland,FIN,60.627,23.512,2,60.619,23.51,Not Reported,7800,2,1278.392,4,Advanced,1,190.508,20153958.0,2.804,0,0,0.0,2
1029,1,1142189,TP 821 of Sakylan kk,Finland,FIN,61.063,22.319,2,61.048,22.219,Not Reported,13200,2,2163.433,4,Advanced,1,64.259,20146602.0,1.584,0,0,0.0,2
1030,1,1142190,TP 904 of Uudenkaupungin kt,Finland,FIN,60.804,21.383,2,60.777,21.481,Not Reported,31000,2,5080.79,4,Advanced,1,,20151485.0,,1,1,0.0,2
1031,1,1142191,TP 200000041 of Rauma,Finland,FIN,61.116,21.456,2,61.144,21.469,Not Reported,40000,2,6555.858,4,Advanced,1,,20145325.0,,1,1,0.0,2
1032,1,1142192,TP 1900015537 of Turun kt,Finland,FIN,60.444,22.218,2,60.473,22.135,Not Reported,420000,2,68836.506,4,Advanced,1,,20156378.0,,1,1,0.0,2
1033,1,1142193,TP 36 of Helsingin kt,Finland,FIN,60.089,24.762,2,60.152,24.769,Not Reported,330000,2,54085.826,4,Advanced,1,,20161756.0,,1,1,0.0,2
1034,1,1142194,TP 62 of Hangon kt,Finland,FIN,59.816,23.016,2,59.91,23.01,Not Reported,9900,2,1622.575,4,Advanced,1,,20165646.0,,1,1,0.0,2
1035,1,1142195,TP 101 of Helsingin kt,Finland,FIN,60.088,24.912,2,60.09,24.91,Not Reported,1110000,2,181925.05,4,Advanced,1,,,,1,1,0.0,2
1036,1,1142196,TP 122 of Hyvinkaan kt,Finland,FIN,60.588,24.878,2,60.494,24.877,Not Reported,39000,2,6391.961,4,Advanced,1,8.556,20156458.0,0.559,0,1,0.0,2
1037,1,1142197,TP 231 of Karkkilan kt,Finland,FIN,60.518,24.227,2,60.431,24.177,Not Reported,7400,2,1212.834,4,Advanced,1,319.506,20157999.0,4.471,0,1,0.0,2
1038,1,1142198,TP 443 of Lohjan kt,Finland,FIN,60.252,24.049,2,60.231,23.948,Not Reported,29000,2,4752.997,4,Advanced,1,425.311,20160575.0,23.342,0,1,0.0,2
1039,1,1142199,TP 999999999001 of Maarianhaminan kt,Finland (Aland),FIN,60.084,19.925,2,60.131,19.919,Not Reported,22000,2,3605.722,4,Advanced,1,,20162241.0,,1,1,0.0,2
1040,1,1142200,TP of Tornion kt,Finland,FIN,65.835,24.145,2,65.81,24.169,Not Reported,0,2,0.0,4,Secondary,2,,20056202.0,,1,1,0.0,2
1041,1,1142987,AFFOLTERN ZWILLIKON,Switzerland,CHE,47.29,8.432,2,47.34,8.34,Not Reported,16912,2,7676.723,4,Advanced,1,1454.546,20446693.0,129.149,0,0,25000.0,2
1042,1,1142990,HAUSEN,Switzerland,CHE,47.24,8.523,2,47.29,8.431,Not Reported,1713,2,777.568,4,Advanced,1,149.339,20446810.0,1.335,0,0,4500.0,2
1043,1,1142991,KNONAU,Switzerland,CHE,47.222,8.456,2,47.252,8.406,Not Reported,4613,2,2093.941,4,Advanced,1,5188.118,20447739.0,125.712,0,0,7000.0,2
1044,1,1142994,OBFELDEN,Switzerland,CHE,47.263,8.406,2,47.34,8.34,Not Reported,5208,2,2364.024,4,Advanced,1,4721.118,20446693.0,129.149,0,0,7000.0,2
1045,1,1142995,DACHSEN,Germany,DEU,47.66,8.62,2,47.598,8.594,Not Reported,2693,2,681.533,4,Advanced,1,54135.01,20438389.0,427.015,0,1,3500.0,2
1046,1,1142997,FLAACHTAL,Switzerland,CHE,47.575,8.594,2,47.552,8.556,Not Reported,1786,2,810.704,4,Advanced,1,46873.323,20439248.0,439.81,0,1,5000.0,2
1047,1,1142999,ANDELFINGEN,Switzerland,CHE,47.605,8.671,2,47.598,8.594,Not Reported,6942,2,3151.124,4,Advanced,1,11709.233,20438389.0,427.015,0,1,6000.0,2
1048,1,1143002,MARTHALENWEINLAND,Switzerland,CHE,47.621,8.64,2,47.598,8.594,Not Reported,2789,2,1265.988,4,Advanced,1,29143.543,20438389.0,427.015,0,1,5000.0,2
1049,1,1143005,OSSINGEN,Switzerland,CHE,47.61,8.719,2,47.594,8.619,Not Reported,2038,2,925.092,4,Advanced,1,6076.882,20438001.0,65.055,0,1,3000.0,2
1050,1,1143007,RHEINAU,Switzerland,CHE,47.634,8.598,2,47.598,8.594,Not Reported,1417,2,643.207,4,Advanced,1,57360.599,20438389.0,427.015,0,1,2000.0,2
1051,1,1143009,THALHEIMGUETIGHAUSEN,Switzerland,CHE,47.59,8.733,2,47.594,8.631,Not Reported,958,2,434.857,4,Advanced,1,12912.214,20438001.0,64.983,0,1,1600.0,2
1052,1,1143010,UNTERSTAMMHEIMSTAMMERTAL,Switzerland,CHE,47.639,8.776,2,47.694,8.69,Not Reported,1139,2,517.017,4,Advanced,1,59466.001,20435192.0,355.838,0,1,3500.0,2
1053,1,1143013,BASSERSDORF,Switzerland,CHE,47.431,8.63,2,47.427,8.573,Not Reported,17650,2,8011.717,4,Advanced,1,97.616,20442953.0,8.959,0,1,22500.0,2
1054,1,1143015,BUELACH,Switzerland,CHE,47.518,8.528,2,47.577,8.473,Not Reported,31441,2,14271.751,4,Advanced,1,2748.068,20438771.0,453.767,0,1,37700.0,2
1055,1,1143017,EGLISAU,Switzerland,CHE,47.579,8.509,2,47.577,8.477,Not Reported,16295,2,7396.654,4,Advanced,1,5301.352,20438771.0,453.76,0,1,11700.0,2
1056,1,1143019,GLATTFELDEN,Switzerland,CHE,47.564,8.492,2,47.577,8.477,Not Reported,2949,2,1338.615,4,Advanced,1,29288.632,20438771.0,453.76,0,1,3500.0,2
1057,1,1143021,OPFIKON KLOTEN,Switzerland,CHE,47.438,8.559,2,47.531,8.523,Not Reported,56817,2,25790.467,4,Advanced,1,40.641,20440221.0,11.833,0,1,65000.0,2
1058,1,1143023,RORBAS,Switzerland,CHE,47.536,8.575,2,47.552,8.556,Not Reported,9308,2,4225.103,4,Advanced,1,8994.765,20439248.0,439.81,0,1,20000.0,2
1059,1,1143025,BUCHSFURTHOF,Switzerland,CHE,47.45,8.422,2,47.456,8.323,Not Reported,10605,2,4813.839,4,Advanced,1,1615.14,20441961.0,89.933,0,0,10000.0,2
1060,1,1143027,NIEDERGLATTFISCHB GL,Switzerland,CHE,47.501,8.495,2,47.577,8.477,Not Reported,46648,2,21174.538,4,Advanced,1,1852.51,20438771.0,453.76,0,1,37750.0,2
1061,1,1143029,OTELFINGEN,Switzerland,CHE,47.451,8.389,2,47.485,8.294,Not Reported,6158,2,2795.25,4,Advanced,1,2792.815,20441961.0,90.322,0,0,7700.0,2
1062,1,1143031,REGENSDORFWUEERI,Switzerland,CHE,47.452,8.451,2,47.435,8.352,Not Reported,24153,2,10963.57,4,Advanced,1,706.278,20442614.0,89.495,0,0,30000.0,2
1063,1,1143033,STADEL,Switzerland,CHE,47.546,8.475,2,47.577,8.477,Not Reported,1807,2,820.236,4,Advanced,1,47798.027,20438771.0,453.76,0,1,2200.0,2
1064,1,1143035,BUBIKONWOLFHAUSEN,Switzerland,CHE,47.252,8.799,2,47.231,8.71,Not Reported,3048,2,1383.553,4,Advanced,1,4559.697,20448319.0,73.0,0,1,5000.0,2
1065,1,1143037,DUERNTENBUBIKON,Switzerland,CHE,47.268,8.83,2,47.227,8.74,Not Reported,5651,2,2565.111,4,Advanced,1,2459.841,20448439.0,73.0,0,1,8400.0,2
1066,1,1143039,GOSSAU,Switzerland,CHE,47.304,8.749,2,47.335,8.694,Not Reported,8968,2,4070.77,4,Advanced,1,129.578,20445453.0,6.058,0,1,15000.0,2
1067,1,1143041,HINWIL,Switzerland,CHE,47.309,8.811,2,47.348,8.715,Not Reported,12165,2,5521.957,4,Advanced,1,38.458,20445344.0,2.394,0,1,21000.0,2
1068,1,1143043,RUETI,Switzerland,CHE,47.251,8.852,2,47.227,8.752,Not Reported,15672,2,7113.86,4,Advanced,1,887.607,20448439.0,73.0,0,1,16000.0,2
1069,1,1143046,WALD,Switzerland,CHE,47.273,8.907,2,47.215,8.823,Not Reported,8599,2,3903.272,4,Advanced,1,1616.875,20448952.0,73.0,0,1,13300.0,2
1070,1,1143048,WETZIKON,Switzerland,CHE,47.329,8.781,2,47.335,8.694,Not Reported,31742,2,14408.382,4,Advanced,1,37.327,20445453.0,6.058,0,1,37000.0,2
1071,1,1143050,HIRZEL,Switzerland,CHE,47.207,8.61,2,47.285,8.544,Not Reported,4817,2,2186.541,4,Advanced,1,437.003,20448947.0,11.034,0,0,7100.0,2
1072,1,1143052,HORGEN,Switzerland,CHE,47.267,8.589,2,47.356,8.544,Not Reported,15523,2,7046.226,4,Advanced,1,896.117,20444915.0,73.0,0,0,36000.0,2
1073,1,1143054,RICHTERSWIL,Switzerland,CHE,47.214,8.701,2,47.231,8.71,Not Reported,10449,2,4743.027,4,Advanced,1,1330.784,20448319.0,73.0,0,0,18000.0,2
1074,1,1143056,SCHOENENBERG,Switzerland,CHE,47.206,8.65,2,47.285,8.59,Not Reported,1956,2,887.871,4,Advanced,1,7104.736,20447048.0,73.0,0,0,4100.0,2
1075,1,1143058,THALWIL,Switzerland,CHE,47.287,8.575,2,47.377,8.544,Not Reported,24289,2,11025.303,4,Advanced,1,573.614,20444915.0,73.07,0,0,24000.0,2
1076,1,1143060,WAEDENSWIL,Switzerland,CHE,47.24,8.658,2,47.302,8.577,Not Reported,37371,2,16963.507,4,Advanced,1,372.81,20447048.0,73.0,0,0,44000.0,2
1077,1,1143062,HOMBRECHTIKONFELDBACH,Switzerland,CHE,47.236,8.786,2,47.231,8.71,Not Reported,7010,2,3181.991,4,Advanced,1,1983.155,20448319.0,73.0,0,1,13500.0,2
1078,1,1143064,KUESNACHT,Switzerland,CHE,47.31,8.586,2,47.39,8.527,Not Reported,18227,2,8273.63,4,Advanced,1,765.383,20444915.0,73.197,0,1,30000.0,2
1079,1,1143066,MAENNEDORF,Switzerland,CHE,47.257,8.682,2,47.294,8.585,Not Reported,13825,2,6275.467,4,Advanced,1,1006.057,20447048.0,73.0,0,1,18000.0,2
1080,1,1143068,MEILEN,Switzerland,CHE,47.265,8.661,2,47.315,8.569,Not Reported,37504,2,17023.878,4,Advanced,1,371.491,20446186.0,73.0,0,1,50000.0,2
1081,1,1143069,STAEFA_OETIKON,Switzerland,CHE,47.239,8.723,2,47.231,8.71,Not Reported,9825,2,4459.78,4,Advanced,1,1415.24,20448319.0,73.0,0,1,10000.0,2
1082,1,1143071,STAEFA_UERIKON,Switzerland,CHE,47.236,8.756,2,47.231,8.71,Not Reported,4453,2,2021.313,4,Advanced,1,3121.348,20448319.0,73.0,0,1,7000.0,2
1083,1,1143074,ZUMIKON,Switzerland,CHE,47.33,8.616,2,47.39,8.527,Not Reported,3990,2,1811.147,4,Secondary,1,3492.831,20444915.0,73.197,0,1,6667.0,2
1084,1,1143076,BAUMA,Switzerland,CHE,47.396,8.854,2,47.444,8.798,Not Reported,3550,2,1611.422,4,Advanced,1,250.642,20442335.0,4.656,0,1,6000.0,2
1085,1,1143078,FEHRALTORF,Switzerland,CHE,47.392,8.74,2,47.485,8.706,Not Reported,10508,2,4769.809,4,Advanced,1,128.25,20441496.0,7.025,0,1,12000.0,2
1086,1,1143080,ILLNAU EFFRETIKONMANNENBERG,Switzerland,CHE,47.439,8.703,2,47.498,8.698,Not Reported,19837,2,9004.444,4,Advanced,1,85.918,20440929.0,8.85,0,1,22600.0,2
1087,1,1143082,PFAEFFIKON,Switzerland,CHE,47.365,8.769,2,47.335,8.694,Not Reported,7783,2,3532.872,4,Advanced,1,149.155,20445453.0,6.058,0,1,17000.0,2
1088,1,1143084,WEISSLINGEN,Switzerland,CHE,47.436,8.765,2,47.494,8.702,Not Reported,2355,2,1068.986,4,Advanced,1,714.759,20440929.0,8.831,0,1,3500.0,2
1089,1,1143086,DUEBENDORF,Switzerland,CHE,47.406,8.598,2,47.427,8.573,Not Reported,55542,2,25211.717,4,Advanced,1,31.702,20442953.0,8.959,0,1,55000.0,2
1090,1,1143088,EGG OETWIL,Switzerland,CHE,47.293,8.718,2,47.335,8.694,Not Reported,18890,2,8574.58,4,Advanced,1,62.042,20445453.0,6.058,0,1,17000.0,2
1091,1,1143090,FAELLANDENBACHWIS,Switzerland,CHE,47.38,8.643,2,47.427,8.573,Not Reported,50482,2,22914.874,4,Advanced,1,34.78,20442953.0,8.959,0,1,45000.0,2
1092,1,1143092,MAUR,Switzerland,CHE,47.339,8.679,2,47.406,8.598,Not Reported,6189,2,2809.321,4,Advanced,1,245.746,20443532.0,7.958,0,1,7200.0,2
1093,1,1143094,MOENCHALTORF,Switzerland,CHE,47.314,8.716,2,47.335,8.694,Not Reported,4513,2,2048.548,4,Advanced,1,256.503,20445453.0,6.058,0,1,4000.0,2
1094,1,1143096,USTER,Switzerland,CHE,47.351,8.692,2,47.402,8.606,Not Reported,47704,2,21653.879,4,Advanced,1,32.314,20443532.0,7.848,0,1,48000.0,2
1095,1,1143098,ALTIKON,Switzerland,CHE,47.587,8.782,2,47.598,8.681,Not Reported,828,2,375.847,4,Secondary,1,14810.834,20437893.0,64.424,0,1,1383.0,2
1096,1,1143100,ELGG,Switzerland,CHE,47.5,8.853,2,47.469,8.756,Not Reported,3550,2,1611.422,4,Advanced,1,289.407,20441964.0,5.379,0,1,4500.0,2
1097,1,1143102,ELLIKON ADTHUR,Switzerland,CHE,47.569,8.827,2,47.598,8.727,Not Reported,5191,2,2356.307,4,Advanced,1,2340.793,20438391.0,63.811,0,1,7200.0,2
1098,1,1143104,ELSAU,Switzerland,CHE,47.501,8.788,2,47.494,8.702,Not Reported,3742,2,1698.575,4,Advanced,1,450.199,20440929.0,8.831,0,1,3500.0,2
1099,1,1143105,PFUNGEN,Switzerland,CHE,47.52,8.628,2,47.552,8.556,Not Reported,6808,2,3090.299,4,Advanced,1,12297.411,20439248.0,439.81,0,1,12000.0,2
1100,1,1143108,SEUZACH,Switzerland,CHE,47.534,8.703,2,47.523,8.602,Not Reported,6875,2,3120.711,4,Advanced,1,297.296,20440222.0,10.702,0,1,10000.0,2
1101,1,1143110,WINTERTHUR,Switzerland,CHE,47.516,8.667,2,47.544,8.565,Not Reported,144204,2,65457.32,4,Advanced,1,16.396,20439984.0,11.664,0,1,180000.0,2
1102,1,1143112,BIRMENSDORF,Switzerland,CHE,47.362,8.422,2,47.435,8.356,Not Reported,16566,2,7519.666,4,Advanced,1,1029.206,20442614.0,89.488,0,0,26750.0,2
1103,1,1143113,DIETIKONLIMMATTAL,Switzerland,CHE,47.414,8.404,2,47.456,8.315,Not Reported,90539,2,41097.614,4,Secondary,1,190.143,20441961.0,89.969,0,0,111667.0,2
1104,1,1143116,ZUERICHWERDHOELZLI,Switzerland,CHE,47.401,8.482,2,47.427,8.381,Not Reported,628936,2,285487.678,4,Advanced,1,27.695,20443072.0,88.206,0,0,670000.0,2
1105,1,1143118,ADLISWILSIHLTAL,Switzerland,CHE,47.325,8.521,2,47.39,8.523,Not Reported,30982,2,14063.401,4,Advanced,1,523.551,20443861.0,85.056,0,0,33000.0,2
1106,1,1143119,KALLNACH,Switzerland,CHE,47.028,7.226,2,47.094,7.185,Not Reported,1500,2,680.883,4,Advanced,1,26704.857,20452210.0,210.442,0,0,3600.0,2
1107,1,1143122,LYSS,Switzerland,CHE,47.092,7.309,2,47.144,7.352,Not Reported,48000,2,21788.24,4,Advanced,1,865.998,20450799.0,218.134,0,0,85000.0,2
1108,1,1143124,NIEDERRIED B_K,Switzerland,CHE,47.014,7.253,2,47.073,7.169,Not Reported,290,2,131.637,4,Secondary,1,138124.397,20452781.0,210.442,0,0,310.0,2
1109,1,1143126,ZALA AG,Switzerland,CHE,47.249,7.771,2,47.269,7.802,Not Reported,71000,2,32228.438,4,Advanced,1,681.507,20447513.0,253.839,0,0,65000.0,2
1110,1,1143128,MURG WYNAU,Switzerland,CHE,47.264,7.825,2,47.306,7.865,Not Reported,15000,2,6808.825,4,Advanced,1,3290.756,20446447.0,259.252,0,0,43000.0,2
1111,1,1143130,ARA REGION BERN AG,Switzerland,CHE,46.971,7.433,2,46.96,7.377,Not Reported,320000,2,145254.933,4,Advanced,1,63.86,20455697.0,105.679,0,0,500000.0,2
1112,1,1143132,WOHLEN,Switzerland,CHE,46.962,7.376,2,46.96,7.377,Not Reported,13000,2,5900.982,4,Advanced,1,1548.313,20455697.0,105.679,0,0,17500.0,2
1113,1,1143133,WORBLENTAL,Switzerland,CHE,46.981,7.454,2,46.973,7.452,Not Reported,100000,2,45392.167,4,Advanced,1,200.767,20455377.0,104.952,0,0,220000.0,2
