call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
KOCN,105.1,Pacific Grove,"iHM Licenses, LLC",Rhythmic oldies,California,8082.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KOCP,104.7,Oxnard,"Gold Coast Broadcasting, LLC",Rhythmic oldies,California,,,,,
KODS,103.7,Carnelian Bay,"Americom, L.P.",Classic hits,California,,,,,
KODV,89.1,Barstow,"Ondas De Vida Network, Inc.",Spanish Contemporary Christian,California,,,,,
KOFP-LP,103.3,Fresno,Idefua Foundation for African Arts and Culture,Urban,California,,,,,
KOGI-LP,97.7,Big Pine,Big Pine Paiute Tribe of the Owens Valley,Variety,California,,,,,
KOGO,600.0,San Diego,"iHM Licenses, LLC",News/Talk,California,,,,,
KOHL,89.3,Fremont,Fremont-Newark Community College District,Top 40/CHR,California,,,,,
KOHM,105.7,Ridgecrest,Hispanic Target Media Inc.,Regional Mexican,California,,,,,
KOIT,96.5,San Francisco,Bonneville International Corporation,Adult contemporary,California,6380.0,FM,BONNEVILLE INTERNATIONAL CORPORATION,LICENSED,Click for Details
KOKO-FM,94.3,Kerman,"Big Broadcasting, Inc",Rhythmic oldies,California,,,,,
KOLA,99.9,San Bernardino,Inland Empire Broadcasting Corp.,Classic hits,California,,,,,
KOLS-LP,98.5,Oakhurst,Radio Catholic,Catholic,California,,,,,
KOMY,1340.0,La Selva Beach,"Zwerling Broadcasting System, Ltd",Oldies,California,,,,,
KRDA,92.1,Clovis,"Univision Radio Illinois, Inc.",Spanish Adult hits,California,39567.0,FM,"UNIVISION RADIO STATIONS GROUP, INC.",LICENSED,Click for Details
KORB,88.7,Hopland,"One Ministries, Inc",Christian preaching,California,,,,,
KORM-LP,101.5,Corona,"Templo Nueva Vida, Inc.",Spanish Christian,California,,,,,
KOSC,89.9,Angwin,University of Southern California,Classical,California,,,,,
KOSF,103.7,San Francisco,"iHM Licenses, LLC",Classic hits,California,65484.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KOSJ,1490.0,Santa Barbara,Rincon Broadcasting LS LLC,Spanish Adult hits,California,,,,,
KOSO,92.9,Patterson,"iHM Licenses, LLC",Country,California,35426.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KOSS,1380.0,Lancaster,"High Desert Broadcasting, LLC",News/Talk,California,,,,,
KOST,103.5,Los Angeles,"iHM Licenses, LLC",Adult contemporary,California,34424.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KOWL,1490.0,South Lake Tahoe,D&H Broadcasting LLC,News/Talk,California,,,,,
KOWS-LP,92.5,Occidental,KOWS Community Radio,Variety,California,,,,,
KOXC-LP,107.9,Oxnard,"Centro Evangelico Emmanuel, Inc.",Spanish Christian,California,,,,,
KOXR,910.0,Oxnard,"Lazer Licenses, LLC",Ranchero,California,,,,,
KOXZ-LP,93.3,Ventura,La Iglesia Cristiana de Oxnard,Spanish Religious,California,,,,,
KOYO-LP,107.1,Oroville,African American & Family Cultural Center,Variety,California,,,,,
KOYT-LP,97.1,Anza,Anza Community Broadcasting,Variety,California,,,,,
KOZT,95.3,Ft. Bragg,"California Radio Partners, Inc.",Rock,California,,,,,
KPAT,95.7,Orcutt,"AGM California, Inc.",Rhythmic contemporary,California,,,,,
KPAY,1290.0,Chico,"Deer Creek Broadcasting, LLC",News/Talk,California,,,,,
KPAY-FM,93.9,Chico,"Deer Creek Broadcasting, LLC",News/Talk,California,,,,,
KPBS-FM,89.5,San Diego,"The Board of Trustees, California State University",Public radio,California,58823.0,FM,"THE BD. OF TRUSTEES, CALIFORNIA STATE UNIVERSITY",LICENSED,Click for Details
KPCA-LP,103.3,Petaluma,Petaluma Community Access,Variety,California,,,,,
KPCC,89.3,Pasadena,Pasadena Area Community College District,Public radio,California,51701.0,FM,PASADENA AREA COMMUNITY COLLEGE DISTRICT,LICENSED,Click for Details
KPCR-LP,101.9,Santa Cruz,Central Coast Media Education Foundation,Variety,California,,,,,
KPDO,89.3,Pescadero,"Pescadero Public Radio Service, Inc.",Variety,California,,,,,
KPEA-LP,96.1,San Francisco,World Peace Through Technology Organization,Silent,California,,,,,
KPEG-LP,100.9,Lompoc,City of Lompoc,Variety,California,,,,,
KPFA,94.1,Berkeley,"Pacifica Foundation, Inc.",Public radio,California,,,,,
KPFB,89.3,Berkeley,"Pacifica Foundation, Inc.",Public radio,California,,,,,
KPFK,90.7,Los Angeles,"Pacifica Foundation, Inc.",Public radio,California,,,,,
KPFN-LP,105.1,Laytonville,Bella Opus Inc,Variety,California,,,,,
KPFZ-FM,88.1,Lakeport,Lake County Community Radio Inc,Variety,California,,,,,
KPHD-LP,93.3,Modesto,Central Valley Media Center Inc.,Variety,California,,,,,
KPHT-LP,99.9,Laytonville,"Long Valley Communications, Inc.",Variety,California,,,,,
KPIG-FM,107.5,Freedom,"SMG-Monterey, LLC",Freeform Rock,California,,,,,
KPJP,89.3,Greenville,"Relevant Radio, Inc.",Catholic,California,,,,,
KPKW,90.3,Susanville,"Relevant Radio, Inc.",Catholic,California,,,,,
KPLM,106.1,Palm Springs,R M Broadcasting L.L.C.,Country,California,,,,,
KPMO,1300.0,Mendocino,Southern Oregon University,Public radio,California,,,,,
KPOD,1240.0,Crescent City,"Bicoastal Media Licenses II, LLC",News/Talk,California,,,,,
KPOD-FM,97.9,Crescent City,"Bicoastal Media Licenses II, LLC",Country,California,,,,,
KPOO,89.5,San Francisco,"Poor People's Radio, Inc.",Variety,California,,,,,
KPPQ-LP,104.1,Ventura,Community Access Partners of San Buenaventura,Variety,California,,,,,
KPQS,106.7,Waterford,Hispanic Target Media Inc.,Regional Mexican,California,,,,,
KPQW,106.3,Willows,Hispanic Target Media Inc.,Regional Mexican,California,,,,,
KPRA,89.5,Ukiah,"Family Stations, Inc.",Christian radio (Family Radio),California,,,,,
KPRC-FM,100.7,Salinas,"iHM Licenses, LLC",Spanish Adult hits,California,8204.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KPRI,91.3,Pala,Pala Band of Mission Indians,Variety,California,,,,,
KPRL,1230.0,Paso Robles,"North County Communications, LLC",News/Talk,California,,,,,
KPRX,89.1,Bakersfield,"White Ash Broadcasting, Inc.",Public radio,California,72186.0,FM,"WHITE ASH BROADCASTING, INC.",LICENSED,Click for Details
KPRZ,1210.0,San Marcos-Poway,"New Inspiration Broadcasting Company, Inc.",Christian radio,California,,,,,
KPSC,88.5,Palm Springs,University of Southern California,Classical,California,69394.0,FM,UNIVERSITY OF SOUTHERN CALIFORNIA,LICENSED,Click for Details
KPSF,1200.0,Cathedral City,"CRC Media West, LLC, Debtor in Possession",Silent,California,,,,,
KPSH,90.9,Coachella,"Family Worship Center Church, Inc.",Christian radio,California,,,,,
KPSI-FM,100.5,Palm Springs,Alpha Media Licensee LLC,Hot AC,California,,,,,
KPSL-FM,96.5,Bakersfield,Lotus Bakersfield Corp.,Regional Mexican,California,,,,,
KPST-FM,103.5,Coachella,"Entravision Holdings, LLC",Bilingual Rhythmic CHR,California,,,,,
KPSV-FM,91.9,Tulare,South Valley Peace Center,Variety,California,,,,,
KPTG-LP,107.1,Adelanto,Calvary Chapel Victor Valley d/b/a Calvary Chapel Adelanto,Religious Teaching,California,,,,,
KPTL-LP,96.9,Temecula,Calvary Chapel Bible Fellowship,Christian,California,,,,,
KPWK,1350.0,San Bernardino,"iHM Licenses, LLC",Sports (FSR),California,,,,,
KPWR,105.9,Los Angeles,"KWHY-22 Broadcasting, LLC",Rhythmic contemporary,California,35498.0,FM,KPWR Radio Holdings LLC,LICENSED,Click for Details
KPYG,94.9,Cayucos,Dimes Media Corporation,Freeform Rock,California,,,,,
KPYV,1340.0,Oroville,"Radio Santisimo Sacramento, Inc.",Spanish Catholic,California,,,,,
KQAV,93.5,Rosamond,High Desert Broadcasting LLC,Urban oldies,California,,,,,
KQBH-LP,101.5,Los Angeles,Boyle Heights Arts Conservatory,,California,,,,,
KQBM,90.7,San Andreas,Blue Mountain Coalition for Youth and Families,Variety,California,,,,,
KQBM-LP,103.7,West Point,Harry Amyotte Memorial Music Fund,Variety,California,,,,,
KQEA-LP,96.9,San Francisco Sunset,Chinese Culture and Art Heritage Foundation,Ethnic/Chinese,California,,,,,
KQEB-LP,96.9,San Francisco,"Sound of Hope Radio Network, Inc.",Ethnic/Chinese,California,,,,,
KQED-FM,88.5,San Francisco,"Northern California Public Broadcasting, Inc.",Public radio,California,35501.0,FM,KQED INC.,LICENSED,Click for Details
KQEI-FM,89.3,North Highlands,"KQED, Inc.",Public radio,California,20791.0,FM,KQED INC.,LICENSED,Click for Details
KQEQ,1210.0,Fowler,Akal Broadcasting Corporation,World Ethnic,California,,,,,
KQEV-LP,104.7,Walnut,Chinese Sound of Oriental and West Heritage,Ethnic/Chinese,California,,,,,
KQIE,104.7,Redlands,LC Media LP,Rhythmic oldies,California,,,,,
KQIP-LP,107.1,Chico,Calvary Chapel of Chico,Christian radio,California,,,,,
KQKZ,92.1,Bakersfield,Lotus Bakersfield Corp.,Classic hits,California,,,,,
KQLB,106.9,Los Banos,"VLB Broadcasting, Inc.",Regional Mexican,California,,,,,
KQLH-LP,92.5,Yucaipa,Arrowhead Alliance of the Inland Empire,Nostalgia,California,,,,,
KQMS,1670.0,Redding,"SMG-Redding, LLC",News/Talk,California,,,,,
KQMX,105.7,Lost Hills,Deportes y Musica Comunicaciones LLC,Regional Mexican,California,,,,,
KQNC,88.1,Quincy,"California State University, Sacramento",Public radio,California,,,,,
KQNY,91.9,Quincy,Plumas Community Radio,Variety,California,,,,,
KQOD,100.1,Stockton,"iHM Licenses, LLC",Rhythmic oldies,California,9134.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KQPM,105.9,Ukiah,"Bicoastal Media Licenses, LLC",Country,California,,,,,
KQPS,103.1,Palm Desert,"Audacy License, LLC",LGBTQ talk/EDM,California,,,,,
KQPT-LP,106.1,Sacramento,Sacramento Area Peace Action,Variety,California,,,,,
KQRU-LP,107.9,Santa Clarita,White Fox Horse Rescue,Variety,California,,,,,
KQSG-LP,101.5,El Monte,The Emperor's Circle of Shen Yun,Ethnic/Chinese,California,,,,,
KQTE,1450.0,Helendale,Jeff Chang,Sports (ESPN),California,,,,,
KQVO,97.7,Calexico,"State of California, San Diego State University",Public radio,California,8175.0,FM,"STATE OF CALIFORNIA, SAN DIEGO STATE UNIVERSITY",LICENSED,Click for Details
KRAB,106.1,Greenacres,"iHM Licenses, LLC",Alternative rock,California,,,,,
KRAC,1370.0,Red Bluff,"Independence Rock Media, LLC",News/Talk,California,,,,,
KRAJ,100.9,Johannesburg,"Adelman Broadcasting, Inc.",Rhythmic contemporary,California,,,,,
KRAQ-LP,100.1,Rancho Mirage,Cadena Radial Mision y Vision,Spanish Religious,California,,,,,
KRAY-FM,103.5,Salinas,"California Ortiz & 2 Media, LLC",Regional Mexican,California,,,,,
KRAZ,105.9,Santa Ynez,"Knight Broadcasting, Inc.",Country,California,33439.0,FM,"KNIGHT BROADCASTING, INC.",LICENSED,Click for Details
KRBH-LP,93.1,Red Bluff,Red Bluff Joint Union High School District,Variety,California,,,,,
KRBN,94.3,Manton,"Jab Broadcasting, LLC",Silent,California,,,,,
KRBQ,102.1,San Francisco,"Audacy License, LLC",Classic hip hop,California,65486.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
KRCB-FM,104.9,Rohnert Park,Rural California Broadcasting Corporation,Public radio,California,,,,,
KRCD,103.9,Inglewood,"Univision Radio Illinois, Inc.",Spanish Adult hits,California,1025.0,FM,"UNIVISION RADIO STATIONS GROUP, INC.",LICENSED,Click for Details
KRCG-FM,91.1,Santa Rosa,Rural California Broadcasting Corp.,Public radio,California,57946.0,FM,RURAL CALIFORNIA BROADCASTING CORP.,LICENSED,Click for Details
KRCK-FM,97.7,Mecca,Major Market Radio LLC - Debtor in Possession,Christian radio (VCY America),California,52808.0,FM,Major Market Radio LLC - Debtor in Possession,LICENSED,Click for Details
KRCV,98.3,West Covina,"Univision Radio Illinois, Inc.",Spanish Adult hits,California,,,,,
KRCX-FM,99.9,Marysville,"Entravision Holdings, LLC",Regional Mexican,California,56513.0,FM,"ENTRAVISION HOLDINGS, LLC",LICENSED,Click for Details
KOND,107.5,Hanford,"Univision Radio Illinois, Inc.",Regional Mexican,California,,,,,
KRDC,1110.0,Pasadena,"ABC Radio Los Angeles Assets, LLC",Sports (ESPN),California,,,,,
KRDG,105.3,Shingletown,"SMG-Redding, LLC",Classic hits,California,,,,,
KRDU,1130.0,Dinuba,"iHM Licenses, LLC",Christian radio,California,,,,,
KRDW-LP,107.3,Smith River,Calvary Chapel of the Redwoods,Christian radio,California,,,,,
KRED,92.3,Eureka,"Bicoastal Media Licenses II, LLC",Country,California,,,,,
KREV,92.7,Alameda,Golden State Broadcasting LLC - Debtor in Possession,Silent,California,,,,,
KRFH-LP,105.1,Arcata,Humboldt State University,Adult alternative,California,,,,,
KRGR-LP,101.3,Paradise,"Golden Feather Ministries, Inc.",Christian radio (LifeTalk Radio),California,,,,,
KRHM-LP,103.5,Bakersfield,"Pentecostal Church of God, I.M. Iorpca",Spanish Christian,California,,,,,
KRHQ,102.3,Indio,R M Broadcasting L.L.C.,Classic rock,California,,,,,
KRHV,93.3,Big Pine,David A. And Maryann M. Digerness,Classic rock,California,,,,,
KRJF-LP,92.3,Santa Rosa,Redwood Justice Fund,Variety,California,,,,,
KRJK,97.3,Lamont,"Buck Owens Production Company, Incorporated",Country,California,,,,,
KRKC,1490.0,King City,Dimes Media Corporation,Country,California,,,,,
KRKC-FM,102.1,King City,Dimes Media Corporation,Hot AC,California,,,,,
KRLA,870.0,Glendale,"New Inspiration Broadcasting Company, Inc.",News/Talk,California,,,,,
KRLT,93.9,South Lake Tahoe,D&H Broadcasting LLC,Adult Top 40,California,,,,,
KRLY-LP,107.9,Alpine,"East County Broadcasting, Inc.",Country,California,,,,,
KRML,1410.0,Carmel,"KRML Radio, LLC",Adult album alternative,California,,,,,
KROJ-LP,101.5,Panorama City,Ballet Folklorico Ollin,,California,,,,,
KROP,1300.0,Brawley,"The Voice of International Christian Evangelism, Inc.",Silent,California,,,,,
KROQ-FM,106.7,Pasadena,"Audacy License, LLC",Alternative rock,California,28622.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
KROV,91.1,Oroville,Bird Street Media Project,Variety,California,,,,,
KRPU,1210.0,Rocklin,"DABAJ, LLC",Punjabi Music,California,,,,,
KRQB,96.1,San Jacinto,LBI Radio License LLC,Regional Mexican,California,,,,,
KRQK,100.3,Lompoc,"AGM California, Inc.",Regional Mexican,California,,,,,
KRQL-LP,104.7,Santa Ana,Centro Cultural de Mexico en el Condado de Orange,Spanish Variety,California,,,,,
KRQR,106.7,Orland,"Results Radio of Chico Licensee, LLC",Active rock,California,,,,,
KRQZ,91.5,Lompoc,"Spirit Communications, Inc.",Christian Hits,California,,,,,
KRRL,92.3,Los Angeles,"iHM Licenses, LLC",Urban contemporary,California,35022.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KRRS,1460.0,Santa Rosa,"California Broadcasting Company, LLC",Regional Mexican,California,,,,,
KRRX,106.1,Burney,"SMG-Redding, LLC",Active rock,California,,,,,
KRSF,89.3,Ridgecrest,Radio 74 Internationale,Religious (Radio 74 Internationale),California,,,,,
KRSH,95.9,Healdsburg,"Sinclair Telecable, Inc. d/b/a Sinclair Communications",Adult album alternative,California,,,,,
KRTH,101.1,Los Angeles,"Audacy License, LLC",Classic hits,California,28631.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
KRTM,88.1,Banning,"Penfold Communications, Inc.",Christian radio,California,,,,,
KRTO,97.1,Guadalupe,Emerald Wave Media,Bilingual rhythmic contemporary,California,,,,,
KRUZ,103.3,Santa Barbara,"Cumulus Licensing, LLC",Classic hits,California,,,,,
KRVC,98.9,Hornbrook,"Opus Broadcasting Systems, Inc.",Top 40/CHR,California,,,,,
KRVH,91.5,Rio Vista,River Delta Unified School District,Educational,California,,,,,
KRVQ-FM,104.5,Lake Isabella,Alta Sierra Broadcasting LLC,Classic rock,California,,,,,
KRVR,105.5,Copperopolis,Threshold Communications,Classic hits,California,,,,,
KRWI,98.1,Wofford Heights,"Rubin Broadcasting, Inc.",Adult hits,California,,,,,
KRXA,540.0,Carmel Valley,El Sembrador Ministries,Catholic Talk,California,,,,,
KRXQ,98.5,Sacramento,"Audacy License, LLC",Active rock,California,20354.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
KRXV,98.1,Yermo,Heftel Broadcasting Company LLC,"Hot AC, Travelers info",California,,,,,
KRYC-LP,105.9,Yuba City,Irshad Ali Foundation,Rhythmic contemporary / Dance Hits,California,,,,,
KRYI-LP,99.5,Yuba City,"Rhythm Foundation, Inc.",Variety,California,,,,,
KRYZ-LP,98.5,Mariposa,Chrysalis Institute,Variety,California,,,,,
KRZR,1400.0,Visalia,"iHM Licenses, LLC",Talk,California,,,,,
KRZZ,93.3,San Francisco,"KRZZ Licensing, Inc.",Regional Mexican,California,,,,,
KSAC-FM,105.5,Dunnigan,"Caron Broadcasting, Inc.",Business News/Talk,California,,,,,
KSAK,90.1,Walnut,Mount San Antonio Community College District,Educational,California,,,,,
KSAN,107.7,San Mateo,Radio License Holding SRC LLC,Rock,California,14484.0,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
KSBL,101.7,Carpinteria,Rincon Broadcasting LS2 LLC,Adult contemporary,California,,,,,
KSBQ,1480.0,Santa Maria,"Lazer Licenses, LLC",Regional Mexican,California,,,,,
KSBR,88.5,Mission Viejo,South Orange County Community College District,Adult album alternative,California,,,,,
KSBX,89.5,Santa Barbara,"KCBX, Inc.",Public radio,California,,,,,
KSCA,101.9,Glendale,"Univision Radio Illinois, Inc.",Regional Mexican,California,24548.0,FM,"UNIVISION RADIO STATIONS GROUP, INC.",LICENSED,Click for Details
KSCO,1080.0,Santa Cruz,"Zwerling Broadcasting System, Ltd",News/Talk,California,,,,,
KSCU,103.3,Santa Clara,Santa Clara University,Educational,California,,,,,
KSDO,1130.0,San Diego,"Hi-Favor Broadcasting, LLC",Spanish Christian,California,,,,,
KSDS,88.3,San Diego,San Diego Community College District,Jazz,California,58818.0,FM,SAN DIEGO COMMUNITY COLLEGE DISTRICT,LICENSED,Click for Details
KSDT,1320.0,Hemet,Rudex Broadcasting Limited Corp.,Adult Top 40,California,,,,,
KSDW,88.9,Temecula,"Calvary Chapel of Costa Mesa, Inc.",Christian radio,California,,,,,
KSEA,107.9,Greenfield,"Farmworker Educational Radio Network, Inc",Regional Mexican,California,,,,,
KSEG,96.9,Sacramento,"Audacy License, LLC",Classic rock,California,11281.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
KSEH,94.5,Brawley,"Entravision Holdings, LLC",Regional Mexican Adult Contemporary,California,,,,,
KSEQ,97.1,Visalia,Lotus Fresno Corp.,Rhythmic contemporary,California,,,,,
KSES-FM,107.1,Seaside,"Entravision Holdings, LLC",Spanish AC,California,,,,,
KSFB,1260.0,San Francisco,"Relevant Radio, Inc.",Catholic,California,,,,,
KSFM,102.5,Woodland,"Audacy License, LLC",Rhythmic contemporary,California,59598.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
KSFN,1510.0,Piedmont,"Lazer Licenses, LLC",Regional Mexican,California,,,,,
KSFO,560.0,San Francisco,Radio License Holdings LLC,News/Talk,California,,,,,
KSFP-LP,102.5,San Francisco,The San Francisco Public Press,,California,,,,,
KSGG,104.7,King City,Dimes Media Corporation,,California,,,,,
KSGN,89.7,Riverside,Good News Radio,Contemporary Christian,California,,,,,
KSGZ,98.7,Greenfield,"Lazer Licenses, LLC",Spanish Hits,California,,,,,
KSHA,104.3,Redding,"SMG-Redding, LLC",Adult contemporary,California,,,,,
KSJO,92.3,San Jose,"Universal Media Access – KSJO-FM, LLC",Bollywood music,California,4117.0,FM,"UNIVERSAL MEDIA ACCESS - KSJO-FM, LLC",LICENSED,Click for Details
KSJS,90.5,San Jose,San Jose State University,Educational,California,,,,,
KSJV,91.5,Fresno,"Radio Bilingue, Inc.",Spanish Talk/Standards,California,54496.0,FM,"RADIO BILINGUE, INC.",LICENSED,Click for Details
KSJX,1500.0,San Jose,"Multicultural Radio Broadcasting Licensee, LLC",Vietnamese,California,,,,,
KSKS,93.7,Fresno,Cumulus Licensing LLC,Country,California,26924.0,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
KSLG-FM,93.1,Arcata,"Lost Coast Communications, Inc.",Alternative rock,California,,,,,
KSLY,96.1,San Luis Obispo,Educational Media Foundation,Contemporary Christian (K-Love),California,,,,,
KSMA,1240.0,Santa Maria,"AGM California, Inc.",News/Talk,California,,,,,
KSMC,89.5,Moraga,Associated Students of St. Mary'S College,Variety,California,,,,,
KSMH,1620.0,West Sacramento,"Relevant Radio, Inc.",Catholic,California,,,,,
KSMY,106.7,Lompoc,"Lazer Licenses, LLC",Spanish Adult hits,California,,,,,
KSNI-FM,102.5,Santa Maria,"AGM California, Inc.",Country,California,,,,,
KSOF,98.9,Dinuba,"iHM Licenses, LLC",Adult contemporary,California,54560.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KSOL,98.9,San Francisco,"Univision Radio San Francisco, Inc.",Regional Mexican,California,,,,,
KSON,103.7,San Diego,"Audacy License, LLC",Country,California,59816.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
