category,logo,production,type,title,distributor,producer,year,page,page_id,_art_year
Outstanding Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pen15-2021-600x600.jpg?itok=mL1CbBc3,"Akiva Schaffer, Executive Producer",Nominee,PEN15,Hulu,"Hulu, Awesomeness TV, Odenkirk Provissiero, Lonely Island Classics",2021,45,6,2021
Outstanding Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pen15-2021-600x600.jpg?itok=mL1CbBc3,"Becky Sloviter, Executive Producer",Nominee,PEN15,Hulu,"Hulu, Awesomeness TV, Odenkirk Provissiero, Lonely Island Classics",2021,45,6,2021
Outstanding Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pen15-2021-600x600.jpg?itok=mL1CbBc3,"Shelley Zimmerman, Executive Producer",Nominee,PEN15,Hulu,"Hulu, Awesomeness TV, Odenkirk Provissiero, Lonely Island Classics",2021,45,6,2021
Outstanding Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pen15-2021-600x600.jpg?itok=mL1CbBc3,"Brin Lukens, Executive Producer",Nominee,PEN15,Hulu,"Hulu, Awesomeness TV, Odenkirk Provissiero, Lonely Island Classics",2021,45,6,2021
Outstanding Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pen15-2021-600x600.jpg?itok=mL1CbBc3,"Jordan Levin, Executive Producer",Nominee,PEN15,Hulu,"Hulu, Awesomeness TV, Odenkirk Provissiero, Lonely Island Classics",2021,45,6,2021
Outstanding Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pen15-2021-600x600.jpg?itok=mL1CbBc3,"Don Dunn, Producer",Nominee,PEN15,Hulu,"Hulu, Awesomeness TV, Odenkirk Provissiero, Lonely Island Classics",2021,45,6,2021
Outstanding Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pen15-2021-600x600.jpg?itok=mL1CbBc3,"Scott Levine, Producer",Nominee,PEN15,Hulu,"Hulu, Awesomeness TV, Odenkirk Provissiero, Lonely Island Classics",2021,45,6,2021
Outstanding Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pen15-2021-600x600.jpg?itok=mL1CbBc3,"Jeremy Reitz, Produced by",Nominee,PEN15,Hulu,"Hulu, Awesomeness TV, Odenkirk Provissiero, Lonely Island Classics",2021,45,6,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Eric Kripke, Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Seth Rogen, Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Evan Goldberg, Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"James Weaver, Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Neal H. Moritz, Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Pavun Shetty, Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Craig Rosenberg, Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Phil Sgriccia, Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Rebecca Sonnenshine, Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Ken F. Levin, Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Jason Netter, Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Garth Ennis, Co-Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Darick Robertson, Co-Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Michael Saltzman, Co-Executive Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Michaela Starr, Supervising Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Gabriel Garcia, Producer",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-boys-2021-600x600.jpg?itok=ChHm6oQM,"Hartley Gorenstein, Produced by",Nominee,The Boys,Prime Video,"Sony Pictures Television, Inc. and Amazon Studios",2021,45,7,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-bridgerton-2021-600x600.jpg?itok=mun-07yw,"Chris Van Dusen, Executive Producer",Nominee,Bridgerton,Netflix,A Netflix Original Series in association with shondalandmedia,2021,45,8,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-bridgerton-2021-600x600.jpg?itok=mun-07yw,"Shonda Rhimes, Executive Producer",Nominee,Bridgerton,Netflix,A Netflix Original Series in association with shondalandmedia,2021,45,8,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-bridgerton-2021-600x600.jpg?itok=mun-07yw,"Betsy Beers, Executive Producer",Nominee,Bridgerton,Netflix,A Netflix Original Series in association with shondalandmedia,2021,45,8,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-bridgerton-2021-600x600.jpg?itok=mun-07yw,"Scott Collins, Co-Executive Producer",Nominee,Bridgerton,Netflix,A Netflix Original Series in association with shondalandmedia,2021,45,8,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-bridgerton-2021-600x600.jpg?itok=mun-07yw,"Alison Eakle, Co-Executive Producer",Nominee,Bridgerton,Netflix,A Netflix Original Series in association with shondalandmedia,2021,45,8,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-bridgerton-2021-600x600.jpg?itok=mun-07yw,"Sara Fischer, Co-Executive Producer",Nominee,Bridgerton,Netflix,A Netflix Original Series in association with shondalandmedia,2021,45,8,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-bridgerton-2021-600x600.jpg?itok=mun-07yw,"Julia Quinn, Co-Executive Producer",Nominee,Bridgerton,Netflix,A Netflix Original Series in association with shondalandmedia,2021,45,8,2021
Outstanding Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-bridgerton-2021-600x600.jpg?itok=mun-07yw,"Leila Cohan-Miccio, Co-Executive Producer",Nominee,Bridgerton,Netflix,A Netflix Original Series in association with shondalandmedia,2021,45,8,2021
