gutenberg_id,subject_type,subject
32868,lcc,BL
51054,lcc,PQ
55596,lcsh,"Stevenson, Robert, 1772-1850"
46986,lcsh,Rationalism
419,lcsh,Birthdays -- Juvenile fiction
46322,lcsh,"World War, 1914-1918 -- Humor, caricatures, etc."
66502,lcsh,"World War, 1914-1918 -- Fiction"
37057,lcsh,Mental illness
20687,lcc,PR
36495,lcsh,Cosmology
61270,lcsh,Paris (France) -- Intellectual life
31606,lcsh,Piano music
52827,lcc,D501
65519,lcsh,Political plays
36704,lcc,AP
4918,lcsh,Fiction
74705,lcsh,"Detective and mystery stories, Swedish"
29051,lcc,DS
15980,lcc,BJ
21124,lcc,PQ
43367,lcsh,Grand Junction Railway Company (Great Britain) -- Guidebooks
59525,lcsh,France -- Social life and customs -- 19th century
24000,lcc,PR
39065,lcsh,Ethics
72737,lcsh,Natural history -- United States
24092,lcc,CT
14644,lcsh,Europe -- History -- 1871-1918
25120,lcsh,Outdoor life -- Juvenile fiction
57162,lcsh,Shipwrecks -- Australia -- New South Wales
29388,lcc,F1401
3549,lcsh,Poetry
22996,lcc,PZ
9051,lcsh,Russia -- Social life and customs -- 20th century -- Fiction
75059,lcsh,Paris (France) -- Description and travel
25314,lcc,B
50614,lcsh,Color in art -- Juvenile literature
71738,lcc,PR
7376,lcsh,Zhong yong
4754,lcsh,Pessimism
49621,lcsh,Fathers and daughters -- Fiction
606,lcc,E011
37827,lcc,PS
8427,lcsh,Home missions
53048,lcsh,Mars (Planet) -- Fiction
27164,lcsh,"Eastman, Edwin (Fictitious character) -- Fiction"
24849,lcsh,Children's poetry
74124,lcsh,"Air pilots, Military -- Fiction"
49614,lcsh,English literature -- Irish authors
2214,lcsh,Nucleotide sequence
68911,lcsh,Hungarian fiction -- 19th century
43043,lcsh,"Eliot, George, 1819-1880 -- Correspondence"
52733,lcsh,"Jacobite Rebellion, 1745-1746 -- Fiction"
3760,lcsh,Love stories
38850,lcc,DA
2489,lcsh,Mentally ill -- Fiction
23256,lcsh,Mackinac Island (Mich. : Island) -- Fiction
43310,lcc,DC
57845,lcc,SH
73914,lcsh,Twins -- Juvenile fiction
14494,lcsh,Short stories
29394,lcsh,Portugal -- History
22118,lcsh,Yoruba (African people)
16251,lcsh,"Children's stories, Australian"
21630,lcc,Z
50231,lcsh,Adventure and adventurers
13494,lcc,PS
55870,lcsh,Architecture -- History
44770,lcsh,Christian life -- Juvenile fiction
66791,lcsh,Salt Lake City (Utah) -- History
60858,lcsh,Bookplates
69002,lcsh,Great Britain -- Politics and government -- 1800-1837
59983,lcsh,Conduct of life -- Juvenile fiction
49621,lcc,PR
31349,lcsh,Devil -- Fiction
8536,lcsh,Art critics -- Great Britain -- Biography
40288,lcsh,"Music, Greek and Roman"
9615,lcc,PG
61633,lcsh,Austrian fiction
31009,lcsh,Science fiction
55443,lcsh,Psychoanalysis
55084,lcc,SF
58543,lcsh,"Velázquez, Diego, 1599-1660"
22997,lcsh,Short stories
7248,lcsh,Britons -- Fiction
74496,lcsh,"World War, 1914-1918 -- Juvenile fiction"
50131,lcsh,England -- Social life and customs -- Fiction
6062,lcsh,American poetry -- 19th century
69754,lcsh,"Folk songs, Finnish -- Russia (Federation) -- Ingria"
74210,lcc,PS
52867,lcc,TX
10496,lcc,PS
41309,lcsh,"Hawthorne, Sophia Peabody, 1809-1871 -- Correspondence"
7504,lcsh,"United States -- History -- Civil War, 1861-1865 -- Juvenile fiction"
48280,lcsh,Plants -- Irritability and movements
72847,lcsh,Shipbuilding
47507,lcsh,American literature
5436,lcsh,Europe -- Fiction
71101,lcsh,Russia -- Social life and customs -- 19th century -- Fiction
53726,lcsh,Voyages and travels -- Juvenile fiction
8086,lcsh,Florida -- Fiction
10847,lcsh,Kings and rulers -- Drama
40806,lcsh,Paris (France) -- Juvenile fiction
2886,lcsh,Western stories
11416,lcsh,Birmingham (England) -- Description and travel
11086,lcsh,"World War, 1914-1918 -- Hospitals"
12587,lcsh,Clowns -- Fiction
48164,lcsh,Boy Scouts of America -- Juvenile fiction
67928,lcc,DA
65826,lcc,AP
25563,lcsh,Rome -- Intellectual life
2481,lcsh,Oral history
6068,lcsh,Horsemanship -- Juvenile fiction
47100,lcsh,Finnish fiction -- 20th century
19033,lcc,PR
42993,lcsh,"Caste -- India, South"
74912,lcc,PS
35828,lcsh,Young women -- Fiction
17096,lcsh,Siblings -- Juvenile fiction
2741,lcsh,Crime
41832,lcc,BL
6133,lcsh,"Lupin, Arsène (Fictitious character) -- Fiction"
7035,lcsh,Christian life -- Fiction
24450,lcc,PR
57665,lcsh,Norwegian fiction -- Translations into Finnish
68612,lcc,DR
46690,lcc,DA
10165,lcc,PR
49112,lcsh,Church and state -- England
8962,lcc,PS
18692,lcc,PQ
23374,lcc,PZ
67476,lcsh,American fiction -- 19th century
69362,lcsh,Heredity
57933,lcsh,Daughters of Charity of St. Vincent de Paul
3909,lcsh,"Rousseau, Jean-Jacques, 1712-1778"
52603,lcsh,Picaresque fiction
72555,lcc,PS
35404,lcc,PZ
69558,lcsh,Congo (Democratic Republic)
64629,lcc,
13731,lcsh,Science fiction
11721,lcsh,"Short stories, American -- Periodicals"
39123,lcsh,"Carlile, Richard, 1790-1843"
12810,lcc,PZ
37413,lcsh,Inheritance and succession -- Fiction
41916,lcc,PR
17799,lcsh,Yorkshire (England) -- Poetry
47067,lcsh,Turkeys
2063,lcsh,Western stories
51001,lcc,
66389,lcsh,Human-alien encounters -- Fiction
51298,lcsh,Railroads -- Valuation
22522,lcsh,Wives -- Fiction
10340,lcsh,Fatherless families -- Juvenile fiction
45916,lcc,PT
479,lcsh,England -- Juvenile fiction
28493,lcsh,Children's stories
26474,lcc,D501
52965,lcsh,Brazil -- Economic conditions
32962,lcc,TP
7213,lcsh,"Ford, Henry, 1863-1947"
3767,lcsh,British -- Europe -- Fiction
67952,lcsh,Ethics
64649,lcsh,"Herschel, Caroline Lucretia, 1750-1848"
69298,lcc,CR
52188,lcsh,British -- France -- Fiction
18037,lcsh,"Pfeiffer, Ida, 1797-1858"
14736,lcc,PH
8432,lcsh,Maroons -- Suriname
70222,lcsh,"Short stories, English"
47262,lcsh,River life -- Mississippi River -- History -- 19th century
73643,lcc,DA
68012,lcc,PT
33263,lcc,PZ
8170,lcc,PQ
75536,lcc,GR
31669,lcsh,"Epic poetry, Greek -- Translations into Modern Greek"
70344,lcc,PR
73869,lcsh,Short stories
6444,lcc,PZ
33179,lcsh,"Massachusetts -- History -- Civil War, 1861-1865 -- Regimental histories"
18025,lcsh,Canada -- History -- 1763-1867
23885,lcc,PS
50815,lcsh,English poetry -- 20th century
22201,lcsh,Insects -- Juvenile poetry
10982,lcsh,Egypt -- Fiction
28554,lcsh,Short stories
72076,lcsh,Young men -- Fiction
31674,lcc,QH
1126,lcc,PR
55725,lcsh,Bildungsromans
22505,lcc,PQ
5991,lcc,PR
18690,lcsh,Grandfathers -- Juvenile fiction
25622,lcsh,"Beatrice, consort of Lodovico Sforza il Moro, Duke of Milan, 1475-1497"
22159,lcsh,Tragedies (Drama)
26000,lcc,V
50569,lcc,BL
43699,lcsh,Haunted places -- Juvenile fiction
18769,lcsh,Drama -- Technique
53471,lcsh,Italian fiction
10,lcsh,Bible
35378,lcsh,Oregon -- Fiction
7824,lcsh,Women with disabilities -- Juvenile fiction
11257,lcsh,New York (N.Y.) -- Juvenile fiction
60523,lcc,PS
72043,lcsh,Steam-engines
71703,lcc,PT
33247,lcsh,Christian life
71807,lcsh,Rope
51271,lcsh,Crofters -- Scotland -- Highlands
29439,lcc,PS
65404,lcsh,"Justinian I, Emperor of the East, 483?-565"
74533,lcsh,Parodies
66514,lcsh,Spanish fiction -- 20th century
23404,lcc,PZ
22412,lcc,PQ
10537,lcsh,Detective and mystery stories
6174,lcc,PS
6222,lcc,PS
75383,lcsh,Singers -- Fiction
28496,lcsh,Sociology
10813,lcsh,Versailles (France) -- Description and travel
57101,lcsh,United States -- Social life and customs -- 20th century -- Juvenile fiction
37438,lcsh,War stories
57425,lcc,D501
7515,lcsh,"World War, 1914-1918"
66151,lcc,PS
22260,lcc,
71760,lcc,PZ
42961,lcsh,Christmas -- Juvenile fiction
30577,lcsh,Folklore -- Turkey
29782,lcsh,Relativity (Physics)
39468,lcc,PS
34703,lcc,PR
36254,lcsh,Hindu cults
48182,lcsh,Scotland -- Religious life and customs
6678,lcsh,"Satire, American"
41887,lcsh,"Lippi, Filippo, approximately 1406-1469"
23742,lcc,PZ
28274,lcc,Q
75020,lcsh,Anesthesia -- History
28132,lcc,PZ
7485,lcc,PS
58451,lcc,BX
57644,lcsh,Hermits -- Fiction
4779,lcsh,"Putin, Vladimir Vladimirovich, 1952-"
18824,lcsh,Folklore -- Ireland
63959,lcsh,East Asia -- Social life and customs
3245,lcc,PS
19524,lcsh,Italian drama
18667,lcsh,Foxes -- Juvenile fiction
7189,lcsh,"World War, 1914-1918"
30129,lcc,PZ
43504,lcsh,London (England) -- Social life and customs
42654,lcsh,California -- Antiquities
26422,lcsh,Biography
44361,lcsh,Scotland -- Periodicals
7985,lcsh,"Bayern (Bavaria, Germany : Province) -- Fiction"
46975,lcsh,Bible. Ezekiel -- Commentaries
14875,lcsh,Religious fiction
4921,lcsh,Nursery rhymes
55444,lcsh,Chautauqua Literary and Scientific Circle -- Periodicals
56438,lcsh,Cycling -- France
21614,lcsh,War stories
11660,lcsh,Inheritance and succession -- Juvenile fiction
68363,lcsh,Abduction -- Fiction
60418,lcc,PZ
21286,lcc,PZ
16283,lcc,PS
59024,lcc,B
43134,lcsh,Kindness -- Juvenile fiction
18049,lcc,DG
14805,lcc,PQ
3267,lcc,CT
6000,lcsh,Fiction
34203,lcsh,"Spain -- History -- Philip II, 1556-1598"
23936,lcsh,Sea stories
53655,lcc,PS
49845,lcc,DA
29797,lcsh,Prisoners -- Religious life
2793,lcc,PS
72678,lcsh,Dalmatia (Croatia) -- Fiction
31326,lcsh,Short stories
74093,lcc,QE
12882,lcsh,Scottish Borders (Scotland) -- Songs and music
59893,lcsh,Detective and mystery stories
49943,lcsh,"Meredith, George, 1828-1909"
5858,lcsh,Generals -- United States -- Biography
75323,lcsh,"Jutland, Battle of, 1916"
58935,lcc,HQ
43576,lcsh,Insects -- Habitations
61847,lcsh,Farm life -- Juvenile fiction
43122,lcsh,Children -- Conduct of life -- Juvenile fiction
45487,lcsh,Adventure stories
56195,lcsh,War stories
37748,lcsh,Medicine -- Practice -- Management
71190,lcsh,Household employees -- Juvenile fiction
12476,lcc,PR
53586,lcsh,"Poland -- History -- John II Casimir, 1648-1668 -- Fiction"
8073,lcsh,Fiction
49195,lcc,DA
68461,lcsh,Orient -- Fiction
34166,lcc,PR
21752,lcsh,Dogs -- Juvenile fiction
30147,lcsh,Sisters -- Juvenile fiction
5506,lcc,PT
10578,lcsh,"Religious poetry, English"
34139,lcsh,Treasure troves -- Juvenile fiction
72166,lcsh,Middle East -- Description and travel
40431,lcc,PS
11289,lcsh,World politics
10101,lcsh,Self-reliance -- Juvenile fiction
12525,lcsh,Rattlesnake (Ship)
72518,lcsh,Short stories
62893,lcsh,"Yeats, John Butler, 1839-1922"
34799,lcsh,Sailing -- Juvenile fiction
25204,lcc,PT
19435,lcc,PS
40929,lcsh,Eschatology -- History of doctrines
14868,lcsh,Christmas -- Juvenile fiction
8690,lcc,JK
46105,lcc,TK
62026,lcsh,"United States -- History -- Civil War, 1861-1865 -- Juvenile fiction"
10340,lcsh,Conduct of life -- Juvenile fiction
52504,lcsh,Finnish drama -- 19th century
41002,lcsh,Extortion -- Fiction
37418,lcc,PZ
1503,lcsh,Tragedies (Drama)
27925,lcsh,Disguise -- Fiction
13197,lcc,RC
19850,lcsh,Animal behavior
64021,lcsh,Philosophy and religion
65921,lcc,DA
28914,lcc,JX
65383,lcsh,Girls -- Fiction
41769,lcsh,"Corneille, Pierre, 1606-1684 -- Juvenile literature"
47813,lcsh,Normandy (France) -- Description and travel
53500,lcsh,Land grants -- California -- Los Angeles County
12653,lcsh,Presidents -- United States -- Biography
72732,lcsh,"Nightingale, Florence, 1820-1910"
23666,lcsh,Furniture making -- Amateurs' manuals
16445,lcsh,Italy -- Description and travel
30401,lcc,PZ
39340,lcsh,Castles -- Juvenile fiction
16985,lcsh,"Bahá'u'lláh, 1817-1892 -- Correspondence"
25454,lcsh,Railroads -- Safety applications
65953,lcsh,Theater -- Ireland
66553,lcsh,"Short stories, German"
54014,lcsh,Man-woman relationships -- Drama
36756,lcc,F001
29168,lcc,PS
33918,lcsh,"English wit and humor, Pictorial"
19851,lcsh,"Carberry, Letitia (Tish, fictitious character) -- Fiction"
69209,lcsh,Gardening -- Poetry
23599,lcc,PS
25848,lcsh,"Military history, Medieval"
45557,lcsh,"Huron, Lake (Mich. and Ont.) -- Description and travel -- Juvenile fiction"
61726,lcsh,Cuba
59447,lcsh,Short stories
24306,lcsh,Adventure stories
54596,lcc,PR
47840,lcsh,Birds -- Periodicals
49073,lcsh,Venezuela -- Commerce -- United States
22331,lcsh,Christian life
33944,lcsh,Social psychology -- Methodology
67945,lcc,D501
38555,lcsh,Practical jokes -- Juvenile fiction
61078,lcsh,Spiritual life
50729,lcsh,Tibet Autonomous Region (China) -- Description and travel
60924,lcsh,French literature -- 19th century
45168,lcsh,Nannies -- Juvenile poetry
21945,lcsh,Short stories
56615,lcsh,"Spencer, Herbert, 1820-1903. Origin and function of music"
67025,lcsh,Erotic literature
29498,lcsh,Detective and mystery stories
16428,lcc,PQ
10753,lcsh,Information technology -- Political aspects
4827,lcsh,"Netherlands -- History -- Eighty Years' War, 1568-1648"
63362,lcsh,Anarchists
67732,lcc,PS
75132,lcc,RC
62921,lcsh,Sweet clover -- Harvesting
55732,lcc,DA
25671,lcsh,Western stories
22064,lcsh,Social classes -- Fiction
3301,lcc,PS
58119,lcsh,"Istanbul (Turkey) -- History -- Siege, 1453"
2836,lcc,E151
46874,lcc,PQ
29479,lcc,PR
68558,lcsh,Short stories
23084,lcsh,Domestic fiction
28861,lcsh,Ocean travel -- Juvenile fiction
57629,lcsh,Greek language -- Study and teaching
481,lcsh,Detective and mystery stories
56410,lcsh,Christian life -- Juvenile fiction
999,lcsh,Italian poetry -- To 1400
73619,lcsh,Fugitives from justice -- Fiction
65912,lcc,PS
30675,lcc,BV
45011,lcsh,Bon Homme Richard (Ship)
58648,lcc,PQ
48064,lcsh,Cousins -- Juvenile fiction
1287,lcsh,German poetry -- Translations into English
43483,lcsh,Patagonia (Argentina and Chile) -- Description and travel
1324,lcsh,"Soviet Union -- History -- Revolution, 1917-1921"
47764,lcsh,Indians of North America -- Juvenile fiction
65745,lcsh,Finnish literature
73498,lcsh,"United States. Army. Cavalry, 7th"
20972,lcsh,Fairy tales
39435,lcc,AE
35612,lcsh,Didactic poetry -- History and criticism
57298,lcsh,College stories
63119,lcsh,"Hale, Nathan, 1755-1776"
2826,lcsh,"Germany -- History -- Reformation and Counter-Reformation, 1517-1618 -- Fiction"
2590,lcsh,Historical fiction
10295,lcc,M
69161,lcc,PH
41394,lcc,QK
25155,lcsh,Straight-line mechanisms
55400,lcsh,"World War, 1914-1918 -- United States -- Fiction"
17166,lcc,BS
2453,lcsh,England -- Social life and customs -- 20th century -- Fiction
31775,lcc,PS
19231,lcsh,Fantasy fiction
59701,lcsh,Finnish fiction -- 20th century
47040,lcsh,Metal-work -- Collectors and collecting
19681,lcsh,Russia -- Social life and customs -- 1533-1917 -- Fiction
16429,lcc,PC
56153,lcc,PZ
39974,lcsh,Projectile points -- Alabama
61490,lcsh,Finnish fiction -- 19th century
41003,lcsh,Mystery fiction
54038,lcsh,"Caesar, Julius -- Relations with women"
75565,lcc,PR
70923,lcsh,Science fiction
38123,lcsh,Swindlers and swindling -- Juvenile fiction
38586,lcsh,English wit and humor
31897,lcc,PS
28058,lcsh,Precious stones
66626,lcsh,Adam (Biblical figure) -- Fiction
18115,lcsh,Finnish fiction
64697,lcsh,Children -- India
13191,lcsh,Man-woman relationships -- Fiction
53351,lcsh,Great Britain -- History -- 1714-1837 -- Periodicals
39406,lcsh,Kentucky -- In literature
55618,lcsh,Theosophy
16003,lcsh,Ireland -- Social life and customs -- Fiction
30538,lcc,HX
17240,lcc,PZ
44503,lcc,PZ
54172,lcsh,English drama -- 19th century
64183,lcsh,Fiction -- Translations into Finnish
3535,lcsh,New South Wales -- Description and travel
44780,lcc,PZ
57633,lcsh,Political prisoners -- Italy -- Biography
22700,lcsh,Brittany (France) -- Description and travel
44673,lcc,AP
4050,lcc,PR
29435,lcsh,Portuguese fiction -- 19th century
46266,lcc,GV
73449,lcsh,Comedy plays
17774,lcsh,Architecture
41262,lcc,PZ
66684,lcsh,"United States -- History -- Revolution, 1775-1783 -- Personal narratives"
5114,lcsh,Paranormal fiction
36099,lcsh,Swimming -- Juvenile fiction
66393,lcsh,Practical jokes -- Fiction
73310,lcsh,London (England) -- Imprints -- History
33702,lcc,PZ
74440,lcc,PZ
59899,lcsh,"Bly, Nellie, 1864-1922"
14072,lcc,BV
51257,lcsh,Executions and executioners -- Fiction
61158,lcsh,Short stories
21715,lcsh,Frontier and pioneer life -- Juvenile fiction
20906,lcsh,African Americans -- Periodicals
48012,lcsh,"Adams, William, 1564-1620"
48700,lcsh,Caernarvonshire (Wales) -- Description and travel
30146,lcsh,Sisters -- Juvenile fiction
34344,lcsh,"United States -- History -- Civil War, 1861-1865 -- Secret service"
5564,lcsh,"Holy Roman Empire -- History -- Charles V, 1519-1556 -- Fiction"
66539,lcsh,Human-alien encounters -- Fiction
25601,lcsh,Fasting
17463,lcsh,Violinists -- Biography
52339,lcsh,Prehistoric peoples -- Scotland
58151,lcsh,Norfolk (England) -- Description and travel
10972,lcsh,"World War, 1914-1918 -- Personal narratives, English"
21486,lcsh,Counter-Reformation -- Germany -- Juvenile fiction
30033,lcc,AP
59667,lcsh,Italian fiction -- 19th century
34583,lcc,PT
45624,lcc,AP
52708,lcc,F296
57425,lcsh,"World War, 1914-1918"
24681,lcsh,Engineers
26583,lcsh,British -- Virginia -- Fiction
52963,lcsh,Heroes -- Ulster (Northern Ireland and Ireland) -- Legends
31564,lcsh,Thermodynamics
23113,lcc,BV
2569,lcc,PR
60757,lcc,JF
64419,lcsh,"Potter, Simeon, 1720-1806"
73027,lcc,PZ
56792,lcsh,Yachts -- Juvenile fiction
70637,lcsh,Kittar Mountains (Egypt)
39518,lcsh,Families -- Juvenile fiction
55480,lcsh,Granada (Spain) -- History -- Poetry
73178,lcsh,Human-alien encounters -- Fiction
20876,lcsh,Norway -- Description and travel
74428,lcsh,Friendship -- Juvenile fiction
69667,lcsh,Businessmen -- Fiction
70679,lcc,BX
74665,lcc,PT
65029,lcsh,Human-animal relationships -- Juvenile fiction
4788,lcc,PQ
11877,lcsh,Children's stories
61166,lcc,DC
75294,lcsh,"Speeches, addresses, etc., American"
66489,lcsh,"France -- History -- Revolution, 1789-1799 -- Fiction"
69287,lcsh,"Civilization, Greco-Roman"
29545,lcsh,Spain -- Fiction
23693,lcsh,Friendship -- Juvenile fiction
23780,lcsh,New York (N.Y.) -- History -- 1775-1865 -- Fiction
71255,lcsh,Fantasy fiction
4630,lcsh,Didactic fiction
52003,lcsh,France -- Court and courtiers
55450,lcc,
24686,lcsh,Comparative linguistics
59903,lcc,PQ
59486,lcsh,Housekeeping -- Fiction
71156,lcsh,Young women -- Conduct of life -- Juvenile fiction
32730,lcsh,Murder -- Fiction
4125,lcc,DA
21453,lcc,PZ
41413,lcsh,Drug addicts -- Fiction
67203,lcsh,"Architecture, Domestic"
65391,lcsh,"Dantès, Edmond (Fictitious character) -- Fiction"
65193,lcsh,Arctic regions
25859,lcsh,Conduct of life -- Juvenile fiction
60489,lcsh,Lithotomy -- 19th century
65974,lcsh,Valets -- Fiction
25372,lcc,AP
37330,lcsh,Pets -- Juvenile fiction
56600,lcsh,English fiction -- 19th century
25403,lcsh,Women intellectuals -- France -- Correspondence
43806,lcsh,Prisoners -- Juvenile fiction
56167,lcsh,Scandinavia -- Antiquities
25551,lcsh,Family life -- Juvenile fiction
63605,lcsh,Short stories
37905,lcc,DA
22052,lcc,PS
48409,lcsh,Indians of North America -- Canada -- Folklore
1287,lcsh,"Goethe, Johann Wolfgang von, 1749-1832 -- Translations into English"
42315,lcc,E456
34215,lcsh,Japanese poetry -- Translations into English
3533,lcc,PS
14354,lcsh,Welsh poetry -- 19th century
7874,lcsh,Cowardice -- Fiction
992,lcsh,Political science -- Early works to 1800
1506,lcsh,Tragicomedy
24021,lcsh,Fraud -- China -- Fiction
61187,lcc,PS
40745,lcc,PG
15723,lcsh,Brothers -- Juvenile fiction
46017,lcc,QL
55858,lcsh,Girl Scouts -- Juvenile fiction
25898,lcsh,Maputo (Mozambique : Province)
61149,lcsh,"Short stories, American"
48321,lcsh,Oakland (Calif.) -- Fiction
171,lcsh,Betrayal -- Fiction
55569,lcc,PQ
68660,lcsh,Finnish poetry -- 20th century
47035,lcsh,Salt -- Physiological effect
984,lcsh,Parodies
50819,lcsh,New York (N.Y.) -- Fiction
26898,lcc,AG
66698,lcsh,Human-alien encounters -- Fiction
49572,lcsh,Igneous rocks
34554,lcsh,Reptiles -- Kansas
32233,lcc,PR
4342,lcsh,Vegetable gardening
46324,lcsh,Catholic Church -- Periodicals
2190,lcsh,"Charles V, Holy Roman Emperor, 1500-1558 -- Fiction"
40658,lcc,F721
62223,lcc,BV
10000,lcsh,Magna Carta
26890,lcsh,Short stories
39412,lcc,PR
36990,lcsh,Women immigrants -- Fiction
61344,lcsh,Kidnapping victims -- Fiction
40339,lcsh,Great Britain -- Politics and government -- 1660-1688
73344,lcsh,Scottish Borders (England and Scotland) -- Fiction
68208,lcsh,Science fiction
8881,lcsh,Success
68396,lcsh,Interpersonal relations
52831,lcc,PQ
71574,lcsh,Baja California (Mexico : Peninsula) -- Description and travel
1980,lcc,PR
6582,lcsh,Knights and knighthood -- Juvenile fiction
28599,lcc,PR
6776,lcsh,"Netherlands -- History -- Eighty Years' War, 1568-1648"
24013,lcsh,Conduct of life -- Fiction
785,lcsh,"Didactic poetry, Latin -- Translations into English"
29279,lcsh,"Sophonisba, -203 B.C. -- Drama"
53105,lcsh,Signs and signboards
72731,lcc,PR
5288,lcsh,"Fables, French -- Translations into English"
27994,lcsh,Dutch literature
36958,lcsh,London (England) -- Fiction
56020,lcsh,Conduct of life
4105,lcsh,"Massachusetts -- History -- New Plymouth, 1620-1691"
52888,lcc,HQ
4427,lcsh,Tailors -- Fiction
73232,lcsh,Political crimes and offenses -- Law and legislation -- France
69457,lcsh,"Bible stories, English"
57715,lcsh,Hebrides (Scotland) -- Description and travel
10719,lcc,AP
10548,lcsh,Single women -- Fiction
71429,lcc,DC
9474,lcsh,Great Britain -- History -- Anecdotes
69494,lcsh,Science fiction
63541,lcsh,Conduct of life -- Juvenile fiction
14061,lcsh,"Poets, English -- 19th century -- Biography"
35091,lcsh,American essays
68027,lcsh,"Literature, Modern -- 19th century -- Periodicals"
3027,lcsh,Folklore
55082,lcsh,Fortune-telling
7195,lcsh,Adventure stories
66178,lcsh,Japan -- Civilization -- 1868-1912
21843,lcc,QK
25601,lcsh,Anorexia in children
33649,lcsh,Christian saints -- Quotations
29281,lcsh,Meteorites
28685,lcsh,Historical fiction
7157,lcsh,Princes -- Fiction
65030,lcsh,Authors -- Biography
32312,lcc,PZ
69824,lcsh,Poetry -- History and criticism
69109,lcsh,Paleontology -- New Jersey
52316,lcsh,Historical fiction
34578,lcc,BL
4149,lcsh,"Great Britain -- History -- Charles II, 1660-1685 -- Sources"
43358,lcsh,Great Britain -- Social life and customs -- 19th century -- Fiction
56128,lcsh,Fiction
74734,lcsh,Puritans -- Fiction
15243,lcsh,Triangles (Interpersonal relations) -- Fiction
56559,lcsh,Finnish fiction -- 20th century
75274,lcsh,West Indies -- Fiction
54782,lcsh,Christian saints
57844,lcsh,Practical jokes -- Juvenile fiction
2537,lcc,PR
24865,lcsh,Science fiction
72719,lcsh,Murder -- Investigation -- Fiction
72330,lcsh,Nature study
53551,lcsh,Adventure stories
72479,lcc,PE
2739,lcsh,Evolution (Biology)
66880,lcsh,Austrian fiction -- 20th century
32333,lcc,F106
76054,lcsh,Turkey -- Politics and government
4920,lcc,PS
74454,lcsh,Indians of North America -- Education -- Manitoba
15355,lcc,PZ
73117,lcc,BS
28058,lcc,TS
15745,lcc,PQ
73379,lcsh,"Southwest, Old -- Social life and customs"
33872,lcsh,Short stories
7889,lcsh,German poetry -- Translations into English
47572,lcsh,Historical fiction
13219,lcsh,Decorations of honor -- Serbia
56759,lcc,PZ
42087,lcsh,Subscription libraries -- England -- London
69977,lcsh,Southern States -- Fiction
27663,lcsh,Horace -- Adaptations
35797,lcc,PF
4256,lcc,RC
21774,lcsh,Mysticism
74819,lcsh,"Renan, Ernest, 1823-1892 -- Religion"
19229,lcsh,Twentieth century -- Forecasts
40265,lcsh,"Guinea, Gulf of -- Fiction"
1801,lcc,PR
57297,lcsh,Egypt -- Fiction
45553,lcsh,Alphabet books
65846,lcc,PH
17221,lcsh,London (England) -- History -- 17th century -- Fiction
51425,lcsh,"Davies, W. H. (William Henry), 1871-1940"
279,lcsh,Atomic bomb -- New Mexico -- Los Alamos -- Testing -- History
71729,lcsh,Conduct of life -- Juvenile fiction
24175,lcc,PT
64082,lcsh,Yellowback books
8890,lcsh,Girls -- Juvenile fiction
28545,lcsh,Physicians -- Fiction
8793,lcc,PQ
53128,lcc,F850.5
70674,lcsh,South Africa -- Description and travel
22583,lcsh,Western stories
65279,lcsh,Periodicals
52205,lcsh,"Erotic stories, Chinese"
17896,lcsh,Fiction
926,lcsh,Dreams -- Dictionaries
55416,lcsh,Suspense fiction
37741,lcc,DS
42817,lcsh,"Churchill, Randolph Henry Spencer, Lord, 1849-1895"
22697,lcsh,English wit and humor -- Periodicals
55,lcsh,Fantasy literature
74003,lcsh,"Prose poems, French"
5843,lcsh,England -- Social life and customs -- Fiction
31647,lcc,BV
40156,lcsh,Encyclopedias and dictionaries
47164,lcc,HV
60934,lcc,F206
35834,lcsh,"Cuba -- History -- Revolution, 1895-1898 -- Fiction"
49915,lcc,PR
75523,lcc,PS
36173,lcc,QL
65027,lcsh,African Americans -- Biography
13889,lcc,BV
11167,lcsh,Folklore -- India
66294,lcsh,Theater -- United States
41561,lcsh,Cupeño Indians -- California -- Pala
73200,lcsh,Siblings -- Juvenile fiction
47908,lcsh,Great Britain -- Colonies
52233,lcc,E011
65048,lcsh,"Lexington, Battle of, Lexington, Mass., 1775 -- Drama"
6354,lcc,DG
16006,lcsh,Ireland -- Social life and customs -- Fiction
48372,lcsh,Canada -- Fiction
14121,lcsh,Congo (Democratic Republic) -- Description and travel
12772,lcsh,"Poets, English -- 18th century -- Biography"
41111,lcc,T
37293,lcsh,English literature -- Scottish authors
50764,lcsh,Color in gardening
25613,lcc,PT
24780,lcsh,Great Britain -- Politics and government -- 1837-1901
6629,lcsh,"Napoleonic Wars, 1800-1815 -- Fiction"
18665,lcsh,Mate selection -- Fiction
24567,lcsh,Short stories
14180,lcsh,Children's literature -- Periodicals
84,lcsh,Scientists -- Fiction
21729,lcsh,Voyages and travels -- Juvenile fiction
16414,lcc,PS
53433,lcc,QK
3409,lcsh,Clergy -- Fiction
35619,lcsh,"Dialect literature, American -- Tennessee"
44004,lcsh,"Kennedy, John F. (John Fitzgerald), 1917-1963 -- Assassination"
55341,lcc,PS
10999,lcsh,Tales -- India -- Bengal
3572,lcc,DC
73833,lcsh,Methodist Church
34844,lcsh,Frontier and pioneer life -- Nebraska
38609,lcsh,Canal-boats -- Juvenile fiction
51737,lcc,F476
51061,lcsh,Voyages and travels -- Periodicals
2050,lcc,E300
45603,lcsh,"Reconstruction (U.S. history, 1865-1877)"
