gutenberg_id,subject_type,subject
51442,lcc,BF
16715,lcc,PR
47914,lcc,
53214,lcsh,Laboratories -- Juvenile fiction
19415,lcsh,Libraries -- History -- 1400-1600
42404,lcsh,Historical fiction
63142,lcsh,Families -- England -- Fiction
61218,lcsh,Grand Banks of Newfoundland -- Fiction
36487,lcsh,Tobacco farmers -- Fiction
73680,lcsh,Space ships -- Fiction
33319,lcsh,France -- Description and travel -- Juvenile literature
51979,lcsh,Nurses -- Juvenile fiction
48180,lcsh,"Haeckel, Ernst, 1834-1919"
46803,lcsh,"Adams, William, 1564-1620"
62771,lcc,PZ
69951,lcc,PQ
7029,lcc,BJ
57068,lcsh,Omar Khayyam. Rubaiyat
38639,lcsh,Illustrated periodicals -- France
28542,lcsh,Pampas (Argentina)
4191,lcsh,"Great Britain -- History -- Charles II, 1660-1685 -- Sources"
53050,lcc,GN
66636,lcsh,French fiction -- Translations into English
32409,lcsh,Canada -- Description and travel
830,lcsh,Classical literature
11139,lcc,PT
22163,lcc,PZ
18572,lcsh,Fiction
12349,lcsh,Historical fiction
46795,lcsh,Iroquois Indians -- Juvenile fiction
67962,lcsh,Literature -- Periodicals
72452,lcsh,Egypt -- Description and travel
12573,lcc,PT
16235,lcsh,Charity-schools -- Fiction
18009,lcc,PR
54466,lcsh,"Authors, French -- 19th century -- Correspondence"
17031,lcc,PR
73675,lcsh,Short stories
19607,lcc,PZ
11315,lcsh,Fairies -- Juvenile fiction
74019,lcsh,Short stories
17498,lcsh,"Mary, Queen, consort of Louis XII, King of France, 1496-1533 -- Fiction"
15324,lcsh,French poetry
4263,lcsh,Art -- Collectors and collecting -- Fiction
24518,lcsh,Common fallacies
68975,lcsh,Short stories
72120,lcc,PS
8130,lcc,DS
59015,lcc,PS
73618,lcsh,Rodeos -- Fiction
68743,lcsh,Space flight to the moon -- Fiction
3430,lcsh,"Mazarin, Jules, 1602-1661 -- Fiction"
4889,lcsh,"Thirty Years' War, 1618-1648"
19325,lcsh,American wit and humor
145,lcsh,Didactic fiction
41014,lcsh,Slavery -- United States
24530,lcsh,Fairy tales
33979,lcc,PR
70144,lcsh,"Paris (France) -- History -- Commune, 1871 -- Personal narratives"
38548,lcsh,"Bébian, M., 1789-1834"
51607,lcsh,Kansas -- History
42830,lcsh,Political corruption -- Illinois -- Chicago
74572,lcsh,United States -- Politics and government -- 1901-1909
17663,lcc,AP
48904,lcsh,Conduct of life -- Juvenile fiction
41565,lcsh,United States -- Fiction
1493,lcc,BM
26315,lcc,PR
37158,lcc,HV
46656,lcsh,Ghost stories
11866,lcsh,Shipwreck survival -- Fiction
72894,lcc,RC
8087,lcc,PR
65519,lcsh,Enslaved persons -- Drama
70522,lcsh,Voyages and travels -- Juvenile fiction
500,lcsh,Fairy tales
55545,lcc,DG
2983,lcsh,"Twain, Mark, 1835-1910"
34675,lcsh,Indians of North America
62164,lcc,GT
42012,lcsh,Marriage -- Fiction
65926,lcsh,Paris (France) -- Social life and customs -- 17th century -- Fiction
75971,lcsh,France -- Church history -- To 987
18189,lcc,SB
20964,lcc,PQ
60405,lcsh,"Arthur, King -- Legends"
61696,lcsh,Venus (Planet) -- Fiction
73810,lcc,PH
72382,lcsh,Historical fiction
6355,lcsh,Natural history -- Outdoor books
63092,lcsh,Parapsychology -- Investigation
1779,lcsh,Venice (Italy) -- Drama
12580,lcc,H
14162,lcsh,Happiness -- Fiction
21750,lcsh,Survival skills -- Juvenile fiction
41081,lcsh,"Great Britain -- History -- Henry VII, 1485-1509 -- Sources"
49090,lcc,PR
52658,lcc,PQ
19153,lcc,BL
71853,lcsh,Social problems -- Fiction
8379,lcc,PR
68275,lcsh,South Carolina -- Fiction
56797,lcsh,"Short stories, Russian -- Translations into English"
25815,lcc,G
13977,lcsh,Jason -- (Mythological character)
33934,lcsh,Science fiction
43455,lcc,PZ
56604,lcsh,"Krag, Asbjørn (Fictitious character) -- Fiction"
46099,lcsh,Latter Day Saint churches
74102,lcc,HF
24583,lcc,SF
66564,lcsh,"World War, 1914-1918 -- Influence"
34227,lcc,PS
15711,lcsh,Middle class -- Fiction
42877,lcsh,English literature -- First editions -- Bibliography
32566,lcsh,Adventure stories
71873,lcsh,Narragansett Bay Region (R.I.) -- History -- Fiction
1120,lcsh,"Brutus, Marcus Junius, 85 B.C.?-42 B.C. -- Drama"
31103,lcsh,Christmas stories
71047,lcsh,Capitalists and financiers -- Fiction
59235,lcsh,Islands -- Juvenile fiction
2787,lcsh,Friendship -- Juvenile fiction
41791,lcsh,Poets -- Fiction
39150,lcsh,"World War, 1914-1918 -- France -- Juvenile fiction"
63033,lcc,Q
27390,lcsh,"Camões, Luís de, 1524?-1580"
50034,lcc,HQ
28021,lcsh,Master and servant -- Juvenile fiction
34167,lcsh,"Loviot, Fanny -- Travel"
25826,lcsh,Eschatology
70418,lcc,HF
47213,lcc,D
34127,lcsh,Snakes -- Anatomy
56808,lcsh,"Dreyfus, Alfred, 1859-1935 -- Trials, litigation, etc."
43266,lcsh,Brazil -- Juvenile fiction
7121,lcsh,Italy -- History -- 1849-1870
29360,lcc,PZ
52258,lcsh,Great Britain. Army. Royal Regiment of Artillery
49001,lcsh,Fairy tales
44030,lcc,PZ
61397,lcsh,Human-alien encounters -- Fiction
56207,lcsh,Loyalty -- Juvenile fiction
29759,lcsh,Church architecture
61700,lcsh,Treaty of Peace between the United States and Spain (1898 December 10)
56021,lcsh,Poisonous snakes -- Venom -- Physiological effect
75124,lcsh,"Short stories, Hungarian"
11693,lcc,BV
44324,lcc,PS
33361,lcsh,Vacations -- Juvenile fiction
2933,lcc,Q
59703,lcsh,Death care industry -- Fiction
46063,lcsh,English poetry
3953,lcc,PQ
55476,lcsh,Merchant marine -- Juvenile literature
30697,lcsh,Alaska -- Description and travel
2221,lcsh,Human genetics
37359,lcsh,Lumbering
28051,lcsh,"Rodney, Caesar, 1728-1784 -- Drama"
73137,lcsh,Dime novels -- Periodicals
56137,lcsh,Enema
59853,lcsh,Hares -- Juvenile fiction
25439,lcsh,Social problems -- Fiction
61276,lcc,SF
30991,lcc,PM
56283,lcsh,"Columbus, Christopher, 1451-1506 -- Early works to 1800"
65503,lcsh,Handicraft
34135,lcsh,Birds -- Conservation
24013,lcsh,Orphans -- Fiction
41343,lcsh,Encyclopedias and dictionaries
72263,lcc,HD
8941,lcsh,Ireland -- Fiction
74248,lcsh,Dysfunctional families -- Fiction
2638,lcsh,Russia -- Social conditions -- 1801-1917 -- Fiction
3954,lcsh,Catholic Church -- Clergy -- Fiction
28622,lcsh,English literature -- Translations into French
40812,lcsh,Symbolism
44149,lcsh,Iowa -- Fiction
47209,lcc,DQ
65858,lcc,F786
23744,lcsh,"Mexican War, 1846-1848 -- Juvenile fiction"
61187,lcsh,Priests -- Fiction
16470,lcsh,Christianity -- Controversial literature
21174,lcsh,Oz (Imaginary place) -- Juvenile fiction
24593,lcsh,Caravans -- Juvenile fiction
52782,lcsh,Swamps -- Juvenile fiction
18128,lcc,F3401
75738,lcsh,Child prostitution -- Great Britain
46445,lcsh,Amusements
49928,lcc,PG
8577,lcc,PR
69773,lcsh,Adventure stories
73960,lcsh,Robbery -- Fiction
20091,lcc,PR
53719,lcsh,Nootka Sound (B.C.)
45583,lcsh,Orkney (Scotland) -- Pictorial works
29424,lcsh,Indexes
71026,lcsh,"Knowledge, Theory of"
14258,lcsh,"Children's poetry, French"
2670,lcsh,Children's poetry
6126,lcsh,Quotations
14769,lcsh,English wit and humor -- Periodicals
25593,lcc,PQ
55039,lcc,PR
53544,lcsh,Uncles -- Juvenile fiction
41607,lcsh,Afrikaners -- History
15297,lcsh,Man-woman relationships -- Fiction
26788,lcc,PR
9839,lcsh,"United States -- History -- Civil War, 1861-1865 -- Fiction"
53120,lcsh,American fiction -- 19th century
10331,lcsh,Popular literature -- Great Britain -- Periodicals
44051,lcsh,Love-letters
62909,lcsh,Military uniforms
4798,lcsh,English poetry
44888,lcsh,Harvard University -- Fiction
23794,lcc,PZ
43033,lcsh,Spanish fiction -- 20th century
10627,lcsh,History
65742,lcsh,Entertaining
62386,lcsh,Suffolk (England) -- Directories
64776,lcsh,Swiss fiction (French)
68847,lcsh,Short stories
70301,lcsh,Leprosy -- India
6101,lcsh,Ethics
37140,lcsh,Comedy plays
45073,lcsh,Finnish fiction
67588,lcsh,Science fiction
17448,lcsh,Poetry
1240,lcsh,Ireland -- Drama
56249,lcc,TL
52150,lcsh,Jesuits -- Rules
24567,lcsh,Science fiction
12267,lcc,CT
74108,lcsh,Children and death -- Juvenile fiction
33702,lcsh,Lancelot (Legendary character) -- Legends
33360,lcsh,Voyages and travels -- Fiction
35744,lcsh,"Copernicus, Nicolaus, 1473-1543"
63724,lcc,F001
71355,lcsh,Greenland -- Description and travel
7874,lcsh,Atonement -- Fiction
24304,lcsh,United Lutheran Church in America -- History
51634,lcsh,Catholic ex-priests -- United States -- Biography
75612,lcc,PR
6523,lcsh,Bengali drama -- Translations into English
38153,lcsh,"Farrar, Geraldine, 1882-1967"
66283,lcc,PS
7684,lcsh,Anglo-Saxons -- Kings and rulers -- Fiction
39868,lcsh,Voyages and travels -- Juvenile fiction
67349,lcsh,African Americans -- Pennsylvania -- Pittsburgh
61766,lcsh,Space pirates -- Fiction
843,lcsh,"Georgia -- History -- Revolution, 1775-1783 -- Campaigns"
5970,lcsh,Mothers and sons -- Fiction
33231,lcsh,Yucatán (Mexico : State) -- History
63972,lcsh,Science fiction
38277,lcsh,Farm life -- Juvenile fiction
73568,lcc,DD
34065,lcsh,Married women -- Fiction
42396,lcsh,Teenage boys -- Juvenile fiction
1597,lcsh,Fairy tales -- Denmark
29415,lcsh,Endowed public schools (Great Britain) -- Juvenile fiction
44697,lcc,DH
69426,lcc,PS
69036,lcsh,Adventure stories
50904,lcsh,Science fiction
29802,lcsh,Electronic books
75359,lcsh,Country homes -- England -- Fiction
67051,lcsh,Young men -- Fiction
22060,lcc,PZ
48363,lcsh,Family -- Juvenile fiction
41989,lcsh,Clergy -- Fiction
1508,lcsh,Padua (Italy) -- Drama
33919,lcsh,Man-woman relationships -- Fiction
65348,lcsh,Boys -- Fiction
40918,lcsh,Lancashire (England) -- History
55245,lcsh,Reindeer -- Finland
32933,lcc,PR
40292,lcsh,"World War, 1914-1918 -- France"
20958,lcsh,"Education, Medieval"
55627,lcsh,War stories
47063,lcc,F2351
9147,lcc,PS
73677,lcsh,Mexico -- Fiction
46934,lcsh,Flowers -- Juvenile poetry
58956,lcsh,Women automobile drivers
51369,lcc,DL
21467,lcsh,Fathers and sons -- Juvenile fiction
28617,lcsh,"Science fiction, American -- Periodicals"
27997,lcsh,Religious fiction
32810,lcc,PZ
4339,lcc,RA
65205,lcc,PZ
1991,lcsh,Imaginary letters
55462,lcc,QP
42377,lcsh,French literature -- 18th century
21320,lcsh,Battles -- Juvenile fiction
67390,lcsh,British Museum
55097,lcc,QL
49146,lcsh,"Shakespeare, William, 1564-1616 -- Adaptations"
28364,lcc,PC
60065,lcsh,Mothers and daughters -- Juvenile fiction
33893,lcc,DC
56839,lcsh,Periodicals
19263,lcsh,"Paris (France) -- History -- Siege, 1870-1871 -- Personal narratives"
14988,lcsh,Theology -- Early works to 1800
35493,lcsh,Farms -- Juvenile fiction
73389,lcsh,Epistolary fiction
14605,lcc,PR
7564,lcc,DC
45155,lcsh,Voyages and travels -- Juvenile fiction
57975,lcsh,Older people -- Fiction
46671,lcsh,"Great Britain -- History -- Tudors, 1485-1603"
5777,lcc,PR
50362,lcsh,Brazil -- Social life and customs -- 19th century
72526,lcc,NK
12625,lcc,
15783,lcc,DL
23415,lcc,PR
268,lcsh,Wheat farmers -- Fiction
17006,lcc,PS
64341,lcsh,War stories
5873,lcsh,France -- Social life and customs -- Fiction
16000,lcsh,Cornwall (England : County) -- Fiction
46517,lcsh,Rome (Italy) -- Fiction
12993,lcsh,Orphans -- Juvenile fiction
22662,lcc,PQ
14204,lcsh,United States -- Social life and customs -- 1865-1918 -- Fiction
43697,lcsh,Conduct of life -- Juvenile fiction
11391,lcc,N
63327,lcsh,Poets -- Drama
68354,lcsh,Nuclear warfare -- Fiction
57087,lcc,PR
14529,lcsh,Animals -- Folklore -- Early works to 1800
3100,lcsh,Chinese literature -- Translations into English
29378,lcsh,Nursery rhymes
41498,lcc,HQ
53458,lcsh,Cooking
36722,lcsh,"Bible. New Testament -- English -- Criticism, Textual"
35770,lcsh,Life on other planets -- Fiction
53488,lcc,HD
42180,lcsh,Catholic Church -- England -- Clergy
38086,lcc,F2801
25946,lcsh,Sisters -- Fiction
46820,lcsh,Electrophysiology -- Early works to 1800
46927,lcsh,Frontier and pioneer life -- West (U.S.)
7517,lcsh,Psychological fiction
1865,lcsh,"Trollope, Anthony, 1815-1882 -- Travel -- North America"
27024,lcc,PS
60686,lcsh,"Marshall, Archibald, 1866-1934"
35585,lcsh,Fiction
7764,lcsh,Bears -- Juvenile fiction
43180,lcsh,Italy -- History -- 1789-1815
8611,lcsh,"Edward VI, King of England, 1537-1553 -- Fiction"
419,lcsh,Cats -- Juvenile fiction
57177,lcsh,"World War, 1914-1918 -- Campaigns -- France -- Somme"
15676,lcsh,Fiction
49349,lcsh,Playing cards -- History
60208,lcsh,Austrian fiction
17991,lcsh,Pirates -- Fiction
17839,lcc,PA
45560,lcc,DQ
73186,lcc,TJ
38416,lcc,PR
33718,lcsh,"United States -- History -- Civil War, 1861-1865 -- Personal narratives"
37738,lcsh,"Ballads, English -- England -- Texts"
58926,lcsh,"Literature, Modern -- 19th century -- Periodicals"
22287,lcsh,Cumberland Mountains -- Fiction
38579,lcc,PN
63950,lcsh,Life on other planets -- Fiction
7876,lcsh,"Novelists, American -- 19th century -- Diaries"
60834,lcsh,"College students' writings, American -- Connecticut -- New Haven -- Periodicals"
75909,lcsh,Dime novels
43657,lcsh,Women -- Education
61782,lcc,PR
45463,lcsh,Reformation -- Switzerland -- Geneva -- Sources
6043,lcsh,English drama
7226,lcsh,Tragedies (Drama)
56481,lcsh,Outlaws -- Juvenile fiction
53239,lcc,PT
69185,lcsh,"Short stories, English"
43355,lcsh,English wit and humor
50437,lcsh,Philippines -- History -- Sources
25983,lcc,QL
50169,lcsh,Widows -- Fiction
19344,lcsh,French literature -- History and criticism
67909,lcsh,"Short stories, Hungarian"
14108,lcsh,Nature
75753,lcc,PH
56175,lcsh,Overland journeys to the Pacific -- Fiction
44053,lcsh,Sermons
63783,lcsh,Science fiction
1713,lcc,E456
20018,lcsh,Fiction
72977,lcc,PC
57643,lcsh,Detective and mystery stories
55729,lcsh,Bananas
41473,lcc,PQ
9000,lcsh,Vishnu (Hindu deity)
68343,lcsh,African Americans -- Fiction
75180,lcsh,Lighthouses -- Juvenile fiction
880,lcsh,Natural history
64824,lcsh,Hungarian literature
71682,lcsh,"Authors, American -- 19th century -- Biography"
56863,lcsh,Slavery -- Fiction
37996,lcc,ML
5183,lcsh,Women -- Suffrage -- Great Britain
54692,lcsh,Indochina -- Description and travel
20215,lcsh,"World War, 1914-1918 -- Personal narratives"
31362,lcc,PR
9716,lcc,PR
5852,lcsh,United States. Army -- Biography
39994,lcc,PS
28450,lcsh,Psychic ability -- Fiction
38875,lcsh,"France -- History -- Revolution, 1789-1799 -- Fiction"
47054,lcc,E201
56625,lcsh,"Folk songs, English"
25716,lcsh,"Song, Shangjie, 1901-1944 -- Diaries"
26145,lcc,DS
43783,lcsh,Coffee
67040,lcsh,Cholera -- Great Britain
766,lcsh,Stepfathers -- Fiction
59835,lcsh,Fighter pilots -- Germany -- Biography
1867,lcc,PS
50582,lcsh,Submarines (Ships)
18090,lcsh,Conduct of life -- Juvenile fiction
71150,lcsh,"Education, Ancient -- France"
21487,lcsh,"Blake, Robert, 1599-1657 -- Juvenile fiction"
10237,lcsh,Sound -- Recording and reproducing
18494,lcsh,French fiction -- 19th century
39981,lcsh,"Great Britain -- History -- George III, 1760-1820"
30368,lcsh,Christmas stories
43662,lcsh,Egypt -- Antiquities
20990,lcsh,London (England) -- History
33554,lcsh,Social adjustment -- Juvenile fiction
9446,lcc,PS
57961,lcsh,Indians of Mexico -- Antiquities
71621,lcsh,"Schweinfurth, Georg August, 1836-1925 -- Travel -- Africa, Central"
21810,lcsh,Islands -- Juvenile fiction
34816,lcsh,"Inscriptions, Runic -- Scotland -- Orkney"
59269,lcc,PR
74163,lcc,D501
6479,lcsh,Birds -- Juvenile fiction
48850,lcsh,Adventure stories
49938,lcsh,"Seume, Johann Gottfried, 1763-1810 -- Travel -- Italy"
14727,lcsh,Finnish fiction -- 19th century
29214,lcc,PE
7714,lcsh,Inventors -- Fiction
9673,lcsh,England -- Fiction
34749,lcsh,Schools -- Juvenile fiction
63090,lcsh,"National characteristics, American"
59915,lcsh,Arctic regions -- Discovery and exploration -- Finnish
66823,lcsh,Christmas pageants -- Fiction
62467,lcc,HQ
66965,lcsh,"Napoleon I, Emperor of the French, 1769-1821"
6497,lcsh,Paris (France) -- Fiction
9942,lcsh,Mathematicians -- Great Britain -- Biography
53631,lcsh,Pueblo Indians -- Antiquities
67512,lcc,D501
50228,lcsh,Morris dance
9557,lcsh,"Holmes, Sherlock (Fictitious character) -- Fiction"
34045,lcsh,Conduct of life -- Juvenile fiction
55437,lcsh,Great Britain. Army -- History
75192,lcsh,Imagination -- Juvenile fiction
49620,lcc,Z
68069,lcsh,Families -- Fiction
19927,lcc,AP
28022,lcsh,"California, Southern -- Fiction"
48248,lcsh,Indra (Hindu deity)
30512,lcsh,Geography -- Pictorial works -- Periodicals
23531,lcc,PZ
64754,lcc,QM
46757,lcc,D501
20194,lcc,JQ
19791,lcsh,Children's literature
67306,lcsh,Short stories
66263,lcsh,Picaresque literature
68575,lcc,ML
245,lcsh,Mississippi River Valley -- Social life and customs -- 19th century
27957,lcc,HG
58539,lcsh,"Bible. Luke, XV -- Commentaries"
8619,lcc,PR
67832,lcsh,American fiction -- 19th century
5676,lcsh,Kindness -- Juvenile fiction
59556,lcsh,Mars (Planet) -- Fiction
24585,lcsh,Bank robberies -- Minnesota -- Northfield -- History -- 19th century
26181,lcsh,Siegfried (Legendary character) -- Juvenile literature
56534,lcsh,Spain -- Description and travel
31971,lcsh,Priests -- Portugal -- Fiction
3232,lcsh,Yorkshire (England) -- Poetry
69411,lcc,DP
33023,lcsh,Iroquois Indians -- Poetry
4048,lcsh,Children -- Conduct of life -- Juvenile fiction
40971,lcsh,Reformation
55358,lcc,CT
42525,lcsh,Customary law -- France
75348,lcc,KD
38852,lcc,GR
73508,lcsh,Science fiction
7547,lcsh,"Lincoln, Abraham, 1809-1865 -- Portraits"
650,lcc,DG
7278,lcc,PA
49552,lcsh,German drama -- Translations into Finnish
44813,lcsh,War stories
6485,lcsh,"United States -- History -- Revolution, 1775-1783 -- Fiction"
21566,lcsh,United States. Army -- Insignia
9154,lcc,PR
52969,lcc,RS
54496,lcsh,War games -- Juvenile fiction
20501,lcc,PT
42934,lcsh,Panama -- Description and travel -- Juvenile fiction
3377,lcsh,Criticism
40003,lcc,DU
49192,lcsh,Cliff-dwellings -- Arizona -- Tonto National Monument -- Guidebooks
36125,lcc,PH
13824,lcsh,Sermons -- Periodicals
33796,lcc,DC
33897,lcsh,Horses -- Juvenile fiction
65244,lcc,RA
2213,lcsh,Human genetics
43183,lcc,DG
23256,lcc,PS
54715,lcc,DA
41548,lcsh,"United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate"
44495,lcsh,Spain -- Civilization
4414,lcc,PR
6021,lcsh,Magic -- Fiction
8400,lcc,PA
42620,lcsh,Prefaces
25136,lcsh,Methodist Church (Great Britain) -- Fiction
51516,lcsh,Scientists -- France -- Biography
38370,lcsh,Freedom of the press -- Great Britain
29513,lcsh,"Georgia -- Trials, litigation, etc."
41964,lcsh,Newspaper editors -- Juvenile fiction
12830,lcsh,"Lincoln, Abraham, 1809-1865. Gettysburg address"
72829,lcc,PH
40241,lcsh,Criticism
65430,lcc,TP
55737,lcsh,Magic -- Juvenile fiction
12367,lcc,PQ
51954,lcc,PS
46665,lcsh,Scotland -- Periodicals
22159,lcsh,Norwegian drama -- Translations into German
56582,lcc,BX
5986,lcsh,Religious fiction
44962,lcsh,"American poetry -- Revolutionary period, 1775-1783 -- Bibliography"
11699,lcsh,Ghost stories
20785,lcsh,African Americans -- Oklahoma -- Interviews
68598,lcc,PS
12831,lcc,PT
11976,lcsh,England -- Social life and customs -- Fiction
27205,lcsh,Laughter
43443,lcsh,"Short stories, Hungarian"
54012,lcc,PR
57497,lcsh,Youth -- Fiction
47134,lcsh,Library science -- Congresses
37270,lcsh,Science fiction
1088,lcsh,Indians of North America -- Fiction
52631,lcsh,Advance (Ship)
41365,lcc,F206
52572,lcc,PZ
24104,lcsh,Space flight -- Fiction
37463,lcsh,Man-woman relationships -- Fiction
41751,lcsh,"Asia, Central -- Description and travel"
69451,lcc,HD
23288,lcsh,Picture books for children -- United States
52636,lcsh,Fairy tales
65419,lcsh,French fiction -- 20th century
454,lcsh,German Americans -- Poetry
14965,lcc,AP
62338,lcsh,Opera -- Fiction
70528,lcsh,Type and type-founding -- England -- Specimens
10974,lcsh,Iran -- Description and travel
69338,lcsh,Moon -- Fiction
8077,lcc,HM
4436,lcsh,Historical fiction
15940,lcsh,Mounted police -- Fiction
50738,lcsh,Geneva (Switzerland) -- History
47095,lcsh,Mississippi River -- Fiction
56753,lcsh,England -- Social life and customs -- 19th century -- Fiction
45297,lcsh,War stories
32585,lcc,AZ
52748,lcsh,"Sermons, English -- 19th century"
25089,lcsh,"Names, Personal -- Netherlands"
42659,lcc,DC
15950,lcsh,Animal behavior
3227,lcsh,Gift books
28363,lcc,PJ
40917,lcsh,Italian fiction
47096,lcsh,Borneo -- Fiction
73995,lcsh,Folklore -- Finland
53592,lcsh,"Nietzsche, Friedrich Wilhelm, 1844-1900"
70599,lcsh,Villages -- England -- Fiction
62516,lcsh,Blindness -- Fiction
14752,lcsh,Children's stories
21221,lcc,F1001
16845,lcc,PR
55689,lcsh,Murder -- Investigation -- Fiction
50790,lcc,DA
69133,lcsh,German fiction -- 19th century
18319,lcc,DH
20916,lcsh,Fairy tales
12491,lcc,CT
49914,lcsh,Spanish poetry -- To 1500
5355,lcsh,Inheritance and succession -- Fiction
19294,lcsh,Camping -- Juvenile fiction
26194,lcc,PS
10094,lcc,PS
18018,lcsh,Journalism -- Corrupt practices
73974,lcc,PR
65412,lcc,Z
59681,lcsh,Cousins -- Juvenile fiction
32768,lcsh,Chautauqua Institution
67890,lcsh,Detective and mystery stories
28142,lcc,PZ
61878,lcsh,Girls -- Conduct of life -- Juvenile fiction
48616,lcsh,Christian fiction
72086,lcsh,Pigeons -- Juvenile literature
72873,lcsh,Imaginary places -- Europe -- Fiction
24472,lcc,BR
36090,lcsh,American essays
5144,lcc,ML
64547,lcc,RC
25845,lcsh,"Sá de Miranda, Francisco de, 1481?-1558"
16821,lcsh,Poetry
5477,lcsh,Egypt -- History -- 332-30 B.C. -- Fiction
9702,lcsh,Grandparent and child -- Fiction
46833,lcsh,Great Britain. Army -- Officers -- Fiction
58945,lcsh,Students -- Fiction
41966,lcsh,Siblings -- Juvenile fiction
52951,lcc,PS
28875,lcsh,Character
20331,lcsh,Castaways -- Fiction
68496,lcc,PR
44097,lcsh,Science -- Periodicals
24272,lcsh,"Medicine, Chinese -- Early works to 1800"
69295,lcsh,California -- Gold discoveries
44294,lcsh,"Superior, Lake -- Description and travel -- Juvenile fiction"
2381,lcsh,"Short stories, English"
600,lcsh,Political fiction
67422,lcc,PS
75159,lcc,PH
37250,lcsh,Americans -- Philippines -- Fiction
45472,lcsh,"State, The -- Early works to 1800"
46271,lcsh,Adventure stories
37811,lcsh,"Burroughs, John, 1837-1921"
25342,lcc,D501
34928,lcsh,Western stories
62253,lcsh,Science fiction
53388,lcsh,Comedy plays
66698,lcc,PS
38299,lcsh,Boy Scouts of America -- Juvenile fiction
4342,lcsh,Compost
51813,lcc,SF
22604,lcsh,Education
1634,lcc,PS
31934,lcc,ND
52365,lcsh,Man-woman relationships -- Humor
75508,lcsh,Social settlements -- Fiction
11025,lcsh,Christianity
34208,lcsh,Cumberland Mountains -- Fiction
58475,lcsh,Prehistoric peoples
35491,lcsh,Austrian fiction -- Translations into English
65398,lcsh,Baking powder
2246,lcsh,Comedy plays
10993,lcsh,Fiction
58086,lcc,PR
4382,lcc,PS
52622,lcsh,"Novelists, English -- 19th century -- Biography"
52301,lcsh,Trials -- Great Britain
55186,lcc,DA
58938,lcsh,"James, Henry, 1843-1916 -- Travel -- England"
44257,lcc,PS
21043,lcsh,London (England) -- Juvenile fiction
71423,lcsh,Dutch fiction -- 20th century
3859,lcsh,"France -- History -- Bourbons, 1589-1789"
36427,lcc,ND
57094,lcsh,"Smith, Harry George Wakelyn, Sir, 1788-1860"
19361,lcsh,Orphans -- Juvenile poetry
25456,lcsh,Family -- Juvenile fiction
61524,lcc,PQ
57232,lcsh,Latin language -- Readers
5385,lcsh,Authorship -- Fiction
55754,lcc,Q
8689,lcsh,Comedy plays
8220,lcsh,American wit and humor
46207,lcsh,English drama -- 19th century
16472,lcsh,Country life -- Juvenile fiction
48198,lcsh,Psychological fiction
4133,lcc,DA
51191,lcc,DA
52807,lcc,PQ
51410,lcsh,Women physicians -- Scotland -- Biography
53350,lcc,PQ
4359,lcsh,Banks and banking -- Great Britain
32632,lcsh,Spy stories
13775,lcc,TX
30834,lcsh,"Children's stories, German"
54541,lcsh,Great Britain -- Civilization -- 17th century
25086,lcc,PS
38675,lcsh,Animals -- Anecdotes
52581,lcc,BX
74799,lcsh,Los Angeles (Calif.) -- Biography
35757,lcsh,Child labor -- Juvenile fiction
47411,lcsh,Americans -- Foreign countries -- Fiction
16708,lcc,PH
42101,lcsh,Trappers -- Juvenile fiction
47040,lcsh,Copper
15027,lcc,PQ
9785,lcsh,Historical fiction
13659,lcc,DD
18138,lcsh,"Beethoven, Ludwig van, 1770-1827"
47683,lcsh,Temperance -- Fiction
34752,lcc,PS
7402,lcsh,"Jugurthine War, 111-105 B.C."
56705,lcsh,Man-woman relationships -- Fiction
38369,lcc,E300
19301,lcsh,Church of England -- Missions
18566,lcsh,"Hawthorne, Nathaniel, 1804-1864"
39595,lcsh,Mate selection -- Fiction
764,lcsh,Skating -- Juvenile fiction
49068,lcc,ND
8726,lcsh,Catholics -- Fiction
38458,lcsh,Women -- Fiction
41440,lcsh,Love stories
46296,lcsh,Italian drama -- 19th century
51711,lcsh,Nicaraguan poetry
12289,lcc,PQ
58707,lcsh,Domestic fiction
43169,lcsh,Youth -- Conduct of life -- Juvenile fiction
41160,lcsh,Inventions
33242,lcsh,Courage -- Juvenile fiction
30589,lcc,PS
11395,lcc,PS
43476,lcsh,Islamic civilization
42564,lcc,E011
38222,lcsh,Adventure stories
17180,lcsh,"Cleek, Hamilton (Fictitious character) -- Fiction"
41825,lcsh,Railroads -- United States -- Design and construction -- Fiction
23955,lcsh,Holidays -- Juvenile fiction
61051,lcsh,Vacations -- Fiction
18764,lcc,DP
70744,lcsh,Islam
16800,lcc,HQ
4192,lcsh,"Pepys, Samuel, 1633-1703 -- Diaries"
40108,lcsh,Short stories
59483,lcc,F786
32922,lcsh,Shipwrecks -- Fiction
32407,lcsh,Short stories
63878,lcc,TK
43930,lcc,SF
39666,lcsh,Christian fiction
24032,lcsh,China -- Social life and customs -- 1644-1912 -- Fiction
69349,lcsh,Short stories
23373,lcsh,Fishers -- Juvenile fiction
45599,lcc,SB
15542,lcc,PS
16046,lcsh,"Children's stories, American"
60883,lcc,E456
68723,lcsh,"United States. Army. Massachusetts Infantry Regiment, 32nd (1862-1865)"
51763,lcsh,Tales -- Norway
49219,lcsh,Italian fiction -- 19th century
44153,lcsh,United States -- Social life and customs -- Fiction
