x1,title,subtitle,image,author,publication,year,month,day,reading_time,claps,url,author_url,tag_ai,tag_artificial_intelligence,tag_big_data,tag_data,tag_data_science,tag_data_visualization,tag_deep_learning,tag_machine_learning
2402,Slalom 2017 AI Hackathon Finals,,1,Jeremiah Dangler,,2017,10,20,4,0.0,https://medium.com/@jdangler/slalom-2017-ai-hackathon-finals-46adb709fee2,https://medium.com/@jdangler,1,0,0,0,0,0,0,0
2411,So Whats the Fuss About Those Strava Updates?,The recent large update to Strava didnt go totally unnoticed:,1,Jonatan Samoocha,Fithaxx Blog,2017,10,20,3,0.0,https://medium.com/fithaxx-blog/so-whats-the-fuss-about-those-strava-updates-ee815ddf33f2,https://medium.com/@jsamoocha,1,0,0,0,0,0,0,0
2412,Social Media Analysis of HQ2 Cities,"After seeing my friend Aaron Perluts work on helping pitch St. Louis as a possible home for Amazons HQ2, I was curious if an analysis of social media would yield anything interesting. I took an AI we built for analyzing social media sentiment for a fintech and",0,Sultan Meghji,,2017,10,20,1,0.0,https://medium.com/@sultanmeghji/social-media-analysis-of-hq2-cities-927abf980a9a,https://medium.com/@sultanmeghji,1,0,0,0,0,0,0,0
2414,El lado humano de la inteligencia artificial,Existen propuestas para presentar nuevas visiones sobre la inteligencia,0,Ale Herrera,Planeta Chatbot todo sobre los Chatbots y la Inteligencia Artificial,2017,10,20,2,3.0,https://planetachatbot.com/lado-humano-de-inteligencia-artificial-c5cd261f84a8,https://planetachatbot.com/@aleherrera_98979,1,0,0,0,0,0,0,0
2415,When Chatbots meet RPA bots,,0,Wouter Baetens,arinti,2017,10,20,2,7.0,https://blog.arinti.be/when-chatbots-meet-rpa-bots-f51d2948f634,https://blog.arinti.be/@wouterbaetens,1,0,0,0,0,0,0,0
2423,Latest Fashion Trends for Men in IndiaThe Complete Style Guide,,1,Tamana Khullar,,2017,10,20,4,0.0,https://medium.com/@tamanakhullar27/latest-fashion-trends-for-men-in-india-4bf5aaea7639,https://medium.com/@tamanakhullar27,1,0,0,0,0,0,0,0
2432,Intent-Based vs. Flow-Based Conversation,,1,lukkiddd,HBOT.io,2017,10,21,2,111.0,https://medium.com/hbot/intent-based-vs-flow-based-conversation-e0f7551e674b,https://medium.com/@lukkiddd,1,0,0,0,0,0,0,0
2443,NLP + FaaS would be the next combo bingo,"Natural Language Processing (NLP) was on the top of the 2017 buzzword list with the GAFAs competition around the personal assistants (Siri, Cortana, Alexa and Google Assistant) and the chatbots business.",0,Romain Broussard,,2017,10,21,3,21.0,https://medium.com/@romain.broussard/nlp-faas-would-be-the-next-combo-bingo-d31dc661f11d,https://medium.com/@romain.broussard,1,0,0,0,0,0,0,0
2454,This Smart Light Bulb Lets You Listen To Music Too,,1,TechInWire,,2017,10,21,4,0.0,https://medium.com/@TechInWire/this-smart-light-bulb-lets-you-listen-to-music-too-dd96f7e2d8b5,https://medium.com/@TechInWire,1,0,0,0,0,0,0,0
2464,"Healthcare revolution has arrived, pitchforks are out","Healthcare prices have stopped rising, and soon revenue will be falling across the industry. Here is a video that makes the point that a Deflationary crisis looms for healthcare market.",0,Andy Singleton,Apex Strategies,2017,10,22,2,0.0,https://blog.maxos.ai/healthcare-revolution-has-arrived-pitchforks-are-out-1f21f1517610,https://blog.maxos.ai/@andysingleton,1,0,0,0,0,0,0,0
2466,"Deep Dive into AI & FinTech with Nuno Sebastiao, CEO, Feedzai",What role does artificial intelligence (AI) play in Feedzais business?,0,Oak HC/FT,,2017,10,22,3,0.0,https://medium.com/@oakhcft/deep-dive-into-ai-fintech-with-nuno-sebastiao-ceo-feedzai-94507e6196f,https://medium.com/@oakhcft,1,0,0,0,0,0,0,0
2482,The Rise of Bots for Products,"Conversational AI for Business, Education, & Communication",1,Elisheva Marcus,Chatbots Life,2017,10,23,6,16.0,https://chatbotslife.com/the-rise-of-bots-for-products-5c1e130ed68f,https://chatbotslife.com/@elisheva.marcus,1,0,0,0,0,0,0,0
2485,Could AI help you with preventive care?,,1,Hsuan Chou,,2017,10,23,7,1.0,https://medium.com/@Hsuan_Chou/could-ai-help-you-with-preventive-care-3c8819d03598,https://medium.com/@Hsuan_Chou,1,0,0,0,0,0,0,0
2487,The Five Senses of Robotics,"Healthy humans take for granted their five senses. In order to mold metal into perceiving machines, it",1,Oliver Mitchell,,2017,10,23,6,86.0,https://medium.com/@olivermitchell/the-five-senses-of-robotics-a94366b1f2ba,https://medium.com/@olivermitchell,1,0,0,0,0,0,0,0
2496,Five Trends Accelerating Customer Self-Service Demand,"The customer support field has undergone a renaissance during the last five years. A flood of technological innovation has improved support experiences in a drive to bolster renewal rates and customer loyalty. As such, theres been a",0,Aaron Roe Fulkerson,,2017,10,23,5,2.0,https://medium.com/@roebot/five-trends-accelerating-customer-self-service-demand-de8ba7f06f64,https://medium.com/@roebot,1,0,0,0,0,0,0,0
2497,GLIT Admin(),,0,AI GLIT( ),,2017,10,23,3,2.0,https://medium.com/@glit_hr/glitadminforfree-74016e01d8cc,https://medium.com/@glit_hr,1,0,0,0,0,0,0,0
2502,Tire o foco da tecnologia humana e voc morrer,,1,Raphael Domingos,,2017,10,23,4,0.0,https://medium.com/@rphl.domingos/tire-o-foco-da-tecnologia-humana-e-voc%C3%AA-morrer%C3%A1-cdf514b99a17,https://medium.com/@rphl.domingos,1,0,0,0,0,0,0,0
2511,The Gift of Gab,,0,Matthew P. Chapdelaine,,2017,10,23,1,0.0,https://medium.com/@flamecloaks/the-gift-of-gab-9990d70055a1,https://medium.com/@flamecloaks,1,0,0,0,0,0,0,0
2514,Google Home Mini Levels Smart Speaker War To Another Notch,,1,TechInWire,,2017,10,23,4,0.0,https://medium.com/@TechInWire/google-home-mini-levels-smart-speaker-war-to-another-notch-f5272cb15007,https://medium.com/@TechInWire,1,0,0,0,0,0,0,0
2521,The Extentia BlogWhy Dreamforce is the Event to be at!,,1,Extentia Information Technology,,2017,10,23,2,0.0,https://medium.com/@extentia.itpl/the-extentia-blog-why-dreamforce-is-the-event-to-be-at-450f1bb45e6a,https://medium.com/@extentia.itpl,1,0,0,0,0,0,0,0
2533,Self-Driving Car Engineer Diary13,"Tue, 24/Oct/2017Final diary entry.",1,Andrew Wilkie,,2017,10,24,2,117.0,https://medium.com/@andrew.d.wilkie/self-driving-car-engineer-diary-13-4165aba32c5a,https://medium.com/@andrew.d.wilkie,1,0,0,0,0,0,0,0
2536,Climate change is spooking the worlds chocolate makers,But weather data and AI insights can help,1,IBM Industries,IBMIndustrious,2017,10,24,3,38.0,https://medium.com/ibmindustrious/climate-change-is-spooking-the-worlds-chocolate-makers-f1bd02cd2742,https://medium.com/@IBMindustries,1,0,0,0,0,0,0,0
2544,Even Bots Need to Build Character,"By Steph Hay, Vice President & Head of Conversation Design, Capital One",1,\Capital One Tech,Capital One Tech,2017,10,24,5,27.0,https://medium.com/capital-one-tech/even-bots-need-to-build-character-9fbba63055b2,https://medium.com/@CapitalOneTech,1,0,0,0,0,0,0,0
2545,Peptone selected by Johnson & Johnson Innovation to pitch in Berlin,,1,Kamil Tamiola,Peptone Blog,2017,10,24,1,8.0,https://blog.peptone.io/peptone-selected-by-johnson-johnson-innovation-to-pitch-in-berlin-cfa85b5b89fc,https://blog.peptone.io/@KamilTamiola,1,0,0,0,0,0,0,0
2546,The Quantified Self in the Age of the Algorithm,"The Good, the Bad and the Ugly for Insurance Innovation",1,Nick Whitfield,Kyan Insights,2017,10,24,7,26.0,https://insights.kyan.com/the-quantified-self-in-the-age-of-the-algorithm-8fa79bb8e3bd,https://insights.kyan.com/@njwhitfield,1,0,0,0,0,0,0,0
2548,Keep Chatbots Simple And You Can Win.,Complication Kills Connectivity.,1,Simon Gornick,,2017,10,24,4,115.0,https://medium.com/@Chatbotcopy/keep-chatbots-simple-and-you-can-win-8dad6d4b0323,https://medium.com/@Chatbotcopy,1,0,0,0,0,0,0,0
2552,Bixby 2.0A new competitor,"Last week, Samsung came out with announcement around the new Bixbyan embeddable AI that will allow for",1,"Leor Grebler, UCIC",,2017,10,24,1,18.0,https://medium.com/@Grebler/bixby-2-0-a-new-competitor-b3e5450de13b,https://medium.com/@Grebler,1,0,0,0,0,0,0,0
2561,Google Home Mini - does it deliver?,"Designed to directly compete with the Amazon Echo Dot, Google are using this as a Trojan horse to bring voice interfaces and AI",0,Rich Ashby,,2017,10,24,3,0.0,https://medium.com/@richard.ashby/google-home-mini-does-it-deliver-4a0a14ce2e2d,https://medium.com/@richard.ashby,1,0,0,0,0,0,0,0
2565,#Smaart Health Brings Hope to 1 Billion Africans,There are many ways artificial intelligence is predicted to impact the field of healthcare. Virtual Medical Consultation and prescription is one major benefit. AI users can carry out on demand medical diagnosis from the comfort of their rooms,0,Smaart Health,,2017,10,24,2,0.0,https://medium.com/@smaarthealthltd/smaart-health-brings-hope-to-1-billion-africans-4e7184e190db,https://medium.com/@smaarthealthltd,1,0,0,0,0,0,0,0
2568,OptOSS AI x EY Launchpad 2017,"OptOSS AI has been selected as one of the participating members for the EY Launchpad program, based in the Eindhoven High Tech Campus. The program involves developing partnerships and bridging the gap between startups and corporates. The ultimate goal of the program is to hone",0,MohanOPTOSS,OPTOSS,2017,10,24,1,0.0,https://medium.com/optoss/optoss-x-ey-launchpad-2017-c2508f030880,https://medium.com/@mohanfrao,1,0,0,0,0,0,0,0
2578,"Below are 3 sure bet tips as an example from our Football Chat AI app, we want to share with you",From the League 1 the AI has picked one game as a clear winner and its the matchup between,0,Football Score Chat,,2017,10,25,1,1.0,https://medium.com/@ScoreChat/below-are-3-sure-bet-tips-as-an-example-from-our-football-chat-ai-app-we-want-to-share-with-you-f090d83ce8ff,https://medium.com/@ScoreChat,1,0,0,0,0,0,0,0
2581,The time for ethical robots is now,Its common knowledge that an incorporated business entity is effectively recognized as a person in,1,Sourcerer Bot,Sourcerer Blog,2017,10,25,4,90.0,https://blog.sourcerer.io/robot-ethics-23fa79b7fe1e,https://blog.sourcerer.io/@sourcerer_bot,1,0,0,0,0,0,0,0
2582,AIUI,Elon MuskSteve Jobs,1,Nelson Chu HIGH5.ai,AI-First,2017,10,25,1,105.0,https://medium.com/ai-first/%E5%85%88ai%E5%BE%8Cui-%E6%88%91%E5%80%91%E7%9A%84%E6%95%85%E4%BA%8B%E5%AE%8C%E5%85%A8%E5%91%8A%E8%A8%B4%E4%BD%A0-e3600ed5f27d,https://medium.com/@nelson_chu,1,0,0,0,0,0,0,0
2587,O futuro do trabalho,"H cerca de dois anos vi um grfico que nunca mais esquecerei. Analisando todos os bestsellers do New York Times na categoria de fico cientfica at ao ano 2000, a viso do futuro mais partilhada era claramente positiva (utopia) e a partir daquele momento a maior parte dos livros foca-se",0,In s Santos Silva,Global Shapers Lisbon,2017,10,25,4,75.0,https://medium.com/global-shapers-lisbon/o-futuro-do-trabalho-85fbf6e1937d,https://medium.com/@isss111,1,0,0,0,0,0,0,0
2588,[Tars Feature Update]Speaking Chatbots,You are right well kind oftechnically chatbots chat.,0,Ish Jindal,Tars Blog,2017,10,25,2,49.0,https://blog.hellotars.com/speaking-chatbots-3bf286b5ce98,https://blog.hellotars.com/@jindalish,1,0,0,0,0,0,0,0
2599,The 12 Step Plan for Digital Transformation Speed,"It took Magellans crew three years sailing ships to circumnavigate the earth. Today, at hypersonic speeds of 7,680 MPH, it takes just over three hours to circumnavigate the earth. Data on the Internet, however, travels at 670 million MPH",0,Kevin R Benedict,,2017,10,25,3,1.0,https://medium.com/@krbenedict/the-12-step-plan-for-digital-transformation-speed-63c111e3bbe0,https://medium.com/@krbenedict,1,0,0,0,0,0,0,0
2602,Humanidade AumentadaH.. esperana no futuro da tecnologia,"Poderamos apontar inmeros fatores que nos impediriam de definir a China como um verdadeiro pas desenvolvido. Contudo, quem estivesse durante a passada semana em Dalian, no nordeste chins, defenderia aguerridamente o",0,Jo o Rom o,Global Shapers Lisbon,2017,10,25,4,0.0,https://medium.com/global-shapers-lisbon/humanidade-aumentada-h-%C3%A1-esperan%C3%A7a-no-futuro-da-tecnologia-14eda8f68f2a,https://medium.com/@joaoromao,1,0,0,0,0,0,0,0
2607,Personal Robots Need Not Personify People,"Back in the 1960s cartoons and television shows set in the distant future of the 2000s always seemed to include a robot of some kind. The Jetsons had Rosie, Lost in Space had Will Robinsons companion warning him of Danger! constantly, and many more",0,Robb,,2017,10,25,5,0.0,https://medium.com/@RobbTheRobotGuy/personal-robots-need-not-personify-people-38504c376825,https://medium.com/@RobbTheRobotGuy,1,0,0,0,0,0,0,0
2616,WhatsApp abre su chat a negocios y logramos que Aeromxico sea la primera empresa de Latinoamrica en esta plataforma,,1,Yalochat,,2017,10,26,7,122.0,https://medium.com/@Yalochat/whatsapp-abre-su-chat-a-negocios-y-logramos-que-aerom%C3%A9xico-sea-la-primera-empresa-de-latam-en-esta-3a2a0c117442,https://medium.com/@Yalochat,1,0,0,0,0,0,0,0
2627,Preview of How to Build ChatbotMore Human?,Review sekilas tentang keilmuan untuk membuat chatbot lebih rasional,1,Ron Ashrovy,,2017,10,26,4,1.0,https://medium.com/@ashrovy/preview-of-how-to-build-chatbot-more-human-9e3da6e1e69,https://medium.com/@ashrovy,1,0,0,0,0,0,0,0
2628,Developer Tooling for AI Bots: Where Are We? [Video],,1,Nexmo,Chatbots Life,2017,10,26,4,6.0,https://chatbotslife.com/developer-tooling-for-ai-bots-where-are-we-video-7b90cfc60d90,https://chatbotslife.com/@Nexmo,1,0,0,0,0,0,0,0
2629,Citizenship to a robot? Saudi Arabia is the first country to do so,Odd move for an archaic country,1,Edward West,,2017,10,26,1,0.0,https://medium.com/@estmanne_30049/citizenship-to-a-robot-saudi-arabia-is-the-first-country-to-do-so-5a85ebe08abd,https://medium.com/@estmanne_30049,1,0,0,0,0,0,0,0
2634,Bringing Back Reason to Conversation and AI,by Jeroen Pluim,1,Edenspiekermann,,2017,10,26,2,0.0,https://medium.com/@edenspiekermann/bringing-back-reason-to-conversation-and-ai-be8f75cb3555,https://medium.com/@edenspiekermann,1,0,0,0,0,0,0,0
2638,#FreddieBot and the half marathon  Episode 1,"Just over a week ago I was looking for a running challenge. I run for fun, not very far and not very fast. I was soon sent the entry form for the London half  a charity place for",0,Sian Thomas,,2017,10,26,2,0.0,https://medium.com/@drsiant/freddiebot-and-the-half-marathon-episode-1-4c72f94c9317,https://medium.com/@drsiant,1,0,0,0,0,0,0,0
2640,Come meet us at World Summit AI!,World Summit AI,1,MohanOPTOSS,OPTOSS,2017,10,26,1,0.0,https://medium.com/optoss/come-meet-us-at-world-summit-ai-1ad43cddf41e,https://medium.com/@mohanfrao,1,0,0,0,0,0,0,0
2641,Automation as a Path to Innovation (And with more time to achieve it),,1,IPsoft Incorporated,Turing Horizon,2017,10,26,4,0.0,https://turinghorizon.com/automation-as-a-path-to-innovation-and-with-more-time-to-achieve-it-6ba20e919bf7,https://turinghorizon.com/@IPsoft,1,0,0,0,0,0,0,0
2643,New Venture: CoffeeBot AI; New York City; Lactaid Milk,"I was talking to Andrew Sispoidis this Tuesday about startup world, New York, social media, and life in general. One of the things we discussed was my market development strategy for CoffeeBot. Three major ways: voice, video, and",0,Yuri Vaskovski,,2017,10,26,2,1.0,https://medium.com/@yvaskovski/new-venture-coffeebot-ai-new-york-city-lactaid-milk-604c28d9ec6c,https://medium.com/@yvaskovski,1,0,0,0,0,0,0,0
2644,Process Intelligence in the Fourth Industrial Age: PI,,1,Mark Dyson Ph.D,Base Insights,2017,10,26,4,0.0,https://medium.com/base-insights/process-intelligence-in-the-fourth-industrial-age-eb4132dc2a1f,https://medium.com/@mardyso,1,0,0,0,0,0,0,0
2646,OptOSS AI has been selected as one of the top 500 deep-tech startups in the WORLD!,,1,MohanOPTOSS,OPTOSS,2017,10,26,1,0.0,https://medium.com/optoss/opt-net-has-been-accepted-as-one-of-the-top-500-deep-tech-startups-in-the-world-2a2a36523c2f,https://medium.com/@mohanfrao,1,0,0,0,0,0,0,0
2648,Best IAS Coaching in Chandigarh,http://www.delhicareergroup.com/IAS-Coaching-In-Chandigarh.php,0,priyanka sharma,,2017,10,26,0,0.0,https://medium.com/@pinkidcg/best-ias-coaching-in-chandigarh-aca6a4cd3363,https://medium.com/@pinkidcg,1,0,0,0,0,0,0,0
2649,IAS COACHING IN CHANDIGARH,Best coaching Institute for IAS Coaching in Chandigarh is DELHI CAREER GROUP. In this Institute you will detect highly experienced teacher that will prepare for you IAS Entrance exam with MANY simplest methods. We are providing best study materials and we are help student that will,0,dcg academy,,2017,10,26,1,0.0,https://medium.com/@dcgacademy64/ias-coaching-in-chandigarh-147d7cf436af,https://medium.com/@dcgacademy64,1,0,0,0,0,0,0,0
2653,The Greatest Hotel Hack. Ever.,"Weve all heard/read about hotel hacks to upgrade rooms, get free WiFi, Getting the cheapest rates etc",1,Rajath D. M.,Chatbots Life,2017,10,27,3,17.0,https://chatbotslife.com/the-greatest-hotel-hack-ever-32eaa28d6970,https://chatbotslife.com/@rajathdm,1,0,0,0,0,0,0,0
2659,General Updates27.10.17,We are currently in the process of releasing an updated roadmap for ITT. In the next few weeks a more detailed update will be published. Here are a few key updates from the ITT Team!,0,Intelligent Trading,Intelligent Trading Foundation,2017,10,27,5,119.0,https://blog.intelligenttrading.org/we-are-currently-in-the-process-of-releasing-an-updated-roadmap-for-itt-79e5c19650fd,https://blog.intelligenttrading.org/@tryITF,1,0,0,0,0,0,0,0
2660,How to earn Airfios token for free?,Airfiothe advanced crypto bank built with Artificial intelligence has announced its official,1,Airfio AI crypto banking,,2017,10,27,3,21.0,https://medium.com/@airfio/how-to-earn-airfios-token-for-free-2e7fe12c1f51,https://medium.com/@airfio,1,0,0,0,0,0,0,0
2664,Optimizing Wi-Fi in congested environments using AI,Artificial Intelligence increases Wi-Fi throughput by 100% in typical urban apartment complex,0,Dom,Domos Creating the Home IT Assistant,2017,10,27,3,5.0,https://medium.com/domos-creating-the-home-it-assistant/optimizing-wi-fi-in-congested-environments-using-ai-a61721530392,https://medium.com/@DomTheAssistant,1,0,0,0,0,0,0,0
2671,Will AI Threaten Jobs in ConsultingOr Will it Create New Opportunities? Issues in Consulting Explored in Podcast Series.,Will AI Threaten Jobs in ConsultingOr Will it Create New Opportunities? Issues in Consulting Explored in Podcast Series.,1,Kimble Applications,,2017,10,27,5,11.0,https://medium.com/@KimbleApps/will-ai-threaten-jobs-in-consulting-or-will-it-create-new-opportunities-e2e7ce1a15a9,https://medium.com/@KimbleApps,1,0,0,0,0,0,0,0
2672,AI in Advertising 101: The State of the Industry,,1,Maggie Clapperton,StackAdapt,2017,10,27,6,0.0,https://medium.com/stackadapt/ai-in-advertising-101-the-state-of-the-industry-2c711140acae,https://medium.com/@maggie_53870,1,0,0,0,0,0,0,0
2677,"Civis R&D Bookshelf: AI Research, Claude Shannon, and Software Abstractions",by Michael Heilman,1,Civis Analytics,The Civis Journal,2017,10,27,3,0.0,https://medium.com/civis-analytics/civis-r-d-bookshelf-ai-research-claude-shannon-and-software-abstractions-b69c120c9f80,https://medium.com/@CivisAnalytics,1,0,0,0,0,0,0,0
2678,LIntelligence Artificielle  lAssaut du Marketing Digital,,1,audreytips.com,,2017,10,27,10,50.0,https://medium.com/@audreytips/lintelligence-artificielle-%C3%A0-l-assaut-du-marketing-digital-b1b201ee93bf,https://medium.com/@audreytips,1,0,0,0,0,0,0,0
2681,Never underestimate the power of a Chatbot!,,1,Mike Davis,,2017,10,27,2,3.0,https://medium.com/@mike087davis/never-underestimate-the-power-of-a-chatbot-bbaa2177c0b7,https://medium.com/@mike087davis,1,0,0,0,0,0,0,0
2685,#FreddieBot and the half-marathon: Episode 2,Freddie and I are slowly making friends. Tonight we went for a somewhat complicated 26 minute run:,1,Sian Thomas,,2017,10,27,1,0.0,https://medium.com/@drsiant/freddiebot-and-the-half-marathon-episode-2-79956666059d,https://medium.com/@drsiant,1,0,0,0,0,0,0,0
2689,IAS Coaching In Chandigarh,For clear the INDIAN ADMINISTRATIVE SERVICES exam best coaching provides by DELHI CAREER GROUP in Chandigarh. This is the best because we have extra ordinary and professionals Teachers. We offering is the best because we have fantastic and professionals teachers. We offer skilled,0,priyanka sharma,,2017,10,27,1,0.0,https://medium.com/@pinkidcg/ias-coaching-in-chandigarh-ec5aecfdf2a7,https://medium.com/@pinkidcg,1,0,0,0,0,0,0,0
2690,Extentia to Attend Dreamforce 17 in San Francisco,"A team of Extentians will be attending Salesforces annual Dreamforce event in San Francisco from November 69. The event brings together thought leaders, industry",0,Extentia Information Technology,,2017,10,27,2,0.0,https://medium.com/@extentia.itpl/extentia-to-attend-dreamforce-17-in-san-francisco-ecdc3f1edf08,https://medium.com/@extentia.itpl,1,0,0,0,0,0,0,0
2691,IAS Coaching In Chandigarh,https://www.youtube.com/watch?v=xRLxA-q-deo,0,priyanka sharma,,2017,10,27,0,0.0,https://medium.com/@pinkidcg/ias-coaching-in-chandigarh-7c75e67d8fd8,https://medium.com/@pinkidcg,1,0,0,0,0,0,0,0
2707,TutorialPlaying with AI,So Ive been following another tutorial. This time around implementing a simple AI for a game. This was particularly interesting as its in my plans to start building little projects on my own and having a foundation on making assets move intelligently will be useful.,0,Marco De Ambrosi,,2017,10,28,2,0.0,https://medium.com/@Equaton/tutorial-playing-with-ai-a62c2599d8cc,https://medium.com/@Equaton,1,0,0,0,0,0,0,0
2712,Facial Recognition AI will use your facial expressions to judge creditworthiness,,1,Glen Gilmore,,2017,10,29,3,73.0,https://medium.com/@glengilmore/facial-recognition-ai-will-use-your-facial-expressions-to-judge-creditworthiness-b0e9a9ac4174,https://medium.com/@glengilmore,1,0,0,0,0,0,0,0
2718,,,1,Toshiki Hirao,,2017,10,29,3,0.0,https://medium.com/@toshiki.naist/https-medium-com-toshiki-naist-40264cbd1938-40264cbd1938,https://medium.com/@toshiki.naist,1,0,0,0,0,0,0,0
2720,Robots vs. women in the workplace,"Automation anxiety tends to follow a more or less familiar script: the robots take our jobs or destroy the world (either due to downright malice, or in pursuit of some far more benign goal like optimizing efficiency).",0,Carla le Roux,,2017,10,29,2,19.0,https://medium.com/@carlaleroux/robots-vs-women-in-the-workplace-63dad9d1aba1,https://medium.com/@carlaleroux,1,0,0,0,0,0,0,0
2721,TensorFlow,,0,Charles C. N. Wang,,2017,10,29,0,0.0,https://medium.com/@CNwang/tensorflow-%E7%9A%84%E5%8D%81%E5%A0%82%E7%B7%9A%E4%B8%8A%E5%9F%BA%E7%A4%8E%E8%AA%B2%E7%A8%8B-3b53d94eab1a,https://medium.com/@CNwang,1,0,0,0,0,0,0,0
2722,AI wont replace your doctor but it might help you seen one sooner,Disclaimer 1:,0,Eric Oermann,,2017,10,29,2,0.0,https://medium.com/@eko.georgetown/ai-wont-replace-your-doctor-but-it-might-help-you-seen-one-sooner-6207684cb28c,https://medium.com/@eko.georgetown,1,0,0,0,0,0,0,0
2724,"Swarm of Locust Drones, applications and counters",By Makan Abazari,1,Makan Abazari,,2017,10,29,4,0.0,https://medium.com/@try4freedom/swarm-of-locust-drones-applications-and-counters-ffda9c0f7b84,https://medium.com/@try4freedom,1,0,0,0,0,0,0,0
2732,An Event Chatbot Case Study.,How we built a highly sticky and engaging bot for Spikes Asia Festival of,1,Payal,Chatbots Life,2017,10,30,8,34.0,https://chatbotslife.com/an-event-chatbot-case-study-18de3ada34a5,https://chatbotslife.com/@payal_,1,0,0,0,0,0,0,0
2735,4 Easy Steps to Train Watson Visual Recognition Without Code,,1,Kevin Gong,IBM Watson,2017,10,30,4,151.0,https://medium.com/ibm-watson/4-easy-steps-to-train-watson-visual-recognition-for-non-programmers-cb0cb3306997,https://medium.com/@kmgong,1,0,0,0,0,0,0,0
2741,Why now is the time to start building the next generation of customer experience enablers with AI,,1,Payal,Chatbots Magazine,2017,10,30,4,14.0,https://chatbotsmagazine.com/why-now-is-the-time-to-start-building-the-next-generation-of-customer-experience-enablers-with-ai-69599d3ce064,https://chatbotsmagazine.com/@payal_,1,0,0,0,0,0,0,0
2743,Humanos vs Mquinas,"En una reciente charla de TED, Gary Marcus insisti en que la Inteligencia",1,Armando Vieira,Planeta Chatbot todo sobre los Chatbots y la Inteligencia Artificial,2017,10,30,3,5.0,https://planetachatbot.com/humanos-vs-maquinas-3063860e9bcb,https://planetachatbot.com/@Lidinwise,1,0,0,0,0,0,0,0
2746,Yellow Hammock (a brief introduction),,1,ilinskas Simonas,Yellow Hammock,2017,10,30,2,323.0,https://medium.com/yellow-hammock/yellow-hammock-a-brief-introduction-ea858d4235cf,https://medium.com/@Zilinskassimonas,1,0,0,0,0,0,0,0
2752,LAI che ha imparato come distinguere una singola voce in una folla,"I comandi vocali sono utili per eseguire dei compiti molto velocemente. I dispositivi smart per, possono ascoltare una sola voce",0,ad astra,VISIONARI Scienza e tecnologia al servizio delle persone,2017,10,30,3,1.0,https://medium.com/visionari/lai-che-ha-imparato-come-distinguere-una-singola-voce-in-una-folla-7757c6dd858a,https://medium.com/@VISIONARI,1,0,0,0,0,0,0,0
2759,Grasswoods Stories #2,Een hele groene editie van Grasswoods Stories met een blog over duurzaamheid en over circulair design. We gaven in Aken,1,Egid van Houtem,Grasswoods,2017,10,30,5,0.0,https://medium.com/grasswoods/grasswoods-stories-2-4aca7708f8ad,https://medium.com/@egidvanhoutem,1,0,0,0,0,0,0,0
2760,Udacity AIND Term 1. Passed. (Pt. 1),Having barely passed term 1. It is essential to revisit all the chapters again and revise all the theory and concepts.,0,Henry YP Ho,5n0vv,2017,10,30,3,0.0,https://medium.com/5n0vv/term-1-passed-d93ac7bc3264,https://medium.com/@henryyp,1,0,0,0,0,0,0,0
2763,(A.I.),(A.I.)Google,1,Azure,ALGaming Studio,2017,10,30,1,0.0,https://medium.com/a-l-gamingstudio/storkvsai-6013ae123d11,https://medium.com/@azurerush,1,0,0,0,0,0,0,0
2776,"Albert, the AI marketing platform for enterprise, works 24/7, freeing up time for creative strategy",,1,Rozee,,2017,10,30,4,0.0,https://medium.com/@heyrozee/albert-the-ai-marketing-platform-for-enterprise-works-24-7-freeing-up-time-for-creative-strategy-151f4082764f,https://medium.com/@heyrozee,1,0,0,0,0,0,0,0
2780,Intelligence Artificielle : La Fin Des Cabinets Davocats ?,,1,Geoffroy de Boissieu,Parlons Data,2017,10,31,7,134.0,https://parlonsdata.fr/intelligence-artificielle-fin-cabinet-avocat-atrium-43bbe0b3aa78,https://parlonsdata.fr/@geoffroyb,1,0,0,0,0,0,0,0
2789,Robot Granted Citizenship in Saudi Arabia,"Hanson Robotics, based out of Hong Kong, created Sophia, a human looking artificial intelligence, who went on stage at the Future Investment Initiative October 26th and announced, I am very honored and proud of this unique distinction. This is historical",0,Sean McCormick,Hacker Noon,2017,10,31,2,38.0,https://hackernoon.com/robot-granted-citizenship-in-saudi-arabia-c0437fb4d36a,https://hackernoon.com/@sean.mccormick.,1,0,0,0,0,0,0,0
2791,"Interview with Kristian Collin Berge on AI, bots and education","We welcome a bunch of experts in this interview series. The areas of these people are product management, AI, user experience, usability, big data. Kristian Collin Berge is this months guest in our interview series!",0,Botanalytics,Chatbots Life,2017,10,31,4,132.0,https://chatbotslife.com/interview-with-kristian-collin-berge-on-ai-bots-and-education-18408fe3271d,https://chatbotslife.com/@botanalytics,1,0,0,0,0,0,0,0
2792,On how I learned the skills to build my first working chatbot,,1,Anne Marleen van Aggelen,arinti,2017,10,31,5,11.0,https://blog.arinti.be/on-how-i-learned-the-skills-to-build-my-first-working-chatbot-c4bc72c22582,https://blog.arinti.be/@annemarleen.vanaggelen,1,0,0,0,0,0,0,0
