week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
1989-07-16,7,4182058.0,Black and Blue,Minskoff Theatre,359951.0,,35.33,,10189,1586,0.803,8,0
1989-07-16,7,4182058.0,Cats,Winter Garden Theatre,470778.0,,39.88,,11806,1482,0.9958,8,0
1989-07-16,7,4182058.0,Into the Woods,Martin Beck Theatre,213030.0,,31.59,,6743,1282,0.6575,8,0
1989-07-16,7,4182058.0,Jerome Robbins' Broadway,Imperial Theatre,540074.0,,47.82,,11295,1415,0.9978,8,0
1989-07-16,7,4182058.0,Largely New York,St. James Theatre,107011.0,,19.19,,5577,1297,0.5375,8,0
1989-07-16,7,4182058.0,Lend Me a Tenor,Royale Theatre,171674.0,,21.88,,7847,1078,0.9099,8,0
1989-07-16,7,4182058.0,Les Miserables,Imperial Theatre,556409.0,,40.11,,13873,1752,0.9898,8,0
1989-07-16,7,4182058.0,M. Butterfly,Eugene O'Neill Theatre,204726.0,,27.7,,7392,1059,0.8725,8,0
1989-07-16,7,4182058.0,Me and My Girl,Marquis Theatre,315009.0,,31.57,,9978,1570,0.7944,8,0
1989-07-16,7,4182058.0,Oh! Calcutta!,Edison Theatre,36179.0,,14.52,,2492,499,0.6242,8,0
1989-07-16,7,4182058.0,Rumors,Ethel Barrymore Theatre,162742.0,,26.93,,6043,1218,0.6202,8,0
1989-07-16,7,4182058.0,Shirley Valentine,Booth Theatre,58138.0,,23.02,,2525,777,0.4062,8,0
1989-07-16,7,4182058.0,The Phantom of the Opera,Majestic Theatre,553635.0,,42.28,,13096,1609,1.0174,8,0
1989-07-23,8,4241400.0,A Chorus Line,Sam S. Shubert Theatre,197576.0,,29.73,,6646,1472,0.5644,8,0
1989-07-23,8,4241400.0,Anything Goes,Vivian Beaumont Theater,258134.0,,34.02,,7587,1050,0.9032,8,0
1989-07-23,8,4241400.0,Black and Blue,Minskoff Theatre,358919.0,,36.25,,9902,1586,0.7804,8,0
1989-07-23,8,4241400.0,Cats,Winter Garden Theatre,473714.0,,39.96,,11855,1482,0.9999,8,0
1989-07-23,8,4241400.0,Into the Woods,Martin Beck Theatre,222823.0,,31.49,,7076,1282,0.6899,8,0
1989-07-23,8,4241400.0,Jerome Robbins' Broadway,Imperial Theatre,539201.0,,47.78,,11286,1415,0.997,8,0
1989-07-23,8,4241400.0,Largely New York,St. James Theatre,114124.0,,21.2,,5382,1297,0.5187,8,0
1989-07-23,8,4241400.0,Lend Me a Tenor,Royale Theatre,167194.0,,21.87,,7645,1078,0.8865,8,0
1989-07-23,8,4241400.0,Les Miserables,Imperial Theatre,558714.0,,40.0,,13968,1752,0.9966,8,0
1989-07-23,8,4241400.0,M. Butterfly,Eugene O'Neill Theatre,210554.0,,27.82,,7568,1059,0.8933,8,0
1989-07-23,8,4241400.0,Me and My Girl,Marquis Theatre,313424.0,,31.42,,9975,1570,0.7942,8,0
1989-07-23,8,4241400.0,Oh! Calcutta!,Edison Theatre,37135.0,,14.54,,2554,499,0.6398,8,0
1989-07-23,8,4241400.0,Rumors,Ethel Barrymore Theatre,156989.0,,26.08,,6019,1218,0.6177,8,0
1989-07-23,8,4241400.0,Shirley Valentine,Booth Theatre,83292.0,,22.12,,3765,777,0.6057,8,0
1989-07-23,8,4241400.0,The Phantom of the Opera,Majestic Theatre,549607.0,,41.97,,13096,1609,1.0174,8,0
1989-07-30,9,4291088.0,A Chorus Line,Sam S. Shubert Theatre,193058.0,,29.79,,6481,1472,0.5504,8,0
1989-07-30,9,4291088.0,Anything Goes,Vivian Beaumont Theater,226315.0,,33.32,,6793,1050,0.8087,8,0
1989-07-30,9,4291088.0,Black and Blue,Minskoff Theatre,347470.0,,35.11,,9897,1586,0.78,8,0
1989-07-30,9,4291088.0,Cats,Winter Garden Theatre,480797.0,,40.22,,11954,1482,1.0083,8,0
1989-07-30,9,4291088.0,Into the Woods,Martin Beck Theatre,212462.0,,33.92,,6264,1282,0.6108,8,0
1989-07-30,9,4291088.0,Jerome Robbins' Broadway,Imperial Theatre,538187.0,,47.67,,11291,1415,0.9974,8,0
1989-07-30,9,4291088.0,Largely New York,St. James Theatre,91630.0,,19.19,,4775,1297,0.4602,8,0
1989-07-30,9,4291088.0,Lend Me a Tenor,Royale Theatre,156357.0,,21.12,,7404,1078,0.8585,8,0
1989-07-30,9,4291088.0,Les Miserables,Imperial Theatre,566202.0,,40.4,,14016,1752,1.0,8,0
1989-07-30,9,4291088.0,M. Butterfly,Eugene O'Neill Theatre,194690.0,,27.2,,7157,1059,0.8448,8,0
1989-07-30,9,4291088.0,"Mandy Patinkin in Concert: ""Dress Casual""",Helen Hayes Theatre,64404.0,,30.15,,2136,499,0.6115,7,0
1989-07-30,9,4291088.0,Me and My Girl,Marquis Theatre,311258.0,,31.36,,9926,1570,0.7903,8,0
1989-07-30,9,4291088.0,Oh! Calcutta!,Edison Theatre,42452.0,,14.6,,2908,499,0.7285,8,0
1989-07-30,9,4291088.0,Rumors,Ethel Barrymore Theatre,151436.0,,26.95,,5619,1218,0.5767,8,0
1989-07-30,9,4291088.0,Shenandoah,Virginia Theatre,89148.0,,19.41,,4592,1210,0.5421,0,7
1989-07-30,9,4291088.0,Shirley Valentine,Booth Theatre,76313.0,,20.95,,3642,777,0.5859,8,0
1989-07-30,9,4291088.0,The Phantom of the Opera,Majestic Theatre,548909.0,,41.91,,13096,1609,1.0174,8,0
1989-08-06,10,4396469.0,A Chorus Line,Sam S. Shubert Theatre,193229.0,,30.18,,6402,1472,0.5436,8,0
1989-08-06,10,4396469.0,Anything Goes,Vivian Beaumont Theater,228651.0,,34.11,,6704,1050,0.7981,8,0
1989-08-06,10,4396469.0,Black and Blue,Minskoff Theatre,335089.0,,35.56,,9423,1586,0.7427,8,0
1989-08-06,10,4396469.0,Cats,Winter Garden Theatre,475306.0,,39.95,,11899,1482,1.0036,8,0
1989-08-06,10,4396469.0,Into the Woods,Martin Beck Theatre,210469.0,,31.87,,6603,1282,0.6438,8,0
1989-08-06,10,4396469.0,Jerome Robbins' Broadway,Imperial Theatre,542353.0,,48.05,,11287,1415,0.9971,8,0
1989-08-06,10,4396469.0,Largely New York,St. James Theatre,94994.0,,20.24,,4693,1297,0.4523,8,0
1989-08-06,10,4396469.0,Lend Me a Tenor,Royale Theatre,145199.0,,22.18,,6546,1078,0.759,8,0
1989-08-06,10,4396469.0,Les Miserables,Imperial Theatre,561713.0,,40.23,,13961,1752,0.9961,8,0
1989-08-06,10,4396469.0,M. Butterfly,Eugene O'Neill Theatre,198494.0,,27.21,,7295,1059,0.8611,8,0
1989-08-06,10,4396469.0,"Mandy Patinkin in Concert: ""Dress Casual""",Helen Hayes Theatre,101847.0,,29.15,,3494,499,1.0003,7,0
1989-08-06,10,4396469.0,Me and My Girl,Marquis Theatre,307062.0,,31.28,,9818,1570,0.7817,8,0
1989-08-06,10,4396469.0,Oh! Calcutta!,Edison Theatre,96112.0,,20.5,,4688,499,1.1743,8,0
1989-08-06,10,4396469.0,Rumors,Ethel Barrymore Theatre,146574.0,,26.32,,5569,1218,0.5715,8,0
1989-08-06,10,4396469.0,Shenandoah,Virginia Theatre,106446.0,,19.03,,5593,1210,0.5778,0,8
1989-08-06,10,4396469.0,Shirley Valentine,Booth Theatre,78044.0,,21.08,,3702,777,0.5956,8,0
1989-08-06,10,4396469.0,Sweeney Todd,Circle in the Square Theatre,23357.0,,24.23,,964,592,0.5428,0,3
1989-08-06,10,4396469.0,The Phantom of the Opera,Majestic Theatre,551530.0,,42.11,,13096,1609,1.0174,8,0
1989-08-13,11,4709532.0,A Chorus Line,Sam S. Shubert Theatre,248135.0,,30.79,,8058,1472,0.6843,8,0
1989-08-13,11,4709532.0,Anything Goes,Vivian Beaumont Theater,267069.0,,34.41,,7761,1050,0.9239,8,0
1989-08-13,11,4709532.0,Black and Blue,Minskoff Theatre,383857.0,,35.34,,10863,1586,0.8562,8,0
1989-08-13,11,4709532.0,Cats,Winter Garden Theatre,492200.0,,41.11,,11972,1482,1.0098,8,0
1989-08-13,11,4709532.0,Into the Woods,Martin Beck Theatre,247135.0,,32.28,,7657,1282,0.7466,8,0
1989-08-13,11,4709532.0,Jerome Robbins' Broadway,Imperial Theatre,539653.0,,47.76,,11300,1415,0.9982,8,0
1989-08-13,11,4709532.0,Largely New York,St. James Theatre,107626.0,,17.72,,6075,1297,0.5855,8,0
1989-08-13,11,4709532.0,Lend Me a Tenor,Royale Theatre,161420.0,,23.23,,6950,1078,0.8059,8,0
1989-08-13,11,4709532.0,Les Miserables,Imperial Theatre,567118.0,,40.46,,14016,1752,1.0,8,0
1989-08-13,11,4709532.0,M. Butterfly,Eugene O'Neill Theatre,216027.0,,27.35,,7898,1059,0.9322,8,0
1989-08-13,11,4709532.0,"Mandy Patinkin in Concert: ""Dress Casual""",Helen Hayes Theatre,114916.0,,30.19,,3806,499,0.9534,8,0
1989-08-13,11,4709532.0,Me and My Girl,Marquis Theatre,347935.0,,32.74,,10628,1570,0.8462,8,0
1989-08-13,11,4709532.0,Rumors,Ethel Barrymore Theatre,168524.0,,26.0,,6481,1218,0.6651,8,0
1989-08-13,11,4709532.0,Shenandoah,Virginia Theatre,139783.0,,23.18,,6031,1210,0.623,8,0
1989-08-13,11,4709532.0,Shirley Valentine,Booth Theatre,83195.0,,19.92,,4176,777,0.6718,8,0
1989-08-13,11,4709532.0,Sweeney Todd,Circle in the Square Theatre,73880.0,,19.63,,3763,592,0.7946,0,8
1989-08-13,11,4709532.0,The Phantom of the Opera,Majestic Theatre,551059.0,,42.08,,13096,1609,1.0174,8,0
1989-08-20,12,4877393.0,A Chorus Line,Sam S. Shubert Theatre,258544.0,,31.59,,8184,1472,0.695,8,0
1989-08-20,12,4877393.0,Anything Goes,Vivian Beaumont Theater,270990.0,,34.5,,7854,1050,0.935,8,0
1989-08-20,12,4877393.0,Black and Blue,Minskoff Theatre,397071.0,,35.55,,11168,1586,0.8802,8,0
1989-08-20,12,4877393.0,Cats,Winter Garden Theatre,504370.0,,42.12,,11974,1482,1.01,8,0
1989-08-20,12,4877393.0,Into the Woods,Martin Beck Theatre,262984.0,,32.25,,8154,1282,0.795,8,0
1989-08-20,12,4877393.0,Jerome Robbins' Broadway,Imperial Theatre,539286.0,,47.8,,11283,1415,0.9967,8,0
1989-08-20,12,4877393.0,Largely New York,St. James Theatre,124366.0,,17.72,,7019,1297,0.6765,8,0
1989-08-20,12,4877393.0,Lend Me a Tenor,Royale Theatre,171562.0,,24.26,,7073,1078,0.8202,8,0
1989-08-20,12,4877393.0,Les Miserables,Imperial Theatre,569539.0,,40.63,,14016,1752,1.0,8,0
1989-08-20,12,4877393.0,M. Butterfly,Eugene O'Neill Theatre,224453.0,,27.81,,8072,1059,0.9528,8,0
1989-08-20,12,4877393.0,"Mandy Patinkin in Concert: ""Dress Casual""",Helen Hayes Theatre,115960.0,,30.1,,3853,499,0.9652,8,0
1989-08-20,12,4877393.0,Me and My Girl,Marquis Theatre,380481.0,,33.46,,11371,1570,0.9053,8,0
1989-08-20,12,4877393.0,Rumors,Ethel Barrymore Theatre,179312.0,,26.47,,6775,1218,0.6953,8,0
1989-08-20,12,4877393.0,Shenandoah,Virginia Theatre,163795.0,,26.3,,6229,1210,0.6435,8,0
1989-08-20,12,4877393.0,Shirley Valentine,Booth Theatre,85683.0,,19.82,,4323,777,0.6955,8,0
1989-08-20,12,4877393.0,Sweeney Todd,Circle in the Square Theatre,73987.0,,19.59,,3776,592,0.7973,0,8
1989-08-20,12,4877393.0,The Phantom of the Opera,Majestic Theatre,555010.0,,42.38,,13096,1609,1.0174,8,0
1989-08-27,13,4533449.0,A Chorus Line,Sam S. Shubert Theatre,231201.0,,31.63,,7309,1472,0.6207,8,0
1989-08-27,13,4533449.0,Anything Goes,Vivian Beaumont Theater,263782.0,,33.94,,7771,1050,0.9251,8,0
1989-08-27,13,4533449.0,Black and Blue,Minskoff Theatre,330474.0,,35.18,,9393,1586,0.7403,8,0
1989-08-27,13,4533449.0,Cats,Winter Garden Theatre,484728.0,,40.76,,11892,1482,1.003,8,0
1989-08-27,13,4533449.0,Into the Woods,Martin Beck Theatre,242055.0,,32.71,,7400,1282,0.7215,8,0
1989-08-27,13,4533449.0,Jerome Robbins' Broadway,Imperial Theatre,545884.0,,48.3,,11302,1415,0.9984,8,0
1989-08-27,13,4533449.0,Largely New York,St. James Theatre,97174.0,,18.91,,5140,1297,0.4954,8,0
1989-08-27,13,4533449.0,Lend Me a Tenor,Royale Theatre,146145.0,,23.2,,6298,1078,0.7303,8,0
1989-08-27,13,4533449.0,Les Miserables,Imperial Theatre,572482.0,,40.84,,14016,1752,1.0,8,0
1989-08-27,13,4533449.0,M. Butterfly,Eugene O'Neill Theatre,202352.0,,27.56,,7341,1059,0.8665,8,0
1989-08-27,13,4533449.0,"Mandy Patinkin in Concert: ""Dress Casual""",Helen Hayes Theatre,81813.0,,30.32,,2698,499,0.6759,8,0
1989-08-27,13,4533449.0,Me and My Girl,Marquis Theatre,329159.0,,31.27,,10527,1570,0.8381,8,0
1989-08-27,13,4533449.0,Rumors,Ethel Barrymore Theatre,161738.0,,25.98,,6226,1218,0.639,8,0
1989-08-27,13,4533449.0,Shenandoah,Virginia Theatre,159358.0,,29.39,,5422,1210,0.5601,8,0
1989-08-27,13,4533449.0,Shirley Valentine,Booth Theatre,72179.0,,19.5,,3701,777,0.5954,8,0
1989-08-27,13,4533449.0,Sweeney Todd,Circle in the Square Theatre,61786.0,,19.85,,3113,592,0.6573,0,8
1989-08-27,13,4533449.0,The Phantom of the Opera,Majestic Theatre,551139.0,,42.08,,13096,1609,1.0174,8,0
1989-09-03,14,4532124.0,A Chorus Line,Sam S. Shubert Theatre,181343.0,,31.75,,5711,1472,0.485,8,0
1989-09-03,14,4532124.0,Anything Goes,Vivian Beaumont Theater,276937.0,,35.46,,7810,1050,0.9298,8,0
1989-09-03,14,4532124.0,Black and Blue,Minskoff Theatre,347197.0,,31.5,,11022,1586,0.8687,8,0
1989-09-03,14,4532124.0,Cats,Winter Garden Theatre,466548.0,,39.28,,11877,1482,1.0018,8,0
1989-09-03,14,4532124.0,Into the Woods,Martin Beck Theatre,275424.0,,31.06,,8867,1282,0.8646,8,0
1989-09-03,14,4532124.0,Jerome Robbins' Broadway,Imperial Theatre,544089.0,,48.15,,11299,1415,0.9981,8,0
1989-09-03,14,4532124.0,Largely New York,St. James Theatre,130355.0,,18.47,,7059,1297,0.6803,8,0
1989-09-03,14,4532124.0,Lend Me a Tenor,Royale Theatre,149619.0,,23.03,,6496,1078,0.7532,8,0
1989-09-03,14,4532124.0,Les Miserables,Imperial Theatre,563373.0,,40.41,,13940,1752,0.9946,8,0
1989-09-03,14,4532124.0,M. Butterfly,Eugene O'Neill Theatre,207142.0,,27.87,,7432,1059,0.8772,8,0
1989-09-03,14,4532124.0,"Mandy Patinkin in Concert: ""Dress Casual""",Helen Hayes Theatre,78585.0,,30.73,,2557,499,0.6405,8,0
1989-09-03,14,4532124.0,Me and My Girl,Marquis Theatre,310719.0,,31.58,,9838,1570,0.7833,8,0
1989-09-03,14,4532124.0,Rumors,Ethel Barrymore Theatre,163285.0,,26.71,,6113,1218,0.6274,8,0
1989-09-03,14,4532124.0,Shenandoah,Virginia Theatre,140080.0,,31.95,,4384,1210,0.4529,8,0
1989-09-03,14,4532124.0,Shirley Valentine,Booth Theatre,80357.0,,20.73,,3876,777,0.6236,8,0
1989-09-03,14,4532124.0,Sweeney Todd,Circle in the Square Theatre,60639.0,,20.56,,2950,592,0.6229,0,8
1989-09-03,14,4532124.0,The Phantom of the Opera,Majestic Theatre,556432.0,,42.49,,13096,1609,1.0174,8,0
1989-09-10,15,3454404.0,A Chorus Line,Sam S. Shubert Theatre,153850.0,,32.57,,4723,1472,0.4011,8,0
1989-09-10,15,3454404.0,Black and Blue,Minskoff Theatre,329986.0,,31.8,,10377,1586,0.8179,8,0
1989-09-10,15,3454404.0,Cats,Winter Garden Theatre,400783.0,,37.2,,10773,1482,0.9087,8,0
1989-09-10,15,3454404.0,Jerome Robbins' Broadway,Imperial Theatre,526759.0,,46.64,,11295,1415,0.9978,8,0
1989-09-10,15,3454404.0,Lend Me a Tenor,Royale Theatre,131154.0,,24.05,,5454,1078,0.6324,8,0
1989-09-10,15,3454404.0,Les Miserables,Imperial Theatre,492441.0,,40.12,,12274,1752,0.8757,8,0
1989-09-10,15,3454404.0,M. Butterfly,Eugene O'Neill Theatre,184376.0,,29.33,,6287,1059,0.7421,8,0
1989-09-10,15,3454404.0,"Mandy Patinkin in Concert: ""Dress Casual""",Helen Hayes Theatre,81230.0,,31.0,,2620,499,0.6563,8,0
1989-09-10,15,3454404.0,Me and My Girl,Marquis Theatre,301508.0,,34.15,,8828,1570,0.7029,8,0
1989-09-10,15,3454404.0,Rumors,Ethel Barrymore Theatre,162816.0,,23.59,,6903,1218,0.7084,8,0
1989-09-10,15,3454404.0,Shirley Valentine,Booth Theatre,73372.0,,19.04,,3853,777,0.6199,8,0
1989-09-10,15,3454404.0,Sweeney Todd,Circle in the Square Theatre,61141.0,,20.71,,2952,592,0.6233,0,8
1989-09-10,15,3454404.0,The Phantom of the Opera,Majestic Theatre,554988.0,,42.38,,13096,1609,1.0174,8,0
1989-09-17,16,3971055.0,A Chorus Line,Sam S. Shubert Theatre,179958.0,,33.19,,5422,1472,0.4604,8,0
1989-09-17,16,3971055.0,Black and Blue,Minskoff Theatre,379150.0,,39.04,,9712,1586,0.7654,8,0
1989-09-17,16,3971055.0,Cats,Winter Garden Theatre,431416.0,,38.29,,11267,1482,0.9503,8,0
1989-09-17,16,3971055.0,Jerome Robbins' Broadway,Imperial Theatre,530950.0,,46.97,,11303,1415,0.9985,8,0
1989-09-17,16,3971055.0,Lend Me a Tenor,Royale Theatre,151975.0,,25.79,,5892,1078,0.6832,8,0
1989-09-17,16,3971055.0,Les Miserables,Imperial Theatre,510178.0,,40.54,,12586,1752,0.898,8,0
1989-09-17,16,3971055.0,M. Butterfly,Eugene O'Neill Theatre,206011.0,,29.67,,6944,1059,0.8196,8,0
1989-09-17,16,3971055.0,"Mandy Patinkin in Concert: ""Dress Casual""",Helen Hayes Theatre,109231.0,,30.59,,3571,499,0.8945,8,0
1989-09-17,16,3971055.0,Me and My Girl,Marquis Theatre,348756.0,,35.1,,9936,1570,0.7911,8,0
1989-09-17,16,3971055.0,Orpheus Descending,Neil Simon Theatre,202501.0,,27.15,,7459,1320,0.9418,0,6
1989-09-17,16,3971055.0,Rumors,Ethel Barrymore Theatre,191330.0,,26.3,,7275,1218,0.7466,8,0
1989-09-17,16,3971055.0,Shirley Valentine,Booth Theatre,94635.0,,20.91,,4525,777,0.728,8,0
1989-09-17,16,3971055.0,Sweeney Todd,Circle in the Square Theatre,86151.0,,24.63,,3498,592,0.7386,4,4
1989-09-17,16,3971055.0,The Phantom of the Opera,Majestic Theatre,548813.0,,41.91,,13096,1609,1.0174,8,0
1989-09-24,17,3974908.0,A Chorus Line,Sam S. Shubert Theatre,178187.0,,32.95,,5407,1472,0.4592,8,0
1989-09-24,17,3974908.0,Black and Blue,Minskoff Theatre,376058.0,,39.21,,9590,1586,0.7558,8,0
1989-09-24,17,3974908.0,Cats,Winter Garden Theatre,432342.0,,38.11,,11345,1482,0.9569,8,0
1989-09-24,17,3974908.0,Jerome Robbins' Broadway,Imperial Theatre,528672.0,,46.76,,11306,1415,0.9988,8,0
1989-09-24,17,3974908.0,Lend Me a Tenor,Royale Theatre,159439.0,,26.0,,6133,1078,0.7112,8,0
1989-09-24,17,3974908.0,Les Miserables,Imperial Theatre,514318.0,,40.95,,12561,1752,0.8962,8,0
1989-09-24,17,3974908.0,M. Butterfly,Eugene O'Neill Theatre,206869.0,,29.46,,7021,1059,0.8287,8,0
1989-09-24,17,3974908.0,Mastergate,Criterion Center Stage Right,28032.0,,17.31,,1619,499,0.8111,0,4
1989-09-24,17,3974908.0,Me and My Girl,Marquis Theatre,373860.0,,36.46,,10254,1570,0.8164,8,0
1989-09-24,17,3974908.0,Orpheus Descending,Neil Simon Theatre,231134.0,,25.48,,9072,1320,0.8591,1,7
1989-09-24,17,3974908.0,Rumors,Ethel Barrymore Theatre,196673.0,,26.12,,7531,1218,0.7729,8,0
1989-09-24,17,3974908.0,Shirley Valentine,Booth Theatre,89690.0,,22.94,,3909,777,0.6289,8,0
1989-09-24,17,3974908.0,Sweeney Todd,Circle in the Square Theatre,108081.0,,26.7,,4048,592,0.8547,8,0
1989-09-24,17,3974908.0,The Phantom of the Opera,Majestic Theatre,551553.0,,42.12,,13096,1609,1.0174,8,0
1989-10-01,18,3868356.0,A Chorus Line,Sam S. Shubert Theatre,154806.0,,32.57,,4753,1472,0.4036,8,0
1989-10-01,18,3868356.0,Black and Blue,Minskoff Theatre,337436.0,,38.78,,8701,1586,0.6858,8,0
1989-10-01,18,3868356.0,Cats,Winter Garden Theatre,432239.0,,37.95,,11390,1482,0.9607,8,0
1989-10-01,18,3868356.0,Jerome Robbins' Broadway,Imperial Theatre,525497.0,,46.51,,11299,1415,0.9981,8,0
1989-10-01,18,3868356.0,Lend Me a Tenor,Royale Theatre,125980.0,,27.76,,4538,1078,0.5262,8,0
1989-10-01,18,3868356.0,Les Miserables,Imperial Theatre,502352.0,,40.55,,12387,1752,0.8838,8,0
1989-10-01,18,3868356.0,M. Butterfly,Eugene O'Neill Theatre,183056.0,,28.92,,6330,1059,0.7472,8,0
1989-10-01,18,3868356.0,Mastergate,Criterion Center Stage Right,46716.0,,18.0,,2596,499,0.6503,0,8
1989-10-01,18,3868356.0,Me and My Girl,Marquis Theatre,372260.0,,36.56,,10181,1570,0.8106,8,0
1989-10-01,18,3868356.0,Orpheus Descending,Neil Simon Theatre,288748.0,,27.66,,10440,1320,0.9886,8,0
1989-10-01,18,3868356.0,Rumors,Ethel Barrymore Theatre,165427.0,,25.92,,6381,1218,0.6549,8,0
1989-10-01,18,3868356.0,Shirley Valentine,Booth Theatre,78612.0,,21.14,,3719,777,0.5983,8,0
1989-10-01,18,3868356.0,Sweeney Todd,Circle in the Square Theatre,102133.0,,25.17,,4058,592,0.8568,8,0
1989-10-01,18,3868356.0,The Phantom of the Opera,Majestic Theatre,553094.0,,42.23,,13096,1609,1.0174,8,0
1989-10-08,19,4101151.0,A Chorus Line,Sam S. Shubert Theatre,184074.0,,33.51,,5493,1472,0.4665,8,0
1989-10-08,19,4101151.0,Black and Blue,Minskoff Theatre,405749.0,,40.11,,10115,1586,0.7972,8,0
1989-10-08,19,4101151.0,Cats,Winter Garden Theatre,425756.0,,38.02,,11198,1482,0.9445,8,0
1989-10-08,19,4101151.0,Jerome Robbins' Broadway,Imperial Theatre,524346.0,,46.45,,11288,1415,0.9972,8,0
1989-10-08,19,4101151.0,Lend Me a Tenor,Royale Theatre,173401.0,,27.74,,6250,1078,0.7247,8,0
1989-10-08,19,4101151.0,Les Miserables,Imperial Theatre,490988.0,,40.53,,12113,1752,0.8642,8,0
1989-10-08,19,4101151.0,M. Butterfly,Eugene O'Neill Theatre,196620.0,,29.82,,6594,1059,0.7783,8,0
1989-10-08,19,4101151.0,Mastergate,Criterion Center Stage Right,61889.0,,20.04,,3089,499,0.7738,0,8
1989-10-08,19,4101151.0,Me and My Girl,Marquis Theatre,401555.0,,37.21,,10793,1570,0.8593,8,0
1989-10-08,19,4101151.0,Orpheus Descending,Neil Simon Theatre,317822.0,,34.85,,9119,1320,0.8635,8,0
1989-10-08,19,4101151.0,Rumors,Ethel Barrymore Theatre,175904.0,,28.28,,6221,1218,0.6384,8,0
1989-10-08,19,4101151.0,Shirley Valentine,Booth Theatre,83213.0,,21.88,,3804,777,0.612,8,0
1989-10-08,19,4101151.0,Sweeney Todd,Circle in the Square Theatre,109223.0,,26.81,,4074,592,0.8602,8,0
1989-10-08,19,4101151.0,The Phantom of the Opera,Majestic Theatre,550611.0,,42.04,,13096,1609,1.0174,8,0
1989-10-15,20,4320520.0,A Chorus Line,Sam S. Shubert Theatre,198670.0,,32.78,,6061,1472,0.5147,8,0
1989-10-15,20,4320520.0,Black and Blue,Minskoff Theatre,404317.0,,39.91,,10132,1586,0.7985,8,0
1989-10-15,20,4320520.0,Cats,Winter Garden Theatre,449094.0,,39.31,,11424,1482,0.9636,8,0
1989-10-15,20,4320520.0,Dangerous Games,Nederlander Theatre,74050.0,,14.62,,5066,1160,0.5459,0,8
1989-10-15,20,4320520.0,Jerome Robbins' Broadway,Imperial Theatre,524931.0,,47.08,,11149,1415,0.9849,8,0
1989-10-15,20,4320520.0,Lend Me a Tenor,Royale Theatre,174636.0,,27.22,,6416,1078,0.744,8,0
1989-10-15,20,4320520.0,Les Miserables,Imperial Theatre,526017.0,,40.09,,13120,1752,0.9361,8,0
1989-10-15,20,4320520.0,M. Butterfly,Eugene O'Neill Theatre,212936.0,,30.39,,7007,1059,0.8271,8,0
1989-10-15,20,4320520.0,Mastergate,Criterion Center Stage Right,58064.0,,24.6,,2360,499,0.5912,5,3
1989-10-15,20,4320520.0,Me and My Girl,Marquis Theatre,387908.0,,37.08,,10460,1570,0.8328,8,0
1989-10-15,20,4320520.0,Orpheus Descending,Neil Simon Theatre,315467.0,,33.77,,9341,1320,0.8846,8,0
1989-10-15,20,4320520.0,Rumors,Ethel Barrymore Theatre,180776.0,,27.93,,6473,1218,0.6643,8,0
1989-10-15,20,4320520.0,Shirley Valentine,Booth Theatre,90204.0,,21.06,,4284,777,0.6892,8,0
1989-10-15,20,4320520.0,Sweeney Todd,Circle in the Square Theatre,104014.0,,25.89,,4018,592,0.8484,8,0
1989-10-15,20,4320520.0,The Phantom of the Opera,Majestic Theatre,550296.0,,42.02,,13096,1609,1.0174,8,0
1989-10-15,20,4320520.0,The Secret Rapture,Ethel Barrymore Theatre,69140.0,,16.12,,4289,1096,0.559,0,7
1989-10-22,21,5165736.0,A Chorus Line,Sam S. Shubert Theatre,199618.0,,33.19,,6015,1472,0.5108,8,0
1989-10-22,21,5165736.0,Black and Blue,Minskoff Theatre,421842.0,,39.99,,10549,1586,0.8314,8,0
1989-10-22,21,5165736.0,Cats,Winter Garden Theatre,459344.0,,39.47,,11638,1482,0.9816,8,0
1989-10-22,21,5165736.0,Dangerous Games,Nederlander Theatre,68500.0,,15.22,,4500,1160,0.4849,4,4
1989-10-22,21,5165736.0,Grand Hotel,Gershwin Theatre,258516.0,,26.77,,9658,1292,0.9344,0,8
1989-10-22,21,5165736.0,Jerome Robbins' Broadway,Imperial Theatre,528328.0,,46.81,,11286,1415,0.997,8,0
1989-10-22,21,5165736.0,Lend Me a Tenor,Royale Theatre,167544.0,,28.94,,5789,1078,0.6713,8,0
1989-10-22,21,5165736.0,Les Miserables,Imperial Theatre,548612.0,,40.1,,13682,1752,0.9762,8,0
1989-10-22,21,5165736.0,M. Butterfly,Eugene O'Neill Theatre,211504.0,,30.79,,6870,1059,0.8109,8,0
1989-10-22,21,5165736.0,Mastergate,Criterion Center Stage Right,72284.0,,27.19,,2658,499,0.6658,8,0
1989-10-22,21,5165736.0,Me and My Girl,Marquis Theatre,389716.0,,36.93,,10552,1570,0.8401,8,0
1989-10-22,21,5165736.0,Meet Me in St. Louis,Gershwin Theatre,207399.0,,26.43,,7848,1909,0.8222,0,5
1989-10-22,21,5165736.0,Orpheus Descending,Neil Simon Theatre,305407.0,,33.31,,9169,1320,0.8683,8,0
1989-10-22,21,5165736.0,Rumors,Ethel Barrymore Theatre,196965.0,,29.12,,6764,1218,0.6942,8,0
1989-10-22,21,5165736.0,Shirley Valentine,Booth Theatre,84371.0,,21.32,,3957,777,0.6366,8,0
