week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
1985-06-09,1,3915937.0,42nd Street,St. James Theatre,282368.0,,30.42,,9281,1655,0.701,8,0
1985-06-09,1,3915937.0,A Chorus Line,Sam S. Shubert Theatre,222584.0,,27.25,,8167,1472,0.6935,8,0
1985-06-09,1,3915937.0,Aren't We All?,Brooks Atkinson Theatre,249272.0,,33.75,,7386,1088,0.8486,8,0
1985-06-09,1,3915937.0,Arms and the Man,Circle in the Square Theatre,95688.0,,20.87,,4586,682,0.8405,8,0
1985-06-09,1,3915937.0,As Is,Lyceum Theatre,61059.0,,20.78,,2938,684,0.5369,8,0
1985-06-09,1,3915937.0,Big River,Eugene O'Neill Theatre,255386.0,,31.96,,7992,1018,0.9813,8,0
1985-06-09,1,3915937.0,Biloxi Blues,Neil Simon Theatre,306839.0,,28.33,,10831,1336,1.0134,8,0
1985-06-09,1,3915937.0,Brighton Beach Memoirs,46th Street Theatre,107392.0,,18.93,,5672,1368,0.5183,8,0
1985-06-09,1,3915937.0,Cats,Winter Garden Theatre,461880.0,,38.35,,12043,1482,1.0158,8,0
1985-06-09,1,3915937.0,Doubles,Ritz Theatre,47452.0,,17.52,,2709,499,0.6786,8,0
1985-06-09,1,3915937.0,Grind,Mark Hellinger Theatre,189253.0,,32.62,,5801,1591,0.4558,8,0
1985-06-09,1,3915937.0,La Cage aux Folles,Palace Theatre,408860.0,,34.3,,11921,1683,0.8854,8,0
1985-06-09,1,3915937.0,Leader of the Pack,Ambassador Theatre,122005.0,,23.42,,5210,1083,0.6013,8,0
1985-06-09,1,3915937.0,Oh! Calcutta!,Edison Theatre,32330.0,,14.22,,2273,499,0.5061,9,0
1985-06-09,1,3915937.0,Singin' in the Rain,Gershwin Theatre,243424.0,,24.05,,10120,1933,0.6544,0,8
1985-06-09,1,3915937.0,Sunday in the Park with George,Booth Theatre,153364.0,,31.43,,4880,771,0.7912,8,0
1985-06-09,1,3915937.0,The King and I,Broadway Theatre,407169.0,,40.84,,9969,1765,0.706,8,0
1985-06-09,1,3915937.0,The Odd Couple,Broadhurst Theatre,91056.0,,24.17,,3768,1181,0.3988,0,8
1985-06-09,1,3915937.0,The Tap Dance Kid,Minskoff Theatre,178556.0,,26.78,,6667,1621,0.5141,8,0
1985-06-16,2,3685742.0,42nd Street,St. James Theatre,301417.0,,29.46,,10231,1655,0.7727,8,0
1985-06-16,2,3685742.0,A Chorus Line,Sam S. Shubert Theatre,219204.0,,27.68,,7918,1472,0.6724,8,0
1985-06-16,2,3685742.0,Aren't We All?,Brooks Atkinson Theatre,203994.0,,32.43,,6291,1088,0.7228,8,0
1985-06-16,2,3685742.0,Arms and the Man,Circle in the Square Theatre,94331.0,,20.2,,4669,682,0.8558,8,0
1985-06-16,2,3685742.0,As Is,Lyceum Theatre,66373.0,,20.19,,3288,684,0.6009,8,0
1985-06-16,2,3685742.0,Big River,Eugene O'Neill Theatre,264247.0,,33.23,,7952,1018,0.9764,8,0
1985-06-16,2,3685742.0,Biloxi Blues,Neil Simon Theatre,310012.0,,28.34,,10939,1336,1.0235,8,0
1985-06-16,2,3685742.0,Brighton Beach Memoirs,46th Street Theatre,107456.0,,16.49,,6516,1368,0.5954,8,0
1985-06-16,2,3685742.0,Cats,Winter Garden Theatre,458353.0,,38.1,,12029,1482,1.0146,8,0
1985-06-16,2,3685742.0,Doubles,Ritz Theatre,55777.0,,17.84,,3126,499,0.7831,8,0
1985-06-16,2,3685742.0,Grind,Mark Hellinger Theatre,146812.0,,29.82,,4924,1591,0.3869,8,0
1985-06-16,2,3685742.0,La Cage aux Folles,Palace Theatre,413116.0,,34.41,,12007,1683,0.8918,8,0
1985-06-16,2,3685742.0,Leader of the Pack,Ambassador Theatre,123752.0,,24.77,,4996,1083,0.5766,8,0
1985-06-16,2,3685742.0,Oh! Calcutta!,Edison Theatre,33890.0,,14.22,,2383,499,0.5969,8,0
1985-06-16,2,3685742.0,Singin' in the Rain,Gershwin Theatre,235688.0,,27.01,,8727,1933,0.5643,0,8
1985-06-16,2,3685742.0,Sunday in the Park with George,Booth Theatre,156980.0,,30.52,,5143,771,0.8338,8,0
1985-06-16,2,3685742.0,The King and I,Broadway Theatre,177896.0,,38.31,,4644,1765,0.6578,4,0
1985-06-16,2,3685742.0,The Odd Couple,Broadhurst Theatre,142402.0,,25.87,,5505,1181,0.5827,7,1
1985-06-16,2,3685742.0,The Tap Dance Kid,Minskoff Theatre,174042.0,,27.34,,6367,1621,0.491,8,0
1985-06-23,3,3690242.0,42nd Street,St. James Theatre,296438.0,,30.26,,9797,1655,0.74,8,0
1985-06-23,3,3690242.0,A Chorus Line,Sam S. Shubert Theatre,228426.0,,28.21,,8096,1472,0.6875,8,0
1985-06-23,3,3690242.0,Aren't We All?,Brooks Atkinson Theatre,207292.0,,32.51,,6376,1088,0.7325,8,0
1985-06-23,3,3690242.0,Arms and the Man,Circle in the Square Theatre,92265.0,,20.14,,4582,682,0.8398,8,0
1985-06-23,3,3690242.0,As Is,Lyceum Theatre,70747.0,,18.87,,3749,684,0.6851,8,0
1985-06-23,3,3690242.0,Big River,Eugene O'Neill Theatre,273593.0,,33.9,,8071,1018,0.991,8,0
1985-06-23,3,3690242.0,Biloxi Blues,Neil Simon Theatre,311884.0,,28.4,,10983,1336,1.0276,8,0
1985-06-23,3,3690242.0,Brighton Beach Memoirs,46th Street Theatre,121099.0,,18.95,,6391,1368,0.584,8,0
1985-06-23,3,3690242.0,Cats,Winter Garden Theatre,463040.0,,38.47,,12036,1482,1.0152,8,0
1985-06-23,3,3690242.0,Doubles,Ritz Theatre,66309.0,,18.84,,3519,499,0.8815,8,0
1985-06-23,3,3690242.0,La Cage aux Folles,Palace Theatre,426593.0,,35.17,,12128,1683,0.9008,8,0
1985-06-23,3,3690242.0,Leader of the Pack,Ambassador Theatre,122722.0,,24.11,,5090,1083,0.5875,8,0
1985-06-23,3,3690242.0,Oh! Calcutta!,Edison Theatre,35108.0,,14.23,,2467,499,0.5493,9,0
1985-06-23,3,3690242.0,Singin' in the Rain,Gershwin Theatre,140952.0,,29.27,,4816,1933,0.4152,0,6
1985-06-23,3,3690242.0,Sunday in the Park with George,Booth Theatre,153953.0,,30.13,,5109,771,0.8283,8,0
1985-06-23,3,3690242.0,The King and I,Broadway Theatre,318174.0,,39.65,,8025,1765,0.9093,5,0
1985-06-23,3,3690242.0,The Odd Couple,Broadhurst Theatre,184435.0,,25.96,,7105,1181,0.752,8,0
1985-06-23,3,3690242.0,The Tap Dance Kid,Minskoff Theatre,177212.0,,26.91,,6585,1621,0.5078,8,0
1985-06-30,4,3986642.0,42nd Street,St. James Theatre,292841.0,,29.41,,9957,1655,0.752,8,0
1985-06-30,4,3986642.0,A Chorus Line,Sam S. Shubert Theatre,230472.0,,29.39,,7841,1472,0.6658,8,0
1985-06-30,4,3986642.0,Aren't We All?,Brooks Atkinson Theatre,210620.0,,31.76,,6632,1088,0.7619,8,0
1985-06-30,4,3986642.0,Arms and the Man,Circle in the Square Theatre,94546.0,,19.96,,4737,682,0.8682,8,0
1985-06-30,4,3986642.0,As Is,Lyceum Theatre,79324.0,,19.61,,4045,684,0.7392,8,0
1985-06-30,4,3986642.0,Big River,Eugene O'Neill Theatre,292678.0,,35.67,,8205,1018,1.0075,8,0
1985-06-30,4,3986642.0,Biloxi Blues,Neil Simon Theatre,308513.0,,27.94,,11043,1336,1.0332,8,0
1985-06-30,4,3986642.0,Brighton Beach Memoirs,46th Street Theatre,123915.0,,19.3,,6421,1368,0.5867,8,0
1985-06-30,4,3986642.0,Cats,Winter Garden Theatre,465011.0,,38.78,,11991,1482,1.0114,8,0
1985-06-30,4,3986642.0,Doubles,Ritz Theatre,69184.0,,18.9,,3660,499,0.9168,8,0
1985-06-30,4,3986642.0,La Cage aux Folles,Palace Theatre,414452.0,,34.37,,12058,1683,0.8956,8,0
1985-06-30,4,3986642.0,Leader of the Pack,Ambassador Theatre,115667.0,,25.18,,4594,1083,0.5302,8,0
1985-06-30,4,3986642.0,Oh! Calcutta!,Edison Theatre,33246.0,,14.22,,2338,499,0.5206,9,0
1985-06-30,4,3986642.0,Singin' in the Rain,Gershwin Theatre,158132.0,,28.41,,5566,1933,0.3599,0,8
1985-06-30,4,3986642.0,Sunday in the Park with George,Booth Theatre,147551.0,,24.74,,5965,771,0.9671,8,0
1985-06-30,4,3986642.0,The King and I,Broadway Theatre,605546.0,,43.78,,13833,1765,0.9797,8,0
1985-06-30,4,3986642.0,The Odd Couple,Broadhurst Theatre,168628.0,,25.84,,6525,1181,0.6906,8,0
1985-06-30,4,3986642.0,The Tap Dance Kid,Minskoff Theatre,176316.0,,27.46,,6421,1621,0.4951,8,0
1985-07-07,5,2929052.0,42nd Street,St. James Theatre,235685.0,,28.44,,8288,1655,0.626,8,0
1985-07-07,5,2929052.0,A Chorus Line,Sam S. Shubert Theatre,183355.0,,29.65,,6184,1472,0.5251,8,0
1985-07-07,5,2929052.0,Aren't We All?,Brooks Atkinson Theatre,177952.0,,29.89,,5953,1088,0.6839,8,0
1985-07-07,5,2929052.0,Arms and the Man,Circle in the Square Theatre,79715.0,,20.39,,3910,682,0.7166,8,0
1985-07-07,5,2929052.0,As Is,Lyceum Theatre,75075.0,,17.83,,4210,684,0.7694,8,0
1985-07-07,5,2929052.0,Big River,Eugene O'Neill Theatre,267335.0,,33.95,,7874,1018,0.9668,8,0
1985-07-07,5,2929052.0,Biloxi Blues,Neil Simon Theatre,276542.0,,31.51,,8775,1336,0.821,8,0
1985-07-07,5,2929052.0,Brighton Beach Memoirs,46th Street Theatre,95933.0,,18.22,,5266,1368,0.4812,8,0
1985-07-07,5,2929052.0,Cats,Winter Garden Theatre,471456.0,,39.06,,12069,1482,1.018,8,0
1985-07-07,5,2929052.0,Doubles,Ritz Theatre,60204.0,,16.65,,3615,499,0.9056,8,0
1985-07-07,5,2929052.0,La Cage aux Folles,Palace Theatre,392549.0,,34.13,,11500,1683,0.8541,8,0
1985-07-07,5,2929052.0,Leader of the Pack,Ambassador Theatre,81304.0,,19.72,,4123,1083,0.4759,8,0
1985-07-07,5,2929052.0,Oh! Calcutta!,Edison Theatre,32298.0,,14.23,,2269,499,0.5052,9,0
1985-07-07,5,2929052.0,Singin' in the Rain,Gershwin Theatre,109538.0,,30.6,,3580,1933,0.2315,7,1
1985-07-07,5,2929052.0,Sunday in the Park with George,Booth Theatre,126401.0,,24.09,,5248,771,0.8508,8,0
1985-07-07,5,2929052.0,The Odd Couple,Broadhurst Theatre,141575.0,,22.17,,6386,1181,0.6759,8,0
1985-07-07,5,2929052.0,The Tap Dance Kid,Minskoff Theatre,122135.0,,26.94,,4534,1621,0.3496,8,0
1985-07-14,6,3072770.0,42nd Street,St. James Theatre,252046.0,,29.29,,8606,1655,0.65,8,0
1985-07-14,6,3072770.0,A Chorus Line,Sam S. Shubert Theatre,192005.0,,29.3,,6552,1472,0.5564,8,0
1985-07-14,6,3072770.0,Aren't We All?,Brooks Atkinson Theatre,213901.0,,31.77,,6732,1088,0.7734,8,0
1985-07-14,6,3072770.0,Arms and the Man,Circle in the Square Theatre,61130.0,,20.73,,2949,682,0.5405,8,0
1985-07-14,6,3072770.0,As Is,Lyceum Theatre,74784.0,,17.08,,4379,684,0.8003,8,0
1985-07-14,6,3072770.0,Big River,Eugene O'Neill Theatre,285309.0,,34.93,,8169,1018,1.0031,8,0
1985-07-14,6,3072770.0,Biloxi Blues,Neil Simon Theatre,288929.0,,27.86,,10369,1336,0.9702,8,0
1985-07-14,6,3072770.0,Brighton Beach Memoirs,46th Street Theatre,94826.0,,18.58,,5103,1368,0.4663,8,0
1985-07-14,6,3072770.0,Cats,Winter Garden Theatre,470452.0,,39.14,,12020,1482,1.0138,8,0
1985-07-14,6,3072770.0,Doubles,Ritz Theatre,61308.0,,17.43,,3517,499,0.881,8,0
1985-07-14,6,3072770.0,La Cage aux Folles,Palace Theatre,402772.0,,34.42,,11700,1683,0.869,8,0
1985-07-14,6,3072770.0,Leader of the Pack,Ambassador Theatre,94973.0,,19.58,,4851,1083,0.5599,8,0
1985-07-14,6,3072770.0,Oh! Calcutta!,Edison Theatre,31947.0,,14.22,,2247,499,0.5003,9,0
1985-07-14,6,3072770.0,Singin' in the Rain,Gershwin Theatre,135628.0,,29.91,,4535,1933,0.2933,8,0
1985-07-14,6,3072770.0,Sunday in the Park with George,Booth Theatre,122045.0,,26.6,,4588,771,0.7438,8,0
1985-07-14,6,3072770.0,The Odd Couple,Broadhurst Theatre,163507.0,,23.03,,7100,1181,0.7515,8,0
1985-07-14,6,3072770.0,The Tap Dance Kid,Minskoff Theatre,127208.0,,27.3,,4659,1621,0.3593,8,0
1985-07-21,7,3260312.0,42nd Street,St. James Theatre,292708.0,,29.75,,9838,1655,0.7431,8,0
1985-07-21,7,3260312.0,A Chorus Line,Sam S. Shubert Theatre,221613.0,,27.96,,7925,1472,0.673,8,0
1985-07-21,7,3260312.0,Aren't We All?,Brooks Atkinson Theatre,242361.0,,31.84,,7613,1088,0.8747,8,0
1985-07-21,7,3260312.0,Arms and the Man,Circle in the Square Theatre,59055.0,,20.34,,2904,682,0.5323,8,0
1985-07-21,7,3260312.0,As Is,Lyceum Theatre,78172.0,,16.93,,4617,684,0.8438,8,0
1985-07-21,7,3260312.0,Big River,Eugene O'Neill Theatre,282254.0,,34.4,,8206,1018,1.0076,8,0
1985-07-21,7,3260312.0,Biloxi Blues,Neil Simon Theatre,287590.0,,27.11,,10610,1336,0.9927,8,0
1985-07-21,7,3260312.0,Brighton Beach Memoirs,46th Street Theatre,99940.0,,18.38,,5438,1368,0.4969,8,0
1985-07-21,7,3260312.0,Cats,Winter Garden Theatre,465589.0,,38.75,,12015,1482,1.0134,8,0
1985-07-21,7,3260312.0,Doubles,Ritz Theatre,64884.0,,18.34,,3537,499,0.886,8,0
1985-07-21,7,3260312.0,La Cage aux Folles,Palace Theatre,390698.0,,39.08,,9997,1683,0.7425,8,0
1985-07-21,7,3260312.0,Leader of the Pack,Ambassador Theatre,107966.0,,21.61,,4996,1083,0.5766,8,0
1985-07-21,7,3260312.0,Oh! Calcutta!,Edison Theatre,30099.0,,14.22,,2117,499,0.4714,9,0
1985-07-21,7,3260312.0,Singin' in the Rain,Gershwin Theatre,199436.0,,29.7,,6715,1933,0.4342,8,0
1985-07-21,7,3260312.0,Sunday in the Park with George,Booth Theatre,121307.0,,26.12,,4645,771,0.7531,8,0
1985-07-21,7,3260312.0,The Odd Couple,Broadhurst Theatre,165166.0,,23.05,,7165,1181,0.7584,8,0
1985-07-21,7,3260312.0,The Tap Dance Kid,Minskoff Theatre,151474.0,,27.34,,5540,1621,0.4272,8,0
1985-07-28,8,2989271.0,42nd Street,St. James Theatre,298993.0,,29.14,,10260,1655,0.7749,8,0
1985-07-28,8,2989271.0,A Chorus Line,Sam S. Shubert Theatre,221924.0,,28.39,,7818,1472,0.6639,8,0
1985-07-28,8,2989271.0,Arms and the Man,Circle in the Square Theatre,75553.0,,19.49,,3876,682,0.7104,8,0
1985-07-28,8,2989271.0,As Is,Lyceum Theatre,71798.0,,16.24,,4421,684,0.8079,8,0
1985-07-28,8,2989271.0,Big River,Eugene O'Neill Theatre,296883.0,,36.18,,8206,1018,1.0076,8,0
1985-07-28,8,2989271.0,Biloxi Blues,Neil Simon Theatre,288256.0,,26.73,,10786,1336,1.0092,8,0
1985-07-28,8,2989271.0,Brighton Beach Memoirs,46th Street Theatre,106670.0,,17.8,,5992,1368,0.5475,8,0
1985-07-28,8,2989271.0,Cats,Winter Garden Theatre,466630.0,,38.82,,12019,1482,1.0137,8,0
1985-07-28,8,2989271.0,Doubles,Ritz Theatre,67931.0,,18.26,,3720,499,0.9319,8,0
1985-07-28,8,2989271.0,La Cage aux Folles,Palace Theatre,408931.0,,34.54,,11841,1683,0.8795,8,0
1985-07-28,8,2989271.0,Oh! Calcutta!,Edison Theatre,30558.0,,14.23,,2147,499,0.4781,9,0
1985-07-28,8,2989271.0,Singin' in the Rain,Gershwin Theatre,224685.0,,30.16,,7449,1933,0.4817,8,0
1985-07-28,8,2989271.0,Sunday in the Park with George,Booth Theatre,124033.0,,28.74,,4315,771,0.6996,8,0
1985-07-28,8,2989271.0,The Odd Couple,Broadhurst Theatre,164469.0,,25.48,,6456,1181,0.6833,8,0
1985-07-28,8,2989271.0,The Tap Dance Kid,Minskoff Theatre,141957.0,,26.42,,5374,1621,0.4144,8,0
1985-08-04,9,2999130.0,42nd Street,St. James Theatre,273645.0,,29.38,,9314,1655,0.7035,8,0
1985-08-04,9,2999130.0,A Chorus Line,Sam S. Shubert Theatre,221873.0,,28.67,,7739,1472,0.6572,8,0
1985-08-04,9,2999130.0,Arms and the Man,Circle in the Square Theatre,52820.0,,16.73,,3157,682,0.5786,8,0
1985-08-04,9,2999130.0,As Is,Lyceum Theatre,75222.0,,16.9,,4450,684,0.8132,8,0
1985-08-04,9,2999130.0,Big River,Eugene O'Neill Theatre,292503.0,,36.02,,8120,1018,0.9971,8,0
1985-08-04,9,2999130.0,Biloxi Blues,Neil Simon Theatre,281677.0,,26.62,,10581,1336,0.99,8,0
1985-08-04,9,2999130.0,Brighton Beach Memoirs,46th Street Theatre,117727.0,,17.59,,6691,1368,0.6114,8,0
1985-08-04,9,2999130.0,Cats,Winter Garden Theatre,496136.0,,41.24,,12031,1482,1.0148,8,0
1985-08-04,9,2999130.0,Doubles,Ritz Theatre,71166.0,,19.19,,3709,499,0.9291,8,0
1985-08-04,9,2999130.0,La Cage aux Folles,Palace Theatre,380020.0,,34.55,,11000,1683,0.817,8,0
1985-08-04,9,2999130.0,Oh! Calcutta!,Edison Theatre,37101.0,,14.25,,2604,499,0.5798,9,0
1985-08-04,9,2999130.0,Singin' in the Rain,Gershwin Theatre,243138.0,,28.89,,8415,1933,0.5442,8,0
1985-08-04,9,2999130.0,Sunday in the Park with George,Booth Theatre,129002.0,,28.74,,4489,771,0.7278,8,0
1985-08-04,9,2999130.0,The Odd Couple,Broadhurst Theatre,160674.0,,24.56,,6541,1181,0.6923,8,0
1985-08-04,9,2999130.0,The Tap Dance Kid,Minskoff Theatre,166426.0,,25.33,,6570,1621,0.5066,8,0
1985-08-11,10,3161255.0,42nd Street,St. James Theatre,295896.0,,29.45,,10048,1655,0.7589,8,0
1985-08-11,10,3161255.0,A Chorus Line,Sam S. Shubert Theatre,248522.0,,28.42,,8746,1472,0.7427,8,0
1985-08-11,10,3161255.0,Arms and the Man,Circle in the Square Theatre,83452.0,,18.26,,4569,682,0.8374,8,0
1985-08-11,10,3161255.0,As Is,Lyceum Theatre,74144.0,,17.46,,4246,684,0.776,8,0
1985-08-11,10,3161255.0,Big River,Eugene O'Neill Theatre,300266.0,,36.86,,8146,1018,1.0002,8,0
1985-08-11,10,3161255.0,Biloxi Blues,Neil Simon Theatre,290979.0,,26.98,,10786,1336,1.0092,8,0
1985-08-11,10,3161255.0,Brighton Beach Memoirs,46th Street Theatre,115156.0,,18.66,,6170,1368,0.5638,8,0
1985-08-11,10,3161255.0,Cats,Winter Garden Theatre,467829.0,,38.91,,12024,1482,1.0142,8,0
1985-08-11,10,3161255.0,Doubles,Ritz Theatre,77267.0,,21.45,,3602,499,0.9023,8,0
1985-08-11,10,3161255.0,La Cage aux Folles,Palace Theatre,420820.0,,38.08,,11050,1683,0.8207,8,0
1985-08-11,10,3161255.0,Oh! Calcutta!,Edison Theatre,36843.0,,14.25,,2585,499,0.5756,9,0
1985-08-11,10,3161255.0,Singin' in the Rain,Gershwin Theatre,254139.0,,33.08,,7683,1933,0.4968,8,0
1985-08-11,10,3161255.0,Sunday in the Park with George,Booth Theatre,158142.0,,27.59,,5731,771,0.9292,8,0
1985-08-11,10,3161255.0,The Odd Couple,Broadhurst Theatre,167553.0,,25.66,,6529,1181,0.691,8,0
1985-08-11,10,3161255.0,The Tap Dance Kid,Minskoff Theatre,170247.0,,25.62,,6645,1621,0.5124,8,0
1985-08-18,11,3200365.0,42nd Street,St. James Theatre,347623.0,,33.37,,10416,1655,0.7867,8,0
1985-08-18,11,3200365.0,A Chorus Line,Sam S. Shubert Theatre,285858.0,,28.52,,10023,1472,0.8511,8,0
1985-08-18,11,3200365.0,Arms and the Man,Circle in the Square Theatre,52110.0,,17.43,,2990,682,0.548,8,0
1985-08-18,11,3200365.0,As Is,Lyceum Theatre,83119.0,,17.67,,4705,684,0.8598,8,0
1985-08-18,11,3200365.0,Big River,Eugene O'Neill Theatre,307622.0,,37.74,,8152,1018,1.001,8,0
1985-08-18,11,3200365.0,Biloxi Blues,Neil Simon Theatre,298553.0,,27.61,,10815,1336,1.0119,8,0
1985-08-18,11,3200365.0,Brighton Beach Memoirs,46th Street Theatre,132770.0,,18.18,,7302,1368,0.6672,8,0
1985-08-18,11,3200365.0,Cats,Winter Garden Theatre,467007.0,,38.82,,12029,1482,1.0146,8,0
1985-08-18,11,3200365.0,Doubles,Ritz Theatre,75758.0,,21.06,,3597,499,0.9011,8,0
1985-08-18,11,3200365.0,La Cage aux Folles,Palace Theatre,448050.0,,35.38,,12664,1683,0.9406,8,0
1985-08-18,11,3200365.0,Oh! Calcutta!,Edison Theatre,43638.0,,14.26,,3060,499,0.6814,9,0
1985-08-18,11,3200365.0,Singin' in the Rain,Gershwin Theatre,300251.0,,29.8,,10077,1933,0.6516,8,0
1985-08-18,11,3200365.0,Sunday in the Park with George,Booth Theatre,169714.0,,28.36,,5985,771,0.9703,8,0
1985-08-18,11,3200365.0,The Odd Couple,Broadhurst Theatre,188292.0,,25.89,,7272,1181,0.7697,8,0
1985-08-25,12,3099133.0,42nd Street,St. James Theatre,341894.0,,29.09,,11754,1655,0.8878,8,0
1985-08-25,12,3099133.0,A Chorus Line,Sam S. Shubert Theatre,275565.0,,27.78,,9918,1472,0.8422,8,0
1985-08-25,12,3099133.0,Arms and the Man,Circle in the Square Theatre,55426.0,,17.6,,3149,682,0.5772,8,0
1985-08-25,12,3099133.0,As Is,Lyceum Theatre,90086.0,,18.04,,4993,684,0.9125,8,0
1985-08-25,12,3099133.0,Big River,Eugene O'Neill Theatre,306577.0,,37.69,,8134,1018,0.9988,8,0
1985-08-25,12,3099133.0,Biloxi Blues,Neil Simon Theatre,296460.0,,27.05,,10961,1336,1.0255,8,0
1985-08-25,12,3099133.0,Brighton Beach Memoirs,46th Street Theatre,128344.0,,18.89,,6796,1368,0.621,8,0
1985-08-25,12,3099133.0,Cats,Winter Garden Theatre,469538.0,,39.07,,12019,1482,1.0137,8,0
1985-08-25,12,3099133.0,Doubles,Ritz Theatre,74070.0,,20.7,,3579,499,0.8965,8,0
1985-08-25,12,3099133.0,La Cage aux Folles,Palace Theatre,422990.0,,35.46,,11929,1683,0.886,8,0
1985-08-25,12,3099133.0,Oh! Calcutta!,Edison Theatre,42037.0,,14.25,,2950,499,0.6569,9,0
1985-08-25,12,3099133.0,Singin' in the Rain,Gershwin Theatre,290986.0,,32.3,,9009,1933,0.5826,8,0
1985-08-25,12,3099133.0,Sunday in the Park with George,Booth Theatre,155738.0,,26.87,,5795,771,0.9395,8,0
1985-08-25,12,3099133.0,The Odd Couple,Broadhurst Theatre,149422.0,,24.91,,5999,1181,0.6349,8,0
1985-09-01,13,3117089.0,42nd Street,St. James Theatre,343578.0,,29.94,,11475,1655,0.8667,8,0
1985-09-01,13,3117089.0,A Chorus Line,Sam S. Shubert Theatre,254608.0,,28.62,,8896,1472,0.7554,8,0
1985-09-01,13,3117089.0,Arms and the Man,Circle in the Square Theatre,72695.0,,18.51,,3927,682,0.7198,8,0
1985-09-01,13,3117089.0,As Is,Lyceum Theatre,74598.0,,19.25,,3875,684,0.7082,8,0
1985-09-01,13,3117089.0,Big River,Eugene O'Neill Theatre,303347.0,,37.27,,8140,1018,0.9995,8,0
1985-09-01,13,3117089.0,Biloxi Blues,Neil Simon Theatre,279943.0,,26.28,,10653,1336,0.9967,8,0
1985-09-01,13,3117089.0,Brighton Beach Memoirs,46th Street Theatre,146256.0,,18.52,,7896,1368,0.7215,8,0
1985-09-01,13,3117089.0,Cats,Winter Garden Theatre,467790.0,,39.05,,11978,1482,1.0103,8,0
1985-09-01,13,3117089.0,Doubles,Ritz Theatre,81971.0,,22.14,,3702,499,0.9274,8,0
1985-09-01,13,3117089.0,La Cage aux Folles,Palace Theatre,420642.0,,35.18,,11956,1683,0.888,8,0
1985-09-01,13,3117089.0,Oh! Calcutta!,Edison Theatre,50090.0,,15.04,,3330,499,0.7415,9,0
1985-09-01,13,3117089.0,Singin' in the Rain,Gershwin Theatre,311262.0,,29.58,,10524,1933,0.6805,8,0
1985-09-01,13,3117089.0,Sunday in the Park with George,Booth Theatre,152527.0,,27.21,,5606,771,0.9089,8,0
1985-09-01,13,3117089.0,The Odd Couple,Broadhurst Theatre,157782.0,,23.95,,6587,1181,0.6972,8,0
1985-09-08,14,2474396.0,42nd Street,St. James Theatre,219745.0,,30.31,,7251,1655,0.5477,8,0
1985-09-08,14,2474396.0,A Chorus Line,Sam S. Shubert Theatre,172328.0,,29.37,,5868,1472,0.4983,8,0
1985-09-08,14,2474396.0,As Is,Lyceum Theatre,52284.0,,19.51,,2680,684,0.4898,8,0
1985-09-08,14,2474396.0,Big River,Eugene O'Neill Theatre,252347.0,,34.37,,7342,1018,0.9015,8,0
1985-09-08,14,2474396.0,Biloxi Blues,Neil Simon Theatre,212616.0,,27.02,,7868,1336,0.7362,8,0
1985-09-08,14,2474396.0,Brighton Beach Memoirs,46th Street Theatre,81921.0,,18.84,,4348,1368,0.3973,8,0
1985-09-08,14,2474396.0,Cats,Winter Garden Theatre,467305.0,,38.91,,12009,1482,1.0129,8,0
1985-09-08,14,2474396.0,Doubles,Ritz Theatre,60982.0,,20.99,,2905,499,0.7277,8,0
1985-09-08,14,2474396.0,La Cage aux Folles,Palace Theatre,350580.0,,33.62,,10427,1683,0.7744,8,0
1985-09-08,14,2474396.0,Oh! Calcutta!,Edison Theatre,39163.0,,14.26,,2746,499,0.6114,9,0
1985-09-08,14,2474396.0,Singin' in the Rain,Gershwin Theatre,226665.0,,31.97,,7089,1933,0.4584,8,0
1985-09-08,14,2474396.0,Song and Dance,Royale Theatre,118201.0,,32.09,,3684,1069,0.6892,0,5
1985-09-08,14,2474396.0,Sunday in the Park with George,Booth Theatre,117529.0,,28.51,,4123,771,0.6685,8,0
1985-09-08,14,2474396.0,The Odd Couple,Broadhurst Theatre,102730.0,,25.47,,4033,1181,0.4269,8,0
1985-09-15,15,2844860.0,42nd Street,St. James Theatre,240626.0,,30.5,,7890,1655,0.5959,8,0
1985-09-15,15,2844860.0,A Chorus Line,Sam S. Shubert Theatre,190672.0,,28.68,,6649,1472,0.5646,8,0
1985-09-15,15,2844860.0,As Is,Lyceum Theatre,57567.0,,18.75,,3071,684,0.5612,8,0
1985-09-15,15,2844860.0,Big River,Eugene O'Neill Theatre,272763.0,,35.46,,7692,1018,0.9445,8,0
1985-09-15,15,2844860.0,Biloxi Blues,Neil Simon Theatre,238743.0,,26.28,,9085,1336,0.85,8,0
1985-09-15,15,2844860.0,Brighton Beach Memoirs,46th Street Theatre,85020.0,,18.05,,4709,1368,0.4303,8,0
1985-09-15,15,2844860.0,Cats,Winter Garden Theatre,463117.0,,38.61,,11995,1482,1.0117,8,0
1985-09-15,15,2844860.0,Doubles,Ritz Theatre,55243.0,,19.0,,2908,499,0.7285,8,0
1985-09-15,15,2844860.0,La Cage aux Folles,Palace Theatre,389388.0,,34.59,,11256,1683,0.836,8,0
1985-09-15,15,2844860.0,Oh! Calcutta!,Edison Theatre,40246.0,,14.25,,2824,499,0.7074,8,0
