set_num,name,year,theme_id,num_parts,img_url,inventory_id,quantity,id,version,_art_year
3519-1,Green Parrot (Explore),2003,505,10,https://cdn.rebrickable.com/media/sets/3519-1.jpg,,,26646,1,2003
3520-1,Forklift,1999,480,39,https://cdn.rebrickable.com/media/sets/3520-1.jpg,,,3005,1,1999
352-1,Windmill and Lorry,1972,413,142,https://cdn.rebrickable.com/media/sets/352-1.jpg,,,16010,1,1972
3521-1,Racer,1999,480,34,https://cdn.rebrickable.com/media/sets/3521-1.jpg,,,1249,1,1999
35226243-1,Ninjago: Possession: Season 5 (DVD),2016,501,0,https://cdn.rebrickable.com/media/sets/35226243-1.jpg,,,95677,1,2016
3529-1,Pau Gasol,2003,459,4,https://cdn.rebrickable.com/media/sets/3529-1.jpg,,,11989,1,2003
3530-1,Tony Parker,2003,459,4,https://cdn.rebrickable.com/media/sets/3530-1.jpg,,,4934,1,2003
353-1,Terrace House with Car and Garage,1972,413,153,https://cdn.rebrickable.com/media/sets/353-1.jpg,,,13971,1,1972
3531-1,Tri-Bike,1998,480,29,https://cdn.rebrickable.com/media/sets/3531-1.jpg,,,16348,1,1998
3532-1,Jet-Ski,1998,480,27,https://cdn.rebrickable.com/media/sets/3532-1.jpg,,,15761,1,1998
3535-1,Skateboard Street Park,2003,460,69,https://cdn.rebrickable.com/media/sets/3535-1.jpg,7187.0,1.0,9942,1,2003
3536-1,Snowboard Big Air Comp,2003,460,83,https://cdn.rebrickable.com/media/sets/3536-1.jpg,7187.0,1.0,9077,1,2003
3537-1,Skateboard Vert Park Challenge,2003,460,92,https://cdn.rebrickable.com/media/sets/3537-1.jpg,,,7075,1,2003
3538-1,Snowboard Boarder Cross Race,2003,460,195,https://cdn.rebrickable.com/media/sets/3538-1.jpg,7187.0,1.0,10955,1,2003
3540-1,Puck Passer,2003,461,46,https://cdn.rebrickable.com/media/sets/3540-1.jpg,,,6291,1,2003
354-1,Police Heliport,1972,421,170,https://cdn.rebrickable.com/media/sets/354-1.jpg,,,7222,1,1972
3541-1,Slap Shot,2003,461,47,https://cdn.rebrickable.com/media/sets/3541-1.jpg,,,11416,1,2003
3542-1,Flip Shot,2003,461,48,https://cdn.rebrickable.com/media/sets/3542-1.jpg,,,8863,1,2003
3543-1,Slammer Goalie,2003,461,45,https://cdn.rebrickable.com/media/sets/3543-1.jpg,,,8668,1,2003
3544-1,Game Set,2003,461,147,https://cdn.rebrickable.com/media/sets/3544-1.jpg,2382.0,1.0,7685,1,2003
3545-1,Puck Feeder,2003,461,152,https://cdn.rebrickable.com/media/sets/3545-1.jpg,,,16236,1,2003
3548-1,Slam Dunk Trainer,2003,459,19,https://cdn.rebrickable.com/media/sets/3548-1.jpg,7901.0,1.0,7100,1,2003
3548-2,Slam Dunk Trainer (Kabaya Co-Pack),2003,459,3,https://cdn.rebrickable.com/media/sets/3548-2.jpg,,,7901,1,2003
3549-1,Practice Shooting,2003,459,17,https://cdn.rebrickable.com/media/sets/3549-1.jpg,14270.0,1.0,6951,1,2003
3549-2,Practice Shooting (Kabaya Co-Pack),2003,459,4,https://cdn.rebrickable.com/media/sets/3549-2.jpg,,,14270,1,2003
3550-1,Jump and Shoot,2003,459,17,https://cdn.rebrickable.com/media/sets/3550-1.jpg,15252.0,1.0,3594,1,2003
3550-2,Jump and Shoot (Kabaya Co-Pack),2003,459,3,https://cdn.rebrickable.com/media/sets/3550-2.jpg,,,15252,1,2003
355-1,Town Center Set with Roadways,1972,413,332,https://cdn.rebrickable.com/media/sets/355-1.jpg,,,6889,1,1972
3551-1,Dino-Jet,1998,480,80,https://cdn.rebrickable.com/media/sets/3551-1.jpg,,,12913,1,1998
355-2,Basic Set,1981,469,160,https://cdn.rebrickable.com/media/sets/355-2.jpg,,,1026,1,1981
3552-1,Hover Sub,1998,480,126,https://cdn.rebrickable.com/media/sets/3552-1.jpg,,,14081,1,1998
3554-1,Helicopter,1999,480,83,https://cdn.rebrickable.com/media/sets/3554-1.jpg,,,15528,1,1999
3555-1,Jeep,1999,480,268,https://cdn.rebrickable.com/media/sets/3555-1.jpg,,,10468,1,1999
3557-1,Blue Player & Goal,2004,461,31,https://cdn.rebrickable.com/media/sets/3557-1.jpg,,,6329,1,2004
3558-1,Red Player & Goal,2004,461,31,https://cdn.rebrickable.com/media/sets/3558-1.jpg,,,6215,1,2004
3559-1,Red & Blue Player,2004,461,39,https://cdn.rebrickable.com/media/sets/3559-1.jpg,,,5111,1,2004
3560-1,NBA Collectors #1,2003,459,12,https://cdn.rebrickable.com/media/sets/3560-1.jpg,,,3708,1,2003
356-1,Swiss Villa,1973,413,150,https://cdn.rebrickable.com/media/sets/356-1.jpg,,,7831,1,1973
3561-1,NBA Collectors #2,2003,459,12,https://cdn.rebrickable.com/media/sets/3561-1.jpg,,,10476,1,2003
356-2,Basic Building Set with Storage Case,1987,467,331,https://cdn.rebrickable.com/media/sets/356-2.jpg,,,1996,1,1987
3562-1,NBA Collectors #3,2003,459,13,https://cdn.rebrickable.com/media/sets/3562-1.jpg,,,2461,1,2003
3563-1,NBA Collectors #4,2003,459,12,https://cdn.rebrickable.com/media/sets/3563-1.jpg,,,3293,1,2003
3564-1,NBA Collectors #5,2003,459,12,https://cdn.rebrickable.com/media/sets/3564-1.jpg,,,6388,1,2003
3565-1,NBA Collectors #6,2003,459,12,https://cdn.rebrickable.com/media/sets/3565-1.jpg,,,835,1,2003
3566-1,NBA Collectors #7,2003,459,12,https://cdn.rebrickable.com/media/sets/3566-1.jpg,,,9139,1,2003
3567-1,NBA Collectors #8,2003,459,12,https://cdn.rebrickable.com/media/sets/3567-1.jpg,,,15103,1,2003
3568-1,Soccer Target Practice,2006,462,26,https://cdn.rebrickable.com/media/sets/3568-1.jpg,,,11741,1,2006
3569-1,Grand Soccer Stadium,2006,462,384,https://cdn.rebrickable.com/media/sets/3569-1.jpg,,,7208,1,2006
3570-1,Street Soccer,2006,462,199,https://cdn.rebrickable.com/media/sets/3570-1.jpg,,,2047,1,2006
357-1,Fire Station,1973,417,240,https://cdn.rebrickable.com/media/sets/357-1.jpg,,,2039,1,1973
3571-1,Blackmobile,1998,480,143,https://cdn.rebrickable.com/media/sets/3571-1.jpg,,,7231,1,1998
3573-1,Superstar Figure,2007,462,10,https://cdn.rebrickable.com/media/sets/3573-1.jpg,,,14357,1,2007
3578-1,NHL Championship Challenge,2004,461,397,https://cdn.rebrickable.com/media/sets/3578-1.jpg,,,10293,1,2004
3579-1,NHL Street Hockey,2004,461,120,https://cdn.rebrickable.com/media/sets/3579-1.jpg,,,10522,1,2004
358-1,Rocket Base,1973,422,276,https://cdn.rebrickable.com/media/sets/358-1.jpg,,,10764,1,1973
3581-1,Formula Z Car in Storage Case,1998,480,172,https://cdn.rebrickable.com/media/sets/3581-1.jpg,,,7009,1,1998
3582-1,Ant,1999,480,258,https://cdn.rebrickable.com/media/sets/3582-1.jpg,,,3630,1,1999
3584-1,Rapid Return,2003,459,47,https://cdn.rebrickable.com/media/sets/3584-1.jpg,,,6712,1,2003
3585-1,Snowboard Super Pipe,2003,460,227,https://cdn.rebrickable.com/media/sets/3585-1.jpg,,,14237,1,2003
3586-1,Stunt Plane (Explore),2003,504,10,https://cdn.rebrickable.com/media/sets/3586-1.jpg,,,27021,1,2003
3587-1,Mini Dozer (Explore),2003,504,16,https://cdn.rebrickable.com/media/sets/3587-1.jpg,,,27022,1,2003
3588-1,Heavy Truck (Explore),2003,504,19,https://cdn.rebrickable.com/media/sets/3588-1.jpg,,,27023,1,2003
3589-1,Chopper (Explore),2003,504,23,https://cdn.rebrickable.com/media/sets/3589-1.jpg,,,27024,1,2003
3590-1,Drill (Explore),2003,504,25,https://cdn.rebrickable.com/media/sets/3590-1.jpg,,,27025,1,2003
359-1,Environment Plate,1972,473,1,https://cdn.rebrickable.com/media/sets/359-1.jpg,,,9974,1,1972
3591-1,Heli-Transport (Rota-Beast),1998,480,265,https://cdn.rebrickable.com/media/sets/3591-1.jpg,,,8517,1,1998
3594-1,Bob's Workshop,2009,626,14,https://cdn.rebrickable.com/media/sets/3594-1.jpg,,,3038,1,2009
3595-1,Scoop at Bobland Bay,2009,626,28,https://cdn.rebrickable.com/media/sets/3595-1.jpg,,,24504,1,2009
3596-1,Muck Can Do It,2009,626,39,https://cdn.rebrickable.com/media/sets/3596-1.jpg,,,24503,1,2009
3597-1,Lofty and Dizzy Hard at Work,2009,626,51,https://cdn.rebrickable.com/media/sets/3597-1.jpg,,,24502,1,2009
3598-1,XXL 2000 Canister,2005,22,2000,https://cdn.rebrickable.com/media/sets/3598-1.jpg,,,15622,1,2005
3599-1,XXL 250 Canister,2005,505,250,https://cdn.rebrickable.com/media/sets/3599-1.jpg,,,7713,1,2005
3-6,Medium House Set,1970,433,158,https://cdn.rebrickable.com/media/sets/3-6.jpg,,,13926,1,1970
3600-1,Build Your Own House Tub,2005,34,1201,https://cdn.rebrickable.com/media/sets/3600-1.jpg,,,9289,1,2005
360-1,Gravel Quarry,1974,416,211,https://cdn.rebrickable.com/media/sets/360-1.jpg,,,1747,1,1974
3601-1,Edward Elephant's Garden Table,1981,390,7,https://cdn.rebrickable.com/media/sets/3601-1.jpg,,,7202,1,1981
3602-1,Lisa Lamb's Pram,1980,390,6,https://cdn.rebrickable.com/media/sets/3602-1.jpg,,,16056,1,1980
3603-1,Boris Bulldog and Mailbox,1981,390,4,https://cdn.rebrickable.com/media/sets/3603-1.jpg,,,1658,1,1981
3604-1,Marc Monkey and Wheelbarrow,1980,390,4,https://cdn.rebrickable.com/media/sets/3604-1.jpg,,,2276,1,1980
3605-1,Ricky Racoon and his Scooter,1980,390,2,https://cdn.rebrickable.com/media/sets/3605-1.jpg,,,4841,1,1980
3605-2,Birthday Party (Explore),2002,632,10,https://cdn.rebrickable.com/media/sets/3605-2.jpg,,,26496,1,2002
3606-1,Go-Kart Transport (Rescue Service) (Explore),2002,632,7,https://cdn.rebrickable.com/media/sets/3606-1.jpg,,,26505,1,2002
3607-1,Police Action (Explore),2002,632,8,https://cdn.rebrickable.com/media/sets/3607-1.jpg,,,26335,1,2002
3608-1,Playground (Explore),2002,632,23,https://cdn.rebrickable.com/media/sets/3608-1.jpg,,,26506,1,2002
3609-1,Beach House (Explore),2002,632,9,https://cdn.rebrickable.com/media/sets/3609-1.jpg,,,26507,1,2002
3610-1,Campsite (Explore),2002,632,9,https://cdn.rebrickable.com/media/sets/3610-1.jpg,,,26504,1,2002
361-1,Tea Garden Cafe with Baker's Van,1974,413,215,https://cdn.rebrickable.com/media/sets/361-1.jpg,,,5262,1,1974
3611-1,Road Worker (Explore),2002,632,12,https://cdn.rebrickable.com/media/sets/3611-1.jpg,,,27813,1,2002
361-2,Garage,1979,67,79,https://cdn.rebrickable.com/media/sets/361-2.jpg,,,10335,1,1979
3612-1,Wild Animals (Explore),2002,632,35,https://cdn.rebrickable.com/media/sets/3612-1.jpg,,,13833,1,2002
361-3,Tow Truck Kit,1971,423,22,https://cdn.rebrickable.com/media/sets/361-3.jpg,,,25388,1,1971
3613-1,Fire Rescue (Explore),2002,632,30,https://cdn.rebrickable.com/media/sets/3613-1.jpg,,,26352,1,2002
3614-1,Racing (Explore),2002,632,36,https://cdn.rebrickable.com/media/sets/3614-1.jpg,,,26501,1,2002
3615-1,Percy Pig,1981,390,6,https://cdn.rebrickable.com/media/sets/3615-1.jpg,,,7927,1,1981
3615-2,Theatre Stories (Explore),2002,504,51,https://cdn.rebrickable.com/media/sets/3615-2.jpg,,,26435,1,2002
3616-1,On the Move Police Station (Explore),2002,632,18,https://cdn.rebrickable.com/media/sets/3616-1.jpg,,,26350,1,2002
3617-1,On the Move Hospital (Explore),2002,632,20,https://cdn.rebrickable.com/media/sets/3617-1.jpg,,,26347,1,2002
3618-1,Family Farm (Explore),2002,632,53,https://cdn.rebrickable.com/media/sets/3618-1.jpg,,,26333,1,2002
3619-1,Traffic Town (Explore),2002,632,82,https://cdn.rebrickable.com/media/sets/3619-1.jpg,,,26494,1,2002
3620-1,Playhouse (Explore),2002,652,86,https://cdn.rebrickable.com/media/sets/3620-1.jpg,,,26345,1,2002
362-1,Windmill,1975,413,211,https://cdn.rebrickable.com/media/sets/362-1.jpg,,,14440,1,1975
3621-1,Polar Animals (Explore),2002,632,31,https://cdn.rebrickable.com/media/sets/3621-1.jpg,,,26330,1,2002
3622-1,Rowboat,1988,390,14,https://cdn.rebrickable.com/media/sets/3622-1.jpg,,,4716,1,1988
3623-1,Beauty Salon,1988,390,26,https://cdn.rebrickable.com/media/sets/3623-1.jpg,,,9265,1,1988
3624-1,Flower Car,1985,390,27,https://cdn.rebrickable.com/media/sets/3624-1.jpg,,,3247,1,1985
3625-1,Aeroplane,1985,390,11,https://cdn.rebrickable.com/media/sets/3625-1.jpg,,,12965,1,1985
3626-1,Roger Raccoon's Sports Car,1983,390,17,https://cdn.rebrickable.com/media/sets/3626-1.jpg,,,15665,1,1983
3627-1,Bonnie Rabbit's Flower Truck,1983,390,31,https://cdn.rebrickable.com/media/sets/3627-1.jpg,,,10722,1,1983
3628-1,Perry Panda & Chester Chimp,1981,390,5,https://cdn.rebrickable.com/media/sets/3628-1.jpg,,,7653,1,1981
3629-1,Barney Bear,1981,390,17,https://cdn.rebrickable.com/media/sets/3629-1.jpg,,,1157,1,1981
3630-1,Sports Airplane,1984,390,11,https://cdn.rebrickable.com/media/sets/3630-1.jpg,,,9327,1,1984
363-1,Hospital,1975,420,230,https://cdn.rebrickable.com/media/sets/363-1.jpg,,,11485,1,1975
3631-1,Orchestra,1985,390,32,https://cdn.rebrickable.com/media/sets/3631-1.jpg,,,15501,1,1985
3633-1,Motor Boat,1986,390,15,https://cdn.rebrickable.com/media/sets/3633-1.jpg,,,9305,1,1986
3634-1,Charlie Crow's Carry-All,1980,390,18,https://cdn.rebrickable.com/media/sets/3634-1.jpg,,,10916,1,1980
3635-1,Bonnie Bunny's Camper,1981,390,34,https://cdn.rebrickable.com/media/sets/3635-1.jpg,,,8457,1,1981
3636-1,Lucy Lamb's Bedroom,1987,390,26,https://cdn.rebrickable.com/media/sets/3636-1.jpg,,,6309,1,1987
3637-1,Gertrude Goat's Painter's Truck,1983,390,16,https://cdn.rebrickable.com/media/sets/3637-1.jpg,,,5709,1,1983
3638-1,Buster Bulldog's Fire Engine,1983,390,18,https://cdn.rebrickable.com/media/sets/3638-1.jpg,,,11752,1,1983
3639-1,Police Car,1984,390,13,https://cdn.rebrickable.com/media/sets/3639-1.jpg,,,13207,1,1984
364-1,Harbour Scene,1975,419,516,https://cdn.rebrickable.com/media/sets/364-1.jpg,,,11884,1,1975
3641-1,Car & Camper,1985,390,25,https://cdn.rebrickable.com/media/sets/3641-1.jpg,,,321,1,1985
3642-1,Fire Engine,1985,390,18,https://cdn.rebrickable.com/media/sets/3642-1.jpg,,,9447,1,1985
3643-1,Police Car,1985,390,13,https://cdn.rebrickable.com/media/sets/3643-1.jpg,,,2227,1,1985
3644-1,Mayor's Car,1986,390,12,https://cdn.rebrickable.com/media/sets/3644-1.jpg,,,12499,1,1986
3645-1,Classroom,1987,390,27,https://cdn.rebrickable.com/media/sets/3645-1.jpg,,,15525,1,1987
3646-1,Kitchen,1988,390,56,https://cdn.rebrickable.com/media/sets/3646-1.jpg,,,7121,1,1988
3647-1,School Room,1989,390,47,https://cdn.rebrickable.com/media/sets/3647-1.jpg,,,6340,1,1989
3648-1,Police Chase,2011,61,173,https://cdn.rebrickable.com/media/sets/3648-1.jpg,,,9273,1,2011
3650-1,First Rollabout,2002,440,7,https://cdn.rebrickable.com/media/sets/3650-1.jpg,,,37139,1,2002
365-1,Wild West Scene,1975,424,596,https://cdn.rebrickable.com/media/sets/365-1.jpg,,,5760,1,1975
3651-1,Friends,2002,440,12,https://cdn.rebrickable.com/media/sets/3651-1.jpg,,,37141,1,2002
365-2,Build-N-Store Chest,1990,467,339,https://cdn.rebrickable.com/media/sets/365-2.jpg,,,1760,1,1990
3654-1,Country Cottage,1982,390,49,https://cdn.rebrickable.com/media/sets/3654-1.jpg,,,4434,1,1982
3655-1,Fire Action (Explore),2003,632,13,https://cdn.rebrickable.com/media/sets/3655-1.jpg,,,26329,1,2003
3656-1,Police Action (Explore),2003,632,36,https://cdn.rebrickable.com/media/sets/3656-1.jpg,,,26334,1,2003
3657-1,Fire Fighters (Explore),2003,632,47,https://cdn.rebrickable.com/media/sets/3657-1.jpg,,,26328,1,2003
3658-1,Police Helicopter,2011,61,237,https://cdn.rebrickable.com/media/sets/3658-1.jpg,,,7417,1,2011
3659-1,Playground,1987,390,18,https://cdn.rebrickable.com/media/sets/3659-1.jpg,,,5776,1,1987
3660-1,Fisherman's Cottage,1985,390,33,https://cdn.rebrickable.com/media/sets/3660-1.jpg,,,8002,1,1985
366-1,Basic Set,1981,469,187,https://cdn.rebrickable.com/media/sets/366-1.jpg,,,7145,1,1981
3661-1,Bank & Money Transfer,2011,61,409,https://cdn.rebrickable.com/media/sets/3661-1.jpg,,,9384,1,2011
3662-1,Bus,1987,390,38,https://cdn.rebrickable.com/media/sets/3662-1.jpg,,,11842,1,1987
3663-1,Max Mouse's Carousel,1989,390,26,https://cdn.rebrickable.com/media/sets/3663-1.jpg,,,5489,1,1989
3664-1,Police Station,1984,390,64,https://cdn.rebrickable.com/media/sets/3664-1.jpg,,,11643,1,1984
3665-1,Harry Horse and Clara Cow’s Ice Cream Shoppe,1980,390,39,https://cdn.rebrickable.com/media/sets/3665-1.jpg,,,9898,1,1980
3666-1,Petrol Station,1982,390,35,https://cdn.rebrickable.com/media/sets/3666-1.jpg,,,11865,1,1982
3667-1,Bakery,1982,390,73,https://cdn.rebrickable.com/media/sets/3667-1.jpg,,,9670,1,1982
3668-1,Merry-Go-Round,1986,390,51,https://cdn.rebrickable.com/media/sets/3668-1.jpg,,,4496,1,1986
3669-1,Fire & Police Station,1982,390,40,https://cdn.rebrickable.com/media/sets/3669-1.jpg,,,11289,1,1982
3670-1,Service Station,1984,390,61,https://cdn.rebrickable.com/media/sets/3670-1.jpg,,,8427,1,1984
367-1,Moon Landing,1975,422,364,https://cdn.rebrickable.com/media/sets/367-1.jpg,,,13517,1,1975
3671-1,Airport,1984,390,63,https://cdn.rebrickable.com/media/sets/3671-1.jpg,,,673,1,1984
367-2,Mini Airport & Vehicles,1970,523,253,https://cdn.rebrickable.com/media/sets/367-2.jpg,,,58146,1,1970
3672-1,Hotel / Restaurant,1982,390,79,https://cdn.rebrickable.com/media/sets/3672-1.jpg,,,3591,1,1982
3673-1,Steamboat,1985,390,65,https://cdn.rebrickable.com/media/sets/3673-1.jpg,,,10519,1,1985
3674-1,Bonnie Bunny's New House,1987,390,49,https://cdn.rebrickable.com/media/sets/3674-1.jpg,,,14847,1,1987
3675-1,General Store,1987,390,116,https://cdn.rebrickable.com/media/sets/3675-1.jpg,,,7687,1,1987
3676-1,Catherine Cat's Fun Park,1989,390,50,https://cdn.rebrickable.com/media/sets/3676-1.jpg,,,6094,1,1989
3677-1,Red Cargo Train,2011,66,827,https://cdn.rebrickable.com/media/sets/3677-1.jpg,,,6211,1,2011
3678-1,The Fabuland House,1982,390,145,https://cdn.rebrickable.com/media/sets/3678-1.jpg,,,8509,1,1982
3679-1,Mill with Shop,1986,390,89,https://cdn.rebrickable.com/media/sets/3679-1.jpg,,,10735,1,1986
3680-1,Camping Caravan,1988,390,31,https://cdn.rebrickable.com/media/sets/3680-1.jpg,,,12662,1,1988
368-1,Taxi Garage,1976,413,156,https://cdn.rebrickable.com/media/sets/368-1.jpg,,,7005,1,1976
3681-1,Amusement Park,1985,390,109,https://cdn.rebrickable.com/media/sets/3681-1.jpg,,,16333,1,1985
3682-1,Fire Station,1987,390,159,https://cdn.rebrickable.com/media/sets/3682-1.jpg,,,11822,1,1987
3683-1,Amusement Park,1988,390,98,https://cdn.rebrickable.com/media/sets/3683-1.jpg,,,7239,1,1988
369-1,Coast Guard Station,1976,415,274,https://cdn.rebrickable.com/media/sets/369-1.jpg,,,3143,1,1976
3695-1,Figure Collection,1982,390,80,https://cdn.rebrickable.com/media/sets/3695-1.jpg,,,46267,1,1982
3696-1,Tow-Me Truck (Explore),2003,440,6,https://cdn.rebrickable.com/media/sets/3696-1.jpg,,,90016,1,2003
3697-1,Fearless Fire Fighter (Explore),2003,440,6,https://cdn.rebrickable.com/media/sets/3697-1.jpg,,,90014,1,2003
3698-1,Friendly Police Car (Explore),2003,440,5,https://cdn.rebrickable.com/media/sets/3698-1.jpg,,,90017,1,2003
3699-1,Happy Constructor,2003,440,9,https://cdn.rebrickable.com/media/sets/3699-1.jpg,,,90020,1,2003
3700-1,Emergency Vehicles (Explore),2003,440,17,https://cdn.rebrickable.com/media/sets/3700-1.jpg,,,37137,1,2003
370-1,Police Headquarters,1976,421,300,https://cdn.rebrickable.com/media/sets/370-1.jpg,,,5862,1,1976
3701-1,Fisherman Cornelius Cat,1982,390,3,https://cdn.rebrickable.com/media/sets/3701-1.jpg,,,4305,1,1982
3702-1,Darth Vader Carabiner Pen,2005,501,4,https://cdn.rebrickable.com/media/sets/3702-1.jpg,,,96412,1,2005
3703-1,Peter Pig the Cook,1982,390,3,https://cdn.rebrickable.com/media/sets/3703-1.jpg,,,11870,1,1982
3704-1,Marjorie Mouse,1982,390,3,https://cdn.rebrickable.com/media/sets/3704-1.jpg,,,10336,1,1982
3706-1,Ernie Elephant,1982,390,3,https://cdn.rebrickable.com/media/sets/3706-1.jpg,,,8748,1,1982
3707-1,Clover Cow,1982,390,3,https://cdn.rebrickable.com/media/sets/3707-1.jpg,,,14523,1,1982
3708-1,Rufus Rabbit,1982,390,4,https://cdn.rebrickable.com/media/sets/3708-1.jpg,,,6737,1,1982
3709-1,"Henry Horse, Carpenter",1983,390,3,https://cdn.rebrickable.com/media/sets/3709-1.jpg,,,9913,1,1983
3710-1,Peter Panda Takes a Bath,1983,390,3,https://cdn.rebrickable.com/media/sets/3710-1.jpg,,,2588,1,1983
371-1,Tipper Truck,1971,416,47,https://cdn.rebrickable.com/media/sets/371-1.jpg,,,8532,1,1971
3711-1,Pierre Pig and His Tuba,1984,390,5,https://cdn.rebrickable.com/media/sets/3711-1.jpg,,,4362,1,1984
371-2,Motorized Truck Set,1967,301,314,https://cdn.rebrickable.com/media/sets/371-2.jpg,,,5787,1,1967
3712-1,Robby Rabbit and Accordion,1984,390,5,https://cdn.rebrickable.com/media/sets/3712-1.jpg,,,11272,1,1984
371-3,Seaplane,1977,412,115,https://cdn.rebrickable.com/media/sets/371-3.jpg,,,11313,1,1977
3713-1,Drummer Gabriel Monkey,1984,390,8,https://cdn.rebrickable.com/media/sets/3713-1.jpg,,,4082,1,1984
3714-1,Bricklayer Oscar Orangutan,1985,390,9,https://cdn.rebrickable.com/media/sets/3714-1.jpg,,,6968,1,1985
3715-1,Flower Stand,1985,390,21,https://cdn.rebrickable.com/media/sets/3715-1.jpg,,,214,1,1985
3716-1,Office,1985,390,10,https://cdn.rebrickable.com/media/sets/3716-1.jpg,,,6067,1,1985
3717-1,Fisherman,1985,390,10,https://cdn.rebrickable.com/media/sets/3717-1.jpg,,,15172,1,1985
3718-1,Small Cafe,1986,390,7,https://cdn.rebrickable.com/media/sets/3718-1.jpg,,,1511,1,1986
3719-1,Bus Stop,1987,390,6,https://cdn.rebrickable.com/media/sets/3719-1.jpg,,,2724,1,1987
372-1,Texas Rangers,1977,424,257,https://cdn.rebrickable.com/media/sets/372-1.jpg,,,5539,1,1977
3721-1,Clive Crocodile on Skateboard,1988,390,13,https://cdn.rebrickable.com/media/sets/3721-1.jpg,,,6499,1,1988
372-2,Tow Truck,1971,423,53,https://cdn.rebrickable.com/media/sets/372-2.jpg,,,8813,1,1971
3722-1,Treasure Tomb,1998,297,164,https://cdn.rebrickable.com/media/sets/3722-1.jpg,,,12792,1,1998
3723-1,Lego Minifigure,2000,276,1850,https://cdn.rebrickable.com/media/sets/3723-1.jpg,,,13488,1,2000
3724-1,Lego Dragon,2001,276,1535,https://cdn.rebrickable.com/media/sets/3724-1.jpg,,,5825,1,2001
3725-1,1 x 2 Brick Light Gray,2003,254,100,https://cdn.rebrickable.com/media/sets/3725-1.jpg,,,12617,1,2003
3726-1,1 x 2 Brick Dark Gray,2003,254,100,https://cdn.rebrickable.com/media/sets/3726-1.jpg,,,11189,1,2003
3727-1,1 x 2 Brick Tan,2000,254,100,https://cdn.rebrickable.com/media/sets/3727-1.jpg,,,9157,1,2000
3729-1,2 x 4 Dark Gray Bricks,2000,254,50,https://cdn.rebrickable.com/media/sets/3729-1.jpg,,,2910,1,2000
3730-1,2 x 4 Tan Bricks,2000,254,50,https://cdn.rebrickable.com/media/sets/3730-1.jpg,,,1737,1,2000
373-1,Offshore Rig with Fuel Tanker,1977,418,460,https://cdn.rebrickable.com/media/sets/373-1.jpg,,,7132,1,1977
3731-1,Pumpkin Pack,2000,230,87,https://cdn.rebrickable.com/media/sets/3731-1.jpg,10790.0,2.0,7813,1,2000
373-2,Ambulance,1971,420,65,https://cdn.rebrickable.com/media/sets/373-2.jpg,,,3254,1,1971
3732-1,Castle Expander Pack,2000,255,24,https://cdn.rebrickable.com/media/sets/3732-1.jpg,,,5520,1,2000
3733-1,Gray Windows with Clear Panes,2000,254,20,https://cdn.rebrickable.com/media/sets/3733-1.jpg,,,7780,1,2000
3734-1,Train Windows with Panes Blue,2000,254,20,https://cdn.rebrickable.com/media/sets/3734-1.jpg,,,9989,1,2000
3735-1,Grey Train Doors with Panes,2000,257,20,https://cdn.rebrickable.com/media/sets/3735-1.jpg,,,13368,1,2000
3736-1,Blue Train Doors with Panes,2000,257,20,https://cdn.rebrickable.com/media/sets/3736-1.jpg,,,7263,1,2000
3737-1,Train Accessories,2000,257,15,https://cdn.rebrickable.com/media/sets/3737-1.jpg,,,16229,1,2000
3738-1,Large Spruce Trees,2000,254,10,https://cdn.rebrickable.com/media/sets/3738-1.jpg,,,1303,1,2000
3739-1,Blacksmith Shop,2002,186,629,https://cdn.rebrickable.com/media/sets/3739-1.jpg,7474.0,1.0,10498,1,2002
3740-1,Small Locomotive,2001,236,66,https://cdn.rebrickable.com/media/sets/3740-1.jpg,1315.0,1.0,16302,1,2001
374-1,Fire Station,1978,67,336,https://cdn.rebrickable.com/media/sets/374-1.jpg,,,2011,1,1978
3741-1,Large Locomotive (base unit without color trim elements),2001,236,91,https://cdn.rebrickable.com/media/sets/3741-1.jpg,515.0,1.0,1870,1,2001
374-2,Fire Engine,1971,417,73,https://cdn.rebrickable.com/media/sets/374-2.jpg,,,15974,1,1971
3742-1,Tender Basis (without color trim elements),2001,236,41,https://cdn.rebrickable.com/media/sets/3742-1.jpg,1317.0,1.0,2602,1,2001
3743-1,Locomotive Blue Bricks,2001,236,106,https://cdn.rebrickable.com/media/sets/3743-1.jpg,2054.0,1.0,7110,1,2001
3744-1,Locomotive Green Bricks,2001,236,106,https://cdn.rebrickable.com/media/sets/3744-1.jpg,2270.0,1.0,9582,1,2001
3745-1,Locomotive Black Bricks,2001,236,106,https://cdn.rebrickable.com/media/sets/3745-1.jpg,515.0,1.0,8027,1,2001
3746-1,Locomotive Brown Bricks,2001,236,106,https://cdn.rebrickable.com/media/sets/3746-1.jpg,1315.0,1.0,307,1,2001
3747-1,Locomotive Gray Bricks,2001,236,106,https://cdn.rebrickable.com/media/sets/3747-1.jpg,3694.0,1.0,13235,1,2001
3748-1,Light Unit for Train,2001,456,4,https://cdn.rebrickable.com/media/sets/3748-1.jpg,9925.0,1.0,11938,1,2001
3750-1,Life on Mars Accessories,2001,443,48,https://cdn.rebrickable.com/media/sets/3750-1.jpg,,,5649,1,2001
3751-1,1 x 2 Brown Bricks,2003,254,100,https://cdn.rebrickable.com/media/sets/3751-1.jpg,,,3803,1,2003
