category,logo,production,type,title,distributor,producer,year,page,page_id
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Erik Kenward, Written by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Dan Licata, Written by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Jasmine Pierce, Written by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Dennis McNicholas, Weekend Update Written By",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Lorne Michaels, Written by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Josh Patten, Weekend Update Written By",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Gary Richardson, Written by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Pete Schultz, Weekend Update Head Writer",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Streeter Seidell, Writing Supervised By",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Mark Steinbach, Weekend Update Written By",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Will Stephen, Written by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Kent Sublette, Head Writer",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Bryan Tucker, Senior Writer",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Celeste Yim, Written by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Dave Sirus, Weekend Update Written by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Mike Lawrence, Weekend Update Written by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Emma Clark, Written by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Sam Jay, Written by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,33,10
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/chapelle-2021-600x600.jpg?itok=dhvI9LFf,"Dave Chappelle, Written by",Nominee,8:46 - Dave Chappelle,Netflix,Pilot Boy Productions,2021,34,1
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/john-lewis-2021-600x600.jpg?itok=c24KVIAQ,"Mitchell Marchand, Written by",Nominee,John Lewis: Celebrating A Hero,CBS,Jesse Collins Entertainment,2021,34,2
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Ariel Dumas, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Jay Katsir, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Stephen T. Colbert, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Delmonte Bent, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Michael Brumm, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"River Clegg, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Aaron Cohen, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Nicole Conlan, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Paul Dinello, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Glenn Eichler, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Django Gold, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Gabe Gronli, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Barry Julien, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Michael Cruz Kayne, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Eliana Kwartler, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Matt Lappin, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Felipe Torres Medina, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Opus Moreschi, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Asher Perlman, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Tom Purcell, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Kate Sidley, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Brian Stack, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"John Thibodeaux, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Variety Special - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/colbert-election-2021-600x600.jpg?itok=P2qDgt8d,"Steve Waltien, Written by",Nominee,Stephen Colbert's Election Night 2020: Democracy's Last Stand Building Back America Great Again Better 2020,Showtime,SHOWTIME Presents a CBS Studios Production,2021,34,3
Outstanding Writing For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/all-in-2021%3D600x600.jpg?itok=dFv41ucD,"Jack Youngelson, Written by",Nominee,All In: The Fight For Democracy,Prime Video,"Story Syndicate, Amazon Studios",2021,34,4
Outstanding Writing For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/allen-v-farrow-2021-600x600.jpg?itok=KUVp2lf4,"Kirby Dick, Written by",Nominee,Allen v. Farrow,HBO,"HBO Documentary Films presents in association with Impact Partners and Chicago Media Project, a Jane Doe Films Production",2021,34,5
Outstanding Writing For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/allen-v-farrow-2021-600x600.jpg?itok=KUVp2lf4,"Amy Ziering, Written by",Nominee,Allen v. Farrow,HBO,"HBO Documentary Films presents in association with Impact Partners and Chicago Media Project, a Jane Doe Films Production",2021,34,5
Outstanding Writing For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/allen-v-farrow-2021-600x600.jpg?itok=KUVp2lf4,"Mikaela Shwer, Written by",Nominee,Allen v. Farrow,HBO,"HBO Documentary Films presents in association with Impact Partners and Chicago Media Project, a Jane Doe Films Production",2021,34,5
Outstanding Writing For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/allen-v-farrow-2021-600x600.jpg?itok=KUVp2lf4,"Parker Laramie, Written by",Nominee,Allen v. Farrow,HBO,"HBO Documentary Films presents in association with Impact Partners and Chicago Media Project, a Jane Doe Films Production",2021,34,5
Outstanding Writing For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/bee-gees-2021-600x600.jpg?itok=3LOXjubB,"Mark Monroe, Written by",Nominee,The Bee Gees: How Can You Mend A Broken Heart,HBO,HBO Documentary Films And Polygram Entertainment Present A Kennedy/Marshall Production and a White Horse Pictures Production in association with Diamond Docs,2021,34,6
Outstanding Writing For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/tulsa-burning-2021-600x600.jpg?itok=itDuAmKM,"Maia Harris, Written by",Nominee,Tulsa Burning: The 1921 Race Massacre,HISTORY,BLACKFIN in association with Firelight Films and WhyNot Media for The HISTORY Channel,2021,34,7
Outstanding Writing For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/tulsa-burning-2021-600x600.jpg?itok=itDuAmKM,"Marco Williams, Written by",Nominee,Tulsa Burning: The 1921 Race Massacre,HISTORY,BLACKFIN in association with Firelight Films and WhyNot Media for The HISTORY Channel,2021,34,7
Outstanding Cinematography For A Single-Camera Series (Half-Hour) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/grownish-2021-600x600.jpg?itok=ktr46Lwz,"Mark Doering-Powell, ASC, Director of Photography",Nominee,grown-ish,Freeform,ABC Signature,2021,34,8
Outstanding Cinematography For A Single-Camera Series (Half-Hour) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-hacks-2021-600x600.jpg?itok=2BTLHzk0,"Adam Bricker, Director of Photography",Nominee,Hacks,HBO Max,"Universal Television in association with Paulilu, First Thought Productions, Fremulon Productions, 3 Arts Entertainment",2021,34,9
Outstanding Cinematography For A Single-Camera Series (Half-Hour) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/made-for-love-2021-600x600.jpg?itok=7swa_u-L,"Nathaniel Goodman, ASC, Director of Photography",Nominee,Made For Love,HBO Max,"HBO Max presents a Ghost Moon, 3 Dot Productions and Paramount Television Studios Production",2021,34,10
Outstanding Cinematography For A Single-Camera Series (Half-Hour) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/servant-2021-600x600.jpg?itok=H233qnL1,"Marshall Adams, ASC, Director of Photography",Nominee,Servant,Apple TV+,Blinding Edge Pictures in association with Apple,2021,35,1
Outstanding Supporting Actor In A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/carl-clemons-hopkins-2021-450x600_0.jpg?itok=hHaEO-j3,,Nominee,Hacks,HBO Max,"Universal Television in association with Paulilu, First Thought Productions, Fremulon Productions, 3 Arts Entertainment",2021,35,2
Outstanding Supporting Actor In A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/brendan-hunt-2021-450x600_0.jpg?itok=4MuYK1Ll,,Nominee,Ted Lasso,Apple TV+,Apple / Doozer Productions in association with Warner Bros. Television and Universal Television,2021,35,3
Outstanding Supporting Actor In A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/nick-mohammed-2021-450x600_0.jpg?itok=WV5C-Hjd,,Nominee,Ted Lasso,Apple TV+,Apple / Doozer Productions in association with Warner Bros. Television and Universal Television,2021,35,4
Outstanding Supporting Actor In A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/paul-reiser-2021-450x600_0.jpg?itok=1cyv0Jfu,,Nominee,The Kominsky Method,Netflix,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",2021,35,5
Outstanding Supporting Actor In A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/jeremy-swift-2021-450x600_0.jpg?itok=ZFcQC91f,,Nominee,Ted Lasso,Apple TV+,Apple / Doozer Productions in association with Warner Bros. Television and Universal Television,2021,35,6
Outstanding Supporting Actor In A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/kenan-thompson-2021-450x600_0.jpg?itok=nV7vnUBV,,Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,35,7
Outstanding Supporting Actor In A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/bowen-yang-2021-450x600_0.jpg?itok=r_CO0CiE,,Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,35,8
Outstanding Lead Actor In A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/paul-bettany-2021-450x600_0.jpg?itok=yuNxC8ka,,Nominee,WandaVision,Disney+,Marvel Studios,2021,35,9
Outstanding Lead Actor In A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/hugh-grant-450x600.jpg?itok=vRtbYwu-,,Nominee,The Undoing,HBO,"HBO in association with Made Up Stories, Blossom Films, David E. Kelley Productions",2021,35,10
Outstanding Lead Actor In A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/lin-manuel-miranda-2021-450x600_0.jpg?itok=-UW8FLS6,,Nominee,Hamilton,Disney+,"Lin-Manuel Miranda and Nevis Productions LLC, Old 320 Sycamore, and RadicalMedia",2021,36,1
Outstanding Lead Actor In A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/bios/leslie-odom-jr-2021-450x600_0.jpg?itok=gBDa0--8,,Nominee,Hamilton,Disney+,"Lin-Manuel Miranda and Nevis Productions LLC, Old 320 Sycamore, and RadicalMedia",2021,36,2
Outstanding Casting For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/queer-eye-2021-600x600.jpg?itok=vZT_qDy9,"Danielle Gervais, Casting by",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,36,3
Outstanding Casting For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/queer-eye-2021-600x600.jpg?itok=vZT_qDy9,"Natalie Pino, Casting by",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,36,3
Outstanding Casting For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/queer-eye-2021-600x600.jpg?itok=vZT_qDy9,"MaryAnne Nicoletti, Casting by",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,36,3
Outstanding Casting For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/queer-eye-2021-600x600.jpg?itok=vZT_qDy9,"Pamela Vallarelli, Location Casting",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,36,3
Outstanding Casting For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/queer-eye-2021-600x600.jpg?itok=vZT_qDy9,"Ally Capriotti Grant, Location Casting",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,36,3
Outstanding Casting For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/shark-tank-2021-600x600_0.jpg?itok=_Gz9AJ-1,"Mindy Zemrak, Casting by",Nominee,Shark Tank,ABC,MGM Television in association with Sony Pictures Television,2021,36,4
Outstanding Casting For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/shark-tank-2021-600x600_0.jpg?itok=_Gz9AJ-1,"Jen Rosen, Casting by",Nominee,Shark Tank,ABC,MGM Television in association with Sony Pictures Television,2021,36,4
Outstanding Casting For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/shark-tank-2021-600x600_0.jpg?itok=_Gz9AJ-1,"Erica Brooks Hochberg, Casting by",Nominee,Shark Tank,ABC,MGM Television in association with Sony Pictures Television,2021,36,4
Outstanding Casting For A Reality Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-top-chef-2021-600x600.jpg?itok=tOPuUk1i,"Ron Mare, Casting by",Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,36,5
Outstanding Music Supervision - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-bridgerton-2021-600x600.jpg?itok=mun-07yw,"Alexandra Patsavas, Music Supervisor",Nominee,Bridgerton,Netflix,A Netflix Original Series in association with shondalandmedia,2021,36,6
Outstanding Music Supervision - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Sarah Bridge, Music Supervisor",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television for Netflix,2021,36,7
Outstanding Music Supervision - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/halston-2021-600x600.jpg?itok=ETl0ZVZy,"Amanda Krieg Thomas, Music Supervisor",Nominee,Halston,Netflix,A Netflix Original Series,2021,36,8
Outstanding Music Supervision - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/halston-2021-600x600.jpg?itok=ETl0ZVZy,"Alexis Martin Woodall, Music Supervisor",Nominee,Halston,Netflix,A Netflix Original Series,2021,36,8
Outstanding Music Supervision - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/halston-2021-600x600.jpg?itok=ETl0ZVZy,"Ryan Murphy, Music Supervisor",Nominee,Halston,Netflix,A Netflix Original Series,2021,36,8
Outstanding Music Supervision - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-lovecraft-country-2021-600x600.jpg?itok=4xegQd1S,"Liza Richardson, Music Supervisor",Nominee,Lovecraft Country,HBO,"HBO in association with afemme, Monkeypaw, Bad Robot, and Warner Bros. Television",2021,36,9
Outstanding Music Supervision - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-queens-gambit-2021-600x600.jpg?itok=4RDfxAmG,"Randall Poster, Music Supervisor",Nominee,The Queen's Gambit,Netflix,Netflix,2021,36,10
Outstanding Music Supervision - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-wandavision-2021-600x600.jpg?itok=T0PkUGIx,"Dave Jordan, Music Supervisor",Nominee,WandaVision,Disney+,Marvel Studios,2021,37,1
Outstanding Music Supervision - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-wandavision-2021-600x600.jpg?itok=T0PkUGIx,"Shannon Murphy, Music Supervisor",Nominee,WandaVision,Disney+,Marvel Studios,2021,37,1
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Debra Hanson, Costume Designer",Nominee,The Handmaid's Tale,Hulu,"Hulu, MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2021,37,2
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Jane Flanders, Costume Supervisor",Nominee,The Handmaid's Tale,Hulu,"Hulu, MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2021,37,2
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Darci Cheyne, Assistant Costume Designer",Nominee,The Handmaid's Tale,Hulu,"Hulu, MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2021,37,2
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-lovecraft-country-2021-600x600.jpg?itok=4xegQd1S,"Dayna Pink, Costume Designer",Nominee,Lovecraft Country,HBO,"HBO in association with afemme, Monkeypaw, Bad Robot, and Warner Bros. Television",2021,37,3
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-lovecraft-country-2021-600x600.jpg?itok=4xegQd1S,"Zachary Sheets, Costume Supervisor",Nominee,Lovecraft Country,HBO,"HBO in association with afemme, Monkeypaw, Bad Robot, and Warner Bros. Television",2021,37,3
Outstanding Fantasy/Sci-Fi Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-lovecraft-country-2021-600x600.jpg?itok=4xegQd1S,"Terry Anderson, Assistant Costume Designer",Nominee,Lovecraft Country,HBO,"HBO in association with afemme, Monkeypaw, Bad Robot, and Warner Bros. Television",2021,37,3
