category,logo,production,type,title,distributor,producer,year,page,page_id
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-rupauls-drag-race-2021-600x600.jpg?itok=FqXhJe8U,"Nicole Faulkner, Makeup Artist",Winner,RuPaul's Drag Race,VH1,World of Wonder Productions,2020,87,4
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Darcy Diana Gilmore, Department Head Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Kathleen Karridene, Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Alexis Walker, Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Nikki Carbonetta, Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Erin Guth, Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Gregory Arlt, Personal Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Michelle DeMilt, Personal Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5
"Outstanding Contemporary Makeup For A Variety, Nonfiction Or Reality Program (Non-Prosthetic) - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-voice-2021-600x600.jpg?itok=DjoB84Yh,"Gloria Elias-Foeillet, Personal Makeup Artist",Nominee,The Voice,NBC,"MGM Television, Warner Horizon Unscripted & Alternative Television and ITV Studios The Voice USA, Inc.",2020,87,5
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Carleigh Herbert, Department Head Makeup Artist",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,87,6
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Abby Lyle Clawson, Assistant Department Head Makeup Artist",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,87,6
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Mo Meinhart, Makeup Artist",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,87,6
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Lawrence Mercado, Makeup Artist",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,87,6
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Eryn Krueger Mekash, Department Head Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,87,7
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Kim Ayers, Assistant Department Head Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,87,7
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Kerrin Jackson, Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,87,7
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Ana Gabriela Quinonez Urrego, Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,87,7
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Patricia Regan, Department Head Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Claus Lulla, Key Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Joseph A. Campayno, Key Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Margot Boccia, Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Michael Laudati, Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Tomasina Smith, Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Roberto Baez, Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/maisel-20-600x600.jpg?itok=9xzpcHbK,"Alberto Machuca, Makeup Artist",Winner,The Marvelous Mrs. Maisel,Prime Video,Amazon Studios,2020,87,8
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Sherri Berman Laurence, Department Head Makeup Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,87,9
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Nicky Pattison Illum, Key Makeup Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,87,9
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Chris Milone, Makeup Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,87,9
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Deja Smith, Makeup Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,87,9
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Jessica Padilla, Makeup Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,87,9
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Silvina Knight, Assistant Department Head Makeup Artist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,87,10
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Robin Beauchesne, Key Makeup Artist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,87,10
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"David Williams, Makeup Artist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,87,10
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Peter De Oliveira, Makeup Artist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,87,10
Outstanding Period And/Or Character Makeup (Non-Prosthetic) - 2020,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"Natalie Thimm, Makeup Artist",Nominee,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,87,10
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Mike Mekash, Department Head Makeup Artist",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,88,1
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/ahs-1984-600x600.jpg?itok=bYPPNPQs,"Vincent Van Dyke, Prosthetic Designer",Nominee,American Horror Story: 1984,FX Networks,Twentieth Century Fox Television,2020,88,1
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Vincent Van Dyke, Prosthetic Designer",Nominee,Hollywood,Netflix,Netflix,2020,88,2
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Cary Ayers, Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,88,2
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hollywood-600x600.jpg?itok=7hW2F9hy,"Bruce Spaulding Fuller, Makeup Artist",Nominee,Hollywood,Netflix,Netflix,2020,88,2
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Brian Sipe, Department Head Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Alexei Dmitriew, Key Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Carlton Coleman, Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Samantha Ward, Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Scott Stoddard, Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Mike Ornelaz, Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Sabrina Castro, Makeup Artist",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Scott Patton, Prosthetic Designer",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2020,88,3
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"David Presto, Prosthetic Designer",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,88,4
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Greg Pikulski, Additional Makeup Effects Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,88,4
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Brett Schmidt, Additional Makeup Effects Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,88,4
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Lisa Forst, Additional Makeup Effects Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,88,4
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-pose-2021-600x600.jpg?itok=Fxha2iaM,"Keith Palmer, Additional Makeup Effects Artist",Nominee,Pose,FX Networks,Fox21 Television Studios and FX Productions,2020,88,4
"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special - 2020",https://www.emmys.com/sites/default/files/styles/show_search/public/logos/star-trek-picard-600x600.jpg?itok=-trnyAhB,"James Robert Mackinnon, Special Makeup Effects Department Head",Winner,Star Trek: Picard,CBS All Access,CBS Television Studios in association with Secret Hideout and Roddenberry Entertainment,2020,88,5
