camis,dba,boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,inspection_type,_art_year
41204942,CACIO E VINO,MANHATTAN,10003.0,Italian,10/11/2016,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,44.0,,Cycle Inspection / Initial Inspection,2016
41512992,BAY RIDGE DINER,BROOKLYN,11209.0,American,09/14/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13.0,A,Cycle Inspection / Re-inspection,2017
41464310,VILLA PARADISIO,STATEN ISLAND,10308.0,Italian,06/30/2016,Violations were cited in the following area(s).,15J,Ashtray present in smoke-free area.,Not Critical,,,Smoke-Free Air Act / Initial Inspection,2016
50010153,IRVINGTON BAR AND RESTAURANT / TACO ELECTRICO,MANHATTAN,10003.0,American,10/03/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,71.0,,Cycle Inspection / Initial Inspection,2016
41183237,809 GRILL & BAR RESTAURANT,MANHATTAN,10040.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",02/24/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,31.0,,Cycle Inspection / Initial Inspection,2016
50043944,CHICK-FIL-A,MANHATTAN,10018.0,Chicken,09/26/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,24.0,,Cycle Inspection / Initial Inspection,2018
41471991,EL PILON RESTAURANT,BROOKLYN,11237.0,Spanish,12/13/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,,Cycle Inspection / Initial Inspection,2016
41414572,REFRIED BEANS,MANHATTAN,10033.0,Mexican,07/17/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5.0,A,Cycle Inspection / Re-inspection,2018
40390241,PAPAZZIO RESTAURANT,QUEENS,11361.0,Italian,03/29/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,Cycle Inspection / Initial Inspection,2016
50082551,GASOLINE ALLEY COFFEE,MANHATTAN,10014.0,CafÃ©/Coffee/Tea,11/07/2018,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,11.0,A,Pre-permit (Operational) / Initial Inspection,2018
41647521,ROCKAWAY ROTI SHOP,QUEENS,11420.0,Caribbean,02/20/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,,Cycle Inspection / Initial Inspection,2018
41006035,OVERLOOK,MANHATTAN,10017.0,American,07/31/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,Cycle Inspection / Re-inspection,2015
50070170,SHABU SHABU MACORON,MANHATTAN,10002.0,Japanese,06/14/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19.0,,Cycle Inspection / Initial Inspection,2018
41704745,SUBWAY,MANHATTAN,10031.0,Sandwiches,09/18/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,,Cycle Inspection / Initial Inspection,2015
50063466,DOMINICAN FOOD CORP,STATEN ISLAND,10303.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",03/29/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,37.0,,Cycle Inspection / Initial Inspection,2018
50017774,KENNEDY FRIED CHICKEN,QUEENS,11432.0,American,09/19/2017,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,29.0,C,Cycle Inspection / Re-inspection,2017
41602382,BARNES & NOBLE CAFE,MANHATTAN,10024.0,CafÃ©/Coffee/Tea,08/21/2017,No violations were recorded at the time of this inspection.,,,Not Applicable,,,Trans Fat / Initial Inspection,2017
40564411,LE PAIN QUOTIDIEN,MANHATTAN,10028.0,Bakery,07/14/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,Cycle Inspection / Re-inspection,2016
50042757,VIVI BUBBLE TEA,QUEENS,11105.0,Asian,03/29/2018,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,15.0,,Cycle Inspection / Initial Inspection,2018
40666094,MIDWAY CINEMAS,QUEENS,11375.0,American,08/02/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,A,Cycle Inspection / Initial Inspection,2017
41548763,LA COMADRE MEXICAN RESTAURANT & BAKERY,QUEENS,11421.0,Mexican,12/09/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,52.0,,Cycle Inspection / Initial Inspection,2015
40396494,CORNER CAFE AND BAKERY,MANHATTAN,10128.0,American,12/08/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,,Cycle Inspection / Initial Inspection,2015
50014641,PROPER WEST,MANHATTAN,10018.0,American,07/12/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,Cycle Inspection / Initial Inspection,2016
40729118,SEVEN STARS BAKERY,BROOKLYN,11209.0,Bakery,11/18/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,A,Cycle Inspection / Initial Inspection,2015
41088457,JOE-THE ART OF COFFEE,MANHATTAN,10003.0,CafÃ©/Coffee/Tea,01/08/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8.0,A,Cycle Inspection / Initial Inspection,2018
50081712,Lhasa Fresh Food,QUEENS,11373.0,Asian,11/23/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40.0,Not Yet Graded,Pre-permit (Operational) / Initial Inspection,2018
41021766,SORRENTO'S PIZZERIA,BRONX,10461.0,Pizza/Italian,07/26/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19.0,,Cycle Inspection / Initial Inspection,2017
40742990,DOMINO'S,BRONX,10462.0,Pizza,04/14/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30.0,,Cycle Inspection / Initial Inspection,2015
50059891,LEE PANDA,QUEENS,11378.0,Chinese,11/20/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,9.0,A,Cycle Inspection / Initial Inspection,2017
50003572,TERRACE BAGELS,BROOKLYN,11215.0,American,08/25/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,Cycle Inspection / Re-inspection,2016
41365301,SLAVYANSKIY BAZAR,BROOKLYN,11223.0,Russian,04/12/2016,Violations were cited in the following area(s).,22F,,Not Applicable,22.0,,Cycle Inspection / Initial Inspection,2016
50035041,PAPA RESTAURANT,BRONX,10457.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/25/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,18.0,,Cycle Inspection / Initial Inspection,2015
41042104,PATES PLUS BAKERY,QUEENS,11429.0,Bakery,12/05/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14.0,,Cycle Inspection / Initial Inspection,2018
41617855,FENWICKS,BRONX,10463.0,American,06/25/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,6.0,A,Cycle Inspection / Re-inspection,2016
50010039,HUNAN CHEN'S KITCHEN,MANHATTAN,10025.0,Chinese,03/24/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26.0,,Cycle Inspection / Initial Inspection,2016
40796892,MUZZARELLA PIZZA,MANHATTAN,10009.0,Pizza,06/14/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,25.0,B,Cycle Inspection / Re-inspection,2018
41406255,"TACO BELL, KFC",MANHATTAN,10031.0,Tex-Mex,05/05/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,53.0,,Cycle Inspection / Initial Inspection,2016
41425803,DONUT SHOPPE,BROOKLYN,11229.0,American,11/09/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,41.0,C,Cycle Inspection / Re-inspection,2018
41678866,GOLDEN CITY,MANHATTAN,10033.0,Chinese,06/14/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,A,Cycle Inspection / Initial Inspection,2016
