book,text,line_num
A Study In Scarlet,"scarlet, eh? Why shouldn't we use a little art jargon. There's the",1484
A Study In Scarlet,scarlet thread of murder running through the colourless skein of,1485
A Study In Scarlet,"life, and our duty is to unravel it, and isolate it, and expose every",1486
A Study In Scarlet,"inch of it. And now for lunch, and then for Norman Neruda. Her attack",1487
A Study In Scarlet,and her bowing are splendid. What's that little thing of Chopin's she,1488
A Study In Scarlet,"plays so magnificently: Tra-la-la-lira-lira-lay.""",1489
A Study In Scarlet,,1490
A Study In Scarlet,"Leaning back in the cab, this amateur bloodhound carolled away like a",1491
A Study In Scarlet,lark while I meditated upon the many-sidedness of the human mind.,1492
A Study In Scarlet,,1493
A Study In Scarlet,CHAPTER V,1494
A Study In Scarlet,Our Advertisement Brings A Visitor,1495
A Study In Scarlet,,1496
A Study In Scarlet,"Our morning's exertions had been too much for my weak health, and I",1497
A Study In Scarlet,was tired out in the afternoon. After Holmes' departure for the,1498
A Study In Scarlet,"concert, I lay down upon the sofa and endeavoured to get a couple of",1499
A Study In Scarlet,hours' sleep. It was a useless attempt. My mind had been too much,1500
A Study In Scarlet,"excited by all that had occurred, and the strangest fancies and",1501
A Study In Scarlet,surmises crowded into it. Every time that I closed my eyes I saw,1502
A Study In Scarlet,before me the distorted baboon-like countenance of the murdered man.,1503
A Study In Scarlet,So sinister was the impression which that face had produced upon me,1504
A Study In Scarlet,that I found it difficult to feel anything but gratitude for him who,1505
A Study In Scarlet,had removed its owner from the world. If ever human features bespoke,1506
A Study In Scarlet,"vice of the most malignant type, they were certainly those of Enoch",1507
A Study In Scarlet,"J. Drebber, of Cleveland. Still I recognized that justice must be",1508
A Study In Scarlet,"done, and that the depravity of the victim was no condonement in the",1509
A Study In Scarlet,eyes of the law.,1510
A Study In Scarlet,,1511
A Study In Scarlet,The more I thought of it the more extraordinary did my companion's,1512
A Study In Scarlet,"hypothesis, that the man had been poisoned, appear. I remembered how",1513
A Study In Scarlet,"he had sniffed his lips, and had no doubt that he had detected",1514
A Study In Scarlet,"something which had given rise to the idea. Then, again, if not",1515
A Study In Scarlet,"poison, what had caused the man's death, since there was neither",1516
A Study In Scarlet,"wound nor marks of strangulation? But, on the other hand, whose blood",1517
A Study In Scarlet,was that which lay so thickly upon the floor? There were no signs of,1518
A Study In Scarlet,"a struggle, nor had the victim any weapon with which he might have",1519
A Study In Scarlet,"wounded an antagonist. As long as all these questions were unsolved,",1520
A Study In Scarlet,"I felt that sleep would be no easy matter, either for Holmes or",1521
A Study In Scarlet,myself. His quiet self-confident manner convinced me that he had,1522
A Study In Scarlet,"already formed a theory which explained all the facts, though what it",1523
A Study In Scarlet,was I could not for an instant conjecture.,1524
A Study In Scarlet,,1525
A Study In Scarlet,"He was very late in returning--so late, that I knew that the concert",1526
A Study In Scarlet,could not have detained him all the time. Dinner was on the table,1527
A Study In Scarlet,before he appeared.,1528
A Study In Scarlet,,1529
A Study In Scarlet,"""It was magnificent,"" he said, as he took his seat. ""Do you remember",1530
A Study In Scarlet,what Darwin says about music? He claims that the power of producing,1531
A Study In Scarlet,and appreciating it existed among the human race long before the,1532
A Study In Scarlet,power of speech was arrived at. Perhaps that is why we are so subtly,1533
A Study In Scarlet,influenced by it. There are vague memories in our souls of those,1534
A Study In Scarlet,"misty centuries when the world was in its childhood.""",1535
A Study In Scarlet,,1536
A Study In Scarlet,"""That's rather a broad idea,"" I remarked.",1537
A Study In Scarlet,,1538
A Study In Scarlet,"""One's ideas must be as broad as Nature if they are to interpret",1539
A Study In Scarlet,"Nature,"" he answered. ""What's the matter? You're not looking quite",1540
A Study In Scarlet,"yourself. This Brixton Road affair has upset you.""",1541
A Study In Scarlet,,1542
A Study In Scarlet,"""To tell the truth, it has,"" I said. ""I ought to be more",1543
A Study In Scarlet,case-hardened after my Afghan experiences. I saw my own comrades,1544
A Study In Scarlet,"hacked to pieces at Maiwand without losing my nerve.""",1545
A Study In Scarlet,,1546
A Study In Scarlet,"""I can understand. There is a mystery about this which stimulates the",1547
A Study In Scarlet,imagination; where there is no imagination there is no horror. Have,1548
A Study In Scarlet,"you seen the evening paper?""",1549
A Study In Scarlet,,1550
A Study In Scarlet,"""No.""",1551
A Study In Scarlet,,1552
A Study In Scarlet,"""It gives a fairly good account of the affair. It does not mention",1553
A Study In Scarlet,"the fact that when the man was raised up, a woman's wedding ring fell",1554
A Study In Scarlet,"upon the floor. It is just as well it does not.""",1555
A Study In Scarlet,,1556
A Study In Scarlet,"""Why?""",1557
A Study In Scarlet,,1558
A Study In Scarlet,"""Look at this advertisement,"" he answered. ""I had one sent to every",1559
A Study In Scarlet,"paper this morning immediately after the affair.""",1560
A Study In Scarlet,,1561
A Study In Scarlet,He threw the paper across to me and I glanced at the place indicated.,1562
A Study In Scarlet,"It was the first announcement in the ""Found"" column. ""In Brixton",1563
A Study In Scarlet,"Road, this morning,"" it ran, ""a plain gold wedding ring, found in the",1564
A Study In Scarlet,roadway between the 'White Hart' Tavern and Holland Grove. Apply Dr.,1565
A Study In Scarlet,"Watson, 221b, Baker Street, between eight and nine this evening.""",1566
A Study In Scarlet,,1567
A Study In Scarlet,"""Excuse my using your name,"" he said. ""If I used my own some of these",1568
A Study In Scarlet,"dunderheads would recognize it, and want to meddle in the affair.""",1569
A Study In Scarlet,,1570
A Study In Scarlet,"""That is all right,"" I answered. ""But supposing anyone applies, I",1571
A Study In Scarlet,"have no ring.""",1572
A Study In Scarlet,,1573
A Study In Scarlet,"""Oh yes, you have,"" said he, handing me one. ""This will do very well.",1574
A Study In Scarlet,"It is almost a facsimile.""",1575
A Study In Scarlet,,1576
A Study In Scarlet,"""And who do you expect will answer this advertisement.""",1577
A Study In Scarlet,,1578
A Study In Scarlet,"""Why, the man in the brown coat--our florid friend with the square",1579
A Study In Scarlet,"toes. If he does not come himself he will send an accomplice.""",1580
A Study In Scarlet,,1581
A Study In Scarlet,"""Would he not consider it as too dangerous?""",1582
A Study In Scarlet,,1583
A Study In Scarlet,"""Not at all. If my view of the case is correct, and I have every",1584
A Study In Scarlet,"reason to believe that it is, this man would rather risk anything",1585
A Study In Scarlet,than lose the ring. According to my notion he dropped it while,1586
A Study In Scarlet,"stooping over Drebber's body, and did not miss it at the time. After",1587
A Study In Scarlet,"leaving the house he discovered his loss and hurried back, but found",1588
A Study In Scarlet,"the police already in possession, owing to his own folly in leaving",1589
A Study In Scarlet,the candle burning. He had to pretend to be drunk in order to allay,1590
A Study In Scarlet,the suspicions which might have been aroused by his appearance at the,1591
A Study In Scarlet,gate. Now put yourself in that man's place. On thinking the matter,1592
A Study In Scarlet,"over, it must have occurred to him that it was possible that he had",1593
A Study In Scarlet,"lost the ring in the road after leaving the house. What would he do,",1594
A Study In Scarlet,then? He would eagerly look out for the evening papers in the hope of,1595
A Study In Scarlet,"seeing it among the articles found. His eye, of course, would light",1596
A Study In Scarlet,upon this. He would be overjoyed. Why should he fear a trap? There,1597
A Study In Scarlet,would be no reason in his eyes why the finding of the ring should be,1598
A Study In Scarlet,connected with the murder. He would come. He will come. You shall see,1599
A Study In Scarlet,"him within an hour.""",1600
A Study In Scarlet,,1601
A Study In Scarlet,"""And then?"" I asked.",1602
A Study In Scarlet,,1603
A Study In Scarlet,"""Oh, you can leave me to deal with him then. Have you any arms?""",1604
A Study In Scarlet,,1605
A Study In Scarlet,"""I have my old service revolver and a few cartridges.""",1606
A Study In Scarlet,,1607
A Study In Scarlet,"""You had better clean it and load it. He will be a desperate man, and",1608
A Study In Scarlet,"though I shall take him unawares, it is as well to be ready for",1609
A Study In Scarlet,"anything.""",1610
A Study In Scarlet,,1611
A Study In Scarlet,I went to my bedroom and followed his advice. When I returned with,1612
A Study In Scarlet,"the pistol the table had been cleared, and Holmes was engaged in his",1613
A Study In Scarlet,favourite occupation of scraping upon his violin.,1614
A Study In Scarlet,,1615
A Study In Scarlet,"""The plot thickens,"" he said, as I entered; ""I have just had an",1616
A Study In Scarlet,answer to my American telegram. My view of the case is the correct,1617
A Study In Scarlet,"one.""",1618
A Study In Scarlet,,1619
A Study In Scarlet,"""And that is?"" I asked eagerly.",1620
A Study In Scarlet,,1621
A Study In Scarlet,"""My fiddle would be the better for new strings,"" he remarked. ""Put",1622
A Study In Scarlet,your pistol in your pocket. When the fellow comes speak to him in an,1623
A Study In Scarlet,ordinary way. Leave the rest to me. Don't frighten him by looking at,1624
A Study In Scarlet,"him too hard.""",1625
A Study In Scarlet,,1626
A Study In Scarlet,"""It is eight o'clock now,"" I said, glancing at my watch.",1627
A Study In Scarlet,,1628
A Study In Scarlet,"""Yes. He will probably be here in a few minutes. Open the door",1629
A Study In Scarlet,slightly. That will do. Now put the key on the inside. Thank you!,1630
A Study In Scarlet,This is a queer old book I picked up at a stall yesterday--De Jure,1631
A Study In Scarlet,"inter Gentes--published in Latin at Liege in the Lowlands, in 1642.",1632
A Study In Scarlet,Charles' head was still firm on his shoulders when this little,1633
A Study In Scarlet,"brown-backed volume was struck off.""",1634
A Study In Scarlet,,1635
A Study In Scarlet,"""Who is the printer?""",1636
A Study In Scarlet,,1637
A Study In Scarlet,"""Philippe de Croy, whoever he may have been. On the fly-leaf, in very",1638
A Study In Scarlet,"faded ink, is written 'Ex libris Guliolmi Whyte.' I wonder who",1639
A Study In Scarlet,"William Whyte was. Some pragmatical seventeenth century lawyer, I",1640
A Study In Scarlet,"suppose. His writing has a legal twist about it. Here comes our man,",1641
A Study In Scarlet,"I think.""",1642
A Study In Scarlet,,1643
A Study In Scarlet,As he spoke there was a sharp ring at the bell. Sherlock Holmes rose,1644
A Study In Scarlet,softly and moved his chair in the direction of the door. We heard the,1645
A Study In Scarlet,"servant pass along the hall, and the sharp click of the latch as she",1646
A Study In Scarlet,opened it.,1647
A Study In Scarlet,,1648
A Study In Scarlet,"""Does Dr. Watson live here?"" asked a clear but rather harsh voice. We",1649
A Study In Scarlet,"could not hear the servant's reply, but the door closed, and some one",1650
A Study In Scarlet,began to ascend the stairs. The footfall was an uncertain and,1651
A Study In Scarlet,shuffling one. A look of surprise passed over the face of my,1652
A Study In Scarlet,"companion as he listened to it. It came slowly along the passage, and",1653
A Study In Scarlet,there was a feeble tap at the door.,1654
A Study In Scarlet,,1655
A Study In Scarlet,"""Come in,"" I cried.",1656
A Study In Scarlet,,1657
A Study In Scarlet,"At my summons, instead of the man of violence whom we expected, a",1658
A Study In Scarlet,very old and wrinkled woman hobbled into the apartment. She appeared,1659
A Study In Scarlet,"to be dazzled by the sudden blaze of light, and after dropping a",1660
A Study In Scarlet,"curtsey, she stood blinking at us with her bleared eyes and fumbling",1661
A Study In Scarlet,"in her pocket with nervous, shaky fingers. I glanced at my companion,",1662
A Study In Scarlet,and his face had assumed such a disconsolate expression that it was,1663
A Study In Scarlet,all I could do to keep my countenance.,1664
A Study In Scarlet,,1665
A Study In Scarlet,"The old crone drew out an evening paper, and pointed at our",1666
A Study In Scarlet,"advertisement. ""It's this as has brought me, good gentlemen,"" she",1667
A Study In Scarlet,"said, dropping another curtsey; ""a gold wedding ring in the Brixton",1668
A Study In Scarlet,"Road. It belongs to my girl Sally, as was married only this time",1669
A Study In Scarlet,"twelvemonth, which her husband is steward aboard a Union boat, and",1670
A Study In Scarlet,what he'd say if he comes 'ome and found her without her ring is more,1671
A Study In Scarlet,"than I can think, he being short enough at the best o' times, but",1672
A Study In Scarlet,"more especially when he has the drink. If it please you, she went to",1673
A Study In Scarlet,"the circus last night along with--""",1674
A Study In Scarlet,,1675
A Study In Scarlet,"""Is that her ring?"" I asked.",1676
A Study In Scarlet,,1677
A Study In Scarlet,"""The Lord be thanked!"" cried the old woman; ""Sally will be a glad",1678
A Study In Scarlet,"woman this night. That's the ring.""",1679
A Study In Scarlet,,1680
A Study In Scarlet,"""And what may your address be?"" I inquired, taking up a pencil.",1681
A Study In Scarlet,,1682
A Study In Scarlet,"""13, Duncan Street, Houndsditch. A weary way from here.""",1683
A Study In Scarlet,,1684
A Study In Scarlet,"""The Brixton Road does not lie between any circus and Houndsditch,""",1685
A Study In Scarlet,said Sherlock Holmes sharply.,1686
A Study In Scarlet,,1687
A Study In Scarlet,The old woman faced round and looked keenly at him from her little,1688
A Study In Scarlet,"red-rimmed eyes. ""The gentleman asked me for my address,"" she said.",1689
A Study In Scarlet,"""Sally lives in lodgings at 3, Mayfield Place, Peckham.""",1690
A Study In Scarlet,,1691
A Study In Scarlet,"""And your name is--?""",1692
A Study In Scarlet,,1693
A Study In Scarlet,"""My name is Sawyer--her's is Dennis, which Tom Dennis married",1694
A Study In Scarlet,"her--and a smart, clean lad, too, as long as he's at sea, and no",1695
A Study In Scarlet,"steward in the company more thought of; but when on shore, what with",1696
A Study In Scarlet,"the women and what with liquor shops--""",1697
A Study In Scarlet,,1698
A Study In Scarlet,"""Here is your ring, Mrs. Sawyer,"" I interrupted, in obedience to a",1699
A Study In Scarlet,"sign from my companion; ""it clearly belongs to your daughter, and I",1700
A Study In Scarlet,"am glad to be able to restore it to the rightful owner.""",1701
A Study In Scarlet,,1702
A Study In Scarlet,With many mumbled blessings and protestations of gratitude the old,1703
A Study In Scarlet,"crone packed it away in her pocket, and shuffled off down the stairs.",1704
A Study In Scarlet,Sherlock Holmes sprang to his feet the moment that she was gone and,1705
A Study In Scarlet,rushed into his room. He returned in a few seconds enveloped in an,1706
A Study In Scarlet,"ulster and a cravat. ""I'll follow her,"" he said, hurriedly; ""she must",1707
A Study In Scarlet,"be an accomplice, and will lead me to him. Wait up for me."" The hall",1708
A Study In Scarlet,door had hardly slammed behind our visitor before Holmes had,1709
A Study In Scarlet,descended the stair. Looking through the window I could see her,1710
A Study In Scarlet,"walking feebly along the other side, while her pursuer dogged her",1711
A Study In Scarlet,"some little distance behind. ""Either his whole theory is incorrect,""",1712
A Study In Scarlet,"I thought to myself, ""or else he will be led now to the heart of the",1713
A Study In Scarlet,"mystery."" There was no need for him to ask me to wait up for him, for",1714
A Study In Scarlet,I felt that sleep was impossible until I heard the result of his,1715
A Study In Scarlet,adventure.,1716
A Study In Scarlet,,1717
A Study In Scarlet,It was close upon nine when he set out. I had no idea how long he,1718
A Study In Scarlet,"might be, but I sat stolidly puffing at my pipe and skipping over the",1719
A Study In Scarlet,"pages of Henri Murger's Vie de Bohème. Ten o'clock passed, and I",1720
A Study In Scarlet,"heard the footsteps of the maid as they pattered off to bed. Eleven,",1721
A Study In Scarlet,"and the more stately tread of the landlady passed my door, bound for",1722
A Study In Scarlet,the same destination. It was close upon twelve before I heard the,1723
A Study In Scarlet,sharp sound of his latch-key. The instant he entered I saw by his,1724
A Study In Scarlet,face that he had not been successful. Amusement and chagrin seemed to,1725
A Study In Scarlet,"be struggling for the mastery, until the former suddenly carried the",1726
A Study In Scarlet,"day, and he burst into a hearty laugh.",1727
A Study In Scarlet,,1728
A Study In Scarlet,"""I wouldn't have the Scotland Yarders know it for the world,"" he",1729
A Study In Scarlet,"cried, dropping into his chair; ""I have chaffed them so much that",1730
A Study In Scarlet,they would never have let me hear the end of it. I can afford to,1731
A Study In Scarlet,"laugh, because I know that I will be even with them in the long run.""",1732
A Study In Scarlet,,1733
A Study In Scarlet,"""What is it then?"" I asked.",1734
A Study In Scarlet,,1735
A Study In Scarlet,"""Oh, I don't mind telling a story against myself. That creature had",1736
A Study In Scarlet,gone a little way when she began to limp and show every sign of being,1737
A Study In Scarlet,"foot-sore. Presently she came to a halt, and hailed a four-wheeler",1738
A Study In Scarlet,which was passing. I managed to be close to her so as to hear the,1739
A Study In Scarlet,"address, but I need not have been so anxious, for she sang it out",1740
A Study In Scarlet,"loud enough to be heard at the other side of the street, 'Drive to",1741
A Study In Scarlet,"13, Duncan Street, Houndsditch,' she cried. This begins to look",1742
A Study In Scarlet,"genuine, I thought, and having seen her safely inside, I perched",1743
A Study In Scarlet,myself behind. That's an art which every detective should be an,1744
A Study In Scarlet,"expert at. Well, away we rattled, and never drew rein until we",1745
A Study In Scarlet,reached the street in question. I hopped off before we came to the,1746
A Study In Scarlet,"door, and strolled down the street in an easy, lounging way. I saw",1747
A Study In Scarlet,"the cab pull up. The driver jumped down, and I saw him open the door",1748
A Study In Scarlet,and stand expectantly. Nothing came out though. When I reached him he,1749
A Study In Scarlet,"was groping about frantically in the empty cab, and giving vent to",1750
A Study In Scarlet,the finest assorted collection of oaths that ever I listened to.,1751
A Study In Scarlet,"There was no sign or trace of his passenger, and I fear it will be",1752
A Study In Scarlet,some time before he gets his fare. On inquiring at Number 13 we found,1753
A Study In Scarlet,"that the house belonged to a respectable paperhanger, named Keswick,",1754
A Study In Scarlet,and that no one of the name either of Sawyer or Dennis had ever been,1755
A Study In Scarlet,"heard of there.""",1756
A Study In Scarlet,,1757
A Study In Scarlet,"""You don't mean to say,"" I cried, in amazement, ""that that tottering,",1758
A Study In Scarlet,feeble old woman was able to get out of the cab while it was in,1759
A Study In Scarlet,"motion, without either you or the driver seeing her?""",1760
A Study In Scarlet,,1761
A Study In Scarlet,"""Old woman be damned!"" said Sherlock Holmes, sharply. ""We were the",1762
A Study In Scarlet,"old women to be so taken in. It must have been a young man, and an",1763
A Study In Scarlet,"active one, too, besides being an incomparable actor. The get-up was",1764
A Study In Scarlet,"inimitable. He saw that he was followed, no doubt, and used this",1765
A Study In Scarlet,means of giving me the slip. It shows that the man we are after is,1766
A Study In Scarlet,"not as lonely as I imagined he was, but has friends who are ready to",1767
A Study In Scarlet,"risk something for him. Now, Doctor, you are looking done-up. Take my",1768
A Study In Scarlet,"advice and turn in.""",1769
A Study In Scarlet,,1770
A Study In Scarlet,"I was certainly feeling very weary, so I obeyed his injunction. I",1771
A Study In Scarlet,"left Holmes seated in front of the smouldering fire, and long into",1772
A Study In Scarlet,"the watches of the night I heard the low, melancholy wailings of his",1773
A Study In Scarlet,"violin, and knew that he was still pondering over the strange problem",1774
A Study In Scarlet,which he had set himself to unravel.,1775
A Study In Scarlet,,1776
A Study In Scarlet,CHAPTER VI,1777
A Study In Scarlet,Tobias Gregson Shows What He Can Do,1778
A Study In Scarlet,,1779
A Study In Scarlet,"The papers next day were full of the ""Brixton Mystery,"" as they",1780
A Study In Scarlet,"termed it. Each had a long account of the affair, and some had",1781
A Study In Scarlet,leaders upon it in addition. There was some information in them which,1782
A Study In Scarlet,was new to me. I still retain in my scrap-book numerous clippings and,1783
A Study In Scarlet,extracts bearing upon the case. Here is a condensation of a few of,1784
A Study In Scarlet,them:--,1785
A Study In Scarlet,,1786
A Study In Scarlet,The Daily Telegraph remarked that in the history of crime there had,1787
A Study In Scarlet,seldom been a tragedy which presented stranger features. The German,1788
A Study In Scarlet,"name of the victim, the absence of all other motive, and the sinister",1789
A Study In Scarlet,"inscription on the wall, all pointed to its perpetration by political",1790
A Study In Scarlet,refugees and revolutionists. The Socialists had many branches in,1791
A Study In Scarlet,"America, and the deceased had, no doubt, infringed their unwritten",1792
A Study In Scarlet,"laws, and been tracked down by them. After alluding airily to the",1793
A Study In Scarlet,"Vehmgericht, aqua tofana, Carbonari, the Marchioness de Brinvilliers,",1794
A Study In Scarlet,"the Darwinian theory, the principles of Malthus, and the Ratcliff",1795
A Study In Scarlet,"Highway murders, the article concluded by admonishing the Government",1796
A Study In Scarlet,and advocating a closer watch over foreigners in England.,1797
A Study In Scarlet,,1798
A Study In Scarlet,The Standard commented upon the fact that lawless outrages of the,1799
A Study In Scarlet,sort usually occurred under a Liberal Administration. They arose from,1800
A Study In Scarlet,"the unsettling of the minds of the masses, and the consequent",1801
A Study In Scarlet,weakening of all authority. The deceased was an American gentleman,1802
A Study In Scarlet,who had been residing for some weeks in the Metropolis. He had stayed,1803
A Study In Scarlet,"at the boarding-house of Madame Charpentier, in Torquay Terrace,",1804
A Study In Scarlet,Camberwell. He was accompanied in his travels by his private,1805
A Study In Scarlet,"secretary, Mr. Joseph Stangerson. The two bade adieu to their",1806
A Study In Scarlet,"landlady upon Tuesday, the 4th inst., and departed to Euston Station",1807
A Study In Scarlet,with the avowed intention of catching the Liverpool express. They,1808
A Study In Scarlet,were afterwards seen together upon the platform. Nothing more is,1809
A Study In Scarlet,"known of them until Mr. Drebber's body was, as recorded, discovered",1810
A Study In Scarlet,"in an empty house in the Brixton Road, many miles from Euston. How he",1811
A Study In Scarlet,"came there, or how he met his fate, are questions which are still",1812
A Study In Scarlet,involved in mystery. Nothing is known of the whereabouts of,1813
A Study In Scarlet,"Stangerson. We are glad to learn that Mr. Lestrade and Mr. Gregson,",1814
A Study In Scarlet,"of Scotland Yard, are both engaged upon the case, and it is",1815
A Study In Scarlet,confidently anticipated that these well-known officers will speedily,1816
A Study In Scarlet,throw light upon the matter.,1817
A Study In Scarlet,,1818
A Study In Scarlet,The Daily News observed that there was no doubt as to the crime being,1819
A Study In Scarlet,a political one. The despotism and hatred of Liberalism which,1820
A Study In Scarlet,animated the Continental Governments had had the effect of driving to,1821
A Study In Scarlet,our shores a number of men who might have made excellent citizens,1822
A Study In Scarlet,were they not soured by the recollection of all that they had,1823
A Study In Scarlet,"undergone. Among these men there was a stringent code of honour, any",1824
A Study In Scarlet,infringement of which was punished by death. Every effort should be,1825
A Study In Scarlet,"made to find the secretary, Stangerson, and to ascertain some",1826
A Study In Scarlet,particulars of the habits of the deceased. A great step had been,1827
A Study In Scarlet,gained by the discovery of the address of the house at which he had,1828
A Study In Scarlet,boarded--a result which was entirely due to the acuteness and energy,1829
A Study In Scarlet,of Mr. Gregson of Scotland Yard.,1830
A Study In Scarlet,,1831
A Study In Scarlet,"Sherlock Holmes and I read these notices over together at breakfast,",1832
A Study In Scarlet,and they appeared to afford him considerable amusement.,1833
A Study In Scarlet,,1834
A Study In Scarlet,"""I told you that, whatever happened, Lestrade and Gregson would be",1835
A Study In Scarlet,"sure to score.""",1836
A Study In Scarlet,,1837
A Study In Scarlet,"""That depends on how it turns out.""",1838
A Study In Scarlet,,1839
A Study In Scarlet,"""Oh, bless you, it doesn't matter in the least. If the man is caught,",1840
A Study In Scarlet,"it will be on account of their exertions; if he escapes, it will be",1841
A Study In Scarlet,in spite of their exertions. It's heads I win and tails you lose.,1842
A Study In Scarlet,"Whatever they do, they will have followers. 'Un sot trouve toujours",1843
A Study In Scarlet,"un plus sot qui l'admire.'""",1844
A Study In Scarlet,,1845
A Study In Scarlet,"""What on earth is this?"" I cried, for at this moment there came the",1846
A Study In Scarlet,"pattering of many steps in the hall and on the stairs, accompanied by",1847
A Study In Scarlet,audible expressions of disgust upon the part of our landlady.,1848
A Study In Scarlet,,1849
A Study In Scarlet,"""It's the Baker Street division of the detective police force,"" said",1850
A Study In Scarlet,"my companion, gravely; and as he spoke there rushed into the room",1851
A Study In Scarlet,half a dozen of the dirtiest and most ragged street Arabs that ever I,1852
A Study In Scarlet,clapped eyes on.,1853
A Study In Scarlet,,1854
A Study In Scarlet,"""'Tention!"" cried Holmes, in a sharp tone, and the six dirty little",1855
A Study In Scarlet,"scoundrels stood in a line like so many disreputable statuettes. ""In",1856
A Study In Scarlet,"future you shall send up Wiggins alone to report, and the rest of you",1857
A Study In Scarlet,"must wait in the street. Have you found it, Wiggins?""",1858
A Study In Scarlet,,1859
A Study In Scarlet,"""No, sir, we hain't,"" said one of the youths.",1860
A Study In Scarlet,,1861
A Study In Scarlet,"""I hardly expected you would. You must keep on until you do. Here are",1862
A Study In Scarlet,"your wages."" He handed each of them a shilling. ""Now, off you go, and",1863
A Study In Scarlet,"come back with a better report next time.""",1864
A Study In Scarlet,,1865
A Study In Scarlet,"He waved his hand, and they scampered away downstairs like so many",1866
A Study In Scarlet,"rats, and we heard their shrill voices next moment in the street.",1867
A Study In Scarlet,,1868
A Study In Scarlet,"""There's more work to be got out of one of those little beggars than",1869
A Study In Scarlet,"out of a dozen of the force,"" Holmes remarked. ""The mere sight of an",1870
A Study In Scarlet,"official-looking person seals men's lips. These youngsters, however,",1871
A Study In Scarlet,"go everywhere and hear everything. They are as sharp as needles, too;",1872
A Study In Scarlet,"all they want is organisation.""",1873
A Study In Scarlet,,1874
A Study In Scarlet,"""Is it on this Brixton case that you are employing them?"" I asked.",1875
A Study In Scarlet,,1876
A Study In Scarlet,"""Yes; there is a point which I wish to ascertain. It is merely a",1877
A Study In Scarlet,matter of time. Hullo! we are going to hear some news now with a,1878
A Study In Scarlet,vengeance! Here is Gregson coming down the road with beatitude,1879
A Study In Scarlet,"written upon every feature of his face. Bound for us, I know. Yes, he",1880
A Study In Scarlet,"is stopping. There he is!""",1881
A Study In Scarlet,,1882
A Study In Scarlet,"There was a violent peal at the bell, and in a few seconds the",1883
A Study In Scarlet,"fair-haired detective came up the stairs, three steps at a time, and",1884
A Study In Scarlet,burst into our sitting-room.,1885
A Study In Scarlet,,1886
A Study In Scarlet,"""My dear fellow,"" he cried, wringing Holmes' unresponsive hand,",1887
A Study In Scarlet,"""congratulate me! I have made the whole thing as clear as day.""",1888
A Study In Scarlet,,1889
A Study In Scarlet,A shade of anxiety seemed to me to cross my companion's expressive,1890
A Study In Scarlet,face.,1891
A Study In Scarlet,,1892
A Study In Scarlet,"""Do you mean that you are on the right track?"" he asked.",1893
A Study In Scarlet,,1894
A Study In Scarlet,"""The right track! Why, sir, we have the man under lock and key.""",1895
A Study In Scarlet,,1896
A Study In Scarlet,"""And his name is?""",1897
A Study In Scarlet,,1898
A Study In Scarlet,"""Arthur Charpentier, sub-lieutenant in Her Majesty's navy,"" cried",1899
A Study In Scarlet,"Gregson, pompously, rubbing his fat hands and inflating his chest.",1900
A Study In Scarlet,,1901
A Study In Scarlet,"Sherlock Holmes gave a sigh of relief, and relaxed into a smile.",1902
A Study In Scarlet,,1903
A Study In Scarlet,"""Take a seat, and try one of these cigars,"" he said. ""We are anxious",1904
A Study In Scarlet,"to know how you managed it. Will you have some whiskey and water?""",1905
A Study In Scarlet,,1906
A Study In Scarlet,"""I don't mind if I do,"" the detective answered. ""The tremendous",1907
A Study In Scarlet,exertions which I have gone through during the last day or two have,1908
A Study In Scarlet,"worn me out. Not so much bodily exertion, you understand, as the",1909
A Study In Scarlet,"strain upon the mind. You will appreciate that, Mr. Sherlock Holmes,",1910
A Study In Scarlet,"for we are both brain-workers.""",1911
A Study In Scarlet,,1912
A Study In Scarlet,"""You do me too much honour,"" said Holmes, gravely. ""Let us hear how",1913
A Study In Scarlet,"you arrived at this most gratifying result.""",1914
A Study In Scarlet,,1915
A Study In Scarlet,"The detective seated himself in the arm-chair, and puffed",1916
A Study In Scarlet,complacently at his cigar. Then suddenly he slapped his thigh in a,1917
A Study In Scarlet,paroxysm of amusement.,1918
A Study In Scarlet,,1919
A Study In Scarlet,"""The fun of it is,"" he cried, ""that that fool Lestrade, who thinks",1920
A Study In Scarlet,"himself so smart, has gone off upon the wrong track altogether. He is",1921
A Study In Scarlet,"after the secretary Stangerson, who had no more to do with the crime",1922
A Study In Scarlet,than the babe unborn. I have no doubt that he has caught him by this,1923
A Study In Scarlet,"time.""",1924
A Study In Scarlet,,1925
A Study In Scarlet,The idea tickled Gregson so much that he laughed until he choked.,1926
A Study In Scarlet,,1927
A Study In Scarlet,"""And how did you get your clue?""",1928
A Study In Scarlet,,1929
A Study In Scarlet,"""Ah, I'll tell you all about it. Of course, Doctor Watson, this is",1930
A Study In Scarlet,strictly between ourselves. The first difficulty which we had to,1931
A Study In Scarlet,contend with was the finding of this American's antecedents. Some,1932
A Study In Scarlet,"people would have waited until their advertisements were answered, or",1933
A Study In Scarlet,until parties came forward and volunteered information. That is not,1934
A Study In Scarlet,Tobias Gregson's way of going to work. You remember the hat beside,1935
A Study In Scarlet,"the dead man?""",1936
A Study In Scarlet,,1937
A Study In Scarlet,"""Yes,"" said Holmes; ""by John Underwood and Sons, 129, Camberwell",1938
A Study In Scarlet,"Road.""",1939
A Study In Scarlet,,1940
A Study In Scarlet,Gregson looked quite crest-fallen.,1941
