book,text,line_num
A Study In Scarlet,found that I must turn my hand to something for my living. Driving,4238
A Study In Scarlet,"and riding are as natural to me as walking, so I applied at a",4239
A Study In Scarlet,"cabowner's office, and soon got employment. I was to bring a certain",4240
A Study In Scarlet,"sum a week to the owner, and whatever was over that I might keep for",4241
A Study In Scarlet,"myself. There was seldom much over, but I managed to scrape along",4242
A Study In Scarlet,"somehow. The hardest job was to learn my way about, for I reckon that",4243
A Study In Scarlet,"of all the mazes that ever were contrived, this city is the most",4244
A Study In Scarlet,"confusing. I had a map beside me though, and when once I had spotted",4245
A Study In Scarlet,"the principal hotels and stations, I got on pretty well.",4246
A Study In Scarlet,,4247
A Study In Scarlet,"""It was some time before I found out where my two gentlemen were",4248
A Study In Scarlet,living; but I inquired and inquired until at last I dropped across,4249
A Study In Scarlet,"them. They were at a boarding-house at Camberwell, over on the other",4250
A Study In Scarlet,side of the river. When once I found them out I knew that I had them,4251
A Study In Scarlet,"at my mercy. I had grown my beard, and there was no chance of their",4252
A Study In Scarlet,recognizing me. I would dog them and follow them until I saw my,4253
A Study In Scarlet,opportunity. I was determined that they should not escape me again.,4254
A Study In Scarlet,,4255
A Study In Scarlet,"""They were very near doing it for all that. Go where they would about",4256
A Study In Scarlet,"London, I was always at their heels. Sometimes I followed them on my",4257
A Study In Scarlet,"cab, and sometimes on foot, but the former was the best, for then",4258
A Study In Scarlet,they could not get away from me. It was only early in the morning or,4259
A Study In Scarlet,"late at night that I could earn anything, so that I began to get",4260
A Study In Scarlet,"behind hand with my employer. I did not mind that, however, as long",4261
A Study In Scarlet,as I could lay my hand upon the men I wanted.,4262
A Study In Scarlet,,4263
A Study In Scarlet,"""They were very cunning, though. They must have thought that there",4264
A Study In Scarlet,"was some chance of their being followed, for they would never go out",4265
A Study In Scarlet,"alone, and never after nightfall. During two weeks I drove behind",4266
A Study In Scarlet,"them every day, and never once saw them separate. Drebber himself was",4267
A Study In Scarlet,"drunk half the time, but Stangerson was not to be caught napping. I",4268
A Study In Scarlet,"watched them late and early, but never saw the ghost of a chance; but",4269
A Study In Scarlet,"I was not discouraged, for something told me that the hour had almost",4270
A Study In Scarlet,come. My only fear was that this thing in my chest might burst a,4271
A Study In Scarlet,little too soon and leave my work undone.,4272
A Study In Scarlet,,4273
A Study In Scarlet,"""At last, one evening I was driving up and down Torquay Terrace, as",4274
A Study In Scarlet,"the street was called in which they boarded, when I saw a cab drive",4275
A Study In Scarlet,"up to their door. Presently some luggage was brought out, and after a",4276
A Study In Scarlet,"time Drebber and Stangerson followed it, and drove off. I whipped up",4277
A Study In Scarlet,"my horse and kept within sight of them, feeling very ill at ease, for",4278
A Study In Scarlet,I feared that they were going to shift their quarters. At Euston,4279
A Study In Scarlet,"Station they got out, and I left a boy to hold my horse, and followed",4280
A Study In Scarlet,"them on to the platform. I heard them ask for the Liverpool train,",4281
A Study In Scarlet,and the guard answer that one had just gone and there would not be,4282
A Study In Scarlet,"another for some hours. Stangerson seemed to be put out at that, but",4283
A Study In Scarlet,Drebber was rather pleased than otherwise. I got so close to them in,4284
A Study In Scarlet,the bustle that I could hear every word that passed between them.,4285
A Study In Scarlet,"Drebber said that he had a little business of his own to do, and that",4286
A Study In Scarlet,if the other would wait for him he would soon rejoin him. His,4287
A Study In Scarlet,"companion remonstrated with him, and reminded him that they had",4288
A Study In Scarlet,resolved to stick together. Drebber answered that the matter was a,4289
A Study In Scarlet,"delicate one, and that he must go alone. I could not catch what",4290
A Study In Scarlet,"Stangerson said to that, but the other burst out swearing, and",4291
A Study In Scarlet,"reminded him that he was nothing more than his paid servant, and that",4292
A Study In Scarlet,he must not presume to dictate to him. On that the Secretary gave it,4293
A Study In Scarlet,"up as a bad job, and simply bargained with him that if he missed the",4294
A Study In Scarlet,last train he should rejoin him at Halliday's Private Hotel; to which,4295
A Study In Scarlet,"Drebber answered that he would be back on the platform before eleven,",4296
A Study In Scarlet,and made his way out of the station.,4297
A Study In Scarlet,,4298
A Study In Scarlet,"""The moment for which I had waited so long had at last come. I had my",4299
A Study In Scarlet,"enemies within my power. Together they could protect each other, but",4300
A Study In Scarlet,"singly they were at my mercy. I did not act, however, with undue",4301
A Study In Scarlet,precipitation. My plans were already formed. There is no satisfaction,4302
A Study In Scarlet,in vengeance unless the offender has time to realize who it is that,4303
A Study In Scarlet,"strikes him, and why retribution has come upon him. I had my plans",4304
A Study In Scarlet,arranged by which I should have the opportunity of making the man who,4305
A Study In Scarlet,had wronged me understand that his old sin had found him out. It,4306
A Study In Scarlet,chanced that some days before a gentleman who had been engaged in,4307
A Study In Scarlet,looking over some houses in the Brixton Road had dropped the key of,4308
A Study In Scarlet,"one of them in my carriage. It was claimed that same evening, and",4309
A Study In Scarlet,"returned; but in the interval I had taken a moulding of it, and had a",4310
A Study In Scarlet,duplicate constructed. By means of this I had access to at least one,4311
A Study In Scarlet,spot in this great city where I could rely upon being free from,4312
A Study In Scarlet,interruption. How to get Drebber to that house was the difficult,4313
A Study In Scarlet,problem which I had now to solve.,4314
A Study In Scarlet,,4315
A Study In Scarlet,"""He walked down the road and went into one or two liquor shops,",4316
A Study In Scarlet,staying for nearly half-an-hour in the last of them. When he came out,4317
A Study In Scarlet,"he staggered in his walk, and was evidently pretty well on. There was",4318
A Study In Scarlet,"a hansom just in front of me, and he hailed it. I followed it so",4319
A Study In Scarlet,close that the nose of my horse was within a yard of his driver the,4320
A Study In Scarlet,whole way. We rattled across Waterloo Bridge and through miles of,4321
A Study In Scarlet,"streets, until, to my astonishment, we found ourselves back in the",4322
A Study In Scarlet,Terrace in which he had boarded. I could not imagine what his,4323
A Study In Scarlet,intention was in returning there; but I went on and pulled up my cab,4324
A Study In Scarlet,"a hundred yards or so from the house. He entered it, and his hansom",4325
A Study In Scarlet,"drove away. Give me a glass of water, if you please. My mouth gets",4326
A Study In Scarlet,"dry with the talking.""",4327
A Study In Scarlet,,4328
A Study In Scarlet,"I handed him the glass, and he drank it down.",4329
A Study In Scarlet,,4330
A Study In Scarlet,"""That's better,"" he said. ""Well, I waited for a quarter of an hour,",4331
A Study In Scarlet,"or more, when suddenly there came a noise like people struggling",4332
A Study In Scarlet,inside the house. Next moment the door was flung open and two men,4333
A Study In Scarlet,"appeared, one of whom was Drebber, and the other was a young chap",4334
A Study In Scarlet,"whom I had never seen before. This fellow had Drebber by the collar,",4335
A Study In Scarlet,and when they came to the head of the steps he gave him a shove and a,4336
A Study In Scarlet,"kick which sent him half across the road. 'You hound,' he cried,",4337
A Study In Scarlet,shaking his stick at him; 'I'll teach you to insult an honest girl!',4338
A Study In Scarlet,He was so hot that I think he would have thrashed Drebber with his,4339
A Study In Scarlet,"cudgel, only that the cur staggered away down the road as fast as his",4340
A Study In Scarlet,"legs would carry him. He ran as far as the corner, and then, seeing",4341
A Study In Scarlet,"my cab, he hailed me and jumped in. 'Drive me to Halliday's Private",4342
A Study In Scarlet,"Hotel,' said he.",4343
A Study In Scarlet,,4344
A Study In Scarlet,"""When I had him fairly inside my cab, my heart jumped so with joy",4345
A Study In Scarlet,that I feared lest at this last moment my aneurism might go wrong. I,4346
A Study In Scarlet,"drove along slowly, weighing in my own mind what it was best to do. I",4347
A Study In Scarlet,"might take him right out into the country, and there in some deserted",4348
A Study In Scarlet,"lane have my last interview with him. I had almost decided upon this,",4349
A Study In Scarlet,when he solved the problem for me. The craze for drink had seized him,4350
A Study In Scarlet,"again, and he ordered me to pull up outside a gin palace. He went in,",4351
A Study In Scarlet,leaving word that I should wait for him. There he remained until,4352
A Study In Scarlet,"closing time, and when he came out he was so far gone that I knew the",4353
A Study In Scarlet,game was in my own hands.,4354
A Study In Scarlet,,4355
A Study In Scarlet,"""Don't imagine that I intended to kill him in cold blood. It would",4356
A Study In Scarlet,"only have been rigid justice if I had done so, but I could not bring",4357
A Study In Scarlet,myself to do it. I had long determined that he should have a show for,4358
A Study In Scarlet,his life if he chose to take advantage of it. Among the many billets,4359
A Study In Scarlet,"which I have filled in America during my wandering life, I was once",4360
A Study In Scarlet,janitor and sweeper out of the laboratory at York College. One day,4361
A Study In Scarlet,"the professor was lecturing on poisons, and he showed his students",4362
A Study In Scarlet,"some alkaloid, as he called it, which he had extracted from some",4363
A Study In Scarlet,"South American arrow poison, and which was so powerful that the least",4364
A Study In Scarlet,grain meant instant death. I spotted the bottle in which this,4365
A Study In Scarlet,"preparation was kept, and when they were all gone, I helped myself to",4366
A Study In Scarlet,"a little of it. I was a fairly good dispenser, so I worked this",4367
A Study In Scarlet,"alkaloid into small, soluble pills, and each pill I put in a box with",4368
A Study In Scarlet,a similar pill made without the poison. I determined at the time that,4369
A Study In Scarlet,"when I had my chance, my gentlemen should each have a draw out of one",4370
A Study In Scarlet,"of these boxes, while I ate the pill that remained. It would be quite",4371
A Study In Scarlet,"as deadly, and a good deal less noisy than firing across a",4372
A Study In Scarlet,"handkerchief. From that day I had always my pill boxes about with me,",4373
A Study In Scarlet,and the time had now come when I was to use them.,4374
A Study In Scarlet,,4375
A Study In Scarlet,"""It was nearer one than twelve, and a wild, bleak night, blowing hard",4376
A Study In Scarlet,"and raining in torrents. Dismal as it was outside, I was glad",4377
A Study In Scarlet,within--so glad that I could have shouted out from pure exultation.,4378
A Study In Scarlet,"If any of you gentlemen have ever pined for a thing, and longed for",4379
A Study In Scarlet,"it during twenty long years, and then suddenly found it within your",4380
A Study In Scarlet,"reach, you would understand my feelings. I lit a cigar, and puffed at",4381
A Study In Scarlet,"it to steady my nerves, but my hands were trembling, and my temples",4382
A Study In Scarlet,"throbbing with excitement. As I drove, I could see old John Ferrier",4383
A Study In Scarlet,"and sweet Lucy looking at me out of the darkness and smiling at me,",4384
A Study In Scarlet,just as plain as I see you all in this room. All the way they were,4385
A Study In Scarlet,"ahead of me, one on each side of the horse until I pulled up at the",4386
A Study In Scarlet,house in the Brixton Road.,4387
A Study In Scarlet,,4388
A Study In Scarlet,"""There was not a soul to be seen, nor a sound to be heard, except the",4389
A Study In Scarlet,"dripping of the rain. When I looked in at the window, I found Drebber",4390
A Study In Scarlet,"all huddled together in a drunken sleep. I shook him by the arm,",4391
A Study In Scarlet,"'It's time to get out,' I said.",4392
A Study In Scarlet,,4393
A Study In Scarlet,"""'All right, cabby,' said he.",4394
A Study In Scarlet,,4395
A Study In Scarlet,"""I suppose he thought we had come to the hotel that he had mentioned,",4396
A Study In Scarlet,"for he got out without another word, and followed me down the garden.",4397
A Study In Scarlet,"I had to walk beside him to keep him steady, for he was still a",4398
A Study In Scarlet,"little top-heavy. When we came to the door, I opened it, and led him",4399
A Study In Scarlet,"into the front room. I give you my word that all the way, the father",4400
A Study In Scarlet,and the daughter were walking in front of us.,4401
A Study In Scarlet,,4402
A Study In Scarlet,"""'It's infernally dark,' said he, stamping about.",4403
A Study In Scarlet,,4404
A Study In Scarlet,"""'We'll soon have a light,' I said, striking a match and putting it",4405
A Study In Scarlet,"to a wax candle which I had brought with me. 'Now, Enoch Drebber,' I",4406
A Study In Scarlet,"continued, turning to him, and holding the light to my own face, 'who",4407
A Study In Scarlet,am I?',4408
A Study In Scarlet,,4409
A Study In Scarlet,"""He gazed at me with bleared, drunken eyes for a moment, and then I",4410
A Study In Scarlet,"saw a horror spring up in them, and convulse his whole features,",4411
A Study In Scarlet,"which showed me that he knew me. He staggered back with a livid face,",4412
A Study In Scarlet,"and I saw the perspiration break out upon his brow, while his teeth",4413
A Study In Scarlet,"chattered in his head. At the sight, I leaned my back against the",4414
A Study In Scarlet,door and laughed loud and long. I had always known that vengeance,4415
A Study In Scarlet,"would be sweet, but I had never hoped for the contentment of soul",4416
A Study In Scarlet,which now possessed me.,4417
A Study In Scarlet,,4418
A Study In Scarlet,"""'You dog!' I said; 'I have hunted you from Salt Lake City to St.",4419
A Study In Scarlet,"Petersburg, and you have always escaped me. Now, at last your",4420
A Study In Scarlet,"wanderings have come to an end, for either you or I shall never see",4421
A Study In Scarlet,"to-morrow's sun rise.' He shrunk still further away as I spoke, and I",4422
A Study In Scarlet,could see on his face that he thought I was mad. So I was for the,4423
A Study In Scarlet,"time. The pulses in my temples beat like sledge-hammers, and I",4424
A Study In Scarlet,believe I would have had a fit of some sort if the blood had not,4425
A Study In Scarlet,gushed from my nose and relieved me.,4426
A Study In Scarlet,,4427
A Study In Scarlet,"""'What do you think of Lucy Ferrier now?' I cried, locking the door,",4428
A Study In Scarlet,"and shaking the key in his face. 'Punishment has been slow in coming,",4429
A Study In Scarlet,but it has overtaken you at last.' I saw his coward lips tremble as I,4430
A Study In Scarlet,"spoke. He would have begged for his life, but he knew well that it",4431
A Study In Scarlet,was useless.,4432
A Study In Scarlet,,4433
A Study In Scarlet,"""'Would you murder me?' he stammered.",4434
A Study In Scarlet,,4435
A Study In Scarlet,"""'There is no murder,' I answered. 'Who talks of murdering a mad dog?",4436
A Study In Scarlet,"What mercy had you upon my poor darling, when you dragged her from",4437
A Study In Scarlet,"her slaughtered father, and bore her away to your accursed and",4438
A Study In Scarlet,shameless harem.',4439
A Study In Scarlet,,4440
A Study In Scarlet,"""'It was not I who killed her father,' he cried.",4441
A Study In Scarlet,,4442
A Study In Scarlet,"""'But it was you who broke her innocent heart,' I shrieked, thrusting",4443
A Study In Scarlet,the box before him. 'Let the high God judge between us. Choose and,4444
A Study In Scarlet,eat. There is death in one and life in the other. I shall take what,4445
A Study In Scarlet,"you leave. Let us see if there is justice upon the earth, or if we",4446
A Study In Scarlet,are ruled by chance.',4447
A Study In Scarlet,,4448
A Study In Scarlet,"""He cowered away with wild cries and prayers for mercy, but I drew my",4449
A Study In Scarlet,knife and held it to his throat until he had obeyed me. Then I,4450
A Study In Scarlet,"swallowed the other, and we stood facing one another in silence for a",4451
A Study In Scarlet,"minute or more, waiting to see which was to live and which was to",4452
A Study In Scarlet,die. Shall I ever forget the look which came over his face when the,4453
A Study In Scarlet,first warning pangs told him that the poison was in his system? I,4454
A Study In Scarlet,"laughed as I saw it, and held Lucy's marriage ring in front of his",4455
A Study In Scarlet,"eyes. It was but for a moment, for the action of the alkaloid is",4456
A Study In Scarlet,rapid. A spasm of pain contorted his features; he threw his hands out,4457
A Study In Scarlet,"in front of him, staggered, and then, with a hoarse cry, fell heavily",4458
A Study In Scarlet,"upon the floor. I turned him over with my foot, and placed my hand",4459
A Study In Scarlet,upon his heart. There was no movement. He was dead!,4460
A Study In Scarlet,,4461
A Study In Scarlet,"""The blood had been streaming from my nose, but I had taken no notice",4462
A Study In Scarlet,of it. I don't know what it was that put it into my head to write,4463
A Study In Scarlet,upon the wall with it. Perhaps it was some mischievous idea of,4464
A Study In Scarlet,"setting the police upon a wrong track, for I felt light-hearted and",4465
A Study In Scarlet,cheerful. I remembered a German being found in New York with RACHE,4466
A Study In Scarlet,"written up above him, and it was argued at the time in the newspapers",4467
A Study In Scarlet,that the secret societies must have done it. I guessed that what,4468
A Study In Scarlet,"puzzled the New Yorkers would puzzle the Londoners, so I dipped my",4469
A Study In Scarlet,finger in my own blood and printed it on a convenient place on the,4470
A Study In Scarlet,wall. Then I walked down to my cab and found that there was nobody,4471
A Study In Scarlet,"about, and that the night was still very wild. I had driven some",4472
A Study In Scarlet,distance when I put my hand into the pocket in which I usually kept,4473
A Study In Scarlet,"Lucy's ring, and found that it was not there. I was thunderstruck at",4474
A Study In Scarlet,"this, for it was the only memento that I had of her. Thinking that I",4475
A Study In Scarlet,"might have dropped it when I stooped over Drebber's body, I drove",4476
A Study In Scarlet,"back, and leaving my cab in a side street, I went boldly up to the",4477
A Study In Scarlet,house--for I was ready to dare anything rather than lose the ring.,4478
A Study In Scarlet,"When I arrived there, I walked right into the arms of a",4479
A Study In Scarlet,"police-officer who was coming out, and only managed to disarm his",4480
A Study In Scarlet,suspicions by pretending to be hopelessly drunk.,4481
A Study In Scarlet,,4482
A Study In Scarlet,"""That was how Enoch Drebber came to his end. All I had to do then was",4483
A Study In Scarlet,"to do as much for Stangerson, and so pay off John Ferrier's debt. I",4484
A Study In Scarlet,"knew that he was staying at Halliday's Private Hotel, and I hung",4485
A Study In Scarlet,"about all day, but he never came out. I fancy that he suspected",4486
A Study In Scarlet,something when Drebber failed to put in an appearance. He was,4487
A Study In Scarlet,"cunning, was Stangerson, and always on his guard. If he thought he",4488
A Study In Scarlet,could keep me off by staying indoors he was very much mistaken. I,4489
A Study In Scarlet,"soon found out which was the window of his bedroom, and early next",4490
A Study In Scarlet,morning I took advantage of some ladders which were lying in the lane,4491
A Study In Scarlet,"behind the hotel, and so made my way into his room in the grey of the",4492
A Study In Scarlet,dawn. I woke him up and told him that the hour had come when he was,4493
A Study In Scarlet,to answer for the life he had taken so long before. I described,4494
A Study In Scarlet,"Drebber's death to him, and I gave him the same choice of the",4495
A Study In Scarlet,poisoned pills. Instead of grasping at the chance of safety which,4496
A Study In Scarlet,"that offered him, he sprang from his bed and flew at my throat. In",4497
A Study In Scarlet,self-defence I stabbed him to the heart. It would have been the same,4498
A Study In Scarlet,"in any case, for Providence would never have allowed his guilty hand",4499
A Study In Scarlet,to pick out anything but the poison.,4500
A Study In Scarlet,,4501
A Study In Scarlet,"""I have little more to say, and it's as well, for I am about done up.",4502
A Study In Scarlet,"I went on cabbing it for a day or so, intending to keep at it until I",4503
A Study In Scarlet,could save enough to take me back to America. I was standing in the,4504
A Study In Scarlet,yard when a ragged youngster asked if there was a cabby there called,4505
A Study In Scarlet,"Jefferson Hope, and said that his cab was wanted by a gentleman at",4506
A Study In Scarlet,"221b, Baker Street. I went round, suspecting no harm, and the next",4507
A Study In Scarlet,"thing I knew, this young man here had the bracelets on my wrists, and",4508
A Study In Scarlet,as neatly snackled as ever I saw in my life. That's the whole of my,4509
A Study In Scarlet,"story, gentlemen. You may consider me to be a murderer; but I hold",4510
A Study In Scarlet,"that I am just as much an officer of justice as you are.""",4511
A Study In Scarlet,,4512
A Study In Scarlet,"So thrilling had the man's narrative been, and his manner was so",4513
A Study In Scarlet,impressive that we had sat silent and absorbed. Even the professional,4514
A Study In Scarlet,"detectives, blase as they were in every detail of crime, appeared to",4515
A Study In Scarlet,be keenly interested in the man's story. When he finished we sat for,4516
A Study In Scarlet,some minutes in a stillness which was only broken by the scratching,4517
A Study In Scarlet,of Lestrade's pencil as he gave the finishing touches to his,4518
A Study In Scarlet,shorthand account.,4519
A Study In Scarlet,,4520
A Study In Scarlet,"""There is only one point on which I should like a little more",4521
A Study In Scarlet,"information,"" Sherlock Holmes said at last. ""Who was your accomplice",4522
A Study In Scarlet,"who came for the ring which I advertised?""",4523
A Study In Scarlet,,4524
A Study In Scarlet,"The prisoner winked at my friend jocosely. ""I can tell my own",4525
A Study In Scarlet,"secrets,"" he said, ""but I don't get other people into trouble. I saw",4526
A Study In Scarlet,"your advertisement, and I thought it might be a plant, or it might be",4527
A Study In Scarlet,the ring which I wanted. My friend volunteered to go and see. I think,4528
A Study In Scarlet,"you'll own he did it smartly.""",4529
A Study In Scarlet,,4530
A Study In Scarlet,"""Not a doubt of that,"" said Holmes heartily.",4531
A Study In Scarlet,,4532
A Study In Scarlet,"""Now, gentlemen,"" the Inspector remarked gravely, ""the forms of the",4533
A Study In Scarlet,law must be complied with. On Thursday the prisoner will be brought,4534
A Study In Scarlet,"before the magistrates, and your attendance will be required. Until",4535
A Study In Scarlet,"then I will be responsible for him."" He rang the bell as he spoke,",4536
A Study In Scarlet,"and Jefferson Hope was led off by a couple of warders, while my",4537
A Study In Scarlet,friend and I made our way out of the Station and took a cab back to,4538
A Study In Scarlet,Baker Street.,4539
A Study In Scarlet,,4540
A Study In Scarlet,CHAPTER VII,4541
A Study In Scarlet,The Conclusion,4542
A Study In Scarlet,,4543
A Study In Scarlet,We had all been warned to appear before the magistrates upon the,4544
A Study In Scarlet,Thursday; but when the Thursday came there was no occasion for our,4545
A Study In Scarlet,"testimony. A higher Judge had taken the matter in hand, and Jefferson",4546
A Study In Scarlet,Hope had been summoned before a tribunal where strict justice would,4547
A Study In Scarlet,be meted out to him. On the very night after his capture the aneurism,4548
A Study In Scarlet,"burst, and he was found in the morning stretched upon the floor of",4549
A Study In Scarlet,"the cell, with a placid smile upon his face, as though he had been",4550
A Study In Scarlet,"able in his dying moments to look back upon a useful life, and on",4551
A Study In Scarlet,work well done.,4552
A Study In Scarlet,,4553
A Study In Scarlet,"""Gregson and Lestrade will be wild about his death,"" Holmes remarked,",4554
A Study In Scarlet,"as we chatted it over next evening. ""Where will their grand",4555
A Study In Scarlet,"advertisement be now?""",4556
A Study In Scarlet,,4557
A Study In Scarlet,"""I don't see that they had very much to do with his capture,"" I",4558
A Study In Scarlet,answered.,4559
A Study In Scarlet,,4560
A Study In Scarlet,"""What you do in this world is a matter of no consequence,"" returned",4561
A Study In Scarlet,"my companion, bitterly. ""The question is, what can you make people",4562
A Study In Scarlet,"believe that you have done. Never mind,"" he continued, more brightly,",4563
A Study In Scarlet,"after a pause. ""I would not have missed the investigation for",4564
A Study In Scarlet,anything. There has been no better case within my recollection.,4565
A Study In Scarlet,"Simple as it was, there were several most instructive points about",4566
A Study In Scarlet,"it.""",4567
A Study In Scarlet,,4568
A Study In Scarlet,"""Simple!"" I ejaculated.",4569
A Study In Scarlet,,4570
A Study In Scarlet,"""Well, really, it can hardly be described as otherwise,"" said",4571
A Study In Scarlet,"Sherlock Holmes, smiling at my surprise. ""The proof of its intrinsic",4572
A Study In Scarlet,"simplicity is, that without any help save a few very ordinary",4573
A Study In Scarlet,deductions I was able to lay my hand upon the criminal within three,4574
A Study In Scarlet,"days.""",4575
A Study In Scarlet,,4576
A Study In Scarlet,"""That is true,"" said I.",4577
A Study In Scarlet,,4578
A Study In Scarlet,"""I have already explained to you that what is out of the common is",4579
A Study In Scarlet,usually a guide rather than a hindrance. In solving a problem of this,4580
A Study In Scarlet,"sort, the grand thing is to be able to reason backwards. That is a",4581
A Study In Scarlet,"very useful accomplishment, and a very easy one, but people do not",4582
A Study In Scarlet,practise it much. In the every-day affairs of life it is more useful,4583
A Study In Scarlet,"to reason forwards, and so the other comes to be neglected. There are",4584
A Study In Scarlet,fifty who can reason synthetically for one who can reason,4585
A Study In Scarlet,"analytically.""",4586
A Study In Scarlet,,4587
A Study In Scarlet,"""I confess,"" said I, ""that I do not quite follow you.""",4588
A Study In Scarlet,,4589
A Study In Scarlet,"""I hardly expected that you would. Let me see if I can make it",4590
A Study In Scarlet,"clearer. Most people, if you describe a train of events to them, will",4591
A Study In Scarlet,tell you what the result would be. They can put those events together,4592
A Study In Scarlet,"in their minds, and argue from them that something will come to pass.",4593
A Study In Scarlet,"There are few people, however, who, if you told them a result, would",4594
A Study In Scarlet,be able to evolve from their own inner consciousness what the steps,4595
A Study In Scarlet,were which led up to that result. This power is what I mean when I,4596
A Study In Scarlet,"talk of reasoning backwards, or analytically.""",4597
A Study In Scarlet,,4598
A Study In Scarlet,"""I understand,"" said I.",4599
A Study In Scarlet,,4600
A Study In Scarlet,"""Now this was a case in which you were given the result and had to",4601
A Study In Scarlet,find everything else for yourself. Now let me endeavour to show you,4602
A Study In Scarlet,the different steps in my reasoning. To begin at the beginning. I,4603
A Study In Scarlet,"approached the house, as you know, on foot, and with my mind entirely",4604
A Study In Scarlet,free from all impressions. I naturally began by examining the,4605
A Study In Scarlet,"roadway, and there, as I have already explained to you, I saw clearly",4606
A Study In Scarlet,"the marks of a cab, which, I ascertained by inquiry, must have been",4607
A Study In Scarlet,there during the night. I satisfied myself that it was a cab and not,4608
A Study In Scarlet,a private carriage by the narrow gauge of the wheels. The ordinary,4609
A Study In Scarlet,London growler is considerably less wide than a gentleman's brougham.,4610
A Study In Scarlet,,4611
A Study In Scarlet,"""This was the first point gained. I then walked slowly down the",4612
A Study In Scarlet,"garden path, which happened to be composed of a clay soil, peculiarly",4613
A Study In Scarlet,suitable for taking impressions. No doubt it appeared to you to be a,4614
A Study In Scarlet,"mere trampled line of slush, but to my trained eyes every mark upon",4615
A Study In Scarlet,its surface had a meaning. There is no branch of detective science,4616
A Study In Scarlet,which is so important and so much neglected as the art of tracing,4617
A Study In Scarlet,"footsteps. Happily, I have always laid great stress upon it, and much",4618
A Study In Scarlet,practice has made it second nature to me. I saw the heavy footmarks,4619
A Study In Scarlet,"of the constables, but I saw also the track of the two men who had",4620
A Study In Scarlet,first passed through the garden. It was easy to tell that they had,4621
A Study In Scarlet,"been before the others, because in places their marks had been",4622
A Study In Scarlet,entirely obliterated by the others coming upon the top of them. In,4623
A Study In Scarlet,"this way my second link was formed, which told me that the nocturnal",4624
A Study In Scarlet,"visitors were two in number, one remarkable for his height (as I",4625
A Study In Scarlet,"calculated from the length of his stride), and the other fashionably",4626
A Study In Scarlet,"dressed, to judge from the small and elegant impression left by his",4627
A Study In Scarlet,boots.,4628
A Study In Scarlet,,4629
A Study In Scarlet,"""On entering the house this last inference was confirmed. My",4630
A Study In Scarlet,"well-booted man lay before me. The tall one, then, had done the",4631
A Study In Scarlet,"murder, if murder there was. There was no wound upon the dead man's",4632
A Study In Scarlet,"person, but the agitated expression upon his face assured me that he",4633
A Study In Scarlet,had foreseen his fate before it came upon him. Men who die from heart,4634
A Study In Scarlet,"disease, or any sudden natural cause, never by any chance exhibit",4635
A Study In Scarlet,agitation upon their features. Having sniffed the dead man's lips I,4636
A Study In Scarlet,"detected a slightly sour smell, and I came to the conclusion that he",4637
A Study In Scarlet,"had had poison forced upon him. Again, I argued that it had been",4638
A Study In Scarlet,forced upon him from the hatred and fear expressed upon his face. By,4639
A Study In Scarlet,"the method of exclusion, I had arrived at this result, for no other",4640
A Study In Scarlet,hypothesis would meet the facts. Do not imagine that it was a very,4641
A Study In Scarlet,unheard of idea. The forcible administration of poison is by no means,4642
A Study In Scarlet,"a new thing in criminal annals. The cases of Dolsky in Odessa, and of",4643
A Study In Scarlet,"Leturier in Montpellier, will occur at once to any toxicologist.",4644
A Study In Scarlet,,4645
A Study In Scarlet,"""And now came the great question as to the reason why. Robbery had",4646
A Study In Scarlet,"not been the object of the murder, for nothing was taken. Was it",4647
A Study In Scarlet,"politics, then, or was it a woman? That was the question which",4648
A Study In Scarlet,confronted me. I was inclined from the first to the latter,4649
A Study In Scarlet,supposition. Political assassins are only too glad to do their work,4650
A Study In Scarlet,"and to fly. This murder had, on the contrary, been done most",4651
A Study In Scarlet,"deliberately, and the perpetrator had left his tracks all over the",4652
A Study In Scarlet,"room, showing that he had been there all the time. It must have been",4653
A Study In Scarlet,"a private wrong, and not a political one, which called for such a",4654
A Study In Scarlet,methodical revenge. When the inscription was discovered upon the wall,4655
A Study In Scarlet,I was more inclined than ever to my opinion. The thing was too,4656
A Study In Scarlet,"evidently a blind. When the ring was found, however, it settled the",4657
A Study In Scarlet,question. Clearly the murderer had used it to remind his victim of,4658
A Study In Scarlet,some dead or absent woman. It was at this point that I asked Gregson,4659
A Study In Scarlet,whether he had enquired in his telegram to Cleveland as to any,4660
A Study In Scarlet,"particular point in Mr. Drebber's former career. He answered, you",4661
A Study In Scarlet,"remember, in the negative.",4662
A Study In Scarlet,,4663
A Study In Scarlet,"""I then proceeded to make a careful examination of the room, which",4664
A Study In Scarlet,"confirmed me in my opinion as to the murderer's height, and furnished",4665
A Study In Scarlet,me with the additional details as to the Trichinopoly cigar and the,4666
A Study In Scarlet,"length of his nails. I had already come to the conclusion, since",4667
A Study In Scarlet,"there were no signs of a struggle, that the blood which covered the",4668
A Study In Scarlet,floor had burst from the murderer's nose in his excitement. I could,4669
A Study In Scarlet,perceive that the track of blood coincided with the track of his,4670
A Study In Scarlet,"feet. It is seldom that any man, unless he is very full-blooded,",4671
A Study In Scarlet,"breaks out in this way through emotion, so I hazarded the opinion",4672
A Study In Scarlet,that the criminal was probably a robust and ruddy-faced man. Events,4673
A Study In Scarlet,proved that I had judged correctly.,4674
A Study In Scarlet,,4675
